"rbd";"id_subdimension";"agno";"id_indicador";"id_dimension";"niv_mbajo_por";"niv_mmedio_por";"niv_malto_por";"niv_bajo_por";"niv_medio_por";"niv_alto_por";"codigo_bbdd";"fecha_bbdd";"grado"
1859;212;2025;2;21;;;;34;37;29;v12025;20260423;2m
1859;221;2025;2;22;;;;61;34;5;v12025;20260423;2m
1859;222;2025;2;22;;;;78;;22;v12025;20260423;2m
1859;231;2025;2;23;;;;32;44;24;v12025;20260423;2m
1859;232;2025;2;23;;;;93;;7;v12025;20260423;2m
1859;311;2025;3;31;;;;83;7;10;v12025;20260423;2m
1859;312;2025;3;31;;;;78;7;15;v12025;20260423;2m
1859;321;2025;3;32;;;;63;17;20;v12025;20260423;2m
1859;322;2025;3;32;;;;32;34;34;v12025;20260423;2m
1859;323;2025;3;32;;;;61;15;24;v12025;20260423;2m
1859;331;2025;3;33;;;;34;54;12;v12025;20260423;2m
1859;411;2025;4;41;;;;22;41;37;v12025;20260423;2m
1859;412;2025;4;41;;;;39;;61;v12025;20260423;2m
1859;421;2025;4;42;;;;12;34;54;v12025;20260423;2m
1859;422;2025;4;42;;;;41;;59;v12025;20260423;2m
1859;431;2025;4;43;;;;12;44;44;v12025;20260423;2m
1859;432;2025;4;43;;;;34;;66;v12025;20260423;2m
1860;111;2025;1;11;;;;32;40;28;v12025;20260423;2m
1860;112;2025;1;11;;;;30;43;26;v12025;20260423;2m
1860;121;2025;1;12;;;;40;57;4;v12025;20260423;2m
1860;122;2025;1;12;;;;83;;17;v12025;20260423;2m
1860;211;2025;2;21;;;;32;60;8;v12025;20260423;2m
1860;212;2025;2;21;;;;36;42;23;v12025;20260423;2m
1860;221;2025;2;22;;;;66;30;4;v12025;20260423;2m
1860;222;2025;2;22;;;;75;;25;v12025;20260423;2m
1860;231;2025;2;23;;;;25;49;26;v12025;20260423;2m
1860;232;2025;2;23;;;;83;;17;v12025;20260423;2m
1860;311;2025;3;31;;;;87;4;9;v12025;20260423;2m
1860;312;2025;3;31;;;;83;8;10;v12025;20260423;2m
1860;321;2025;3;32;;;;59;23;19;v12025;20260423;2m
1860;322;2025;3;32;;;;30;43;26;v12025;20260423;2m
1860;323;2025;3;32;;;;68;19;13;v12025;20260423;2m
1860;331;2025;3;33;;;;44;46;10;v12025;20260423;2m
1860;411;2025;4;41;;;;23;42;36;v12025;20260423;2m
1860;412;2025;4;41;;;;49;;51;v12025;20260423;2m
1860;421;2025;4;42;;;;9;57;34;v12025;20260423;2m
1860;422;2025;4;42;;;;70;;30;v12025;20260423;2m
1860;431;2025;4;43;;;;8;74;19;v12025;20260423;2m
1860;432;2025;4;43;;;;45;;55;v12025;20260423;2m
1863;111;2025;1;11;;;;36;30;34;v12025;20260423;2m
1863;112;2025;1;11;;;;22;51;27;v12025;20260423;2m
1863;121;2025;1;12;;;;49;42;9;v12025;20260423;2m
1863;122;2025;1;12;;;;81;;19;v12025;20260423;2m
1863;211;2025;2;21;;;;56;36;8;v12025;20260423;2m
1863;212;2025;2;21;;;;25;49;25;v12025;20260423;2m
1863;221;2025;2;22;;;;62;36;2;v12025;20260423;2m
1863;222;2025;2;22;;;;68;;32;v12025;20260423;2m
1863;231;2025;2;23;;;;27;51;22;v12025;20260423;2m
1863;232;2025;2;23;;;;86;;14;v12025;20260423;2m
1863;311;2025;3;31;;;;87;4;9;v12025;20260423;2m
1863;312;2025;3;31;;;;73;12;14;v12025;20260423;2m
1863;321;2025;3;32;;;;63;20;18;v12025;20260423;2m
1863;322;2025;3;32;;;;32;40;29;v12025;20260423;2m
1863;323;2025;3;32;;;;62;16;22;v12025;20260423;2m
1863;331;2025;3;33;;;;47;41;12;v12025;20260423;2m
1863;411;2025;4;41;;;;25;40;35;v12025;20260423;2m
1863;412;2025;4;41;;;;52;;48;v12025;20260423;2m
1863;421;2025;4;42;;;;15;62;24;v12025;20260423;2m
1863;422;2025;4;42;;;;69;;31;v12025;20260423;2m
1863;431;2025;4;43;;;;18;54;28;v12025;20260423;2m
1863;432;2025;4;43;;;;34;;66;v12025;20260423;2m
1864;111;2025;1;11;;;;38;36;25;v12025;20260423;2m
1864;112;2025;1;11;;;;29;42;29;v12025;20260423;2m
1864;121;2025;1;12;;;;51;38;11;v12025;20260423;2m
1864;122;2025;1;12;;;;75;;25;v12025;20260423;2m
1864;211;2025;2;21;;;;35;51;15;v12025;20260423;2m
1864;212;2025;2;21;;;;24;49;27;v12025;20260423;2m
1864;221;2025;2;22;;;;69;24;7;v12025;20260423;2m
1864;222;2025;2;22;;;;81;;19;v12025;20260423;2m
1864;231;2025;2;23;;;;33;52;15;v12025;20260423;2m
1864;232;2025;2;23;;;;72;;28;v12025;20260423;2m
1864;311;2025;3;31;;;;87;7;6;v12025;20260423;2m
1864;312;2025;3;31;;;;72;15;13;v12025;20260423;2m
1864;321;2025;3;32;;;;72;13;15;v12025;20260423;2m
1864;322;2025;3;32;;;;41;41;19;v12025;20260423;2m
1864;323;2025;3;32;;;;65;20;15;v12025;20260423;2m
1864;331;2025;3;33;;;;50;37;13;v12025;20260423;2m
1864;411;2025;4;41;;;;24;42;35;v12025;20260423;2m
1864;412;2025;4;41;;;;36;;64;v12025;20260423;2m
1864;421;2025;4;42;;;;20;50;30;v12025;20260423;2m
1864;422;2025;4;42;;;;83;;17;v12025;20260423;2m
1864;431;2025;4;43;;;;20;51;29;v12025;20260423;2m
1864;432;2025;4;43;;;;56;;44;v12025;20260423;2m
1867;111;2025;1;11;;;;13;50;38;v12025;20260423;2m
1867;112;2025;1;11;;;;8;50;42;v12025;20260423;2m
1867;121;2025;1;12;;;;42;54;4;v12025;20260423;2m
1867;122;2025;1;12;;;;83;;17;v12025;20260423;2m
1867;211;2025;2;21;;;;33;63;4;v12025;20260423;2m
1867;212;2025;2;21;;;;13;46;42;v12025;20260423;2m
1867;221;2025;2;22;;;;46;54;0;v12025;20260423;2m
1867;222;2025;2;22;;;;50;;50;v12025;20260423;2m
1867;231;2025;2;23;;;;17;54;29;v12025;20260423;2m
1867;232;2025;2;23;;;;92;;8;v12025;20260423;2m
1867;311;2025;3;31;;;;79;13;8;v12025;20260423;2m
1867;312;2025;3;31;;;;58;8;33;v12025;20260423;2m
1867;321;2025;3;32;;;;46;17;38;v12025;20260423;2m
1867;322;2025;3;32;;;;25;21;54;v12025;20260423;2m
1867;323;2025;3;32;;;;50;13;38;v12025;20260423;2m
1867;331;2025;3;33;;;;33;54;13;v12025;20260423;2m
1867;411;2025;4;41;;;;32;45;23;v12025;20260423;2m
1867;412;2025;4;41;;;;32;;68;v12025;20260423;2m
1867;421;2025;4;42;;;;21;46;33;v12025;20260423;2m
1867;422;2025;4;42;;;;42;;58;v12025;20260423;2m
1867;431;2025;4;43;;;;5;68;27;v12025;20260423;2m
1867;432;2025;4;43;;;;22;;78;v12025;20260423;2m
1880;111;2025;1;11;;;;38;35;28;v12025;20260423;2m
1880;112;2025;1;11;;;;15;41;44;v12025;20260423;2m
1880;121;2025;1;12;;;;47;38;15;v12025;20260423;2m
1880;122;2025;1;12;;;;63;;37;v12025;20260423;2m
1880;211;2025;2;21;;;;44;41;15;v12025;20260423;2m
1880;212;2025;2;21;;;;19;43;38;v12025;20260423;2m
1880;221;2025;2;22;;;;56;32;12;v12025;20260423;2m
1880;222;2025;2;22;;;;63;;37;v12025;20260423;2m
1880;231;2025;2;23;;;;20;44;36;v12025;20260423;2m
1880;232;2025;2;23;;;;86;;14;v12025;20260423;2m
1880;311;2025;3;31;;;;77;4;19;v12025;20260423;2m
1880;312;2025;3;31;;;;67;6;28;v12025;20260423;2m
1880;321;2025;3;32;;;;67;10;23;v12025;20260423;2m
1880;322;2025;3;32;;;;33;32;35;v12025;20260423;2m
1880;323;2025;3;32;;;;49;20;30;v12025;20260423;2m
1880;331;2025;3;33;;;;40;40;21;v12025;20260423;2m
1880;411;2025;4;41;;;;29;28;43;v12025;20260423;2m
1880;412;2025;4;41;;;;35;;65;v12025;20260423;2m
1880;421;2025;4;42;;;;15;60;25;v12025;20260423;2m
1880;422;2025;4;42;;;;46;;54;v12025;20260423;2m
1880;431;2025;4;43;;;;31;44;25;v12025;20260423;2m
1880;432;2025;4;43;;;;35;;65;v12025;20260423;2m
1881;111;2025;1;11;;;;38;30;33;v12025;20260423;2m
1881;112;2025;1;11;;;;15;53;33;v12025;20260423;2m
1881;121;2025;1;12;;;;43;43;15;v12025;20260423;2m
1881;122;2025;1;12;;;;77;;23;v12025;20260423;2m
1881;211;2025;2;21;;;;33;49;18;v12025;20260423;2m
1881;212;2025;2;21;;;;10;44;46;v12025;20260423;2m
1881;221;2025;2;22;;;;63;28;10;v12025;20260423;2m
1881;222;2025;2;22;;;;55;;45;v12025;20260423;2m
1881;231;2025;2;23;;;;20;48;33;v12025;20260423;2m
1881;232;2025;2;23;;;;73;;28;v12025;20260423;2m
1881;311;2025;3;31;;;;82;3;15;v12025;20260423;2m
1881;312;2025;3;31;;;;77;8;15;v12025;20260423;2m
1881;321;2025;3;32;;;;60;18;23;v12025;20260423;2m
1881;322;2025;3;32;;;;33;38;30;v12025;20260423;2m
1881;323;2025;3;32;;;;58;13;30;v12025;20260423;2m
1881;331;2025;3;33;;;;46;44;10;v12025;20260423;2m
1881;411;2025;4;41;;;;23;30;48;v12025;20260423;2m
1881;412;2025;4;41;;;;20;;80;v12025;20260423;2m
1881;421;2025;4;42;;;;13;50;38;v12025;20260423;2m
1881;422;2025;4;42;;;;21;;79;v12025;20260423;2m
1881;431;2025;4;43;;;;18;48;35;v12025;20260423;2m
1881;432;2025;4;43;;;;20;;80;v12025;20260423;2m
1882;111;2025;1;11;;;;36;36;29;v12025;20260423;2m
1882;112;2025;1;11;;;;10;44;46;v12025;20260423;2m
1882;121;2025;1;12;;;;47;49;3;v12025;20260423;2m
1882;122;2025;1;12;;;;64;;36;v12025;20260423;2m
1882;211;2025;2;21;;;;56;36;8;v12025;20260423;2m
1882;212;2025;2;21;;;;10;44;46;v12025;20260423;2m
1882;221;2025;2;22;;;;66;29;5;v12025;20260423;2m
1882;222;2025;2;22;;;;46;;54;v12025;20260423;2m
1882;231;2025;2;23;;;;20;39;41;v12025;20260423;2m
1882;232;2025;2;23;;;;83;;17;v12025;20260423;2m
1882;311;2025;3;31;;;;81;2;17;v12025;20260423;2m
1882;312;2025;3;31;;;;56;14;31;v12025;20260423;2m
1882;321;2025;3;32;;;;41;29;31;v12025;20260423;2m
1882;322;2025;3;32;;;;27;42;31;v12025;20260423;2m
1882;323;2025;3;32;;;;44;12;44;v12025;20260423;2m
1882;331;2025;3;33;;;;24;51;25;v12025;20260423;2m
1882;411;2025;4;41;;;;24;41;34;v12025;20260423;2m
1882;412;2025;4;41;;;;64;;36;v12025;20260423;2m
1882;421;2025;4;42;;;;8;59;32;v12025;20260423;2m
1882;422;2025;4;42;;;;59;;41;v12025;20260423;2m
1882;431;2025;4;43;;;;16;64;21;v12025;20260423;2m
1882;432;2025;4;43;;;;41;;59;v12025;20260423;2m
1884;111;2025;1;11;;;;39;36;24;v12025;20260423;2m
1884;112;2025;1;11;;;;24;45;30;v12025;20260423;2m
1884;121;2025;1;12;;;;51;45;5;v12025;20260423;2m
1884;122;2025;1;12;;;;72;;28;v12025;20260423;2m
1884;211;2025;2;21;;;;42;48;9;v12025;20260423;2m
1884;212;2025;2;21;;;;23;50;27;v12025;20260423;2m
1884;221;2025;2;22;;;;54;39;7;v12025;20260423;2m
1884;222;2025;2;22;;;;69;;31;v12025;20260423;2m
1884;231;2025;2;23;;;;18;61;21;v12025;20260423;2m
1884;232;2025;2;23;;;;80;;20;v12025;20260423;2m
1884;311;2025;3;31;;;;76;8;17;v12025;20260423;2m
1884;312;2025;3;31;;;;65;14;21;v12025;20260423;2m
1884;321;2025;3;32;;;;59;21;20;v12025;20260423;2m
1884;322;2025;3;32;;;;26;41;33;v12025;20260423;2m
1884;323;2025;3;32;;;;61;20;20;v12025;20260423;2m
1884;331;2025;3;33;;;;29;47;24;v12025;20260423;2m
1884;411;2025;4;41;;;;30;39;30;v12025;20260423;2m
1884;412;2025;4;41;;;;42;;58;v12025;20260423;2m
1884;421;2025;4;42;;;;23;44;33;v12025;20260423;2m
1884;422;2025;4;42;;;;47;;53;v12025;20260423;2m
1884;431;2025;4;43;;;;14;68;18;v12025;20260423;2m
1884;432;2025;4;43;;;;18;;82;v12025;20260423;2m
1886;111;2025;1;11;;;;31;38;31;v12025;20260423;2m
1886;112;2025;1;11;;;;25;44;31;v12025;20260423;2m
1886;121;2025;1;12;;;;38;44;19;v12025;20260423;2m
1886;122;2025;1;12;;;;81;;19;v12025;20260423;2m
1886;211;2025;2;21;;;;38;63;0;v12025;20260423;2m
1886;212;2025;2;21;;;;6;69;25;v12025;20260423;2m
1886;221;2025;2;22;;;;94;6;0;v12025;20260423;2m
1886;222;2025;2;22;;;;75;;25;v12025;20260423;2m
1886;231;2025;2;23;;;;25;44;31;v12025;20260423;2m
1886;232;2025;2;23;;;;88;;13;v12025;20260423;2m
1886;311;2025;3;31;;;;94;0;6;v12025;20260423;2m
1886;312;2025;3;31;;;;63;6;31;v12025;20260423;2m
1886;321;2025;3;32;;;;56;19;25;v12025;20260423;2m
1886;322;2025;3;32;;;;13;50;38;v12025;20260423;2m
1886;323;2025;3;32;;;;63;6;31;v12025;20260423;2m
1886;331;2025;3;33;;;;31;69;0;v12025;20260423;2m
1886;411;2025;4;41;;;;7;47;47;v12025;20260423;2m
1886;412;2025;4;41;;;;20;;80;v12025;20260423;2m
1886;421;2025;4;42;;;;13;50;38;v12025;20260423;2m
1886;422;2025;4;42;;;;44;;56;v12025;20260423;2m
1886;431;2025;4;43;;;;20;67;13;v12025;20260423;2m
1886;432;2025;4;43;;;;13;;88;v12025;20260423;2m
1887;111;2025;1;11;;;;29;27;43;v12025;20260423;2m
1887;112;2025;1;11;;;;14;33;53;v12025;20260423;2m
1887;121;2025;1;12;;;;39;53;8;v12025;20260423;2m
1887;122;2025;1;12;;;;66;;34;v12025;20260423;2m
1887;211;2025;2;21;;;;27;51;22;v12025;20260423;2m
1887;212;2025;2;21;;;;20;27;53;v12025;20260423;2m
1887;221;2025;2;22;;;;55;37;8;v12025;20260423;2m
1887;222;2025;2;22;;;;49;;51;v12025;20260423;2m
1887;231;2025;2;23;;;;22;47;31;v12025;20260423;2m
1887;232;2025;2;23;;;;78;;22;v12025;20260423;2m
1887;311;2025;3;31;;;;84;2;14;v12025;20260423;2m
1887;312;2025;3;31;;;;75;16;10;v12025;20260423;2m
1887;321;2025;3;32;;;;37;27;35;v12025;20260423;2m
1887;322;2025;3;32;;;;24;41;35;v12025;20260423;2m
1887;323;2025;3;32;;;;45;22;33;v12025;20260423;2m
1887;331;2025;3;33;;;;29;51;20;v12025;20260423;2m
1887;411;2025;4;41;;;;14;42;44;v12025;20260423;2m
1887;412;2025;4;41;;;;58;;42;v12025;20260423;2m
1887;421;2025;4;42;;;;8;51;41;v12025;20260423;2m
1887;422;2025;4;42;;;;61;;39;v12025;20260423;2m
1887;431;2025;4;43;;;;10;66;24;v12025;20260423;2m
1887;432;2025;4;43;;;;42;;58;v12025;20260423;2m
1889;111;2025;1;11;;;;13;46;42;v12025;20260423;2m
1889;112;2025;1;11;;;;13;50;38;v12025;20260423;2m
1889;121;2025;1;12;;;;42;38;21;v12025;20260423;2m
1889;122;2025;1;12;;;;83;;17;v12025;20260423;2m
1889;211;2025;2;21;;;;38;42;21;v12025;20260423;2m
1889;212;2025;2;21;;;;17;50;33;v12025;20260423;2m
1889;221;2025;2;22;;;;63;25;13;v12025;20260423;2m
1889;222;2025;2;22;;;;75;;25;v12025;20260423;2m
1889;231;2025;2;23;;;;21;58;21;v12025;20260423;2m
1889;232;2025;2;23;;;;75;;25;v12025;20260423;2m
1889;311;2025;3;31;;;;71;8;21;v12025;20260423;2m
1889;312;2025;3;31;;;;67;13;21;v12025;20260423;2m
1889;321;2025;3;32;;;;75;13;13;v12025;20260423;2m
1889;322;2025;3;32;;;;25;50;25;v12025;20260423;2m
1889;323;2025;3;32;;;;58;21;21;v12025;20260423;2m
1889;331;2025;3;33;;;;46;38;17;v12025;20260423;2m
1889;411;2025;4;41;;;;38;38;25;v12025;20260423;2m
1889;412;2025;4;41;;;;42;;58;v12025;20260423;2m
1889;421;2025;4;42;;;;21;46;33;v12025;20260423;2m
1889;422;2025;4;42;;;;46;;54;v12025;20260423;2m
1889;431;2025;4;43;;;;25;50;25;v12025;20260423;2m
1889;432;2025;4;43;;;;38;;63;v12025;20260423;2m
1891;111;2025;1;11;;;;25;33;42;v12025;20260423;2m
1891;112;2025;1;11;;;;0;42;58;v12025;20260423;2m
1891;121;2025;1;12;;;;50;42;8;v12025;20260423;2m
1891;122;2025;1;12;;;;50;;50;v12025;20260423;2m
1891;211;2025;2;21;;;;36;27;36;v12025;20260423;2m
1891;212;2025;2;21;;;;0;45;55;v12025;20260423;2m
1891;221;2025;2;22;;;;36;55;9;v12025;20260423;2m
1891;222;2025;2;22;;;;55;;45;v12025;20260423;2m
1891;231;2025;2;23;;;;17;50;33;v12025;20260423;2m
1891;232;2025;2;23;;;;75;;25;v12025;20260423;2m
1891;311;2025;3;31;;;;50;17;33;v12025;20260423;2m
1891;312;2025;3;31;;;;50;8;42;v12025;20260423;2m
1891;321;2025;3;32;;;;25;8;67;v12025;20260423;2m
1891;322;2025;3;32;;;;17;42;42;v12025;20260423;2m
1891;323;2025;3;32;;;;42;8;50;v12025;20260423;2m
1891;331;2025;3;33;;;;33;42;25;v12025;20260423;2m
1891;411;2025;4;41;;;;0;50;50;v12025;20260423;2m
1891;412;2025;4;41;;;;25;;75;v12025;20260423;2m
1891;421;2025;4;42;;;;0;33;67;v12025;20260423;2m
1891;422;2025;4;42;;;;50;;50;v12025;20260423;2m
1891;431;2025;4;43;;;;17;42;42;v12025;20260423;2m
1891;432;2025;4;43;;;;17;;83;v12025;20260423;2m
1895;111;2025;1;11;;;;26;35;39;v12025;20260423;2m
1895;112;2025;1;11;;;;10;37;53;v12025;20260423;2m
1895;121;2025;1;12;;;;48;39;13;v12025;20260423;2m
1895;122;2025;1;12;;;;68;;32;v12025;20260423;2m
1895;211;2025;2;21;;;;20;47;33;v12025;20260423;2m
1895;212;2025;2;21;;;;13;40;47;v12025;20260423;2m
1895;221;2025;2;22;;;;50;37;13;v12025;20260423;2m
1895;222;2025;2;22;;;;70;;30;v12025;20260423;2m
1895;231;2025;2;23;;;;26;48;26;v12025;20260423;2m
1895;232;2025;2;23;;;;61;;39;v12025;20260423;2m
1895;311;2025;3;31;;;;90;0;10;v12025;20260423;2m
1895;312;2025;3;31;;;;65;10;26;v12025;20260423;2m
1895;321;2025;3;32;;;;55;19;26;v12025;20260423;2m
1895;322;2025;3;32;;;;19;55;26;v12025;20260423;2m
1895;323;2025;3;32;;;;61;13;26;v12025;20260423;2m
1895;331;2025;3;33;;;;35;52;13;v12025;20260423;2m
1895;411;2025;4;41;;;;29;42;29;v12025;20260423;2m
1895;412;2025;4;41;;;;42;;58;v12025;20260423;2m
1895;421;2025;4;42;;;;26;48;26;v12025;20260423;2m
1895;422;2025;4;42;;;;65;;35;v12025;20260423;2m
1895;431;2025;4;43;;;;16;55;29;v12025;20260423;2m
1895;432;2025;4;43;;;;35;;65;v12025;20260423;2m
1908;111;2025;1;11;;;;18;59;24;v12025;20260423;2m
1908;112;2025;1;11;;;;29;59;12;v12025;20260423;2m
1908;121;2025;1;12;;;;35;65;0;v12025;20260423;2m
1908;122;2025;1;12;;;;94;;6;v12025;20260423;2m
1908;211;2025;2;21;;;;35;59;6;v12025;20260423;2m
1908;212;2025;2;21;;;;18;76;6;v12025;20260423;2m
1908;221;2025;2;22;;;;47;53;0;v12025;20260423;2m
1908;222;2025;2;22;;;;88;;12;v12025;20260423;2m
1908;231;2025;2;23;;;;47;53;0;v12025;20260423;2m
1908;232;2025;2;23;;;;59;;41;v12025;20260423;2m
1908;311;2025;3;31;;;;82;12;6;v12025;20260423;2m
1908;312;2025;3;31;;;;88;0;12;v12025;20260423;2m
1908;321;2025;3;32;;;;59;41;0;v12025;20260423;2m
1908;322;2025;3;32;;;;41;35;24;v12025;20260423;2m
1908;323;2025;3;32;;;;82;18;0;v12025;20260423;2m
1908;331;2025;3;33;;;;53;41;6;v12025;20260423;2m
1908;411;2025;4;41;;;;18;47;35;v12025;20260423;2m
1908;412;2025;4;41;;;;35;;65;v12025;20260423;2m
1908;421;2025;4;42;;;;18;53;29;v12025;20260423;2m
1908;422;2025;4;42;;;;47;;53;v12025;20260423;2m
1908;431;2025;4;43;;;;12;76;12;v12025;20260423;2m
1908;432;2025;4;43;;;;35;;65;v12025;20260423;2m
1909;111;2025;1;11;;;;27;36;37;v12025;20260423;2m
1909;112;2025;1;11;;;;29;48;23;v12025;20260423;2m
1909;121;2025;1;12;;;;41;50;10;v12025;20260423;2m
1909;122;2025;1;12;;;;88;;12;v12025;20260423;2m
1909;211;2025;2;21;;;;40;50;10;v12025;20260423;2m
1909;212;2025;2;21;;;;31;47;23;v12025;20260423;2m
1909;221;2025;2;22;;;;68;31;2;v12025;20260423;2m
1909;222;2025;2;22;;;;77;;23;v12025;20260423;2m
1909;231;2025;2;23;;;;41;50;9;v12025;20260423;2m
1909;232;2025;2;23;;;;84;;16;v12025;20260423;2m
1909;311;2025;3;31;;;;87;3;10;v12025;20260423;2m
1909;312;2025;3;31;;;;70;9;21;v12025;20260423;2m
1909;321;2025;3;32;;;;63;27;10;v12025;20260423;2m
1909;322;2025;3;32;;;;29;54;17;v12025;20260423;2m
1909;323;2025;3;32;;;;72;18;10;v12025;20260423;2m
1909;331;2025;3;33;;;;54;39;7;v12025;20260423;2m
1909;411;2025;4;41;;;;27;37;35;v12025;20260423;2m
1909;412;2025;4;41;;;;67;;33;v12025;20260423;2m
1909;421;2025;4;42;;;;11;50;39;v12025;20260423;2m
1909;422;2025;4;42;;;;83;;17;v12025;20260423;2m
1909;431;2025;4;43;;;;9;66;25;v12025;20260423;2m
1909;432;2025;4;43;;;;51;;49;v12025;20260423;2m
1911;111;2025;1;11;;;;38;41;21;v12025;20260423;2m
1911;112;2025;1;11;;;;15;59;26;v12025;20260423;2m
1911;121;2025;1;12;;;;62;32;6;v12025;20260423;2m
1911;122;2025;1;12;;;;85;;15;v12025;20260423;2m
1911;211;2025;2;21;;;;44;38;18;v12025;20260423;2m
1911;212;2025;2;21;;;;35;50;15;v12025;20260423;2m
1911;221;2025;2;22;;;;82;6;12;v12025;20260423;2m
1911;222;2025;2;22;;;;82;;18;v12025;20260423;2m
1911;231;2025;2;23;;;;26;53;21;v12025;20260423;2m
1911;232;2025;2;23;;;;88;;12;v12025;20260423;2m
1911;311;2025;3;31;;;;88;12;0;v12025;20260423;2m
1911;312;2025;3;31;;;;88;6;6;v12025;20260423;2m
1911;321;2025;3;32;;;;59;29;12;v12025;20260423;2m
1911;322;2025;3;32;;;;29;44;26;v12025;20260423;2m
1911;323;2025;3;32;;;;65;24;12;v12025;20260423;2m
1911;331;2025;3;33;;;;56;44;0;v12025;20260423;2m
1911;411;2025;4;41;;;;26;38;35;v12025;20260423;2m
1911;412;2025;4;41;;;;71;;29;v12025;20260423;2m
1911;421;2025;4;42;;;;18;50;32;v12025;20260423;2m
1911;422;2025;4;42;;;;48;;52;v12025;20260423;2m
1911;431;2025;4;43;;;;21;59;21;v12025;20260423;2m
1911;432;2025;4;43;;;;38;;62;v12025;20260423;2m
1918;111;2025;1;11;;;;31;35;34;v12025;20260423;2m
1918;112;2025;1;11;;;;19;44;37;v12025;20260423;2m
1918;121;2025;1;12;;;;44;48;8;v12025;20260423;2m
1918;122;2025;1;12;;;;82;;18;v12025;20260423;2m
1918;211;2025;2;21;;;;55;34;11;v12025;20260423;2m
1918;212;2025;2;21;;;;19;44;37;v12025;20260423;2m
1918;221;2025;2;22;;;;80;16;3;v12025;20260423;2m
1918;222;2025;2;22;;;;69;;31;v12025;20260423;2m
1918;231;2025;2;23;;;;42;40;18;v12025;20260423;2m
1918;232;2025;2;23;;;;84;;16;v12025;20260423;2m
1918;311;2025;3;31;;;;100;0;0;v12025;20260423;2m
1918;312;2025;3;31;;;;74;15;11;v12025;20260423;2m
1918;321;2025;3;32;;;;55;21;24;v12025;20260423;2m
1918;322;2025;3;32;;;;29;47;24;v12025;20260423;2m
1918;323;2025;3;32;;;;55;11;34;v12025;20260423;2m
1918;331;2025;3;33;;;;48;42;10;v12025;20260423;2m
1918;411;2025;4;41;;;;28;33;39;v12025;20260423;2m
1918;412;2025;4;41;;;;54;;46;v12025;20260423;2m
1918;421;2025;4;42;;;;19;48;32;v12025;20260423;2m
1918;422;2025;4;42;;;;66;;34;v12025;20260423;2m
1918;431;2025;4;43;;;;20;59;21;v12025;20260423;2m
1918;432;2025;4;43;;;;58;;42;v12025;20260423;2m
1919;111;2025;1;11;;;;25;35;40;v12025;20260423;2m
1919;112;2025;1;11;;;;15;35;50;v12025;20260423;2m
1919;121;2025;1;12;;;;40;48;13;v12025;20260423;2m
1919;122;2025;1;12;;;;63;;38;v12025;20260423;2m
1919;211;2025;2;21;;;;38;43;20;v12025;20260423;2m
1919;212;2025;2;21;;;;13;35;53;v12025;20260423;2m
1919;221;2025;2;22;;;;33;48;20;v12025;20260423;2m
1919;222;2025;2;22;;;;40;;60;v12025;20260423;2m
1919;231;2025;2;23;;;;15;35;50;v12025;20260423;2m
1919;232;2025;2;23;;;;64;;36;v12025;20260423;2m
1919;311;2025;3;31;;;;93;5;3;v12025;20260423;2m
1919;312;2025;3;31;;;;70;10;20;v12025;20260423;2m
1919;321;2025;3;32;;;;38;25;38;v12025;20260423;2m
1919;322;2025;3;32;;;;23;33;45;v12025;20260423;2m
1919;323;2025;3;32;;;;33;30;38;v12025;20260423;2m
1919;331;2025;3;33;;;;18;45;38;v12025;20260423;2m
1919;411;2025;4;41;;;;10;38;53;v12025;20260423;2m
1919;412;2025;4;41;;;;48;;53;v12025;20260423;2m
1919;421;2025;4;42;;;;8;33;60;v12025;20260423;2m
1919;422;2025;4;42;;;;48;;53;v12025;20260423;2m
1919;431;2025;4;43;;;;3;68;30;v12025;20260423;2m
1919;432;2025;4;43;;;;10;;90;v12025;20260423;2m
1923;111;2025;1;11;;;;29;32;39;v12025;20260423;2m
1923;112;2025;1;11;;;;23;50;27;v12025;20260423;2m
1923;121;2025;1;12;;;;41;52;8;v12025;20260423;2m
1923;122;2025;1;12;;;;71;;29;v12025;20260423;2m
1923;211;2025;2;21;;;;39;42;18;v12025;20260423;2m
1923;212;2025;2;21;;;;20;53;27;v12025;20260423;2m
1923;221;2025;2;22;;;;65;30;5;v12025;20260423;2m
1923;222;2025;2;22;;;;71;;29;v12025;20260423;2m
1923;231;2025;2;23;;;;24;52;24;v12025;20260423;2m
1923;232;2025;2;23;;;;88;;12;v12025;20260423;2m
1923;311;2025;3;31;;;;85;5;11;v12025;20260423;2m
1923;312;2025;3;31;;;;70;11;20;v12025;20260423;2m
1923;321;2025;3;32;;;;53;21;26;v12025;20260423;2m
1923;322;2025;3;32;;;;23;42;35;v12025;20260423;2m
1923;323;2025;3;32;;;;56;20;24;v12025;20260423;2m
1923;331;2025;3;33;;;;38;41;21;v12025;20260423;2m
1923;411;2025;4;41;;;;26;38;36;v12025;20260423;2m
1923;412;2025;4;41;;;;55;;45;v12025;20260423;2m
1923;421;2025;4;42;;;;14;53;33;v12025;20260423;2m
1923;422;2025;4;42;;;;77;;23;v12025;20260423;2m
1923;431;2025;4;43;;;;6;67;27;v12025;20260423;2m
1923;432;2025;4;43;;;;27;;73;v12025;20260423;2m
1934;111;2025;1;11;;;;24;34;42;v12025;20260423;2m
1934;112;2025;1;11;;;;18;28;54;v12025;20260423;2m
