"rbd";"agno";"nivel";"grado";"ind";"dim";"sdim";"niv_bajo_por";"niv_medio_por";"niv_alto_por";"niv_mbajo_por";"niv_mmedio_por";"niv_malto_por";"fecha_bbdd";"codigo_bdd"
568;2023;MEDIA;2;PF;SP;IE;70;27;3;;;;20240528;final20240528v1
568;2023;MEDIA;2;CC;AS;MP;34;55;11;;;;20240528;final20240528v1
568;2023;MEDIA;2;AM;AA;PA;26;32;42;;;;20240528;final20240528v1
568;2023;MEDIA;2;HV;AC;PC;51;;49;;;;20240528;final20240528v1
568;2023;MEDIA;2;PF;VD;PD;68;16;16;;;;20240528;final20240528v1
568;2023;MEDIA;2;PF;PA;PE;87;5;8;;;;20240528;final20240528v1
568;2023;MEDIA;2;HV;HA;PH;90;;11;;;;20240528;final20240528v1
568;2023;MEDIA;2;AM;ME;PM;71;;29;;;;20240528;final20240528v1
568;2023;MEDIA;2;PF;PA;PP;76;8;16;;;;20240528;final20240528v1
568;2023;MEDIA;2;CC;AO;PR;68;;32;;;;20240528;final20240528v1
568;2023;MEDIA;2;HV;VA;PV;76;;24;;;;20240528;final20240528v1
568;2023;MEDIA;2;PF;VD;RD;42;40;18;;;;20240528;final20240528v1
568;2023;MEDIA;2;CC;AS;TV;89;;11;;;;20240528;final20240528v1
570;2023;MEDIA;2;AM;AA;AA;27;27;46;;;;20240528;final20240528v1
570;2023;MEDIA;2;CC;AR;AB;17;56;27;;;;20240528;final20240528v1
570;2023;MEDIA;2;HV;AC;AC;20;63;17;;;;20240528;final20240528v1
570;2023;MEDIA;2;HV;VA;AF;32;34;34;;;;20240528;final20240528v1
570;2023;MEDIA;2;HV;HA;AL;10;51;39;;;;20240528;final20240528v1
570;2023;MEDIA;2;CC;AO;AO;78;20;2;;;;20240528;final20240528v1
570;2023;MEDIA;2;CC;AR;CS;27;59;15;;;;20240528;final20240528v1
570;2023;MEDIA;2;PF;VD;EP;32;34;34;;;;20240528;final20240528v1
570;2023;MEDIA;2;AM;ME;ID;32;59;10;;;;20240528;final20240528v1
570;2023;MEDIA;2;PF;SP;IE;27;61;12;;;;20240528;final20240528v1
570;2023;MEDIA;2;CC;AS;MP;22;61;17;;;;20240528;final20240528v1
570;2023;MEDIA;2;AM;AA;PA;5;39;56;;;;20240528;final20240528v1
570;2023;MEDIA;2;HV;AC;PC;32;;68;;;;20240528;final20240528v1
570;2023;MEDIA;2;PF;VD;PD;49;29;22;;;;20240528;final20240528v1
570;2023;MEDIA;2;PF;PA;PE;81;10;10;;;;20240528;final20240528v1
570;2023;MEDIA;2;HV;HA;PH;78;;22;;;;20240528;final20240528v1
570;2023;MEDIA;2;AM;ME;PM;51;;49;;;;20240528;final20240528v1
570;2023;MEDIA;2;PF;PA;PP;71;12;17;;;;20240528;final20240528v1
570;2023;MEDIA;2;CC;AO;PR;54;;46;;;;20240528;final20240528v1
570;2023;MEDIA;2;HV;VA;PV;73;;27;;;;20240528;final20240528v1
570;2023;MEDIA;2;PF;VD;RD;22;46;32;;;;20240528;final20240528v1
570;2023;MEDIA;2;CC;AS;TV;78;;22;;;;20240528;final20240528v1
573;2023;MEDIA;2;AM;AA;AA;21;37;42;;;;20240528;final20240528v1
573;2023;MEDIA;2;CC;AR;AB;32;58;10;;;;20240528;final20240528v1
573;2023;MEDIA;2;HV;AC;AC;9;73;19;;;;20240528;final20240528v1
573;2023;MEDIA;2;HV;VA;AF;16;37;47;;;;20240528;final20240528v1
573;2023;MEDIA;2;HV;HA;AL;16;37;47;;;;20240528;final20240528v1
573;2023;MEDIA;2;CC;AO;AO;83;17;0;;;;20240528;final20240528v1
573;2023;MEDIA;2;CC;AR;CS;34;58;9;;;;20240528;final20240528v1
573;2023;MEDIA;2;PF;VD;EP;48;34;18;;;;20240528;final20240528v1
573;2023;MEDIA;2;AM;ME;ID;38;55;7;;;;20240528;final20240528v1
573;2023;MEDIA;2;PF;SP;IE;34;59;7;;;;20240528;final20240528v1
573;2023;MEDIA;2;CC;AS;MP;34;55;11;;;;20240528;final20240528v1
573;2023;MEDIA;2;AM;AA;PA;27;49;24;;;;20240528;final20240528v1
573;2023;MEDIA;2;HV;AC;PC;30;;70;;;;20240528;final20240528v1
573;2023;MEDIA;2;PF;VD;PD;70;13;17;;;;20240528;final20240528v1
573;2023;MEDIA;2;PF;PA;PE;80;10;10;;;;20240528;final20240528v1
573;2023;MEDIA;2;HV;HA;PH;61;;39;;;;20240528;final20240528v1
573;2023;MEDIA;2;AM;ME;PM;80;;20;;;;20240528;final20240528v1
573;2023;MEDIA;2;PF;PA;PP;76;9;16;;;;20240528;final20240528v1
573;2023;MEDIA;2;CC;AO;PR;76;;24;;;;20240528;final20240528v1
573;2023;MEDIA;2;HV;VA;PV;59;;41;;;;20240528;final20240528v1
573;2023;MEDIA;2;PF;VD;RD;33;49;19;;;;20240528;final20240528v1
573;2023;MEDIA;2;CC;AS;TV;83;;17;;;;20240528;final20240528v1
574;2023;MEDIA;2;AM;AA;AA;29;32;40;;;;20240528;final20240528v1
574;2023;MEDIA;2;CC;AR;AB;36;45;18;;;;20240528;final20240528v1
574;2023;MEDIA;2;HV;AC;AC;21;54;25;;;;20240528;final20240528v1
574;2023;MEDIA;2;HV;VA;AF;24;41;35;;;;20240528;final20240528v1
574;2023;MEDIA;2;HV;HA;AL;19;49;32;;;;20240528;final20240528v1
574;2023;MEDIA;2;CC;AO;AO;86;14;1;;;;20240528;final20240528v1
574;2023;MEDIA;2;CC;AR;CS;40;47;13;;;;20240528;final20240528v1
574;2023;MEDIA;2;PF;VD;EP;67;9;24;;;;20240528;final20240528v1
574;2023;MEDIA;2;AM;ME;ID;45;46;9;;;;20240528;final20240528v1
574;2023;MEDIA;2;PF;SP;IE;36;48;16;;;;20240528;final20240528v1
574;2023;MEDIA;2;CC;AS;MP;34;34;33;;;;20240528;final20240528v1
574;2023;MEDIA;2;AM;AA;PA;31;42;27;;;;20240528;final20240528v1
574;2023;MEDIA;2;HV;AC;PC;35;;65;;;;20240528;final20240528v1
574;2023;MEDIA;2;PF;VD;PD;62;15;23;;;;20240528;final20240528v1
574;2023;MEDIA;2;PF;PA;PE;88;5;8;;;;20240528;final20240528v1
574;2023;MEDIA;2;HV;HA;PH;58;;42;;;;20240528;final20240528v1
574;2023;MEDIA;2;AM;ME;PM;79;;21;;;;20240528;final20240528v1
574;2023;MEDIA;2;PF;PA;PP;73;9;18;;;;20240528;final20240528v1
574;2023;MEDIA;2;CC;AO;PR;76;;24;;;;20240528;final20240528v1
574;2023;MEDIA;2;HV;VA;PV;37;;63;;;;20240528;final20240528v1
574;2023;MEDIA;2;PF;VD;RD;42;33;26;;;;20240528;final20240528v1
574;2023;MEDIA;2;CC;AS;TV;73;;27;;;;20240528;final20240528v1
575;2023;MEDIA;2;AM;AA;AA;27;31;42;;;;20240528;final20240528v1
575;2023;MEDIA;2;CC;AR;AB;14;53;34;;;;20240528;final20240528v1
575;2023;MEDIA;2;HV;AC;AC;8;61;31;;;;20240528;final20240528v1
575;2023;MEDIA;2;HV;VA;AF;15;45;40;;;;20240528;final20240528v1
575;2023;MEDIA;2;HV;HA;AL;6;40;54;;;;20240528;final20240528v1
575;2023;MEDIA;2;CC;AO;AO;72;27;1;;;;20240528;final20240528v1
575;2023;MEDIA;2;CC;AR;CS;42;50;8;;;;20240528;final20240528v1
575;2023;MEDIA;2;PF;VD;EP;37;32;31;;;;20240528;final20240528v1
575;2023;MEDIA;2;AM;ME;ID;26;59;15;;;;20240528;final20240528v1
575;2023;MEDIA;2;PF;SP;IE;28;52;20;;;;20240528;final20240528v1
575;2023;MEDIA;2;CC;AS;MP;11;45;44;;;;20240528;final20240528v1
575;2023;MEDIA;2;AM;AA;PA;8;38;54;;;;20240528;final20240528v1
575;2023;MEDIA;2;HV;AC;PC;13;;87;;;;20240528;final20240528v1
575;2023;MEDIA;2;PF;VD;PD;36;19;45;;;;20240528;final20240528v1
575;2023;MEDIA;2;PF;PA;PE;88;6;7;;;;20240528;final20240528v1
575;2023;MEDIA;2;HV;HA;PH;26;;75;;;;20240528;final20240528v1
575;2023;MEDIA;2;AM;ME;PM;51;;49;;;;20240528;final20240528v1
575;2023;MEDIA;2;PF;PA;PP;76;10;14;;;;20240528;final20240528v1
575;2023;MEDIA;2;CC;AO;PR;47;;53;;;;20240528;final20240528v1
575;2023;MEDIA;2;HV;VA;PV;45;;55;;;;20240528;final20240528v1
575;2023;MEDIA;2;PF;VD;RD;13;41;46;;;;20240528;final20240528v1
575;2023;MEDIA;2;CC;AS;TV;75;;25;;;;20240528;final20240528v1
578;2023;MEDIA;2;AM;AA;AA;27;48;25;;;;20240528;final20240528v1
578;2023;MEDIA;2;CC;AR;AB;30;58;12;;;;20240528;final20240528v1
578;2023;MEDIA;2;HV;AC;AC;21;59;21;;;;20240528;final20240528v1
578;2023;MEDIA;2;HV;VA;AF;29;47;24;;;;20240528;final20240528v1
578;2023;MEDIA;2;HV;HA;AL;22;54;24;;;;20240528;final20240528v1
578;2023;MEDIA;2;CC;AO;AO;90;10;0;;;;20240528;final20240528v1
578;2023;MEDIA;2;CC;AR;CS;43;47;10;;;;20240528;final20240528v1
578;2023;MEDIA;2;PF;VD;EP;60;23;17;;;;20240528;final20240528v1
578;2023;MEDIA;2;AM;ME;ID;43;43;13;;;;20240528;final20240528v1
578;2023;MEDIA;2;PF;SP;IE;38;48;13;;;;20240528;final20240528v1
578;2023;MEDIA;2;CC;AS;MP;25;60;15;;;;20240528;final20240528v1
578;2023;MEDIA;2;AM;AA;PA;12;52;37;;;;20240528;final20240528v1
578;2023;MEDIA;2;HV;AC;PC;48;;52;;;;20240528;final20240528v1
578;2023;MEDIA;2;PF;VD;PD;72;10;17;;;;20240528;final20240528v1
578;2023;MEDIA;2;PF;PA;PE;85;3;12;;;;20240528;final20240528v1
578;2023;MEDIA;2;HV;HA;PH;49;;51;;;;20240528;final20240528v1
578;2023;MEDIA;2;AM;ME;PM;77;;23;;;;20240528;final20240528v1
578;2023;MEDIA;2;PF;PA;PP;78;7;15;;;;20240528;final20240528v1
578;2023;MEDIA;2;CC;AO;PR;75;;25;;;;20240528;final20240528v1
578;2023;MEDIA;2;HV;VA;PV;29;;71;;;;20240528;final20240528v1
578;2023;MEDIA;2;PF;VD;RD;35;41;24;;;;20240528;final20240528v1
578;2023;MEDIA;2;CC;AS;TV;80;;20;;;;20240528;final20240528v1
579;2023;MEDIA;2;AM;AA;AA;15;27;58;;;;20240528;final20240528v1
579;2023;MEDIA;2;CC;AR;AB;23;49;28;;;;20240528;final20240528v1
579;2023;MEDIA;2;HV;AC;AC;9;70;21;;;;20240528;final20240528v1
579;2023;MEDIA;2;HV;VA;AF;9;40;51;;;;20240528;final20240528v1
579;2023;MEDIA;2;HV;HA;AL;6;47;47;;;;20240528;final20240528v1
579;2023;MEDIA;2;CC;AO;AO;77;23;0;;;;20240528;final20240528v1
579;2023;MEDIA;2;CC;AR;CS;36;46;17;;;;20240528;final20240528v1
579;2023;MEDIA;2;PF;VD;EP;46;29;25;;;;20240528;final20240528v1
579;2023;MEDIA;2;AM;ME;ID;40;49;11;;;;20240528;final20240528v1
579;2023;MEDIA;2;PF;SP;IE;32;47;21;;;;20240528;final20240528v1
579;2023;MEDIA;2;CC;AS;MP;20;52;28;;;;20240528;final20240528v1
579;2023;MEDIA;2;AM;AA;PA;16;39;45;;;;20240528;final20240528v1
579;2023;MEDIA;2;HV;AC;PC;26;;74;;;;20240528;final20240528v1
579;2023;MEDIA;2;PF;VD;PD;42;24;34;;;;20240528;final20240528v1
579;2023;MEDIA;2;PF;PA;PE;86;7;7;;;;20240528;final20240528v1
579;2023;MEDIA;2;HV;HA;PH;64;;36;;;;20240528;final20240528v1
579;2023;MEDIA;2;AM;ME;PM;67;;33;;;;20240528;final20240528v1
579;2023;MEDIA;2;PF;PA;PP;74;13;14;;;;20240528;final20240528v1
579;2023;MEDIA;2;CC;AO;PR;55;;46;;;;20240528;final20240528v1
579;2023;MEDIA;2;HV;VA;PV;53;;47;;;;20240528;final20240528v1
579;2023;MEDIA;2;PF;VD;RD;19;52;29;;;;20240528;final20240528v1
579;2023;MEDIA;2;CC;AS;TV;86;;15;;;;20240528;final20240528v1
580;2023;MEDIA;2;AM;AA;AA;14;33;53;;;;20240528;final20240528v1
580;2023;MEDIA;2;CC;AR;AB;29;54;17;;;;20240528;final20240528v1
580;2023;MEDIA;2;HV;AC;AC;9;69;22;;;;20240528;final20240528v1
580;2023;MEDIA;2;HV;VA;AF;20;38;42;;;;20240528;final20240528v1
580;2023;MEDIA;2;HV;HA;AL;12;52;36;;;;20240528;final20240528v1
580;2023;MEDIA;2;CC;AO;AO;71;28;1;;;;20240528;final20240528v1
580;2023;MEDIA;2;CC;AR;CS;15;55;30;;;;20240528;final20240528v1
580;2023;MEDIA;2;PF;VD;EP;49;27;24;;;;20240528;final20240528v1
580;2023;MEDIA;2;AM;ME;ID;36;57;7;;;;20240528;final20240528v1
580;2023;MEDIA;2;PF;SP;IE;22;62;16;;;;20240528;final20240528v1
580;2023;MEDIA;2;CC;AS;MP;32;55;13;;;;20240528;final20240528v1
580;2023;MEDIA;2;AM;AA;PA;19;41;40;;;;20240528;final20240528v1
580;2023;MEDIA;2;HV;AC;PC;43;;57;;;;20240528;final20240528v1
580;2023;MEDIA;2;PF;VD;PD;54;20;26;;;;20240528;final20240528v1
580;2023;MEDIA;2;PF;PA;PE;84;10;6;;;;20240528;final20240528v1
580;2023;MEDIA;2;HV;HA;PH;80;;20;;;;20240528;final20240528v1
580;2023;MEDIA;2;AM;ME;PM;69;;31;;;;20240528;final20240528v1
580;2023;MEDIA;2;PF;PA;PP;71;10;19;;;;20240528;final20240528v1
580;2023;MEDIA;2;CC;AO;PR;57;;43;;;;20240528;final20240528v1
580;2023;MEDIA;2;HV;VA;PV;66;;34;;;;20240528;final20240528v1
580;2023;MEDIA;2;PF;VD;RD;16;47;37;;;;20240528;final20240528v1
580;2023;MEDIA;2;CC;AS;TV;80;;20;;;;20240528;final20240528v1
581;2023;MEDIA;2;AM;AA;AA;20;24;56;;;;20240528;final20240528v1
581;2023;MEDIA;2;CC;AR;AB;34;50;16;;;;20240528;final20240528v1
581;2023;MEDIA;2;HV;AC;AC;4;67;29;;;;20240528;final20240528v1
581;2023;MEDIA;2;HV;VA;AF;27;40;33;;;;20240528;final20240528v1
581;2023;MEDIA;2;HV;HA;AL;11;51;38;;;;20240528;final20240528v1
581;2023;MEDIA;2;CC;AO;AO;82;18;0;;;;20240528;final20240528v1
581;2023;MEDIA;2;CC;AR;CS;36;55;9;;;;20240528;final20240528v1
581;2023;MEDIA;2;PF;VD;EP;47;33;20;;;;20240528;final20240528v1
581;2023;MEDIA;2;AM;ME;ID;29;60;11;;;;20240528;final20240528v1
581;2023;MEDIA;2;PF;SP;IE;44;44;11;;;;20240528;final20240528v1
581;2023;MEDIA;2;CC;AS;MP;51;33;16;;;;20240528;final20240528v1
581;2023;MEDIA;2;AM;AA;PA;18;33;49;;;;20240528;final20240528v1
581;2023;MEDIA;2;HV;AC;PC;31;;69;;;;20240528;final20240528v1
581;2023;MEDIA;2;PF;VD;PD;60;18;22;;;;20240528;final20240528v1
581;2023;MEDIA;2;PF;PA;PE;80;7;13;;;;20240528;final20240528v1
581;2023;MEDIA;2;HV;HA;PH;82;;18;;;;20240528;final20240528v1
581;2023;MEDIA;2;AM;ME;PM;71;;30;;;;20240528;final20240528v1
581;2023;MEDIA;2;PF;PA;PP;62;16;22;;;;20240528;final20240528v1
581;2023;MEDIA;2;CC;AO;PR;64;;36;;;;20240528;final20240528v1
581;2023;MEDIA;2;HV;VA;PV;87;;13;;;;20240528;final20240528v1
581;2023;MEDIA;2;PF;VD;RD;11;44;44;;;;20240528;final20240528v1
581;2023;MEDIA;2;CC;AS;TV;87;;13;;;;20240528;final20240528v1
582;2023;MEDIA;2;AM;AA;AA;21;21;58;;;;20240528;final20240528v1
582;2023;MEDIA;2;CC;AR;AB;37;48;15;;;;20240528;final20240528v1
582;2023;MEDIA;2;HV;AC;AC;16;60;24;;;;20240528;final20240528v1
582;2023;MEDIA;2;HV;VA;AF;28;42;30;;;;20240528;final20240528v1
582;2023;MEDIA;2;HV;HA;AL;15;54;31;;;;20240528;final20240528v1
582;2023;MEDIA;2;CC;AO;AO;87;14;0;;;;20240528;final20240528v1
582;2023;MEDIA;2;CC;AR;CS;10;71;19;;;;20240528;final20240528v1
582;2023;MEDIA;2;PF;VD;EP;52;33;15;;;;20240528;final20240528v1
582;2023;MEDIA;2;AM;ME;ID;42;46;12;;;;20240528;final20240528v1
582;2023;MEDIA;2;PF;SP;IE;42;42;15;;;;20240528;final20240528v1
582;2023;MEDIA;2;CC;AS;MP;46;42;12;;;;20240528;final20240528v1
582;2023;MEDIA;2;AM;AA;PA;19;54;27;;;;20240528;final20240528v1
582;2023;MEDIA;2;HV;AC;PC;65;;35;;;;20240528;final20240528v1
582;2023;MEDIA;2;PF;VD;PD;71;20;10;;;;20240528;final20240528v1
582;2023;MEDIA;2;PF;PA;PE;87;2;12;;;;20240528;final20240528v1
582;2023;MEDIA;2;HV;HA;PH;96;;4;;;;20240528;final20240528v1
582;2023;MEDIA;2;AM;ME;PM;83;;17;;;;20240528;final20240528v1
582;2023;MEDIA;2;PF;PA;PP;90;8;2;;;;20240528;final20240528v1
582;2023;MEDIA;2;CC;AO;PR;75;;25;;;;20240528;final20240528v1
582;2023;MEDIA;2;HV;VA;PV;94;;6;;;;20240528;final20240528v1
582;2023;MEDIA;2;PF;VD;RD;37;45;18;;;;20240528;final20240528v1
582;2023;MEDIA;2;CC;AS;TV;81;;19;;;;20240528;final20240528v1
583;2023;MEDIA;2;AM;AA;AA;11;53;37;;;;20240528;final20240528v1
583;2023;MEDIA;2;CC;AR;AB;41;53;7;;;;20240528;final20240528v1
583;2023;MEDIA;2;HV;AC;AC;11;64;26;;;;20240528;final20240528v1
583;2023;MEDIA;2;HV;VA;AF;34;42;24;;;;20240528;final20240528v1
583;2023;MEDIA;2;HV;HA;AL;5;55;39;;;;20240528;final20240528v1
583;2023;MEDIA;2;CC;AO;AO;91;10;0;;;;20240528;final20240528v1
583;2023;MEDIA;2;CC;AR;CS;43;51;5;;;;20240528;final20240528v1
583;2023;MEDIA;2;PF;VD;EP;61;32;7;;;;20240528;final20240528v1
583;2023;MEDIA;2;AM;ME;ID;34;64;1;;;;20240528;final20240528v1
583;2023;MEDIA;2;PF;SP;IE;39;57;4;;;;20240528;final20240528v1
583;2023;MEDIA;2;CC;AS;MP;41;47;12;;;;20240528;final20240528v1
583;2023;MEDIA;2;AM;AA;PA;30;51;19;;;;20240528;final20240528v1
583;2023;MEDIA;2;HV;AC;PC;27;;73;;;;20240528;final20240528v1
583;2023;MEDIA;2;PF;VD;PD;81;15;4;;;;20240528;final20240528v1
583;2023;MEDIA;2;PF;PA;PE;88;5;7;;;;20240528;final20240528v1
583;2023;MEDIA;2;HV;HA;PH;77;;23;;;;20240528;final20240528v1
583;2023;MEDIA;2;AM;ME;PM;88;;12;;;;20240528;final20240528v1
583;2023;MEDIA;2;PF;PA;PP;81;8;11;;;;20240528;final20240528v1
583;2023;MEDIA;2;CC;AO;PR;87;;14;;;;20240528;final20240528v1
583;2023;MEDIA;2;HV;VA;PV;66;;34;;;;20240528;final20240528v1
583;2023;MEDIA;2;PF;VD;RD;34;53;14;;;;20240528;final20240528v1
583;2023;MEDIA;2;CC;AS;TV;85;;15;;;;20240528;final20240528v1
585;2023;MEDIA;2;AM;AA;AA;20;27;53;;;;20240528;final20240528v1
585;2023;MEDIA;2;CC;AR;AB;36;51;13;;;;20240528;final20240528v1
585;2023;MEDIA;2;HV;AC;AC;13;76;11;;;;20240528;final20240528v1
585;2023;MEDIA;2;HV;VA;AF;31;29;40;;;;20240528;final20240528v1
585;2023;MEDIA;2;HV;HA;AL;9;60;31;;;;20240528;final20240528v1
585;2023;MEDIA;2;CC;AO;AO;82;18;0;;;;20240528;final20240528v1
585;2023;MEDIA;2;CC;AR;CS;13;67;20;;;;20240528;final20240528v1
585;2023;MEDIA;2;PF;VD;EP;40;40;20;;;;20240528;final20240528v1
585;2023;MEDIA;2;AM;ME;ID;40;60;0;;;;20240528;final20240528v1
585;2023;MEDIA;2;PF;SP;IE;31;60;9;;;;20240528;final20240528v1
585;2023;MEDIA;2;CC;AS;MP;33;56;11;;;;20240528;final20240528v1
585;2023;MEDIA;2;AM;AA;PA;22;56;22;;;;20240528;final20240528v1
585;2023;MEDIA;2;HV;AC;PC;43;;57;;;;20240528;final20240528v1
585;2023;MEDIA;2;PF;VD;PD;77;14;9;;;;20240528;final20240528v1
585;2023;MEDIA;2;PF;PA;PE;93;0;7;;;;20240528;final20240528v1
585;2023;MEDIA;2;HV;HA;PH;89;;11;;;;20240528;final20240528v1
585;2023;MEDIA;2;AM;ME;PM;89;;11;;;;20240528;final20240528v1
585;2023;MEDIA;2;PF;PA;PP;82;9;9;;;;20240528;final20240528v1
585;2023;MEDIA;2;CC;AO;PR;80;;20;;;;20240528;final20240528v1
585;2023;MEDIA;2;HV;VA;PV;80;;20;;;;20240528;final20240528v1
585;2023;MEDIA;2;PF;VD;RD;25;48;27;;;;20240528;final20240528v1
585;2023;MEDIA;2;CC;AS;TV;78;;22;;;;20240528;final20240528v1
587;2023;MEDIA;2;AM;AA;AA;13;22;65;;;;20240528;final20240528v1
587;2023;MEDIA;2;CC;AR;AB;22;74;4;;;;20240528;final20240528v1
587;2023;MEDIA;2;HV;AC;AC;9;74;17;;;;20240528;final20240528v1
587;2023;MEDIA;2;HV;VA;AF;17;61;22;;;;20240528;final20240528v1
587;2023;MEDIA;2;HV;HA;AL;4;61;35;;;;20240528;final20240528v1
587;2023;MEDIA;2;CC;AO;AO;48;52;0;;;;20240528;final20240528v1
587;2023;MEDIA;2;CC;AR;CS;13;61;26;;;;20240528;final20240528v1
587;2023;MEDIA;2;PF;VD;EP;44;26;30;;;;20240528;final20240528v1
587;2023;MEDIA;2;AM;ME;ID;26;52;22;;;;20240528;final20240528v1
587;2023;MEDIA;2;PF;SP;IE;35;52;13;;;;20240528;final20240528v1
587;2023;MEDIA;2;CC;AS;MP;9;77;14;;;;20240528;final20240528v1
587;2023;MEDIA;2;AM;AA;PA;4;83;13;;;;20240528;final20240528v1
587;2023;MEDIA;2;HV;AC;PC;22;;78;;;;20240528;final20240528v1
587;2023;MEDIA;2;PF;VD;PD;59;23;18;;;;20240528;final20240528v1
587;2023;MEDIA;2;PF;PA;PE;78;9;13;;;;20240528;final20240528v1
587;2023;MEDIA;2;HV;HA;PH;78;;22;;;;20240528;final20240528v1
587;2023;MEDIA;2;AM;ME;PM;87;;13;;;;20240528;final20240528v1
587;2023;MEDIA;2;PF;PA;PP;65;17;17;;;;20240528;final20240528v1
587;2023;MEDIA;2;CC;AO;PR;50;;50;;;;20240528;final20240528v1
587;2023;MEDIA;2;HV;VA;PV;83;;17;;;;20240528;final20240528v1
587;2023;MEDIA;2;PF;VD;RD;9;64;27;;;;20240528;final20240528v1
587;2023;MEDIA;2;CC;AS;TV;82;;18;;;;20240528;final20240528v1
589;2023;MEDIA;2;AM;AA;AA;29;29;41;;;;20240528;final20240528v1
589;2023;MEDIA;2;CC;AR;AB;53;38;9;;;;20240528;final20240528v1
589;2023;MEDIA;2;HV;AC;AC;21;47;32;;;;20240528;final20240528v1
589;2023;MEDIA;2;HV;VA;AF;32;29;38;;;;20240528;final20240528v1
589;2023;MEDIA;2;HV;HA;AL;21;47;32;;;;20240528;final20240528v1
589;2023;MEDIA;2;CC;AO;AO;79;18;3;;;;20240528;final20240528v1
589;2023;MEDIA;2;CC;AR;CS;18;56;27;;;;20240528;final20240528v1
589;2023;MEDIA;2;PF;VD;EP;50;29;21;;;;20240528;final20240528v1
589;2023;MEDIA;2;AM;ME;ID;35;50;15;;;;20240528;final20240528v1
589;2023;MEDIA;2;PF;SP;IE;62;32;6;;;;20240528;final20240528v1
589;2023;MEDIA;2;CC;AS;MP;41;50;9;;;;20240528;final20240528v1
589;2023;MEDIA;2;AM;AA;PA;29;50;21;;;;20240528;final20240528v1
589;2023;MEDIA;2;HV;AC;PC;50;;50;;;;20240528;final20240528v1
589;2023;MEDIA;2;PF;VD;PD;82;3;15;;;;20240528;final20240528v1
589;2023;MEDIA;2;PF;PA;PE;74;12;15;;;;20240528;final20240528v1
589;2023;MEDIA;2;HV;HA;PH;65;;35;;;;20240528;final20240528v1
589;2023;MEDIA;2;AM;ME;PM;88;;12;;;;20240528;final20240528v1
589;2023;MEDIA;2;PF;PA;PP;77;3;21;;;;20240528;final20240528v1
589;2023;MEDIA;2;CC;AO;PR;82;;18;;;;20240528;final20240528v1
589;2023;MEDIA;2;HV;VA;PV;77;;24;;;;20240528;final20240528v1
589;2023;MEDIA;2;PF;VD;RD;32;50;18;;;;20240528;final20240528v1
589;2023;MEDIA;2;CC;AS;TV;74;;27;;;;20240528;final20240528v1
590;2023;MEDIA;2;AM;AA;AA;21;52;27;;;;20240528;final20240528v1
590;2023;MEDIA;2;CC;AR;AB;25;61;14;;;;20240528;final20240528v1
590;2023;MEDIA;2;HV;AC;AC;7;71;21;;;;20240528;final20240528v1
590;2023;MEDIA;2;HV;VA;AF;34;38;29;;;;20240528;final20240528v1
590;2023;MEDIA;2;HV;HA;AL;14;55;30;;;;20240528;final20240528v1
590;2023;MEDIA;2;CC;AO;AO;77;23;0;;;;20240528;final20240528v1
590;2023;MEDIA;2;CC;AR;CS;36;43;21;;;;20240528;final20240528v1
590;2023;MEDIA;2;PF;VD;EP;39;32;29;;;;20240528;final20240528v1
590;2023;MEDIA;2;AM;ME;ID;48;46;5;;;;20240528;final20240528v1
590;2023;MEDIA;2;PF;SP;IE;34;48;18;;;;20240528;final20240528v1
590;2023;MEDIA;2;CC;AS;MP;27;52;21;;;;20240528;final20240528v1
590;2023;MEDIA;2;AM;AA;PA;13;45;43;;;;20240528;final20240528v1
590;2023;MEDIA;2;HV;AC;PC;48;;52;;;;20240528;final20240528v1
590;2023;MEDIA;2;PF;VD;PD;45;23;32;;;;20240528;final20240528v1
590;2023;MEDIA;2;PF;PA;PE;95;0;5;;;;20240528;final20240528v1
590;2023;MEDIA;2;HV;HA;PH;70;;30;;;;20240528;final20240528v1
590;2023;MEDIA;2;AM;ME;PM;75;;25;;;;20240528;final20240528v1
590;2023;MEDIA;2;PF;PA;PP;77;9;14;;;;20240528;final20240528v1
590;2023;MEDIA;2;CC;AO;PR;59;;41;;;;20240528;final20240528v1
590;2023;MEDIA;2;HV;VA;PV;79;;21;;;;20240528;final20240528v1
590;2023;MEDIA;2;PF;VD;RD;23;45;32;;;;20240528;final20240528v1
590;2023;MEDIA;2;CC;AS;TV;59;;41;;;;20240528;final20240528v1
591;2023;MEDIA;2;AM;AA;AA;12;28;61;;;;20240528;final20240528v1
591;2023;MEDIA;2;CC;AR;AB;21;50;30;;;;20240528;final20240528v1
591;2023;MEDIA;2;HV;AC;AC;7;65;28;;;;20240528;final20240528v1
591;2023;MEDIA;2;HV;VA;AF;5;47;49;;;;20240528;final20240528v1
591;2023;MEDIA;2;HV;HA;AL;2;59;39;;;;20240528;final20240528v1
591;2023;MEDIA;2;CC;AO;AO;73;25;2;;;;20240528;final20240528v1
591;2023;MEDIA;2;CC;AR;CS;30;48;23;;;;20240528;final20240528v1
591;2023;MEDIA;2;PF;VD;EP;36;25;39;;;;20240528;final20240528v1
591;2023;MEDIA;2;AM;ME;ID;34;52;14;;;;20240528;final20240528v1
591;2023;MEDIA;2;PF;SP;IE;23;46;32;;;;20240528;final20240528v1
591;2023;MEDIA;2;CC;AS;MP;12;58;30;;;;20240528;final20240528v1
