agno|grado|rbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe2|cod_grupo|cod_rural_rbd|ind_am|ind_cc|ind_hv|ind_pf
2017|8b|5|JOVINA NARANJO FERNANDEZ|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio|Urbano|74.45106280100391|75.19270188889132|66.02113940780366|79.89016039967498
2017|8b|8|COLEGIO INTEGRADO EDUARDO FREI MONTALVA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|84.07742180889336|82.58728805298084|73.6990645140795|86.81760833488141
2017|8b|9|ESCUELA REPUBLICA DE ISRAEL|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio|Urbano|76.17039590132892|77.56939635925286|69.14671607711327|79.87296494281313
2017|8b|10|ESCUELA REPUBLICA DE FRANCIA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|73.43779025805101|72.41602259609411|70.28831250520243|73.35540669711816
2017|8b|11|ESC. GRAL. PEDRO LAGOS MARCHANT|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|72.01478977142463|63.43038621399409|64.19631199944624|75.18252843774043
2017|8b|12|ESCUELA GRAL JOSE MIGUEL CARRERA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|76.58414748914774|80.61039475340951|75.07502135422301|83.01242630665662
2017|8b|13|ESCUELA MANUEL RODRIGUEZ ERDOYZA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|72.61451819809065|69.31550200547352|57.98424691667341|68.35561761568489
2017|8b|14|ESCUELA ROMULO J. PENA MATURANA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|76.77302018122293|76.33165171355128|71.2986854252099|76.98612548799639
2017|8b|15|LICEO ARTISTICO DR. JUAN NOE CREVANI|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|67.90260401791595|69.45765205306779|70.25941009660323|72.88591552204584
2017|8b|16|ESCUELA REGIMIENTO RANCAGUA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal|Medio bajo|Urbano|79.49921376672451|72.96830560859613|69.23980730023797|77.21546926493423
