rbd|agno|grado|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe2|cod_grupo|cod_rural_rbd|ind_am|ind_cc|ind_hv|ind_pf
7627|2019|8b|LICEO DE HOMBRES MANUEL MONTT|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|69.125907319|71.496487905|68.631719267|70.030062802
7628|2019|8b|LICEO ISIDORA ZEGERS DE HUNEEUS|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|63.073498606|72.209640147|66.218868975|70.545693957
7630|2019|8b|ESCUELA ESPANA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|74.993701617|80.683323936|72.571517475|81.597037638
7631|2019|8b|ESCUELA N°2 REPUBLICA ARGENTINA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|78.205769849|83.964091342|74.380695142|81.041623247
7632|2019|8b|ESCUELA N 10 ANGELMO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|72.494792187|71.399377559|66.728992677|75.327085549
7633|2019|8b|ESCUELA CAPITAN ARTURO PRAT CHACON|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|81.420536176|74.930920373|71.559435915|77.412765524
7634|2019|8b|ESCUELA MIRASOL|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|73.171559607|77.231508169|72.243153898|76.726637452
7636|2019|8b|ESCUELA N 5 MIRAMAR|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|75.441408504|71.192781793|73.420527077|75.286456582
7637|2019|8b|ESCUELA N 7 ARABE-SIRIA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|63.177901969|67.755689261|58.865110418|62.979736985
7638|2019|8b|ESCUELA N 3 MELIPULLI|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|72.343956235|73.684766156|68.327203458|79.67824443
7639|2019|8b|COLEGIO DARIO SALAS|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|79.092159385|76.757728828|70.367688841|76.952345528
7641|2019|8b|ESCUELA BELLAVISTA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|72.348796369|77.177468732|70.6177607|79.687199327
7642|2019|8b|ESCUELA BASICA GABRIELA MISTRAL|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|1|70.623031205|75.059068522|71.01468485|74.680646096
7643|2019|8b|ESCUELA CHILOE|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|73.822730052|75.524446171|70.217499148|76.554197591
7644|2019|8b|ESCUELA BASICA SANTA INES|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|71.097659317|69.496603711|62.051581506|64.500765966
7646|2019|8b|ESCUELA ROTARIO PEDRO AVELINO BRAVO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|74.337121719|78.415652342|72.995654617|78.069670248
7647|2019|8b|ESCUELA LIBERTAD|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|1|71.977720006|70.312897975|70.189164053|75.839493205
7648|2019|8b|ESCUELA MARCELA PAZ|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|1|75.600975353|77.618262513|73.548298753|82.830139513
7650|2019|8b|ESCUELA DE CULTURA Y DIFUSION ARTISTICA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|3|1|74.219682544|78.065829527|69.844763938|78.60965419
7651|2019|8b|COLEGIO TECNICO PROFESIONAL PIEDRA AZUL|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|2|75.602890988|68.925505169|66.926242342|77.553016365
7654|2019|8b|ESCUELA RURAL LENCA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|86.407950338|88.794992033|78.787462094|87.406294491
7655|2019|8b|ESCUELA RURAL MAILLEN|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|2|71.504155034|82.289042802|78.011881912|80.535698095
7656|2019|8b|ESCUELA RURAL PELLUCO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|2|75.462738007|83.120752843|78.560272174|86.152586225
7658|2019|8b|ESCUELA RURAL CORRENTOSO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|2|82.569033808|78.52465412|81.731361203|83.005559268
7659|2019|8b|ESCUELA ALERCE HISTORICO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|1|69.616204574|66.180484512|62.565689656|75.099717545
7664|2019|8b|ESCUELA CAYENEL|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|2|64.75664139|67.990068478|59.988051011|61.391772816
7665|2019|8b|ESCUELA RURAL LA CHAMIZA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|77.542328496|80.694020028|76.040470623|87.975507267
7669|2019|8b|ESCUELA RURAL ILQUE|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|80.696062935|85.67810614|73.459751183|78.438705732
7671|2019|8b|ESCUELA RURAL LAGUNITAS|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|79.523756526|82.777643529|77.438995616|84.736324255
7672|2019|8b|ESCUEAL RURAL CHAICAS|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|1|2|72.213323625|76.150126355|82.777088249|87.854107234
7675|2019|8b|ESCUELA RURAL TRAPEN|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|74.584615297|76.421376862|67.100903303|78.127942117
7679|2019|8b|ESCUELA RURAL HUELMO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|75.300284804|80.937230431|73.806701952|79.667411023
7682|2019|8b|ESCUELA RURAL LA PALOMA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|4|2|64.208977021|71.053657723|63.112043102|66.695902687
7685|2019|8b|ESCUELA RURAL LA VARA|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|69.907410583|66.168853452|62.385379913|66.9797124
7696|2019|8b|ESCUELA ANAHUAC|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|1|2|2|75.480990748|73.993137458|72.561283351|79.848841528
7699|2019|8b|COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|3|1|72.530617571|71.161558198|73.033542405|74.452205277
7700|2019|8b|COLEGIO SAN FRANCISCO JAVIER|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|3|5|1|72.085370517|75.11259897|69.229290976|75.528932642
7701|2019|8b|COLEGIO ARRIARAN BARROS|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|4|1|74.872210325|75.333185764|71.1922799|73.586352101
7704|2019|8b|COLEGIO EJERCITO DE SALVACIÓN|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|3|1|80.345429658|84.637664213|75.615566804|84.636291492
7706|2019|8b|COLEGIO SANTO TOMAS DE PUERTO MONTT|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|4|1|70.374679274|69.560448885|64.699696145|69.555488958
7707|2019|8b|COLEGIO INMACULADA CONCEPCION|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|4|1|74.309075094|74.977840365|71.554735649|78.130086006
7709|2019|8b|COLEGIO SAN JOSE PUERTO MONTT|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|3|1|68.372503246|75.639507302|65.609426016|75.396511388
7710|2019|8b|ESCUELA PARTICULAR N. 197 SAN IGNACIO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|1|1|71.274299143|79.280567323|70.740778403|78.057571962
7714|2019|8b|ESCUELA PARTICULAR N. 193 NUEVA PANITAO|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|2|2|2|84.73956888|88.255705216|86.038820618|89.799153497
7717|2019|8b|INSTITUTO ALEMAN DE PUERTO MONTT|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|3|5|1|76.615950347|79.764197964|71.05498093|78.201961074
7718|2019|8b|THE AMERICAN SCHOOL|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|Llanquihue|3|5|1|70.147292442|77.63441067|66.219724156|72.130316568
7722|2019|8b|COLEGIO ROSITA NOVARO DE NOVARO PUERTO VARAS|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|2|1|74.309230673|70.97555245|66.335856169|70.7972785
7723|2019|8b|ESCUELA GRUPO ESCOLAR|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|2|1|70.44855892|73.253909109|69.276332637|73.290627815
7724|2019|8b|COLEGIO NUEVA BRAUNAU|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|2|2|73.761966292|66.267722169|63.981219896|66.616543983
7725|2019|8b|ESCUELA RURAL COLONIA RIO SUR|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|1|2|78.597118917|78.093745354|73.823350443|80.545088574
7726|2019|8b|ESCUELA RURAL SANTA MARIA|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|1|2|81.24329215|91.39991962|77.134697167|96.272396817
7740|2019|8b|ESCUELA RURAL EPSON DE ENSENADA|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|2|2|72.250089638|78.872910641|73.692590297|79.772334838
7741|2019|8b|ESCUELA RURAL RICARDO ROTH SCHUTZ|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|1|3|2|87.568896839|81.775610225|80.450065414|97.515726807
7742|2019|8b|COLEGIO GERMANIA DEL VERBO DIVINO|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|3|5|1|68.565683001|70.951769741|70.491813776|73.724362944
7743|2019|8b|COLEGIO FELMER NIKLITSCHEK|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|2|3|1|69.312086774|74.978803404|74.449828456|75.987000451
7744|2019|8b|COLEGIO INMACULADA CONCEPCION PUERTO VARAS|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|2|4|1|78.853521472|80.048451624|71.274527101|84.185639977
7749|2019|8b|ESCUELA PARTICULAR N.203 ALBERTO DROPPELMANN|10|DE LOS LAGOS|101|LLANQUIHUE|10109|PUERTO VARAS|Llanquihue|2|1|2|87.598477977|83.610470751|82.518352192|79.914904783
7753|2019|8b|ESCUELA BASICA FRONTERIZA JUAN SOLER MANFREDINI|10|DE LOS LAGOS|101|LLANQUIHUE|10103|COCHAMÓ|Llanquihue|1|2|2|69.799790108|74.834315074|69.160826209|74.782040158
7760|2019|8b|ESCUELA RURAL RIO PUELO|10|DE LOS LAGOS|101|LLANQUIHUE|10103|COCHAMÓ|Llanquihue|1|2|2|72.238898384|70.060779278|71.300472721|73.972692854
7763|2019|8b|ESCUELA RURAL CAPITÀN DE BANDADA CARLOS RODRIGUEZ PARIS|10|DE LOS LAGOS|101|LLANQUIHUE|10103|COCHAMÓ|Llanquihue|1|1|2|75.528964187|67.73382368|71.251233147|74.073271703
7773|2019|8b|ESCUELA EULOGIO GOYCOLEA GARAY|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|2|1|74.041929962|74.008558578|74.71383662|76.615946301
7774|2019|8b|ESCUELA RURAL SAN RAFAEL|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|74.821587806|72.468165233|67.014620702|75.024810886
7775|2019|8b|ESCUELA RURAL PARGUA|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|2|2|70.064280173|70.69054948|66.85899041|72.129184987
7776|2019|8b|ESCUELA RURAL EL SEMBRADOR|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|2|2|68.290986209|63.471909433|65.960555277|63.680961403
7777|2019|8b|ESCUELA RURAL EL ROSARIO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|2|2|74.455223511|69.242574307|73.495018097|75.337327874
7779|2019|8b|ESCUELA RURAL ESTERO HUITO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|72.357842782|77.750746533|76.97009533|83.309844067
7782|2019|8b|ESCUELA RURAL QUEULLIN|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|3|2|80.444443161|91.786004622|88.485057937|92.962694742
7783|2019|8b|ESCUELA RURAL CHAUQUEAR|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|86.920009475|86.368248944|83.414775282|89.863244662
7785|2019|8b|ESCUELA RURAL QUETROLAUQUEN|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|67.620431121|75.081954141|74.019615511|73.070919166
7788|2019|8b|ESCUELA RURAL CHAYAHUE|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|82.408129911|78.717714951|81.578261105|84.461087496
7789|2019|8b|ESCUELA RURAL ALONSO DE ERCILLA|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|77.20198458|86.011568064|83.038180882|77.442913938
7791|2019|8b|ESCUELA RURAL AGUANTAO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|67.71266536|66.529821827|68.816971658|66.61901245
7793|2019|8b|ESCUELA RURAL MARIO MORALES BECA|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|84.406097814|83.557878996|92.548854701|89.6681145
7798|2019|8b|ESCUELA RURAL EL DAO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|89.962433999|96.089598887|85.997691813|97.673196115
7801|2019|8b|ESCUELA RURAL PUTENIO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|78.152285941|87.267673619|67.244892232|84.688746965
7802|2019|8b|ESCUELA RURAL SAN JOSE|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|74.88104824|76.86117607|72.915965822|75.873233334
7810|2019|8b|ESCUELA RURAL SAN ANTONIO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|2|2|75.268938293|76.398002887|76.708128678|73.531326869
7818|2019|8b|ESCUELA RURAL PEÑASMO|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|77.235327185|81.729632159|79.552786817|81.24740905
7820|2019|8b|ESCUELA RURAL CHUCAGUA|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|75.021469569|79.568269096|74.271443229|76.806358132
7821|2019|8b|ESCUELA RURAL ISLA TABON|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|2|70.866265269|83.561694501|79.669583669|84.134244722
7825|2019|8b|ESCUELA LIBERTADOR GENERAL BERNARDO O´HIGGINS RIQUELME|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|1|1|1|72.354501272|63.618443172|65.738119734|74.659351835
7826|2019|8b|COLEGIO SAN MIGUEL|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|2|3|1|87.587477542|86.833050817|83.117102661|88.884769977
7832|2019|8b|ESCUELA RURAL FRANCISCO CORTES OJEDA|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|2|1|71.279227331|72.018094555|63.697360242|74.449789678
7833|2019|8b|ESCUELA JOSE ABELARDO NUÑEZ|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|3|1|71.181132281|72.115862002|73.487002989|70.160123111
7834|2019|8b|ESCUELA ENCARNACION OLIVARES|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|2|1|82.57711875|79.070984304|73.866985483|85.06283028
7836|2019|8b|ESCUELA RURAL DORILA AGUILA AGUILAR|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|1|2|78.499788058|79.939242515|80.395373249|81.952317117
7850|2019|8b|ESCUELA RURAL LOS ARCES|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|2|2|80.062274078|89.885789463|85.05436821|92.882516139
7854|2019|8b|ESCUELA RURAL JUANITA GALLARDO|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|2|2|74.608787289|82.552740697|84.877666479|82.150169059
7866|2019|8b|ESCUELA RURAL HILDA HUNQUEN|10|DE LOS LAGOS|101|LLANQUIHUE|10108|MAULLÍN|Llanquihue|1|1|2|69.113358593|78.938963485|79.131359949|81.112676366
7872|2019|8b|COLEGIO DE DIFUSION ARTISTICA LOS ULMOS|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|1|1|1|75.282385399|78.261474806|78.407049537|80.486600876
7874|2019|8b|ESCUELA RURAL CAÑITAS|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|1|1|2|73.685861653|76.267716722|77.051181736|79.649124314
7896|2019|8b|ESCUELA RURAL ESTAQUILLA|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|1|1|2|68.64335215|73.909036767|64.934374392|74.547724493
7897|2019|8b|ESCUELA RURAL MANUEL GATICA ARRIAGADA|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|1|1|2|68.219862779|78.764828986|80.235966944|80.031700399
7898|2019|8b|ESCUELA RURAL EL MELI|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|1|1|2|74.024451667|82.305437619|73.103589172|83.958357654
7905|2019|8b|ESCUELA RURAL PARAGUAY CHICO|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|1|1|2|77.96442999|82.740666112|82.17664822|81.859202534
7907|2019|8b|COLEGIO RAMON ANGEL JARA|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|2|3|1|70.22055064|75.193130515|73.449480809|73.012030119
7911|2019|8b|ESCUELA PARTICULAR N.213 EL LAUREL|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|2|1|2|73.882402425|69.528656233|70.676471955|74.825843887
7915|2019|8b|ESCUELA PARTICULAR N.217 MIRAMAR BAJO|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|2|1|2|67.445080627|82.437186293|76.364269908|78.675235131
7922|2019|8b|ESCUELA PARTICULAR N.232 EL PROGRESO|10|DE LOS LAGOS|101|LLANQUIHUE|10106|LOS MUERMOS|Llanquihue|2|1|2|76.159589816|90.177996832|76.424263194|90.392651371
7924|2019|8b|ESCUELA RURAL SAN ANDRES|10|DE LOS LAGOS|101|LLANQUIHUE|10104|FRESIA|Llanquihue|1|2|2|76.559593981|78.054730541|76.227115776|84.23743092
7929|2019|8b|ESCUELA BASICA AGRICOLA HUEMPELEO|10|DE LOS LAGOS|101|LLANQUIHUE|10104|FRESIA|Llanquihue|1|1|2|72.104290758|83.017755535|73.847890542|81.973504803
7940|2019|8b|ESCUELA RURAL PARGA|10|DE LOS LAGOS|101|LLANQUIHUE|10104|FRESIA|Llanquihue|1|1|2|68.644409732|76.950054762|73.269981578|72.487845211
7942|2019|8b|COLEGIO PURISIMO CORAZON DE MARIA|10|DE LOS LAGOS|101|LLANQUIHUE|10104|FRESIA|Llanquihue|2|2|1|71.905624112|69.928471062|67.554127127|71.095596894
7958|2019|8b|ESCUELA INES GALLARDO ALVARADO|10|DE LOS LAGOS|101|LLANQUIHUE|10107|LLANQUIHUE|Llanquihue|1|3|1|82.917809129|80.054006068|76.827419717|85.169552725
7959|2019|8b|ESCUELA BASICA GABRIELA MISTRAL|10|DE LOS LAGOS|101|LLANQUIHUE|10107|LLANQUIHUE|Llanquihue|1|2|1|71.300384923|76.765236012|71.563918081|76.197243446
7961|2019|8b|ESCUELA RURAL LOS PELLINES|10|DE LOS LAGOS|101|LLANQUIHUE|10107|LLANQUIHUE|Llanquihue|1|2|2|78.832126383|72.416973593|77.606779928|75.261536536
7962|2019|8b|ESCUELA RURAL LONCOTORO|10|DE LOS LAGOS|101|LLANQUIHUE|10107|LLANQUIHUE|Llanquihue|1|1|2|73.078442197|89.34302915|78.472200928|85.703375398
7967|2019|8b|ESCUELA RURAL COLEGUAL|10|DE LOS LAGOS|101|LLANQUIHUE|10107|LLANQUIHUE|Llanquihue|1|2|2|72.362563792|79.923406677|68.479478564|76.192548949
7970|2019|8b|ESCUELA PARTICULAR N.239 LOS VOLCANES|10|DE LOS LAGOS|101|LLANQUIHUE|10107|LLANQUIHUE|Llanquihue|2|2|1|81.655680852|85.467950243|81.897172435|88.840443789
7975|2019|8b|ESCUELA ARTURO ALESSANDRI PALMA|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|Llanquihue|1|2|1|80.353826383|78.929688872|79.424736261|84.14237331
7976|2019|8b|ESCUELA BERNARDO PHILIPPI|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|Llanquihue|1|3|1|75.182555503|77.709240902|75.657934339|78.415289859
7977|2019|8b|ESCUELA RURAL LOS LINARES DE CASMA|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|Llanquihue|1|2|2|65.191193097|66.665814132|66.868829203|67.030875139
7982|2019|8b|ESCUELA RURAL PARAGUAY|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|Llanquihue|1|1|2|74.427281166|75.651712816|82.758325034|84.738970423
7989|2019|8b|ESCUELA PARTICULAR N. 244 MADRE DE DIOS|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|Llanquihue|2|3|1|67.665776158|75.943325768|70.21008528|74.962268313
7992|2019|8b|COLEGIO ICEBERG|10|DE LOS LAGOS|101|LLANQUIHUE|10102|CALBUCO|Llanquihue|2|2|2|78.18397601|73.832348045|68.226486561|79.402671096
8000|2019|8b|INSTITUTO ALEMAN DE FRUTILLAR|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|Llanquihue|3|5|1|75.544610784|82.280476419|75.119088758|80.021855267
8002|2019|8b|LICEO GALVARINO RIVEROS CARDENAS|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|4|1|71.749149835|74.812183513|70.077052147|78.05191383
8003|2019|8b|ESCUELA LUIS URIBE DIAZ|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|2|1|66.205645535|67.704792873|67.571067514|70.068488942
8004|2019|8b|ESCUELA INES MUNOZ DE GARCIA|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|2|1|68.039722956|71.505402051|68.493748858|71.446713855
8005|2019|8b|ESCUELA AYTUE|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|2|1|69.451388929|70.759216042|66.313121611|75.863933176
8006|2019|8b|ESCUELA RURAL PEDRO VELAZQUEZ BONTES|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|2|1|76.31553905|78.263191516|75.246735326|80.38680357
8013|2019|8b|ESCUELA RURAL MIRTA OYARZO VERA|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|1|2|78.571424597|82.076395204|83.739185098|87.859002417
8019|2019|8b|ESCUELA RURAL QUILQUICO|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|1|2|80.886031816|88.432345524|83.711309853|89.115504698
8027|2019|8b|ESCUELA RURAL OLINDA BORQUEZ BORQUEZ|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|1|2|73.79965568|78.355238659|72.663472723|76.396036661
8036|2019|8b|ESCUELA RURAL LOS ANGELES|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|1|2|86.788410846|78.600716832|80.161326919|86.894998892
8037|2019|8b|ESCUELA RURAL LOS ROBLES|10|DE LOS LAGOS|102|CHILOÉ|10201|CASTRO|Chiloe|1|2|2|92.47340876|93.005291228|95.301734749|93.224245952
8046|2019|8b|ESCUELA PUDETO|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|1|1|69.055821788|72.149958681|72.187605045|78.315298286
8047|2019|8b|ESCUELA ANEXA|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|3|1|77.007298791|78.533654126|72.988847494|78.04102628
8048|2019|8b|ESCUELA YERBAS BUENAS|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|1|1|83.255603594|81.468769459|75.92742016|78.601895193
8049|2019|8b|ESCUELA RURAL VILLA CHACAO|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|2|2|77.876769935|79.064255118|83.488816689|73.465769121
8050|2019|8b|ESCUELA FATIMA|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|1|1|74.08237412|72.850926348|73.841895653|76.24636217
8051|2019|8b|ESCUELA RURAL EL PALOMAR|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|1|2|65.48729638|72.131706727|69.200945405|73.234390986
8053|2019|8b|ESCUELA RURAL SENDA CHACAO|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|2|2|74.655924975|84.090183766|75.896823916|82.183957029
8054|2019|8b|ESCUELA RURAL MANAO|10|DE LOS LAGOS|102|CHILOÉ|10202|ANCUD|Chiloe|1|1|2|65.759006966|77.179847053|75.094464861|75.459532025
