agno,grado,rbd,ind_am,ind_cc,ind_hv,ind_pf
2016,6b,256,73,76,66,73
2016,6b,257,78,78,74,83
2016,6b,268,95,81,84,99
2016,6b,269,69,65,64,69
2016,6b,270,70,72,58,77
2016,6b,271,69,83,73,86
2016,6b,273,75,70,71,73
2016,6b,274,76,73,80,81
2016,6b,276,89,,95,76
2016,6b,277,80,79,88,86
2016,6b,284,73,71,64,72
2016,6b,285,76,66,64,70
2016,6b,288,74,73,72,78
2016,6b,289,77,71,66,77
2016,6b,291,76,74,72,79
2016,6b,292,75,70,66,76
2016,6b,293,71,71,69,75
2016,6b,294,74,66,68,73
2016,6b,296,73,69,65,74
2016,6b,297,72,67,64,76
2016,6b,298,80,76,73,84
2016,6b,301,72,70,63,79
2016,6b,302,76,,71,80
2016,6b,303,79,79,69,84
2016,6b,304,76,78,70,81
2016,6b,305,74,73,73,77
2016,6b,306,81,85,78,91
2016,6b,310,76,72,71,78
2016,6b,312,72,73,69,77
2016,6b,313,72,72,69,75
2016,6b,315,78,74,73,79
2016,6b,316,74,72,67,82
2016,6b,317,68,62,68,67
2016,6b,318,80,79,81,82
2016,6b,319,75,74,70,78
2016,6b,320,71,68,68,70
2016,6b,322,73,74,75,78
2016,6b,324,74,68,64,71
2016,6b,326,73,77,76,82
2016,6b,329,72,68,73,77
2016,6b,332,80,76,76,84
2016,6b,335,76,70,65,73
2016,6b,336,73,74,63,76
2016,6b,337,68,76,66,68
2016,6b,341,75,76,70,77
2016,6b,342,74,80,71,81
2016,6b,343,72,74,63,67
2016,6b,344,76,83,76,82
2016,6b,350,71,74,62,70
2016,6b,354,70,,72,
2016,6b,355,76,80,76,86
2016,6b,356,75,83,76,84
2016,6b,357,74,73,68,75
2016,6b,358,79,81,72,82
2016,6b,361,78,75,76,79
2016,6b,364,77,77,74,78
2016,6b,365,76,78,76,78
2016,6b,366,75,77,69,77
2016,6b,367,72,70,67,74
2016,6b,368,73,67,69,73
2016,6b,369,71,80,73,79
2016,6b,370,74,74,79,81
2016,6b,371,78,81,66,84
2016,6b,374,79,79,77,84
2016,6b,375,81,79,75,84
2016,6b,377,79,72,65,81
2016,6b,380,80,78,73,84
2016,6b,381,83,80,78,86
2016,6b,382,78,82,82,89
2016,6b,386,76,72,65,77
2016,6b,387,83,71,78,87
2016,6b,390,72,73,72,77
2016,6b,401,71,74,66,76
2016,6b,403,68,69,67,71
2016,6b,405,76,72,69,77
2016,6b,406,73,69,67,77
2016,6b,407,73,70,69,72
2016,6b,408,71,66,66,73
2016,6b,410,75,73,78,83
2016,6b,411,75,73,73,78
2016,6b,413,70,70,74,75
2016,6b,415,74,80,61,77
2016,6b,416,69,66,65,74
2016,6b,417,73,69,71,74
2016,6b,418,75,73,75,79
2016,6b,419,77,73,66,79
2016,6b,420,72,69,76,76
2016,6b,421,72,76,72,75
2016,6b,423,74,72,71,82
2016,6b,427,70,71,70,74
2016,6b,429,77,77,71,80
2016,6b,430,75,77,74,80
2016,6b,431,76,82,72,83
2016,6b,433,73,76,68,73
2016,6b,434,77,82,77,82
2016,6b,440,75,72,73,76
2016,6b,441,72,61,61,73
2016,6b,442,72,71,71,79
2016,6b,444,74,71,67,81
2016,6b,450,77,70,75,81
2016,6b,452,77,67,70,74
2016,6b,453,76,83,78,84
2016,6b,454,74,75,73,80
2016,6b,455,69,75,70,71
2016,6b,458,80,76,75,84
2016,6b,459,77,79,73,83
2016,6b,461,79,78,78,83
2016,6b,462,73,71,69,75
2016,6b,463,78,70,70,78
2016,6b,464,72,70,72,79
2016,6b,467,90,86,94,91
2016,6b,468,74,72,70,87
2016,6b,469,68,78,73,82
2016,6b,471,76,79,82,77
2016,6b,476,67,76,55,70
2016,6b,478,79,83,73,83
2016,6b,479,76,77,70,79
2016,6b,481,71,68,69,77
2016,6b,482,91,93,81,88
2016,6b,483,84,92,76,92
2016,6b,484,79,80,79,78
2016,6b,485,,,,
2016,6b,487,75,66,70,77
2016,6b,489,78,71,67,76
2016,6b,490,57,69,55,60
2016,6b,492,74,74,76,73
2016,6b,493,79,82,77,82
2016,6b,495,91,85,80,90
2016,6b,496,69,75,75,62
2016,6b,497,75,73,67,79
2016,6b,499,85,75,71,90
2016,6b,502,92,97,89,100
2016,6b,504,100,,100,99
2016,6b,506,66,82,83,85
2016,6b,508,86,97,78,92
2016,6b,509,74,88,71,73
2016,6b,519,76,70,69,77
2016,6b,521,75,72,59,79
2016,6b,522,75,72,70,72
2016,6b,523,69,69,63,71
2016,6b,525,68,65,56,68
2016,6b,526,71,72,65,70
2016,6b,527,77,72,71,77
2016,6b,528,75,77,64,81
2016,6b,530,70,74,62,70
2016,6b,531,72,67,63,72
2016,6b,533,69,76,61,79
2016,6b,534,73,66,69,71
2016,6b,535,72,63,59,70
2016,6b,536,70,58,56,67
2016,6b,539,78,80,64,86
2016,6b,540,65,65,60,74
2016,6b,542,74,77,71,80
2016,6b,543,75,87,74,83
2016,6b,546,74,77,74,79
2016,6b,548,79,85,76,84
2016,6b,550,87,,71,
2016,6b,551,74,80,77,82
2016,6b,554,74,84,80,91
2016,6b,556,65,67,66,64
2016,6b,557,80,83,80,87
2016,6b,558,85,85,83,94
2016,6b,560,75,78,73,84
2016,6b,561,79,72,73,74
2016,6b,562,79,75,81,82
2016,6b,565,73,77,69,74
2016,6b,566,71,68,64,72
2016,6b,567,76,82,73,84
2016,6b,568,74,72,68,74
2016,6b,570,74,81,74,82
2016,6b,573,78,84,74,83
2016,6b,579,75,79,69,78
2016,6b,580,76,82,71,80
2016,6b,581,68,68,61,72
2016,6b,582,76,81,74,79
2016,6b,583,72,80,65,77
2016,6b,585,78,82,81,84
2016,6b,587,85,89,80,85
2016,6b,589,80,76,81,81
2016,6b,590,75,83,74,81
2016,6b,591,71,77,72,78
2016,6b,597,70,68,73,74
2016,6b,598,65,82,68,65
2016,6b,599,67,,64,68
2016,6b,602,75,76,79,80
2016,6b,604,73,75,68,72
2016,6b,606,67,84,84,79
2016,6b,608,80,89,74,90
2016,6b,612,74,82,77,86
2016,6b,613,73,75,65,75
2016,6b,614,78,75,75,84
2016,6b,615,74,66,58,72
2016,6b,616,75,76,68,78
2016,6b,617,64,70,60,73
2016,6b,618,75,70,68,78
2016,6b,620,77,69,69,73
2016,6b,621,70,73,59,77
2016,6b,625,74,73,72,79
2016,6b,626,71,70,66,71
2016,6b,628,69,73,58,73
2016,6b,629,76,74,71,77
2016,6b,630,76,74,71,76
2016,6b,631,72,77,74,83
2016,6b,632,74,,66,78
2016,6b,634,74,82,75,85
2016,6b,635,83,89,96,90
2016,6b,637,73,72,73,79
2016,6b,638,70,78,65,83
2016,6b,639,81,83,78,84
2016,6b,641,72,92,70,94
2016,6b,642,77,83,81,84
2016,6b,643,75,76,73,79
2016,6b,644,82,69,69,79
2016,6b,646,71,74,64,73
2016,6b,647,67,67,66,72
2016,6b,648,78,87,75,85
2016,6b,649,76,80,67,81
2016,6b,650,72,76,75,79
2016,6b,655,76,82,74,83
2016,6b,657,72,65,70,72
2016,6b,658,73,73,75,75
2016,6b,659,100,85,94,100
2016,6b,661,64,77,75,67
2016,6b,662,60,75,75,78
2016,6b,664,83,86,81,87
2016,6b,666,74,70,75,81
2016,6b,668,74,75,76,83
2016,6b,669,70,82,83,85
2016,6b,671,80,76,74,82
2016,6b,672,81,77,80,86
2016,6b,673,76,76,72,81
2016,6b,676,86,87,74,90
2016,6b,678,73,82,86,91
2016,6b,680,74,73,79,81
2016,6b,681,72,77,85,76
2016,6b,682,71,73,75,75
2016,6b,686,73,70,86,73
2016,6b,687,77,77,90,63
2016,6b,688,77,98,70,83
2016,6b,690,74,74,69,75
2016,6b,691,82,78,77,84
2016,6b,692,78,72,81,85
2016,6b,694,79,69,78,77
2016,6b,696,84,84,88,89
2016,6b,697,77,61,81,76
2016,6b,706,71,68,68,70
2016,6b,707,77,76,73,73
2016,6b,708,72,72,70,76
2016,6b,709,76,70,69,77
2016,6b,710,79,78,73,85
2016,6b,711,72,69,69,75
2016,6b,712,74,75,73,79
2016,6b,713,80,80,74,85
2016,6b,714,77,82,75,86
2016,6b,715,74,77,72,82
2016,6b,716,77,73,76,80
2016,6b,718,68,65,60,72
2016,6b,721,75,72,65,78
2016,6b,722,76,83,75,85
2016,6b,723,71,83,69,87
2016,6b,724,69,69,72,69
2016,6b,725,77,73,72,81
2016,6b,729,72,73,67,81
2016,6b,730,73,73,58,73
2016,6b,731,76,68,77,71
2016,6b,733,80,79,74,86
2016,6b,737,72,81,80,80
2016,6b,740,77,84,78,81
2016,6b,743,65,66,69,69
2016,6b,744,86,81,71,86
2016,6b,746,74,81,77,85
2016,6b,747,68,68,65,72
2016,6b,749,82,,84,89
2016,6b,750,70,67,67,68
2016,6b,752,56,,77,
2016,6b,753,72,76,70,78
2016,6b,754,92,90,87,
2016,6b,755,83,,53,
2016,6b,756,81,90,87,94
2016,6b,757,80,77,70,89
2016,6b,759,77,90,70,87
2016,6b,760,84,90,91,96
2016,6b,762,87,85,87,93
2016,6b,763,75,78,73,82
2016,6b,766,78,78,71,83
2016,6b,767,76,77,67,78
2016,6b,769,80,84,78,84
2016,6b,770,74,83,75,80
2016,6b,773,72,76,70,77
2016,6b,774,69,72,60,69
2016,6b,775,83,90,78,86
2016,6b,777,66,72,77,66
2016,6b,778,76,74,76,82
2016,6b,780,71,82,83,83
2016,6b,783,100,96,83,99
2016,6b,784,76,90,95,98
2016,6b,786,60,89,52,75
2016,6b,789,80,79,82,89
2016,6b,790,88,96,88,97
2016,6b,792,42,99,84,80
2016,6b,793,81,77,82,83
2016,6b,797,66,82,73,75
2016,6b,798,77,75,73,80
2016,6b,799,74,72,66,75
2016,6b,800,72,68,75,75
2016,6b,803,73,68,66,77
2016,6b,804,77,78,71,78
2016,6b,805,82,87,83,91
2016,6b,806,100,98,89,98
2016,6b,810,92,95,84,93
2016,6b,812,74,89,95,84
2016,6b,814,98,98,95,98
2016,6b,817,67,75,87,83
2016,6b,818,75,85,76,67
2016,6b,819,87,76,78,86
2016,6b,820,83,82,85,86
2016,6b,821,71,76,66,79
2016,6b,822,70,77,69,72
2016,6b,823,82,82,79,76
2016,6b,825,91,98,76,100
2016,6b,826,76,79,84,81
2016,6b,827,82,82,77,85
2016,6b,830,100,87,51,
2016,6b,833,75,73,66,78
2016,6b,835,96,89,93,96
2016,6b,837,65,,90,89
2016,6b,838,72,90,77,98
2016,6b,841,68,,71,56
2016,6b,844,96,97,97,97
2016,6b,847,73,71,74,75
2016,6b,848,77,76,73,83
2016,6b,849,78,71,75,82
2016,6b,850,74,80,81,82
2016,6b,851,68,70,74,72
2016,6b,852,78,82,80,86
2016,6b,857,89,88,84,94
2016,6b,864,75,,63,78
2016,6b,865,81,88,82,
2016,6b,868,83,89,76,90
2016,6b,869,76,95,86,96
2016,6b,870,78,79,84,83
2016,6b,871,64,79,80,82
2016,6b,874,73,95,68,91
2016,6b,875,80,97,96,85
2016,6b,876,74,76,75,77
2016,6b,879,67,75,48,68
2016,6b,886,72,97,84,95
2016,6b,887,62,78,55,61
2016,6b,888,72,80,74,76
2016,6b,892,59,73,73,58
2016,6b,896,43,83,66,71
2016,6b,897,71,65,63,73
2016,6b,900,80,97,75,93
2016,6b,905,79,75,74,75
2016,6b,907,95,,92,100
2016,6b,908,78,71,71,82
2016,6b,910,74,79,75,73
2016,6b,911,91,98,90,
2016,6b,914,77,,44,77
2016,6b,915,77,75,68,76
2016,6b,916,87,87,73,94
2016,6b,924,82,85,90,91
2016,6b,925,74,86,79,80
2016,6b,928,70,85,65,74
2016,6b,929,70,78,66,77
2016,6b,931,66,81,76,79
2016,6b,932,77,76,76,85
2016,6b,933,92,,98,
2016,6b,934,73,79,70,
2016,6b,935,70,79,64,69
2016,6b,936,,,,
2016,6b,937,71,73,72,76
2016,6b,943,67,84,75,72
2016,6b,945,76,76,71,74
2016,6b,946,77,73,76,75
2016,6b,947,79,71,76,82
2016,6b,949,91,90,86,100
2016,6b,950,73,86,60,76
2016,6b,951,88,,96,
2016,6b,952,79,,91,90
2016,6b,953,75,79,73,80
2016,6b,954,66,,52,72
2016,6b,955,72,,76,
2016,6b,959,71,75,75,73
2016,6b,960,85,90,78,80
2016,6b,962,72,84,70,65
2016,6b,963,79,83,73,83
2016,6b,969,72,73,69,77
2016,6b,971,74,77,74,79
2016,6b,972,77,69,71,76
2016,6b,973,75,76,72,79
2016,6b,974,78,78,73,82
2016,6b,976,67,75,68,76
2016,6b,977,71,71,67,75
2016,6b,978,89,89,94,89
2016,6b,982,72,72,68,78
2016,6b,984,81,90,97,92
2016,6b,985,83,83,76,76
2016,6b,986,79,96,73,83
2016,6b,987,71,74,66,74
2016,6b,990,77,81,88,85
2016,6b,993,82,88,91,99
2016,6b,995,77,83,72,84
2016,6b,999,70,,85,85
2016,6b,1000,,97,69,
2016,6b,1001,64,83,81,89
2016,6b,1006,74,86,83,88
2016,6b,1007,79,80,80,85
2016,6b,1011,75,61,69,
2016,6b,1014,70,73,74,78
2016,6b,1015,72,72,70,76
2016,6b,1016,63,66,68,70
2016,6b,1017,66,63,68,75
2016,6b,1018,77,72,71,76
2016,6b,1019,75,79,76,81
2016,6b,1020,76,78,72,82
2016,6b,1021,70,78,79,72
2016,6b,1022,88,93,93,98
2016,6b,1027,75,80,79,80
2016,6b,1030,89,94,83,96
2016,6b,1031,74,78,75,77
2016,6b,1032,82,79,77,88
2016,6b,1033,70,71,75,80
2016,6b,1034,63,73,64,70
2016,6b,1036,77,74,73,79
2016,6b,1037,90,93,83,98
2016,6b,1040,85,81,79,80
2016,6b,1041,81,85,80,86
2016,6b,1042,73,82,80,58
2016,6b,1045,94,99,95,81
2016,6b,1046,72,97,83,84
2016,6b,1047,82,83,68,78
2016,6b,1049,77,72,71,81
2016,6b,1050,79,75,65,79
2016,6b,1051,78,71,76,87
2016,6b,1052,75,84,78,81
2016,6b,1053,71,79,93,82
2016,6b,1055,78,90,80,87
2016,6b,1059,71,77,70,75
2016,6b,1061,77,93,83,95
2016,6b,1062,91,98,95,100
2016,6b,1063,92,83,72,97
2016,6b,1066,69,73,68,72
2016,6b,1070,98,83,69,
2016,6b,1072,79,76,79,79
2016,6b,1076,87,,100,100
2016,6b,1077,76,69,69,72
2016,6b,1078,71,64,72,71
2016,6b,1082,100,100,100,100
2016,6b,1086,75,89,75,81
2016,6b,1087,78,81,70,83
2016,6b,1090,56,80,52,
2016,6b,1092,75,76,77,70
2016,6b,1093,,,,
2016,6b,1094,81,88,76,78
2016,6b,1095,86,94,94,97
2016,6b,1096,88,94,91,96
2016,6b,1097,83,70,76,74
2016,6b,1099,71,74,65,70
2016,6b,1100,82,77,85,86
2016,6b,1102,79,82,83,82
2016,6b,1104,94,97,82,91
2016,6b,1108,72,93,79,84
2016,6b,1109,76,93,71,86
2016,6b,1117,90,95,92,100
2016,6b,1119,74,82,74,84
2016,6b,1122,72,77,67,77
2016,6b,1123,74,73,68,77
2016,6b,1125,73,65,69,74
2016,6b,1128,75,72,73,77
2016,6b,1129,72,83,73,88
2016,6b,1131,73,85,71,83
2016,6b,1132,73,74,63,70
2016,6b,1133,81,86,87,96
2016,6b,1134,64,82,82,74
2016,6b,1135,79,88,76,89
2016,6b,1136,74,73,75,79
2016,6b,1137,92,87,88,83
2016,6b,1139,86,,79,100
2016,6b,1140,74,84,78,82
2016,6b,1142,72,77,70,76
2016,6b,1144,70,84,76,89
2016,6b,1145,72,76,57,74
2016,6b,1147,75,80,70,81
2016,6b,1148,86,78,78,87
2016,6b,1149,71,75,78,79
2016,6b,1151,56,85,73,89
2016,6b,1152,77,86,73,89
2016,6b,1154,81,95,90,91
2016,6b,1156,78,76,64,81
2016,6b,1157,89,90,81,93
2016,6b,1160,80,63,76,50
2016,6b,1161,79,81,75,87
2016,6b,1162,79,83,76,89
2016,6b,1164,81,89,88,94
2016,6b,1166,84,86,81,90
2016,6b,1168,76,71,67,78
2016,6b,1170,74,75,73,79
2016,6b,1171,84,92,81,95
2016,6b,1173,83,77,75,80
2016,6b,1174,69,72,65,72
2016,6b,1176,77,72,80,83
2016,6b,1178,79,82,73,84
2016,6b,1180,80,79,72,77
2016,6b,1181,74,89,69,81
2016,6b,1183,65,73,62,77
2016,6b,1184,77,77,75,80
2016,6b,1185,76,86,79,80
2016,6b,1189,76,78,82,85
2016,6b,1190,71,,72,75
2016,6b,1191,69,67,70,74
2016,6b,1192,64,72,69,75
2016,6b,1197,77,79,74,81
2016,6b,1198,74,71,70,75
2016,6b,1200,74,74,74,82
2016,6b,1202,74,72,72,79
2016,6b,1203,74,76,74,78
2016,6b,1204,71,71,74,84
2016,6b,1208,82,79,73,83
2016,6b,1210,75,72,70,79
2016,6b,1211,75,77,70,81
2016,6b,1212,71,66,57,71
2016,6b,1213,72,72,69,74
2016,6b,1214,79,82,81,87
2016,6b,1215,85,82,85,89
2016,6b,1216,77,82,74,82
2016,6b,1217,75,78,72,81
2016,6b,1218,78,86,83,86
2016,6b,1220,77,87,82,89
2016,6b,1221,76,77,68,78
2016,6b,1225,78,83,76,84
2016,6b,1226,77,84,69,81
2016,6b,1229,76,81,78,82
2016,6b,1233,71,76,67,76
2016,6b,1234,78,80,75,85
2016,6b,1235,76,81,77,82
2016,6b,1237,74,,79,
2016,6b,1238,67,72,67,79
2016,6b,1240,73,84,80,92
2016,6b,1243,75,82,100,97
2016,6b,1245,70,70,68,81
2016,6b,1246,77,76,75,81
2016,6b,1247,74,69,65,76
2016,6b,1248,71,65,62,75
2016,6b,1249,83,75,68,80
2016,6b,1250,69,76,77,80
2016,6b,1251,79,65,68,78
2016,6b,1252,85,81,73,94
2016,6b,1256,73,77,74,77
2016,6b,1257,77,75,73,79
2016,6b,1258,77,81,76,87
2016,6b,1259,75,80,78,84
2016,6b,1260,72,78,75,81
2016,6b,1263,73,71,63,73
2016,6b,1264,71,70,68,75
2016,6b,1265,75,76,72,82
2016,6b,1266,90,73,66,74
2016,6b,1268,74,70,68,76
2016,6b,1269,66,75,73,77
2016,6b,1271,67,75,71,72
2016,6b,1273,71,84,70,83
2016,6b,1274,77,71,76,76
2016,6b,1275,76,75,68,81
2016,6b,1279,79,84,85,87
2016,6b,1280,67,69,65,70
2016,6b,1281,67,80,77,77
2016,6b,1282,78,71,79,80
2016,6b,1283,78,76,74,85
2016,6b,1285,71,79,75,82
2016,6b,1286,75,81,80,86
2016,6b,1287,70,78,68,83
2016,6b,1288,78,80,76,83
2016,6b,1290,79,85,77,87
2016,6b,1291,77,84,78,80
2016,6b,1292,76,79,73,78
2016,6b,1294,77,82,72,83
2016,6b,1301,61,64,59,65
2016,6b,1302,73,69,63,76
2016,6b,1304,80,77,79,84
2016,6b,1305,70,73,69,78
2016,6b,1307,78,80,71,84
2016,6b,1308,67,85,77,76
2016,6b,1309,79,83,86,81
2016,6b,1310,77,79,73,82
2016,6b,1311,72,76,72,75
2016,6b,1312,72,80,73,82
2016,6b,1313,84,85,83,90
2016,6b,1316,75,78,65,80
2016,6b,1318,84,78,81,87
2016,6b,1321,74,70,66,80
2016,6b,1322,88,83,87,92
2016,6b,1323,74,74,73,84
2016,6b,1325,90,89,94,95
2016,6b,1326,82,78,73,86
2016,6b,1327,76,81,75,83
2016,6b,1328,70,75,65,75
2016,6b,1329,82,84,85,89
2016,6b,1331,80,83,84,92
2016,6b,1332,81,82,83,88
2016,6b,1333,75,72,77,78
2016,6b,1336,70,73,67,78
2016,6b,1337,69,73,63,79
2016,6b,1338,71,74,76,84
2016,6b,1339,73,75,71,80
2016,6b,1340,73,73,64,78
2016,6b,1341,82,81,80,87
2016,6b,1342,74,78,66,77
2016,6b,1343,81,85,93,91
2016,6b,1345,82,83,89,92
2016,6b,1346,77,78,67,89
2016,6b,1347,76,76,67,83
2016,6b,1349,75,78,78,87
2016,6b,1350,72,69,68,74
2016,6b,1352,78,75,73,81
2016,6b,1353,72,74,70,80
2016,6b,1355,74,81,83,88
2016,6b,1356,92,97,94,99
2016,6b,1358,77,78,82,83
2016,6b,1359,89,93,94,98
2016,6b,1360,73,78,80,78
2016,6b,1361,74,,63,
2016,6b,1364,74,78,65,76
2016,6b,1367,72,73,70,79
2016,6b,1368,75,71,67,75
2016,6b,1369,74,65,64,69
2016,6b,1370,74,73,66,77
2016,6b,1371,72,76,67,78
2016,6b,1376,72,63,66,70
2016,6b,1377,77,71,73,80
2016,6b,1378,74,74,64,77
2016,6b,1384,71,77,75,82
2016,6b,1385,77,73,71,83
2016,6b,1389,69,77,63,76
2016,6b,1390,74,75,75,83
2016,6b,1393,79,86,70,86
2016,6b,1394,76,81,77,87
2016,6b,1395,74,81,68,79
2016,6b,1397,71,72,71,81
2016,6b,1403,76,80,71,82
2016,6b,1404,78,79,68,81
2016,6b,1405,75,80,73,83
2016,6b,1412,74,78,73,79
2016,6b,1414,78,79,71,81
2016,6b,1416,72,76,67,74
2016,6b,1417,73,77,76,79
2016,6b,1418,80,87,69,86
2016,6b,1419,72,81,70,75
2016,6b,1421,69,75,69,74
2016,6b,1423,71,71,62,71
2016,6b,1424,67,63,60,72
2016,6b,1425,73,67,64,72
2016,6b,1427,81,75,76,80
2016,6b,1430,76,77,74,77
2016,6b,1431,77,66,70,75
2016,6b,1433,79,80,74,89
2016,6b,1435,71,68,73,76
2016,6b,1436,76,79,69,84
2016,6b,1437,72,80,70,79
2016,6b,1438,69,79,59,81
2016,6b,1440,80,85,80,84
2016,6b,1442,67,81,56,77
2016,6b,1444,69,66,68,77
2016,6b,1445,75,77,74,82
2016,6b,1447,77,76,73,83
2016,6b,1448,67,58,67,81
2016,6b,1449,70,65,58,71
2016,6b,1450,74,73,72,77
2016,6b,1453,76,75,72,78
2016,6b,1454,69,68,73,72
2016,6b,1455,81,83,80,91
2016,6b,1456,80,84,80,86
2016,6b,1457,74,76,75,78
2016,6b,1458,77,68,73,81
2016,6b,1459,77,78,77,77
2016,6b,1461,67,77,66,67
2016,6b,1462,83,85,66,84
2016,6b,1465,75,68,66,75
2016,6b,1466,73,77,73,79
2016,6b,1468,65,66,61,72
2016,6b,1469,80,84,78,87
2016,6b,1471,86,78,72,82
2016,6b,1472,70,69,60,67
2016,6b,1473,81,86,82,94
2016,6b,1474,78,70,83,80
2016,6b,1475,79,77,79,87
2016,6b,1478,76,75,68,73
2016,6b,1479,67,60,47,58
2016,6b,1481,81,75,74,79
2016,6b,1482,75,69,72,74
2016,6b,1483,64,70,70,68
2016,6b,1484,79,77,76,80
2016,6b,1488,76,75,73,81
2016,6b,1490,67,57,63,71
2016,6b,1491,67,71,67,67
2016,6b,1493,84,89,76,83
2016,6b,1495,96,98,91,94
2016,6b,1496,75,81,70,80
2016,6b,1497,88,,57,
2016,6b,1498,82,93,94,87
2016,6b,1500,76,78,75,80
2016,6b,1506,78,85,73,86
2016,6b,1511,64,60,46,63
2016,6b,1514,70,68,61,75
2016,6b,1516,71,63,63,73
2016,6b,1517,75,66,62,72
2016,6b,1518,74,64,60,70
2016,6b,1521,69,69,62,69
2016,6b,1522,74,75,69,82
2016,6b,1523,73,69,67,73
2016,6b,1524,74,80,62,80
2016,6b,1526,78,70,69,81
2016,6b,1528,70,69,61,76
2016,6b,1529,71,69,73,79
2016,6b,1533,71,65,59,69
2016,6b,1534,72,70,68,77
2016,6b,1536,70,70,61,76
2016,6b,1537,78,75,72,72
2016,6b,1538,74,70,60,78
2016,6b,1540,71,66,66,78
2016,6b,1541,78,72,60,80
2016,6b,1542,72,70,72,80
2016,6b,1543,69,66,62,74
2016,6b,1547,77,68,71,79
2016,6b,1548,65,59,58,67
2016,6b,1549,68,65,61,76
2016,6b,1550,68,72,67,76
2016,6b,1551,72,72,67,83
2016,6b,1553,70,72,67,78
2016,6b,1554,76,77,74,80
2016,6b,1555,79,78,75,83
2016,6b,1556,68,58,55,73
2016,6b,1557,79,70,68,81
2016,6b,1563,74,,61,76
2016,6b,1567,67,70,54,77
2016,6b,1568,71,77,64,78
2016,6b,1569,70,79,59,77
2016,6b,1570,72,,66,76
2016,6b,1571,72,60,59,67
