agno,grado,rbd,ind_am,ind_cc,ind_hv,ind_pf
2016,4b,3463,67,64,54,59
2016,4b,3464,78,64,66,74
2016,4b,3465,74,68,69,71
2016,4b,3466,78,75,65,80
2016,4b,3467,73,71,67,71
2016,4b,3468,94,90,83,76
2016,4b,3470,78,70,69,74
2016,4b,3471,77,76,66,78
2016,4b,3475,76,75,62,77
2016,4b,3480,71,66,64,72
2016,4b,3481,79,72,70,78
2016,4b,3482,65,59,61,65
2016,4b,3483,75,76,73,83
2016,4b,3488,78,75,71,90
2016,4b,3489,72,66,71,71
2016,4b,3490,73,68,64,78
2016,4b,3491,81,65,75,71
2016,4b,3492,77,74,76,87
2016,4b,3494,75,68,66,70
2016,4b,3495,61,66,64,69
2016,4b,3497,72,,70,80
2016,4b,3502,80,95,71,98
2016,4b,3506,79,92,79,92
2016,4b,3513,70,88,74,70
2016,4b,3515,79,86,85,77
2016,4b,3517,69,70,77,74
2016,4b,3520,77,78,67,75
2016,4b,3523,60,,64,67
2016,4b,3526,66,70,54,
2016,4b,3527,78,84,86,93
2016,4b,3530,77,80,73,80
2016,4b,3531,76,79,76,75
2016,4b,3532,75,76,75,81
2016,4b,3533,79,76,74,81
2016,4b,3538,75,69,65,74
2016,4b,3541,75,78,69,79
2016,4b,3544,86,91,86,94
2016,4b,3545,76,70,70,79
2016,4b,3546,72,78,65,71
2016,4b,3548,76,79,75,86
2016,4b,3549,76,74,75,84
2016,4b,3550,83,87,83,94
2016,4b,3551,84,82,83,91
2016,4b,3552,78,82,78,81
2016,4b,3554,75,83,74,87
2016,4b,3555,81,74,79,82
2016,4b,3559,82,91,70,100
2016,4b,3569,67,90,88,92
2016,4b,3573,52,82,69,83
2016,4b,3580,74,72,76,77
2016,4b,3583,,,,
2016,4b,3586,32,55,42,65
2016,4b,3588,80,88,90,92
2016,4b,3594,73,,77,66
2016,4b,3596,67,,63,75
2016,4b,3599,64,78,65,66
2016,4b,3601,,,,98
2016,4b,3602,84,89,85,100
2016,4b,3604,69,76,65,72
2016,4b,3608,78,80,74,82
2016,4b,3609,73,71,69,75
2016,4b,3610,82,83,82,85
2016,4b,3611,70,76,72,79
2016,4b,3612,55,,73,
2016,4b,3615,77,82,82,92
2016,4b,3616,76,82,86,83
2016,4b,3619,77,67,68,78
2016,4b,3621,74,74,71,80
2016,4b,3622,76,78,79,87
2016,4b,3623,72,81,83,87
2016,4b,3624,75,88,83,84
2016,4b,3625,63,73,57,60
2016,4b,3626,72,93,78,86
2016,4b,3629,,,,
2016,4b,3630,71,84,76,79
2016,4b,3631,57,78,62,63
2016,4b,3632,80,76,76,86
2016,4b,3633,76,91,76,89
2016,4b,3636,,,79,
2016,4b,3653,77,72,61,73
2016,4b,3654,78,81,75,83
2016,4b,3656,65,68,65,70
2016,4b,3657,78,76,69,82
2016,4b,3658,74,,64,70
2016,4b,3659,78,76,75,76
2016,4b,3660,80,81,72,82
2016,4b,3662,76,77,69,78
2016,4b,3663,78,73,71,79
2016,4b,3664,74,73,66,81
2016,4b,3666,75,,73,75
2016,4b,3667,76,,58,75
2016,4b,3668,64,75,70,77
2016,4b,3669,74,72,72,74
2016,4b,3670,73,75,68,78
2016,4b,3671,70,70,70,77
2016,4b,3672,73,67,68,79
2016,4b,3673,81,84,76,88
2016,4b,3674,78,81,70,82
2016,4b,3675,75,69,60,79
2016,4b,3677,73,80,73,81
2016,4b,3678,77,77,66,77
2016,4b,3681,77,81,70,79
2016,4b,3683,74,73,70,75
2016,4b,3685,77,70,75,78
2016,4b,3686,72,78,67,76
2016,4b,3687,77,82,84,
2016,4b,3691,62,,65,77
2016,4b,3694,62,75,63,66
2016,4b,3697,79,,87,86
2016,4b,3698,75,84,70,90
2016,4b,3703,81,75,80,77
2016,4b,3704,52,82,64,71
2016,4b,3707,84,83,82,83
2016,4b,3709,75,,70,76
2016,4b,3710,73,,61,
2016,4b,3711,78,83,77,82
2016,4b,3713,76,74,73,79
2016,4b,3714,76,85,70,80
2016,4b,3716,80,73,66,80
2016,4b,3717,73,78,68,75
2016,4b,3718,75,82,78,80
2016,4b,3719,75,76,78,84
2016,4b,3720,74,76,69,80
2016,4b,3723,77,76,71,81
2016,4b,3724,78,80,75,82
2016,4b,3726,70,,61,70
2016,4b,3728,75,81,71,79
2016,4b,3730,77,84,75,80
2016,4b,3731,71,78,70,76
2016,4b,3733,69,72,66,72
2016,4b,3734,79,79,70,83
2016,4b,3735,78,,71,84
2016,4b,3740,77,75,71,81
2016,4b,3743,80,76,78,83
2016,4b,3744,82,77,79,93
2016,4b,3745,79,76,73,80
2016,4b,3749,77,76,73,84
2016,4b,3754,67,75,60,84
2016,4b,3755,74,74,77,78
2016,4b,3757,71,77,77,89
2016,4b,3758,76,78,76,82
2016,4b,3759,80,78,77,82
2016,4b,3760,69,67,56,73
2016,4b,3762,81,79,77,86
2016,4b,3766,83,79,77,88
2016,4b,3768,77,83,78,86
2016,4b,3776,79,,79,89
2016,4b,3781,77,71,71,79
2016,4b,3782,78,81,73,83
2016,4b,3783,66,78,62,71
2016,4b,3784,75,81,77,79
2016,4b,3785,79,82,77,87
2016,4b,3786,83,76,74,83
2016,4b,3791,56,87,69,93
2016,4b,3795,78,83,76,83
2016,4b,3796,78,81,76,83
2016,4b,3797,76,77,74,82
2016,4b,3798,76,87,91,89
2016,4b,3799,82,81,76,91
2016,4b,3800,94,79,58,85
2016,4b,3801,81,78,81,87
2016,4b,3802,76,70,68,77
2016,4b,3804,74,75,70,76
2016,4b,3807,75,,73,
2016,4b,3808,84,67,85,88
2016,4b,3814,87,64,81,76
2016,4b,3815,83,78,76,86
2016,4b,3818,71,80,78,82
2016,4b,3820,67,69,58,65
2016,4b,3823,78,76,76,79
2016,4b,3828,79,,,92
2016,4b,3829,45,73,56,52
2016,4b,3831,69,70,72,78
2016,4b,3832,59,86,78,87
2016,4b,3833,72,77,72,79
2016,4b,3835,77,75,71,78
2016,4b,3836,73,81,75,82
2016,4b,3837,75,75,61,74
2016,4b,3838,62,65,57,56
2016,4b,3839,70,66,67,73
2016,4b,3840,77,62,77,95
2016,4b,3841,79,71,71,74
2016,4b,3842,78,81,80,82
2016,4b,3843,76,77,73,80
2016,4b,3846,75,81,80,85
2016,4b,3849,77,79,68,76
2016,4b,3850,70,,70,62
2016,4b,3852,87,92,87,92
2016,4b,3853,69,80,75,77
2016,4b,3854,64,86,91,87
2016,4b,3855,78,80,73,81
2016,4b,3856,76,81,74,86
2016,4b,3859,65,79,74,82
2016,4b,3866,78,82,77,82
2016,4b,3867,71,80,71,76
2016,4b,3869,80,90,77,93
2016,4b,3872,69,75,66,78
2016,4b,3874,82,79,70,87
2016,4b,3877,56,62,53,65
2016,4b,3882,68,,89,
2016,4b,3883,64,73,71,79
2016,4b,3885,77,77,75,80
2016,4b,3886,70,67,60,68
2016,4b,3888,76,68,65,74
2016,4b,3890,72,77,66,79
2016,4b,3891,78,79,72,89
2016,4b,3897,73,74,67,81
2016,4b,3898,69,,64,72
2016,4b,3899,72,70,63,69
2016,4b,3900,61,72,47,78
2016,4b,3903,67,,76,67
2016,4b,3904,63,81,73,69
2016,4b,3906,76,63,,66
2016,4b,3907,73,75,72,76
2016,4b,3910,79,74,71,84
2016,4b,3912,59,72,62,73
2016,4b,3913,87,,88,93
2016,4b,3916,75,75,70,74
2016,4b,3918,77,79,64,88
2016,4b,3920,63,83,74,78
2016,4b,3922,67,70,77,70
2016,4b,3924,79,90,80,92
2016,4b,3926,81,80,85,89
2016,4b,3927,75,78,80,85
2016,4b,3930,77,83,91,86
2016,4b,3932,81,89,95,93
2016,4b,3934,86,90,83,
2016,4b,3935,73,77,82,89
2016,4b,3937,82,85,83,91
2016,4b,3941,76,65,64,72
2016,4b,3944,72,99,75,80
2016,4b,3945,71,84,79,95
2016,4b,3947,74,76,61,78
2016,4b,3948,61,68,57,74
2016,4b,3949,81,75,78,82
2016,4b,3952,71,,79,
2016,4b,3955,72,70,72,78
2016,4b,3957,68,79,68,81
2016,4b,3959,96,97,96,100
2016,4b,3960,74,78,72,74
2016,4b,3962,59,68,74,63
2016,4b,3966,64,,66,67
2016,4b,3967,71,66,70,79
2016,4b,3968,79,68,69,68
2016,4b,3970,60,80,52,98
2016,4b,3971,75,73,81,80
2016,4b,3972,77,,67,79
2016,4b,3974,66,71,55,75
2016,4b,3977,76,74,67,79
2016,4b,3978,72,67,64,77
2016,4b,3980,78,71,74,82
2016,4b,3981,74,,69,76
2016,4b,3982,72,76,64,78
2016,4b,3983,70,73,70,77
2016,4b,3984,72,73,69,78
2016,4b,3989,72,86,70,68
2016,4b,3991,82,84,80,83
2016,4b,3992,66,83,69,87
2016,4b,3995,80,82,66,82
2016,4b,3997,82,,55,
2016,4b,3999,76,73,72,80
2016,4b,4000,79,73,70,79
2016,4b,4001,85,89,88,89
2016,4b,4002,75,80,76,85
2016,4b,4003,74,87,74,78
2016,4b,4005,73,72,66,71
2016,4b,4006,69,76,62,75
2016,4b,4016,71,88,87,96
2016,4b,4017,81,89,66,82
2016,4b,4019,71,77,68,82
2016,4b,4022,,,,80
2016,4b,4026,78,75,71,82
2016,4b,4027,67,67,68,79
2016,4b,4029,82,70,71,83
2016,4b,4030,58,,83,
2016,4b,4032,76,76,72,79
2016,4b,4034,77,76,75,84
2016,4b,4039,79,88,82,95
2016,4b,4040,74,78,72,85
2016,4b,4043,81,72,68,82
2016,4b,4046,86,,82,94
2016,4b,4048,73,80,73,83
2016,4b,4050,71,72,71,75
2016,4b,4051,65,67,63,67
2016,4b,4052,74,85,65,83
2016,4b,4054,62,53,48,63
2016,4b,4058,,93,80,69
2016,4b,4059,74,73,61,59
2016,4b,4061,80,82,80,87
2016,4b,4062,51,69,63,78
2016,4b,4064,70,84,69,76
2016,4b,4068,80,69,74,58
2016,4b,4070,72,,60,83
2016,4b,4071,77,74,78,80
2016,4b,4073,78,85,84,91
2016,4b,4074,78,90,81,
2016,4b,4076,73,93,87,94
2016,4b,4077,70,,,
2016,4b,4079,71,85,65,65
2016,4b,4085,72,82,70,96
2016,4b,4087,74,61,66,76
2016,4b,4089,67,80,81,95
2016,4b,4090,75,83,71,89
2016,4b,4091,90,86,73,85
2016,4b,4094,76,83,81,84
2016,4b,4095,68,80,73,81
2016,4b,4096,56,,70,81
2016,4b,4101,59,80,68,74
2016,4b,4103,76,75,71,80
2016,4b,4104,73,78,77,81
2016,4b,4107,68,73,86,75
2016,4b,4112,89,94,83,92
2016,4b,4125,74,,66,81
2016,4b,4128,80,85,86,93
2016,4b,4130,84,86,84,90
2016,4b,4131,66,66,60,70
2016,4b,4133,84,92,86,91
2016,4b,4134,79,84,78,82
2016,4b,4139,71,75,65,73
2016,4b,4141,80,75,79,83
2016,4b,4142,70,77,63,77
2016,4b,4146,75,80,80,78
2016,4b,4148,77,91,77,88
2016,4b,4150,84,,97,100
2016,4b,4154,80,79,80,86
2016,4b,4155,69,83,76,76
2016,4b,4157,72,82,77,95
2016,4b,4158,78,74,80,83
2016,4b,4160,82,80,69,84
2016,4b,4168,73,77,69,79
2016,4b,4169,76,79,71,80
2016,4b,4171,76,79,67,75
2016,4b,4172,79,85,75,86
2016,4b,4173,71,76,64,77
2016,4b,4174,77,77,77,81
2016,4b,4175,77,81,73,83
2016,4b,4176,77,80,78,81
2016,4b,4177,80,84,73,88
2016,4b,4179,76,76,71,78
2016,4b,4180,72,72,64,73
2016,4b,4181,78,,69,80
2016,4b,4183,77,,63,76
2016,4b,4185,73,69,64,72
2016,4b,4186,81,81,70,85
2016,4b,4188,83,81,77,88
2016,4b,4189,80,77,71,80
2016,4b,4190,75,66,73,78
2016,4b,4191,75,75,72,81
2016,4b,4193,82,90,79,89
2016,4b,4194,73,,80,85
2016,4b,4195,71,,68,78
2016,4b,4197,73,76,70,77
2016,4b,4199,73,80,76,85
2016,4b,4200,73,72,66,77
2016,4b,4201,73,72,66,77
2016,4b,4202,66,66,74,85
2016,4b,4204,73,70,69,76
2016,4b,4205,74,75,71,79
2016,4b,4207,80,79,72,84
2016,4b,4210,72,75,82,75
2016,4b,4212,76,,66,75
2016,4b,4216,71,,71,
2016,4b,4221,77,80,74,86
2016,4b,4228,76,80,84,90
2016,4b,4231,75,,69,76
2016,4b,4235,81,81,82,88
2016,4b,4241,75,77,73,78
2016,4b,4254,77,71,64,84
2016,4b,4255,78,70,71,77
2016,4b,4258,71,71,64,77
2016,4b,4259,88,85,77,89
2016,4b,4262,70,70,66,73
2016,4b,4266,79,83,69,83
2016,4b,4268,75,75,65,76
2016,4b,4269,70,75,65,78
2016,4b,4270,64,74,62,70
2016,4b,4271,85,76,69,81
2016,4b,4272,68,,62,69
2016,4b,4275,72,73,62,78
2016,4b,4277,77,78,70,82
2016,4b,4280,72,76,75,81
2016,4b,4281,83,,62,87
2016,4b,4285,71,74,71,79
2016,4b,4286,73,74,74,77
2016,4b,4290,78,75,71,86
2016,4b,4292,73,71,65,77
2016,4b,4295,60,68,84,72
2016,4b,4297,47,63,56,53
2016,4b,4299,65,,57,51
2016,4b,4300,81,,54,
2016,4b,4302,83,,79,
2016,4b,4304,78,,77,
2016,4b,4306,68,72,68,92
2016,4b,4307,73,76,72,76
2016,4b,4308,78,82,74,79
2016,4b,4310,81,69,75,82
2016,4b,4311,70,76,77,77
2016,4b,4312,72,,66,75
2016,4b,4317,66,74,68,75
2016,4b,4321,79,88,79,86
2016,4b,4324,75,75,70,76
2016,4b,4327,58,80,69,78
2016,4b,4330,86,85,91,97
2016,4b,4331,70,61,61,72
2016,4b,4333,79,,73,81
2016,4b,4334,79,,72,79
2016,4b,4337,90,98,87,92
2016,4b,4338,68,79,74,77
2016,4b,4340,78,,83,90
2016,4b,4342,98,99,72,88
2016,4b,4345,,,93,62
2016,4b,4347,95,85,84,
2016,4b,4348,63,73,55,77
2016,4b,4350,80,79,83,71
2016,4b,4352,72,,72,75
2016,4b,4354,68,,63,73
2016,4b,4355,67,76,74,77
2016,4b,4356,69,74,79,79
2016,4b,4357,77,,83,87
2016,4b,4358,74,,67,79
2016,4b,4359,86,84,83,90
2016,4b,4361,64,68,68,80
2016,4b,4365,89,68,74,90
2016,4b,4368,68,81,70,78
2016,4b,4372,75,,65,
2016,4b,4374,69,69,72,66
2016,4b,4375,76,80,66,86
2016,4b,4379,74,75,73,80
2016,4b,4382,78,80,70,84
2016,4b,4384,71,72,54,64
2016,4b,4386,70,87,65,89
2016,4b,4387,78,80,75,88
2016,4b,4389,75,84,61,74
2016,4b,4391,74,77,63,83
2016,4b,4392,73,,60,73
2016,4b,4393,75,77,68,81
2016,4b,4396,82,,67,91
2016,4b,4397,85,85,81,80
2016,4b,4398,67,84,79,71
2016,4b,4402,64,,61,75
2016,4b,4405,72,75,66,81
2016,4b,4406,75,78,74,78
2016,4b,4407,81,83,82,92
2016,4b,4409,70,72,64,74
2016,4b,4410,68,70,58,72
2016,4b,4412,89,,79,81
2016,4b,4414,62,,64,74
2016,4b,4417,64,80,66,82
2016,4b,4419,70,83,69,86
2016,4b,4421,74,86,83,
2016,4b,4426,76,81,85,92
2016,4b,4432,68,79,76,86
2016,4b,4433,60,73,84,80
2016,4b,4435,66,,64,79
2016,4b,4436,88,,79,89
2016,4b,4437,77,,53,57
2016,4b,4441,67,83,86,97
2016,4b,4443,83,84,82,91
2016,4b,4445,89,96,80,89
2016,4b,4446,79,78,71,84
2016,4b,4447,67,74,62,75
2016,4b,4448,78,69,74,81
2016,4b,4449,80,79,70,82
2016,4b,4452,80,81,80,87
2016,4b,4453,77,80,69,82
2016,4b,4454,73,75,77,82
2016,4b,4455,72,74,70,77
2016,4b,4456,83,88,68,84
2016,4b,4466,66,74,65,50
2016,4b,4469,66,98,,
2016,4b,4470,67,,62,69
2016,4b,4471,78,88,76,
2016,4b,4472,84,88,79,86
2016,4b,4476,67,86,64,64
2016,4b,4480,72,,76,81
2016,4b,4481,75,72,68,82
2016,4b,4482,81,72,75,78
2016,4b,4484,79,85,72,84
2016,4b,4485,72,76,63,79
2016,4b,4486,63,78,60,73
2016,4b,4495,79,98,73,97
2016,4b,4496,80,68,68,67
2016,4b,4497,75,80,80,80
2016,4b,4499,71,85,73,81
2016,4b,4500,73,62,64,71
2016,4b,4502,82,90,63,82
2016,4b,4503,85,86,87,89
2016,4b,4507,69,68,69,73
2016,4b,4509,75,72,73,78
2016,4b,4510,55,,51,53
2016,4b,4512,71,72,70,73
2016,4b,4513,78,,75,84
2016,4b,4514,66,79,74,81
2016,4b,4527,80,78,76,81
2016,4b,4530,72,78,76,79
2016,4b,4531,74,72,68,76
2016,4b,4548,74,,56,75
2016,4b,4563,78,76,70,73
2016,4b,4564,71,71,68,71
2016,4b,4565,75,69,71,75
2016,4b,4569,74,77,70,81
2016,4b,4571,74,,67,78
2016,4b,4572,71,76,64,71
2016,4b,4574,73,80,66,77
2016,4b,4575,70,73,70,76
2016,4b,4576,71,75,67,78
2016,4b,4577,74,68,63,74
2016,4b,4578,70,67,61,67
2016,4b,4579,73,73,68,76
2016,4b,4581,81,83,71,87
2016,4b,4582,67,72,67,70
2016,4b,4584,68,62,64,64
2016,4b,4585,81,,72,89
2016,4b,4586,74,71,64,81
2016,4b,4588,76,77,69,77
2016,4b,4589,73,72,72,73
2016,4b,4591,77,71,67,78
2016,4b,4592,73,65,70,75
2016,4b,4593,68,65,56,70
2016,4b,4594,77,79,73,81
2016,4b,4595,73,71,66,79
2016,4b,4603,70,75,69,70
2016,4b,4609,69,,67,74
2016,4b,4611,78,77,73,84
2016,4b,4612,76,,59,68
2016,4b,4613,66,76,62,74
2016,4b,4614,73,,62,76
2016,4b,4615,67,69,65,73
2016,4b,4616,65,65,62,70
2016,4b,4617,71,,68,73
2016,4b,4622,82,,72,87
2016,4b,4626,70,70,69,77
2016,4b,4627,73,76,78,78
2016,4b,4628,75,72,69,72
2016,4b,4629,77,81,74,82
2016,4b,4630,72,77,75,76
2016,4b,4631,79,78,74,85
2016,4b,4633,69,73,74,77
2016,4b,4635,80,85,70,80
2016,4b,4636,66,70,70,69
2016,4b,4639,85,93,80,90
2016,4b,4641,76,79,68,74
2016,4b,4644,80,78,68,80
2016,4b,4645,71,81,68,76
2016,4b,4646,73,74,71,77
2016,4b,4647,77,,73,80
2016,4b,4648,72,80,67,79
2016,4b,4649,75,80,68,80
2016,4b,4650,76,75,70,80
2016,4b,4656,76,79,79,84
2016,4b,4658,83,83,72,87
2016,4b,4659,74,74,71,73
2016,4b,4660,74,,68,76
2016,4b,4662,74,78,74,78
2016,4b,4663,76,73,68,78
2016,4b,4664,82,84,76,86
2016,4b,4665,84,92,81,89
2016,4b,4666,70,72,67,76
2016,4b,4667,74,80,72,79
2016,4b,4669,75,77,73,79
2016,4b,4670,80,76,66,80
2016,4b,4672,76,77,67,80
2016,4b,4675,73,70,60,69
2016,4b,4677,75,78,73,77
2016,4b,4679,77,79,77,80
2016,4b,4680,68,,63,75
2016,4b,4686,72,73,68,72
2016,4b,4687,75,77,81,78
2016,4b,4688,73,77,71,71
2016,4b,4689,77,79,78,85
2016,4b,4691,74,77,75,80
2016,4b,4694,76,78,76,80
2016,4b,4698,81,,76,83
2016,4b,4711,73,71,68,72
2016,4b,4712,77,75,71,81
2016,4b,4713,74,73,73,78
2016,4b,4714,76,79,76,82
2016,4b,4717,78,79,72,89
2016,4b,4719,69,71,71,74
2016,4b,4720,77,73,67,78
2016,4b,4722,76,79,71,81
2016,4b,4723,77,76,71,81
2016,4b,4724,79,78,74,81
2016,4b,4725,71,69,68,71
2016,4b,4726,70,74,65,77
2016,4b,4727,75,76,74,76
2016,4b,4728,67,66,64,71
2016,4b,4730,72,,75,79
2016,4b,4731,72,72,68,73
2016,4b,4732,71,67,66,71
2016,4b,4733,77,74,71,80
2016,4b,4734,73,75,72,74
2016,4b,4736,69,74,65,73
2016,4b,4737,72,70,68,74
2016,4b,4742,75,74,73,79
2016,4b,4744,65,83,82,79
2016,4b,4746,66,,64,79
2016,4b,4747,71,72,76,74
2016,4b,4748,78,,67,72
2016,4b,4750,84,77,73,85
2016,4b,4753,75,80,68,80
2016,4b,4754,72,71,69,76
2016,4b,4758,72,79,80,79
2016,4b,4760,81,,75,88
2016,4b,4762,75,78,74,79
2016,4b,4767,71,70,71,67
2016,4b,4772,76,80,74,77
2016,4b,4774,69,77,68,72
2016,4b,4777,60,81,66,74
2016,4b,4778,68,72,68,71
2016,4b,4779,79,82,73,83
2016,4b,4781,77,78,77,83
2016,4b,4782,75,78,72,80
2016,4b,4785,72,79,68,79
2016,4b,4786,86,88,80,91
2016,4b,4790,79,85,72,80
2016,4b,4791,71,67,58,78
2016,4b,4792,76,84,77,82
2016,4b,4796,73,,69,78
2016,4b,4798,73,77,77,80
2016,4b,4806,74,78,73,81
2016,4b,4807,80,82,81,87
2016,4b,4808,74,69,71,74
2016,4b,4809,74,76,69,86
2016,4b,4810,79,,69,85
2016,4b,4811,75,73,73,79
2016,4b,4812,81,83,80,85
2016,4b,4813,73,,74,80
2016,4b,4814,78,79,74,82
2016,4b,4817,79,78,70,84
2016,4b,4818,72,,70,81
2016,4b,4820,75,78,84,87
2016,4b,4822,73,79,71,78
2016,4b,4830,74,77,71,78
2016,4b,4831,75,75,73,78
2016,4b,4832,77,83,74,81
2016,4b,4834,76,77,75,81
2016,4b,4835,80,80,75,84
2016,4b,4836,73,65,55,69
2016,4b,4837,80,79,80,84
2016,4b,4838,78,79,76,80
2016,4b,4839,72,78,69,84
2016,4b,4840,69,75,61,68
2016,4b,4841,75,68,70,81
2016,4b,4842,80,71,72,84
2016,4b,4843,82,85,81,90
2016,4b,4844,63,70,65,68
2016,4b,4845,76,89,78,87
2016,4b,4848,81,73,70,82
2016,4b,4851,74,93,100,99
2016,4b,4852,71,78,75,70
2016,4b,4855,69,78,69,75
2016,4b,4858,85,,86,
2016,4b,4860,75,70,73,75
2016,4b,4865,81,84,78,83
2016,4b,4866,76,79,77,78
2016,4b,4867,75,76,75,83
2016,4b,4868,69,72,69,68
2016,4b,4869,70,69,74,75
2016,4b,4871,68,67,61,68
2016,4b,4873,80,,74,86
2016,4b,4875,,,,60
2016,4b,4877,74,75,74,72
2016,4b,4879,65,88,93,78
2016,4b,4882,70,75,80,72
2016,4b,4886,,,,64
2016,4b,4889,71,97,,87
2016,4b,4890,67,72,67,83
2016,4b,4891,,,,
2016,4b,4896,66,93,83,81
2016,4b,4898,72,75,73,78
2016,4b,4901,82,87,80,87
2016,4b,4902,74,73,69,76
2016,4b,4903,76,,85,
2016,4b,4904,86,94,92,90
2016,4b,4905,59,96,59,86
2016,4b,4906,71,77,71,76
2016,4b,4908,90,60,84,80
2016,4b,4909,59,82,69,88
2016,4b,4910,69,,59,81
2016,4b,4911,57,71,58,74
2016,4b,4912,,83,76,77
2016,4b,4913,76,86,,73
2016,4b,4915,82,80,79,95
2016,4b,4918,,,,
2016,4b,4920,93,83,85,91
2016,4b,4921,81,90,92,100
2016,4b,4922,72,70,65,78
2016,4b,4923,,,,
2016,4b,4926,81,79,80,90
2016,4b,4927,80,76,87,83
2016,4b,4929,,79,70,
2016,4b,4932,71,88,82,84
2016,4b,4935,71,87,76,90
2016,4b,4936,36,70,54,31
2016,4b,4940,,76,57,75
2016,4b,4942,63,,,
2016,4b,4943,82,86,78,85
2016,4b,4946,69,79,64,69
2016,4b,4947,77,80,75,83
2016,4b,4952,72,72,64,77
2016,4b,4953,76,74,71,80
2016,4b,4954,78,,69,79
2016,4b,4955,74,76,67,81
2016,4b,4956,73,70,67,74
2016,4b,4958,76,79,71,79
2016,4b,4960,78,77,69,83
2016,4b,4961,77,73,71,80
2016,4b,4967,75,75,62,81
2016,4b,4968,72,57,66,69
2016,4b,4969,77,68,58,70
2016,4b,4970,75,77,65,76
2016,4b,4971,75,76,68,79
2016,4b,4973,75,81,75,81
2016,4b,4974,78,75,58,81
2016,4b,4984,73,66,66,74
2016,4b,4985,68,64,73,70
2016,4b,4986,83,74,68,84
2016,4b,4987,73,76,67,77
2016,4b,4988,77,71,69,77
2016,4b,4989,71,66,64,73
2016,4b,4990,70,72,62,70
2016,4b,4991,76,78,75,85
2016,4b,4992,79,80,77,86
2016,4b,4994,73,73,66,76
2016,4b,4995,71,69,69,75
2016,4b,4996,71,75,66,76
2016,4b,4997,79,77,78,84
2016,4b,4998,76,73,68,84
2016,4b,4999,70,67,62,77
2016,4b,5001,73,64,65,71
2016,4b,5002,80,76,67,80
2016,4b,5003,71,76,74,74
2016,4b,5005,75,79,74,87
2016,4b,5006,66,85,72,86
2016,4b,5009,75,82,74,80
2016,4b,5010,76,78,66,79
2016,4b,5012,75,80,69,79
2016,4b,5015,72,77,69,75
2016,4b,5016,71,77,68,79
2016,4b,5019,78,79,74,80
2016,4b,5020,76,78,72,79
2016,4b,5025,75,70,68,76
2016,4b,5026,80,77,78,84
2016,4b,5028,68,69,63,75
2016,4b,5029,74,81,74,82
2016,4b,5031,70,80,85,83
2016,4b,5033,74,71,60,73
2016,4b,5034,71,66,67,72
2016,4b,5035,69,74,54,70
2016,4b,5036,91,87,95,88
2016,4b,5038,77,72,79,83
2016,4b,5039,75,69,62,78
2016,4b,5043,79,,84,
2016,4b,5046,71,68,62,68
2016,4b,5049,70,78,68,80
2016,4b,5050,76,75,71,77
2016,4b,5051,72,73,69,78
2016,4b,5052,73,67,68,73
2016,4b,5053,70,72,68,80
2016,4b,5054,79,71,73,81
2016,4b,5055,75,69,78,78
2016,4b,5057,78,66,74,82
2016,4b,5060,79,,77,
2016,4b,5062,72,,60,73
2016,4b,5065,60,83,64,81
2016,4b,5066,66,94,58,72
2016,4b,5068,73,90,80,63
2016,4b,5069,64,59,56,53
2016,4b,5070,75,73,71,82
2016,4b,5072,74,73,71,78
2016,4b,5073,72,72,71,78
2016,4b,5074,77,77,65,88
2016,4b,5078,82,87,70,
2016,4b,5082,76,78,73,80
2016,4b,5083,77,,83,83
2016,4b,5085,76,76,72,79
2016,4b,5086,68,71,67,72
2016,4b,5087,77,74,67,75
2016,4b,5088,74,75,71,78
2016,4b,5090,77,,75,83
2016,4b,5091,69,71,67,77
2016,4b,5093,74,76,71,77
2016,4b,5097,86,75,69,80
2016,4b,5100,86,72,98,97
2016,4b,5101,80,75,69,84
2016,4b,5104,74,72,72,76
2016,4b,5106,71,69,68,74
2016,4b,5109,81,79,73,80
2016,4b,5110,77,80,70,83
2016,4b,5112,70,71,59,78
2016,4b,5113,72,71,74,80
2016,4b,5114,59,91,69,79
2016,4b,5116,72,73,59,67
2016,4b,5119,75,77,68,82
2016,4b,5120,61,,77,74
2016,4b,5121,69,73,63,74
2016,4b,5122,76,74,69,80
2016,4b,5123,72,78,66,81
2016,4b,5127,71,70,64,71
2016,4b,5128,76,78,74,80
2016,4b,5129,73,79,71,82
2016,4b,5130,68,,66,72
2016,4b,5131,79,81,74,84
2016,4b,5132,70,77,68,80
2016,4b,5133,76,80,70,89
2016,4b,5134,79,,75,82
2016,4b,5135,69,71,58,83
2016,4b,5140,72,67,62,68
2016,4b,5143,82,90,75,87
2016,4b,5145,77,,67,75
2016,4b,5147,69,86,69,85
2016,4b,5150,79,78,78,85
2016,4b,5151,76,,72,82
2016,4b,5152,71,74,69,76
2016,4b,5153,79,,72,80
2016,4b,5154,70,65,64,73
2016,4b,5157,64,67,60,63
2016,4b,5158,71,67,61,68
2016,4b,5159,81,,86,85
2016,4b,5162,63,83,81,75
2016,4b,5163,78,88,73,84
2016,4b,5165,64,,85,80
2016,4b,5166,68,69,71,74
2016,4b,5168,64,66,50,47
2016,4b,5169,79,92,79,89
2016,4b,5170,71,,63,73
2016,4b,5172,77,73,67,83
2016,4b,5174,79,94,92,100
2016,4b,5175,70,86,81,
2016,4b,5176,63,75,71,70
2016,4b,5178,65,68,58,58
