"rbd";"grado";"agno";"ind";"prom";"nom_rbd";"cod_reg_rbd";"nom_reg_rbd";"cod_pro_rbd";"nom_pro_rbd";"cod_com_rbd";"nom_com_rbd";"nom_deprov_rbd";"cod_depe2";"cod_grupo";"cod_rural_rbd";"fecha_bbdd";"codigo_bdd"
332;4;2023;AM;75;ESCUELA GABRIELA MISTRAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;1;2;1;20240528;final20240528v1
332;4;2023;CC;69;ESCUELA GABRIELA MISTRAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;1;2;1;20240528;final20240528v1
332;4;2023;HV;64;ESCUELA GABRIELA MISTRAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;1;2;1;20240528;final20240528v1
332;4;2023;PF;75;ESCUELA GABRIELA MISTRAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;1;2;1;20240528;final20240528v1
335;4;2023;AM;71;COLEGIO MISIONERO JOSE LANCASTER;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;2;1;20240528;final20240528v1
335;4;2023;CC;74;COLEGIO MISIONERO JOSE LANCASTER;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;2;1;20240528;final20240528v1
335;4;2023;HV;69;COLEGIO MISIONERO JOSE LANCASTER;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;2;1;20240528;final20240528v1
335;4;2023;PF;75;COLEGIO MISIONERO JOSE LANCASTER;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;2;1;20240528;final20240528v1
336;4;2023;AM;68;LICEO EXPERIMENTAL ARTISTICO-APLICACION;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
336;4;2023;CC;72;LICEO EXPERIMENTAL ARTISTICO-APLICACION;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
336;4;2023;HV;69;LICEO EXPERIMENTAL ARTISTICO-APLICACION;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
336;4;2023;PF;74;LICEO EXPERIMENTAL ARTISTICO-APLICACION;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
337;4;2023;AM;65;COLEGIO SANTA TERESITA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
337;4;2023;CC;68;COLEGIO SANTA TERESITA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
337;4;2023;HV;69;COLEGIO SANTA TERESITA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
337;4;2023;PF;70;COLEGIO SANTA TERESITA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
341;4;2023;AM;72;COLEGIO ADVENTISTA DE ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
341;4;2023;CC;76;COLEGIO ADVENTISTA DE ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
341;4;2023;HV;67;COLEGIO ADVENTISTA DE ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
341;4;2023;PF;79;COLEGIO ADVENTISTA DE ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
342;4;2023;AM;70;COLEGIO INGLES SAN JOSE;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
342;4;2023;CC;77;COLEGIO INGLES SAN JOSE;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
342;4;2023;HV;70;COLEGIO INGLES SAN JOSE;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
342;4;2023;PF;79;COLEGIO INGLES SAN JOSE;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
343;4;2023;AM;78;ESCUELA PRESBITERIANA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
343;4;2023;CC;81;ESCUELA PRESBITERIANA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
343;4;2023;HV;79;ESCUELA PRESBITERIANA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
343;4;2023;PF;84;ESCUELA PRESBITERIANA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
344;4;2023;AM;73;COLEGIO SANTA EMILIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
344;4;2023;CC;73;COLEGIO SANTA EMILIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
344;4;2023;HV;75;COLEGIO SANTA EMILIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
344;4;2023;PF;77;COLEGIO SANTA EMILIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;3;1;20240528;final20240528v1
350;4;2023;AM;69;COLEGIO LIDIA MORENO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
350;4;2023;CC;71;COLEGIO LIDIA MORENO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
350;4;2023;HV;68;COLEGIO LIDIA MORENO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
350;4;2023;PF;79;COLEGIO LIDIA MORENO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
356;4;2023;AM;68;COLEGIO CORAZON DE MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
356;4;2023;CC;74;COLEGIO CORAZON DE MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
356;4;2023;HV;70;COLEGIO CORAZON DE MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
356;4;2023;PF;76;COLEGIO CORAZON DE MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
357;4;2023;AM;71;COL. SAN LUIS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
357;4;2023;CC;78;COL. SAN LUIS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
357;4;2023;HV;72;COL. SAN LUIS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
357;4;2023;PF;81;COL. SAN LUIS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
358;4;2023;AM;68;INS. SANTA MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
358;4;2023;CC;77;INS. SANTA MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
358;4;2023;HV;71;INS. SANTA MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
358;4;2023;PF;79;INS. SANTA MARIA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
361;4;2023;AM;79;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
361;4;2023;CC;78;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
361;4;2023;HV;71;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
361;4;2023;PF;83;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
364;4;2023;AM;75;COL. ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
364;4;2023;CC;73;COL. ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
364;4;2023;HV;74;COL. ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
364;4;2023;PF;81;COL. ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
365;4;2023;AM;71;COLEGIO EAGLE SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
365;4;2023;CC;71;COLEGIO EAGLE SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
365;4;2023;HV;68;COLEGIO EAGLE SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
365;4;2023;PF;77;COLEGIO EAGLE SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;2;4;1;20240528;final20240528v1
366;4;2023;AM;69;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
366;4;2023;CC;74;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
366;4;2023;HV;70;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
366;4;2023;PF;75;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;Antofagasta;3;5;1;20240528;final20240528v1
367;4;2023;AM;74;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;2;1;20240528;final20240528v1
367;4;2023;CC;74;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;2;1;20240528;final20240528v1
367;4;2023;HV;71;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;2;1;20240528;final20240528v1
367;4;2023;PF;79;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;2;1;20240528;final20240528v1
368;4;2023;AM;73;ESCUELA BASICA JULIA HERRERA VARAS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;1;20240528;final20240528v1
368;4;2023;CC;70;ESCUELA BASICA JULIA HERRERA VARAS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;1;20240528;final20240528v1
368;4;2023;HV;66;ESCUELA BASICA JULIA HERRERA VARAS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;1;20240528;final20240528v1
368;4;2023;PF;71;ESCUELA BASICA JULIA HERRERA VARAS;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;1;20240528;final20240528v1
369;4;2023;AM;;ESCUELA LUCILA GODOY ALCAYAGA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;2;20240528;final20240528v1
369;4;2023;CC;85;ESCUELA LUCILA GODOY ALCAYAGA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;2;20240528;final20240528v1
369;4;2023;HV;87;ESCUELA LUCILA GODOY ALCAYAGA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;2;20240528;final20240528v1
369;4;2023;PF;98;ESCUELA LUCILA GODOY ALCAYAGA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2102;MEJILLONES;Antofagasta;1;3;2;20240528;final20240528v1
370;4;2023;AM;83;ESCUELA ESTACION BAQUEDANO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;2;1;20240528;final20240528v1
370;4;2023;CC;69;ESCUELA ESTACION BAQUEDANO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;2;1;20240528;final20240528v1
370;4;2023;HV;67;ESCUELA ESTACION BAQUEDANO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;2;1;20240528;final20240528v1
370;4;2023;PF;80;ESCUELA ESTACION BAQUEDANO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;2;1;20240528;final20240528v1
371;4;2023;AM;65;COMPLEJO EDUCATIVO CARACOLES;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;3;1;20240528;final20240528v1
371;4;2023;CC;69;COMPLEJO EDUCATIVO CARACOLES;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;3;1;20240528;final20240528v1
371;4;2023;HV;66;COMPLEJO EDUCATIVO CARACOLES;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;3;1;20240528;final20240528v1
371;4;2023;PF;72;COMPLEJO EDUCATIVO CARACOLES;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2103;SIERRA GORDA;Antofagasta;1;3;1;20240528;final20240528v1
374;4;2023;AM;81;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;2;1;20240528;final20240528v1
374;4;2023;CC;82;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;2;1;20240528;final20240528v1
374;4;2023;HV;71;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;2;1;20240528;final20240528v1
374;4;2023;PF;84;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;2;1;20240528;final20240528v1
375;4;2023;AM;72;ESCUELA VICTOR CARVAJAL MEZA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;3;1;20240528;final20240528v1
375;4;2023;CC;73;ESCUELA VICTOR CARVAJAL MEZA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;3;1;20240528;final20240528v1
375;4;2023;HV;65;ESCUELA VICTOR CARVAJAL MEZA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;3;1;20240528;final20240528v1
375;4;2023;PF;69;ESCUELA VICTOR CARVAJAL MEZA;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;3;1;20240528;final20240528v1
377;4;2023;AM;;ESCUELA PARANAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;1;2;20240528;final20240528v1
377;4;2023;CC;;ESCUELA PARANAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;1;2;20240528;final20240528v1
377;4;2023;HV;;ESCUELA PARANAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;1;2;20240528;final20240528v1
377;4;2023;PF;;ESCUELA PARANAL;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2104;TALTAL;Antofagasta;1;1;2;20240528;final20240528v1
381;4;2023;AM;81;ESCUELA BÁSICA PEDRO LUJAN;3;DE ATACAMA;32;CHAÑARAL;3201;CHAÑARAL;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
381;4;2023;CC;;ESCUELA BÁSICA PEDRO LUJAN;3;DE ATACAMA;32;CHAÑARAL;3201;CHAÑARAL;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
381;4;2023;HV;72;ESCUELA BÁSICA PEDRO LUJAN;3;DE ATACAMA;32;CHAÑARAL;3201;CHAÑARAL;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
381;4;2023;PF;81;ESCUELA BÁSICA PEDRO LUJAN;3;DE ATACAMA;32;CHAÑARAL;3201;CHAÑARAL;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
386;4;2023;AM;75;ESCUELA ALIRO LAMAS CASTILLO;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
386;4;2023;CC;73;ESCUELA ALIRO LAMAS CASTILLO;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
386;4;2023;HV;69;ESCUELA ALIRO LAMAS CASTILLO;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
386;4;2023;PF;79;ESCUELA ALIRO LAMAS CASTILLO;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
390;4;2023;AM;72;ESCUELA COEDUCACIONAL PARTICULAR;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
390;4;2023;CC;73;ESCUELA COEDUCACIONAL PARTICULAR;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
390;4;2023;HV;63;ESCUELA COEDUCACIONAL PARTICULAR;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
390;4;2023;PF;76;ESCUELA COEDUCACIONAL PARTICULAR;3;DE ATACAMA;32;CHAÑARAL;3202;DIEGO DE ALMAGRO;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
401;4;2023;AM;;ESCUELA BERNARDO O HIGGINS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
401;4;2023;CC;;ESCUELA BERNARDO O HIGGINS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
401;4;2023;HV;;ESCUELA BERNARDO O HIGGINS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
401;4;2023;PF;;ESCUELA BERNARDO O HIGGINS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
406;4;2023;AM;79;ESCUELA VICENTE SEPÚLVEDA ROJO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;1;1;20240528;final20240528v1
406;4;2023;CC;76;ESCUELA VICENTE SEPÚLVEDA ROJO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;1;1;20240528;final20240528v1
406;4;2023;HV;70;ESCUELA VICENTE SEPÚLVEDA ROJO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;1;1;20240528;final20240528v1
406;4;2023;PF;81;ESCUELA VICENTE SEPÚLVEDA ROJO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;1;1;20240528;final20240528v1
408;4;2023;AM;80;ESCUELA PEDRO LEÓN GALLO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
408;4;2023;CC;80;ESCUELA PEDRO LEÓN GALLO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
408;4;2023;HV;72;ESCUELA PEDRO LEÓN GALLO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
408;4;2023;PF;83;ESCUELA PEDRO LEÓN GALLO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
411;4;2023;AM;71;ESCUELA LAS CANTERAS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
411;4;2023;CC;74;ESCUELA LAS CANTERAS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
411;4;2023;HV;70;ESCUELA LAS CANTERAS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
411;4;2023;PF;76;ESCUELA LAS CANTERAS;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;2;1;20240528;final20240528v1
416;4;2023;AM;80;ESCUELA ABRAHAM SEPÚLVEDA PIZARRO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;3;1;20240528;final20240528v1
416;4;2023;CC;82;ESCUELA ABRAHAM SEPÚLVEDA PIZARRO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;3;1;20240528;final20240528v1
416;4;2023;HV;77;ESCUELA ABRAHAM SEPÚLVEDA PIZARRO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;3;1;20240528;final20240528v1
416;4;2023;PF;85;ESCUELA ABRAHAM SEPÚLVEDA PIZARRO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;3;1;20240528;final20240528v1
421;4;2023;AM;;ESCUELA BRUNO ZAVALA FREDES;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
421;4;2023;CC;;ESCUELA BRUNO ZAVALA FREDES;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
421;4;2023;HV;;ESCUELA BRUNO ZAVALA FREDES;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
421;4;2023;PF;;ESCUELA BRUNO ZAVALA FREDES;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;4;;1;20240528;final20240528v1
429;4;2023;AM;73;LICEO CATÓLICO ATACAMA;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
429;4;2023;CC;70;LICEO CATÓLICO ATACAMA;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
429;4;2023;HV;66;LICEO CATÓLICO ATACAMA;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
429;4;2023;PF;77;LICEO CATÓLICO ATACAMA;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;4;1;20240528;final20240528v1
430;4;2023;AM;69;LICEO POLITÉCNICO BELÉN;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;3;1;20240528;final20240528v1
430;4;2023;CC;75;LICEO POLITÉCNICO BELÉN;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;3;1;20240528;final20240528v1
430;4;2023;HV;67;LICEO POLITÉCNICO BELÉN;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;3;1;20240528;final20240528v1
430;4;2023;PF;71;LICEO POLITÉCNICO BELÉN;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;3;1;20240528;final20240528v1
431;4;2023;AM;66;LICEO SAGRADO CORAZÓN;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;Copiapo - Chanaral;2;3;1;20240528;final20240528v1
