"rbd";"grado";"agno";"ind";"prom";"nom_rbd";"cod_reg_rbd";"nom_reg_rbd";"cod_pro_rbd";"nom_pro_rbd";"cod_com_rbd";"nom_com_rbd";"nom_deprov_rbd";"cod_depe2";"cod_grupo";"cod_rural_rbd";"fecha_bbdd";"codigo_bdd"
18;4;2023;PF;89;ESC. COMTE. JUAN JOSE SAN MARTIN;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
19;4;2023;AM;81;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
19;4;2023;CC;78;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
19;4;2023;HV;73;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
19;4;2023;PF;83;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
20;4;2023;AM;80;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
20;4;2023;CC;77;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
20;4;2023;HV;75;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
20;4;2023;PF;84;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
22;4;2023;AM;81;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
22;4;2023;CC;78;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
22;4;2023;HV;78;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
22;4;2023;PF;84;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
25;4;2023;AM;70;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
25;4;2023;CC;71;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
25;4;2023;HV;62;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
25;4;2023;PF;75;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;20240528;final20240528v1
26;4;2023;AM;75;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
26;4;2023;CC;67;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
26;4;2023;HV;69;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
26;4;2023;PF;73;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;20240528;final20240528v1
