RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_grupo|cod_rural_rbd|cod_depe2
12775|INSTITUTO  DOMINGO  EYZAGUIRRE|13|134|13401|REGIÓN METROPOLITANA DE SANTIAGO|MAIPO|132|SANTIAGO SUR|SAN BERNARDO|4b|69.784501356|68.961925595|70.607077117|75.687175855|78.723627817|70.439972032|77.897927716|70.885376342|73.176772404|74.006561054|65.472795568|74.973867816|70.535253693|75.050020917|79.33632884|3|1|2
12777|||||||||||||||||||||||||||1|2
12779|COLEGIO ALTOS DEL CERRO GRANDE|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|4b|73.53624764|71.716899309|75.355595971|80.855970554|85.886708322|75.726575222|80.954628117|80.749919393|85.840349637|84.660544828|71.748863714|84.974958317|79.993323609|85.406427879|89.525123464|4|1|2
12781|AMAZING GRACE ENGLISH SCHOOL|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|4b|69.941893069|69.359501717|70.524284421|72.150723423|77.993529404|66.46285732|71.995783545|66.828185445|78.476951399|64.652811793|57.354793142|71.016966242|71.819562996|72.333965039|68.897370691|5|1|3
12800|COLEGIO BAUTISTA LOIS HART|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|74.49207599|72.788540604|76.195611376|82.819297914|88.159909742|72.925243032|87.372740969|73.67847481|79.652889528|77.135725388|64.246809515|79.387937727|79.105515715|77.95205767|81.106239795|4|1|2
12802|FUND.EDUC.COL.FEMENINO MADRE DEL ROSARI|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|74.437595267|72.19684914|76.678341393|82.274053505|90.395056726|71.262375521|85.164728267|71.059901144|75.330186434|75.202734856|62.646782143|83.895884203|82.286376498|87.94759144|81.45368467|3|1|2
12810|ESCUELA KAMAC MAYU|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|77.404367109|74.944295827|79.864438391|73.919802102|79.016926317|68.718428077|74.02405191|71.811441654|81.80291266|69.374696711|64.256715591|79.705080758|77.973320426|79.761790795|81.380131052|3|1|1
12823|COLEGIO CALAMA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|70.7582255|68.182823477|73.333627522|77.148965018|82.00269412|69.743361702|79.700839233|69.248221295|74.235505587|67.917300142|65.591858157|82.38424111|81.073975419|81.647270809|84.431477102|3|1|2
12824|COL  SUNFLOWER SCHOOL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|68.248092079|65.724351771|70.771832387|77.729126681|83.690702191|70.62403972|78.872638132|57.870638968|72.224443581|52.300718033|49.086755292|73.028452477|78.017138533|72.350868136|68.717350763|4|1|3
12829|COL  LEONARDO DA VINCI|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|75.726055319|74.485001971|76.967108668|77.037865543|82.051751559|72.374187278|76.687657794|74.440497503|85.353540345|73.126006175|64.84194599|76.333923478|71.805626263|78.79399603|78.402148139|5|1|3
12832|COL  SAN IGNACIO|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|74.526109082|73.694679488|75.357538676|77.298560292|84.235845933|70.101669162|77.55816578|73.843974775|80.131174219|70.335814443|71.064935663|77.428577816|72.81224048|82.697687956|76.775805012|5|1|3
12836|COLEGIO RIO LOA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|76.561136919|74.726453252|78.395820586|73.664052805|80.720412374|67.314831543|72.956914497|73.37364837|85.149332601|70.164264006|64.807348503|80.853398099|76.653370386|85.462498125|80.444325786|2|1|2
12837|COLEGIO PARTICULAR BET- EL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|77.25085167|73.685504676|80.816198664|78.377232764|88.071871101|67.998184936|79.061642254|70.142614777|79.150424011|69.997101793|61.280318527|81.404506746|83.894619402|81.243662646|79.075238189|3|1|2
12838|COLEGIO ECOLOGICO MONTESSORI|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|74.685559767|72.395064948|76.976054586|73.706200189|79.303048441|67.781682765|74.033869361|74.052157663|87.451075645|66.62620373|68.079193615|82.15736017|80.580053222|83.77164041|82.120386879|4|1|2
12840|ESCUELA JUAN PABLO II|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|76.984179814|73.54774345|80.420616178|74.499612159|81.886617011|68.992415683|72.619803783|69.553183242|77.592129459|65.547480805|65.519939463|80.725613938|79.747399834|83.944908221|78.484533759|2|1|1
12846|COL  CHANARES|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|69.93855488|69.284810192|70.592299567|73.392082513|78.557036153|69.794090952|71.825120434|69.345723623|79.971264417|67.965597177|60.100309273|67.82897684|62.920151695|66.673348045|73.893430782|5|1|3
12851|COLEGIO PADRE ALBERTO HURTADO|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|74.177888778|72.90385907|75.451918486|81.498745505|86.550325354|73.784000524|84.161910637|76.33902439|87.006488774|74.573216912|67.437367484|82.339406009|79.153682026|81.923294713|85.941241288|4|1|2
12853|COLEGIO PARTICULAR SAN NICOLAS|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|71.28423616|70.863565318|71.704907002|77.755672416|83.005028669|68.61361087|81.648377709|71.003573388|85.692974297|64.429002546|62.888743322|80.479698357|80.758967896|79.919973478|80.760153698|4|1|2
12860|COLEGIO DIVINA PASTORA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|68.733875132|66.472622769|70.995127494|73.405227052|78.211844591|68.022428511|73.981408053|67.885476418|67.968425271|73.967925819|61.720078165|71.707020807|70.026898105|68.92155521|76.172609105|3|1|2
12864|COLEGIO UNIVERSITARIO ANTONIO RENDIC|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|70.718723196|70.748476787|70.688969606|71.299363286|76.147123665|64.692998224|73.05796797|71.99261466|83.594539594|70.227563178|62.155741208|71.132776606|67.464217981|71.284070423|74.650041414|5|1|3
12867|COL  LICANCABUR|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|71.882159712|69.716145152|74.048174272|73.719142886|73.617879602|71.639579635|75.899969422|69.577046219|81.6156484|67.004460961|60.111029295|78.513553148|69.42461621|82.709052027|83.406991208|4|1|3
12868|COLEGIO EBEN EZER|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|79.15220252|77.055369665|81.249035375|79.608285231|88.23651254|70.640668994|79.947674158|65.417039814|68.572451574|68.959647932|58.719019937|78.982476246|76.881545996|82.531913433|77.533969309|3|1|2
12871|ESCUELA BASICA VALENTIN LETELIER|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|74.97494898|72.544388277|77.405509684|82.183536846|86.373523854|75.075374885|85.1017118|70.792205718|76.444749652|71.82538585|64.106481651|84.781965869|85.291447897|84.058080087|84.996369623|3|1|1
12872|ESCUELA MARÍA ANGÉLICA ELIZONDO BRICEÑO|2|21|2102|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|MEJILLONES|4b|68.090519803|64.397250032|71.783789574|76.30214791|83.411934668|68.131961334|77.362547728|69.992367407|75.80935992|71.534910113|62.632832186|78.716537012|80.518282685|78.247062958|77.384265393|3|1|1
12876|LOESS SCHOOL|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|70.268057225|71.649603061|68.886511388|73.908236467|79.784277022|66.012954556|75.927477823|69.20398227|74.258347181|73.762436032|59.591163596|74.105050016|71.867032499|74.571248081|75.876869469|5|1|3
12878|COLEGIO MI HIJO N_2|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|64.828363105|64.023875665|65.632850545|66.459875983|74.468030355|59.995200576|64.916397019|55.885553398|62.163798883|58.387363487|47.105497823|63.809433355|65.910334577|62.634535319|62.88343017|3|1|2
12884|COL. INTERNACIONAL ANTOFAGASTA LTDA.|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|77.925839444|76.059334835|79.792344054|79.518153794|83.930185571|74.591810268|80.032465544|74.994064557|86.158070147|70.61103997|68.213083553|77.852528605|73.619064876|79.338122022|80.600398918|5|1|3
12885|COLEGIO SAN AGUSTIN|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|69.108007593|67.708224816|70.50779037|73.820140994|79.897484065|66.801999176|74.760939741|69.199260051|76.557222588|69.648446966|61.3921106|74.255781357|74.800702067|72.996500886|74.970141119|4|1|2
12891|NEW HEAVEN HIGH SCHOOL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|69.945691094|69.32505311|70.566329078|70.329748067|77.157914732|63.110593463|70.720736004|64.463516521|71.526480085|65.732840546|56.13122893|69.547771033|69.976485533|69.867654384|68.799173182|3|1|2
12935|COLEGIO PROVIDENCIA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|61.853287371|62.346493361|61.360081381|69.266683854|74.965170228|62.27509278|70.559788555|57.250407282|55.8966178|62.001020501|53.853583543|62.809636236|65.94055491|59.589708397|62.8986454|3|1|2
12941|ESCUELA ALONDRA ROJAS BARRIOS|2|21|2104|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|TALTAL|4b|70.469383727|67.817672145|73.121095308|69.47326921|75.67494357|64.194392718|68.550471342|64.560991818|73.890520036|61.469072444|58.323382973|72.983592236|75.431317246|71.835109789|71.684349671|3|1|1
12942|ESCUELA GABRIELA MISTRAL|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|74.868613702|71.712711897|78.024515507|74.991384541|85.066190097|65.045794217|74.862169308|68.922308538|80.283049831|65.673219068|60.810656716|77.23343196|76.854479471|80.244717675|74.601098734|3|1|1
12944|REVERENDO PADRE PATRICIO CARIOLA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|71.257995407|69.048107154|73.467883659|63.352041501|72.465633342|56.665089912|60.92540125|58.021950557|69.740663138|52.524461791|51.800726742|68.644259256|69.07094957|66.024329144|70.837499052|2|1|1
12945|ESCUELA ECOLOGICA PADRE ALBERTO HURTADO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|76.254611839|73.582577247|78.926646432|79.089838695|84.300410188|72.931349729|80.037756167|73.221016511|76.0040494|75.52293043|68.136069702|81.22974936|76.076159321|87.527956108|80.085132651|3|1|1
12955|ESCUELA BASICA JAVIERA CARRERA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|71.26724765|68.243272729|74.291222571|76.044548724|82.54460441|69.702581709|75.886460054|73.227911585|79.069589226|75.007717118|65.606428411|80.890121534|81.905118572|81.917088263|78.848157766|3|1|2
12958|THE GIANT SCHOOL ANTOFAGASTA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|71.401992077|68.195055215|74.608928938|77.399711606|84.819601559|71.39657019|75.982963069|70.939236309|75.290140615|72.330137311|65.197431|80.994719093|79.193443134|79.135303949|84.655410196|4|1|2
12962|ESCUELA ELMO FUNEZ CARRIZO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|77.441338518|75.401598479|79.481078556|74.499449413|80.935874045|70.310193601|72.252280592|70.794945804|80.80539931|67.223578511|64.355859592|84.155819641|82.558562697|85.393351661|84.515544566|2|1|1
12963|THE ANTOFAGASTA BAPTIST COLLEGE|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|69.425475121|67.468500737|71.382449505|73.581041698|81.021247688|67.087608996|72.63426841|69.354932655|77.301035647|69.04030639|61.723455927|76.128691987|74.470546948|78.133363527|75.782165487|4|1|2
12966|COLEGIO SAN PATRICIO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|74.838103722|72.859987955|76.816219489|77.676191741|82.322778785|73.320321916|77.385474523|72.335527463|81.58035192|67.708537117|67.717693353|79.585076677|74.032712563|81.611385986|83.11113148|5|1|3
12970|NORTH COLLEGE|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|73.889450639|72.081342849|75.697558428|77.530647043|80.956670332|72.319090994|79.316179804|71.40643081|83.515718133|69.812689608|60.890884688|76.129904526|71.814582653|79.717266183|76.85786474|4|1|2
12974|COLEGIO INGLES-ALEMAN|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|64.52614262|59.739204175|69.313081065|79.462061189|84.784011428|73.626115634|79.976056506|73.226903606|82.955141071|72.007167832|64.718401914|77.442356036|76.590744417|75.957685324|79.778638366|4|1|3
12977|HARVEST CHRISTIAN SCHOOL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|79.470847035|76.836855505|82.104838564|78.751845372|85.178351998|71.867376897|79.209807221|72.962116354|79.168244181|74.20851323|65.509591652|81.332842512|78.653749547|82.911624838|82.433153151|4|1|2
12980|LICEO BICENTENARIO DIEGO PORTALES PALAZ|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|81.056839817|79.722103583|82.39157605|79.240127795|85.244434779|72.177708549|80.298240057|73.55089202|79.672215178|73.277514041|67.70294684|83.808224179|80.724454222|86.65228891|84.047929404|4|1|1
13103|COLEGIO PARTICULAR CALDERA|3|31|3102|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|CALDERA|4b|72.719759785|70.371718395|75.067801175|75.468679808|80.683056231|69.899297409|75.823685784|78.984506813|92.897679398|70.57569714|73.4801439|78.541191114|76.287509682|79.674504628|79.661559033|4|1|2
13104|ESCUELA MANUEL ORELLA ECHANEZ|3|31|3102|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|CALDERA|4b|72.430171062|73.029851841|71.830490282|70.062404379|77.524130348|63.644485526|69.018597261|73.739413973|81.490524543|76.151186023|63.576531354|76.07892414|74.594944973|77.849907175|75.791920273|2|1|1
13112|COLEGIO SAN AGUSTIN DE ATACAMA|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|76.529940785|74.922830591|78.137050979|83.293467858|88.668416191|75.380391627|85.831595757|71.011869838|74.495964559|71.434077831|67.105567124|82.147240514|81.023544025|82.132552175|83.285625343|4|1|2
13117|COLEGIO PARTICULAR   SAN LORENZO|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|80.177978478|77.503682359|82.852274597|82.629904783|89.48307094|74.811056309|83.595587099|79.075213915|87.788667747|79.137341404|70.299632593|84.939341632|83.439101307|86.123771345|85.255152243|5|1|3
13118|ESC. BASICA MARTA EMILIANA AGUILAR ZERO|3|31|3103|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|TIERRA AMARILLA|4b|73.749225374|70.743911672|76.754539076|69.969473932|78.111725803|63.588775351|68.207920642|70.00480147|76.51347643|68.792239843|64.708688138|78.464276181|76.520885518|78.205806141|80.666136885|2|1|1
13121|ESC.BASICA CAPITAN RAFAEL TORREBLANCA|3|33|3301|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|VALLENAR|4b|73.750844894|72.720229056|74.781460732|74.873120137|83.935833655|66.75132047|73.932206286|71.161335593|72.528976224|72.442719559|68.512310996|84.287848754|84.476602213|79.415867847|88.971076202|1|1|2
13124|COLEGIO FELIX SUSAETA|3|31|3103|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|TIERRA AMARILLA|4b|74.682845371|69.085939106|80.279751635|85.571131231|88.461747297|79.364198697|88.887447699|77.362049648|89.772331983|77.848413017|64.465403945|81.729464618|76.410680246|86.537175655|82.240537953|2|2|2
13125|SCUOLA ITALIANA GIUSSEPPE VERDI|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|80.327221945|76.628851021|84.02559287|75.834521999|80.733557689|69.947959888|76.82204842|72.834202531|82.492133649|71.716376898|64.294097047|80.855883703|79.089896204|85.785426758|77.692328146|5|1|3
13128|ESCUELA RURAL MOISES LOPEZ TRUJILLO|3|33|3304|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|HUASCO|4b|68.54328577|60.483507149|76.603064391|81.325769479|91.357276007|73.930154605|78.689877826|71.538424178|83.85342732|70.051313023|60.710532193|84.753154051|96.236511225|80.9342569|77.088694026|1|2|2
13133|ESCUELA MANUEL RODRIGUEZ|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|65.000423686|63.291858739|66.708988632|66.183505414|71.174590714|60.975444729|66.400480799|57.943374089|70.110331619|52.961918759|50.757871888|67.120668348|70.264265582|64.306890935|66.790848526|2|1|1
13134|ESCUELA MIREYA ZULETA ASTUDILLO|3|33|3304|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|HUASCO|4b|71.298930991|68.174075855|74.423786128|74.445714908|81.440432674|67.602684098|74.294027952|70.860752108|76.389791327|72.023523543|64.168941453|77.472143525|77.333015258|80.21243994|74.870975376|3|1|2
13135|ESCUELA BASICA IGNACIO DOMEYKO|3|32|3201|REGIÓN DE ATACAMA|CHAÑARAL|31|COPIAPÓ|CHAÑARAL|4b|76.010973512|74.604803978|77.417143046|79.180059097|85.515120425|71.74622022|80.278836647|72.382028038|82.165219267|72.135887536|62.844977312|82.235914246|81.880819277|82.162278882|82.664644578|2|1|1
13138|COLEGIO FLORA NORMILLA|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|70.813379349|66.473046723|75.153711975|73.421461635|79.609839027|68.31448993|72.340055948|72.955697109|80.243789749|73.264003297|65.35929828|78.803560148|76.679933403|82.928220347|76.802526695|3|1|2
13143|BYRON GIGOUX JAMES|3|31|3102|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|CALDERA|4b|73.703805834|70.728924222|76.678687446|72.70247264|77.531079978|64.296215417|76.280122526|73.477112533|76.818147119|78.717091453|64.896099029|77.033700064|75.359371414|76.691429478|79.050299301|3|1|1
13149|COLEGIO ALMENAR DE COPIAPO|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|69.730214956|68.529209118|70.931220795|81.373444001|87.311305668|72.664242945|84.144783391|65.639549813|61.36954499|70.254926024|65.294178425|74.669059533|66.904862349|78.571376049|78.530940202|5|1|3
13154|ESCUELA EL CHANAR|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|70.556172555|65.920067318|75.192277793|71.790128864|80.573661924|63.876011148|70.92071352|65.174667293|77.293720065|63.736647731|54.493634084|76.05166773|76.152842014|76.361662393|75.640498783|2|1|1
13163|ESCUELA EL PALOMAR|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|74.543555825|70.749563259|78.33754839|69.542839102|77.15354237|63.939220619|67.535754319|64.170585415|66.831885859|64.437221752|61.242648632|72.809804354|72.986145617|72.632605231|72.810662214|3|1|1
13167|ESCUELA EDMUNDO QUEZADA ARAYA|3|33|3301|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|VALLENAR|4b|71.703897854|69.671964691|73.735831016|71.285823418|77.997390429|67.516642091|68.343437735|69.118881421|75.239712303|68.15571008|63.96122188|75.732558185|74.017446151|78.739791606|74.440436798|2|1|2
13170|ESCUELA BASICA SARA CORTES CORTES|3|32|3202|REGIÓN DE ATACAMA|CHAÑARAL|31|COPIAPÓ|DIEGO DE ALMAGRO|4b|71.064173008|68.401303309|73.727042708|69.133494972|76.136659697|59.045700673|72.218124546|63.565435605|63.984131372|64.367803079|62.344372363|73.953606304|77.997723769|72.445698415|71.417396729|2|1|1
13171|ESCUELA DE ARTES MARTA COLVIN|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|77.617238243|74.990382379|80.244094108|81.931429062|83.238432023|78.183867937|84.371987226|77.308328084|88.984122056|75.446705199|67.494156996|85.677371466|78.699617536|87.423255974|90.909240889|4|1|3
13177|ESCUELA DE DESARROLLO ARTÍSTICO CALDERA|3|31|3102|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|CALDERA|4b|71.791292515|69.968170974|73.614414056|70.061651837|74.940059054|64.921034928|70.323861531|67.440865582|75.028623297|65.915489859|61.378483588|75.530601752|74.429744321|76.777613365|75.384447569|2|1|1
13178|COLEGIO HISPANO AMERICA|3|32|3201|REGIÓN DE ATACAMA|CHAÑARAL|31|COPIAPÓ|CHAÑARAL|4b|78.488282138|75.904423149|81.072141127|81.465842604|85.625348763|73.969859287|84.802319761|74.688016349|84.965810538|77.687084016|61.411154494|79.622200912|84.03957936|78.372922612|76.454100764|3|1|2
13181|ESCUELA EMILIA SCHWABE RUMOHR|3|33|3303|REGIÓN DE ATACAMA|HUASCO|32|HUASCO|FREIRINA|4b|80.289515796|80.359543634|80.219487958|76.765534489|84.72782183|70.486120402|75.082661235|72.077762009|80.523864093|67.450394104|68.25902783|86.01146004|87.094207699|85.186453147|85.753719274|2|1|2
13188|COLEGIO CERVANTINO|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|73.775367824|71.858382406|75.692353243|78.073276868|81.998238586|73.41087433|78.810717688|73.03024244|80.393928081|72.526549505|66.170249734|78.090144416|75.986378851|79.413145098|78.870909298|4|1|2
13190|COLEGIO SAN FRANCISCO DE LA SELVA|3|31|3101|REGIÓN DE ATACAMA|COPIAPÓ|31|COPIAPÓ|COPIAPÓ|4b|78.498850906|78.372017173|78.625684639|85.043597654|90.399064199|77.49616282|87.235565942|76.148446808|88.981905952|75.26120664|64.202227832|84.024076066|78.223904693|85.290621799|88.557701705|5|1|3
13205|SANTO DOMINGO COUNTRY SCHOOL|5|56|5606|REGIÓN DE VALPARAÍSO|SAN ANTONIO|54|SAN ANTONIO|SANTO DOMINGO|4b|77.24175372|75.896838459|78.58666898|74.578967277|79.053031351|67.975351741|76.708518738|75.772151813|77.117866523|83.598005881|66.600583035|80.103763332|75.960619236|80.380581762|83.970088998|4|1|2
13216|ESCUELA EPU NEWEN|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|78.297784453|75.761967889|80.833601017|83.590184804|88.198219393|76.76245178|85.809883241|76.245702742|75.860943569|81.505529865|71.370634792|83.779343974|80.742519457|83.987675291|86.607837175|2|1|2
13219|COLEGIO SAN LORENZO|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|4b|81.557690441|79.589745526|83.525635355|82.216989642|84.199619539|78.413491114|84.037858274|77.57650798|80.791021215|77.06916601|74.869336715|89.885735642|83.789003003|90.632944275|95.235259646|3|1|2
13300|COLEGIO ALEMAN|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|4b|78.558246967|79.272663776|77.843830159|76.834469453|81.863331943|71.158859086|77.481217331|78.681309037|87.553667877|77.567197471|70.923061763|81.114071411|81.618560569|80.686293784|81.03735988|5|1|3
13305|TRINITY SCHOOL|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|4b|76.909874746|76.612840461|77.206909032|81.017184535|88.53056699|73.716573535|80.804413079|75.328257965|76.790139182|78.229327676|70.965307035|82.204492919|84.846491795|80.454586249|81.312400712|4|1|2
13309|ESC. BASICA LA HIGUERA DE PUNITAQUI|4|43|4304|REGIÓN DE COQUIMBO|LIMARÍ|42|LIMARÍ|PUNITAQUI|4b|61.598673421|59.930197601|63.26714924|73.21615486|80.652665187|62.774432936|76.221366457|66.692246401|74.548766218|72.258445224|53.26952776|70.101381154|85.013869135|68.934843597|56.355430731|2|2|1
13313|COLEGIO FRANCIS SCHOOL|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|4b|70.832807125|70.576569507|71.089044743|70.519013707|76.872954531|64.260704707|70.423381883|69.804442065|71.932376795|74.435342191|63.04560721|71.480612861|68.696234242|72.836890543|72.908713798|4|1|2
13314|COLEGIO CRISTOBAL COLON|4|41|4102|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|COQUIMBO|4b|79.756428273|77.524285765|81.988570781|83.186498163|88.073763947|76.049992316|85.435738227|79.746499216|88.52439109|82.554296782|68.160809777|82.543225754|76.858599671|85.487354729|85.283722862|3|1|2
13319|SCUOLA ITALIANA ALCIDE DE GASPERI|4|41|4101|REGIÓN DE COQUIMBO|ELQUI|41|ELQUI|LA SERENA|4b|77.162669587|78.74546207|75.579877105|79.900820585|86.717543705|72.380086412|80.604831637|74.952841725|76.717396612|75.658453113|72.48267545|85.498084746|84.944015664|85.761396819|85.788841754|5|1|3
