agno;rbd;ind;prom;dif;sigdif;difgru;sigdifgru;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;nom_deprov_rbd;cod_depe2;cod_grupo;cod_rural_rbd;codigo_bdd;fecha_bbdd;grado
2024;28;PF;86;3;0;10;1;ESCUELA RICARDO SILVA ARRIAGADA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;4;1;final20250625v1;20250625;4b
2024;29;AM;82;11;1;7;1;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;final20250625v1;20250625;4b
2024;29;CC;80;12;1;5;1;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;final20250625v1;20250625;4b
2024;29;HV;75;15;1;4;0;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;final20250625v1;20250625;4b
2024;29;PF;82;8;1;3;0;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;final20250625v1;20250625;4b
2024;31;AM;78;5;1;2;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;31;CC;74;2;0;-1;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;31;HV;69;0;0;-1;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;31;PF;77;2;0;-2;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;32;AM;80;1;0;4;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;32;CC;78;5;1;3;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;32;HV;72;3;0;2;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;32;PF;83;4;0;4;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;33;AM;73;-3;0;-3;0;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;33;CC;78;-1;0;3;0;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;33;HV;67;-5;-1;-3;0;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;33;PF;77;-5;-1;-2;0;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;35;AM;79;3;0;3;0;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;35;CC;75;5;1;0;0;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;35;HV;71;6;1;1;0;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;35;PF;84;7;1;5;1;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;36;AM;80;1;0;4;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;final20250625v1;20250625;4b
2024;36;CC;75;7;1;0;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;final20250625v1;20250625;4b
2024;36;HV;71;-4;-1;1;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;final20250625v1;20250625;4b
2024;36;PF;80;-5;-1;1;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;final20250625v1;20250625;4b
2024;38;AM;76;-5;-1;0;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;38;CC;76;-1;0;1;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
