rbd,agno,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd
14324,2023,262.0,245.0,5.0,3,1
6830,2023,229.0,260.0,3.0,2,1
7826,2023,240.0,241.0,3.0,2,1
40126,2023,237.0,234.0,1.0,1,1
18237,2023,274.0,257.0,3.0,2,1
31327,2023,301.0,281.0,4.0,2,1
6853,2023,219.0,225.0,1.0,1,2
26372,2023,236.0,242.0,1.0,2,1
9060,2023,245.0,236.0,3.0,2,1
12117,2023,222.0,216.0,1.0,1,1
12781,2023,312.0,291.0,5.0,3,1
22436,2023,230.0,221.0,1.0,2,1
13445,2023,214.0,241.0,3.0,2,1
17859,2023,335.0,291.0,5.0,2,1
6452,2023,194.0,222.0,1.0,4,1
6120,2023,266.0,239.0,2.0,2,1
1875,2023,228.0,225.0,2.0,1,1
1397,2023,247.0,244.0,2.0,2,1
1520,2023,255.0,240.0,3.0,4,1
22459,2023,243.0,261.0,4.0,2,1
69,2023,309.0,271.0,5.0,3,1
12094,2023,310.0,283.0,5.0,3,1
11430,2023,272.0,261.0,3.0,2,1
16508,2023,284.0,261.0,4.0,2,1
14819,2023,270.0,256.0,3.0,2,1
25562,2023,261.0,252.0,2.0,2,1
22313,2023,233.0,213.0,1.0,2,1
40295,2023,227.0,246.0,3.0,2,1
10906,2023,264.0,263.0,4.0,2,1
13491,2023,223.0,228.0,3.0,2,1
8914,2023,283.0,283.0,5.0,3,1
8991,2023,348.0,303.0,5.0,3,1
2084,2023,199.0,224.0,2.0,1,1
16485,2023,286.0,265.0,3.0,2,1
14470,2023,209.0,217.0,2.0,1,1
20298,2023,344.0,255.0,2.0,2,1
9601,2023,202.0,215.0,1.0,1,1
1443,2023,223.0,194.0,1.0,2,1
16462,2023,184.0,174.0,1.0,2,1
1048,2023,213.0,215.0,2.0,1,1
9701,2023,243.0,233.0,3.0,1,1
8868,2023,371.0,313.0,5.0,3,1
15775,2023,206.0,244.0,2.0,2,1
2794,2023,208.0,212.0,1.0,1,1
14865,2023,201.0,236.0,1.0,2,1
1735,2023,259.0,246.0,3.0,2,1
20129,2023,252.0,251.0,3.0,2,1
2940,2023,229.0,209.0,2.0,1,1
12077,2023,247.0,243.0,3.0,2,1
25061,2023,214.0,217.0,1.0,2,1
24812,2023,289.0,264.0,2.0,2,1
8496,2023,230.0,236.0,3.0,1,1
9077,2023,233.0,242.0,3.0,1,1
12658,2023,194.0,197.0,1.0,2,2
9409,2023,244.0,244.0,2.0,2,1
25393,2023,240.0,244.0,4.0,2,1
8828,2023,343.0,282.0,3.0,1,1
4500,2023,254.0,265.0,2.0,1,1
20235,2023,295.0,270.0,5.0,3,1
9824,2023,232.0,260.0,2.0,2,1
14673,2023,256.0,252.0,3.0,2,1
361,2023,312.0,286.0,5.0,3,1
22499,2023,229.0,242.0,2.0,2,1
4560,2023,238.0,226.0,2.0,4,1
31264,2023,300.0,287.0,3.0,2,1
7202,2023,243.0,261.0,2.0,1,1
22691,2023,227.0,240.0,1.0,1,1
11035,2023,314.0,303.0,5.0,3,1
12031,2023,248.0,260.0,2.0,2,1
2625,2023,217.0,227.0,1.0,1,1
16608,2023,217.0,222.0,1.0,2,1
12217,2023,251.0,237.0,2.0,2,1
610,2023,250.0,228.0,1.0,4,1
11971,2023,341.0,281.0,5.0,3,1
25645,2023,249.0,246.0,2.0,2,1
1503,2023,231.0,209.0,2.0,2,1
25556,2023,216.0,228.0,1.0,2,1
25894,2023,241.0,244.0,3.0,2,1
9910,2023,262.0,245.0,3.0,2,1
17736,2023,247.0,254.0,3.0,2,1
14487,2023,243.0,213.0,2.0,2,1
4646,2023,304.0,270.0,4.0,2,1
8974,2023,347.0,298.0,5.0,3,1
18128,2023,318.0,284.0,4.0,2,1
5439,2023,198.0,217.0,1.0,1,1
11931,2023,204.0,225.0,1.0,2,1
3126,2023,218.0,219.0,1.0,2,2
2044,2023,261.0,226.0,2.0,2,1
25599,2023,230.0,224.0,2.0,2,1
31012,2023,224.0,227.0,3.0,2,1
31258,2023,263.0,298.0,5.0,3,1
12864,2023,346.0,283.0,5.0,3,1
9369,2023,262.0,235.0,3.0,2,1
24766,2023,260.0,245.0,3.0,2,1
18028,2023,225.0,215.0,2.0,2,1
14779,2023,255.0,220.0,4.0,2,1
10697,2023,216.0,227.0,1.0,1,1
25602,2023,332.0,286.0,5.0,3,1
10551,2023,205.0,196.0,2.0,1,1
14387,2023,205.0,222.0,2.0,2,1
8682,2023,294.0,245.0,3.0,2,1
13305,2023,272.0,222.0,4.0,2,1
13551,2023,221.0,252.0,2.0,2,1
8928,2023,289.0,276.0,4.0,1,1
24912,2023,284.0,264.0,5.0,3,1
10162,2023,255.0,241.0,3.0,2,1
31387,2023,277.0,247.0,5.0,3,1
12509,2023,255.0,246.0,3.0,2,1
14716,2023,250.0,247.0,3.0,2,1
12177,2023,266.0,248.0,2.0,2,1
24769,2023,253.0,248.0,2.0,2,1
9784,2023,220.0,216.0,2.0,2,1
132,2023,286.0,265.0,4.0,2,1
12867,2023,273.0,278.0,5.0,3,1
31175,2023,218.0,235.0,3.0,2,1
25101,2023,266.0,257.0,3.0,2,1
10780,2023,248.0,234.0,1.0,1,1
16780,2023,236.0,243.0,2.0,2,1
2124,2023,214.0,226.0,2.0,1,1
8430,2023,212.0,226.0,2.0,1,1
14381,2023,310.0,263.0,4.0,2,1
5393,2023,228.0,216.0,1.0,1,1
16754,2023,219.0,232.0,1.0,1,1
9827,2023,241.0,233.0,2.0,2,1
7414,2023,327.0,291.0,5.0,3,1
5084,2023,246.0,233.0,2.0,1,1
31052,2023,302.0,274.0,3.0,2,1
25224,2023,254.0,225.0,5.0,3,1
10829,2023,258.0,242.0,1.0,2,1
4829,2023,256.0,237.0,2.0,1,1
19983,2023,251.0,249.0,2.0,2,1
109,2023,225.0,217.0,2.0,1,1
9263,2023,276.0,253.0,5.0,3,1
11968,2023,356.0,300.0,5.0,3,1
24626,2023,244.0,237.0,3.0,2,1
3976,2023,210.0,195.0,1.0,1,1
3478,2023,212.0,222.0,1.0,2,2
1148,2023,231.0,215.0,2.0,1,1
1291,2023,292.0,288.0,3.0,2,1
30013,2023,304.0,284.0,5.0,3,1
22021,2023,223.0,224.0,1.0,1,1
4709,2023,200.0,206.0,1.0,1,1
4686,2023,339.0,287.0,5.0,3,1
25785,2023,264.0,259.0,5.0,3,1
40023,2023,363.0,299.0,5.0,3,1
2104,2023,243.0,239.0,2.0,1,1
16588,2023,279.0,264.0,2.0,2,1
587,2023,364.0,297.0,5.0,3,1
4666,2023,287.0,244.0,3.0,2,1
5662,2023,255.0,240.0,2.0,2,1
16488,2023,293.0,271.0,3.0,2,1
5021,2023,209.0,205.0,1.0,1,1
25038,2023,232.0,216.0,1.0,2,1
8616,2023,257.0,272.0,2.0,2,1
8367,2023,261.0,254.0,3.0,2,1
14616,2023,225.0,226.0,2.0,2,1
4288,2023,208.0,221.0,1.0,1,1
26269,2023,227.0,232.0,2.0,2,1
9684,2023,260.0,250.0,2.0,2,1
5270,2023,224.0,220.0,1.0,1,1
5897,2023,241.0,250.0,2.0,1,1
1918,2023,253.0,234.0,3.0,2,1
25722,2023,316.0,265.0,4.0,2,1
4331,2023,220.0,227.0,2.0,1,1
2167,2023,198.0,201.0,3.0,2,1
14902,2023,286.0,254.0,4.0,3,1
1775,2023,312.0,280.0,5.0,3,1
8310,2023,215.0,226.0,1.0,1,2
16923,2023,272.0,269.0,4.0,2,1
6644,2023,250.0,268.0,3.0,2,1
1769,2023,267.0,231.0,3.0,2,1
24689,2023,256.0,279.0,2.0,2,1
17607,2023,311.0,266.0,4.0,2,1
9200,2023,255.0,243.0,2.0,2,1
11805,2023,224.0,237.0,2.0,2,1
25330,2023,270.0,274.0,2.0,2,1
22084,2023,212.0,225.0,1.0,1,2
9100,2023,335.0,280.0,4.0,1,1
10723,2023,267.0,270.0,4.0,2,1
20461,2023,240.0,233.0,1.0,2,1
14510,2023,279.0,256.0,3.0,2,1
1755,2023,230.0,219.0,3.0,2,1
14490,2023,241.0,237.0,2.0,2,1
7328,2023,218.0,242.0,1.0,1,1
14822,2023,256.0,255.0,2.0,2,1
24995,2023,247.0,238.0,2.0,2,1
25542,2023,224.0,232.0,2.0,2,1
31161,2023,301.0,268.0,2.0,2,1
521,2023,233.0,246.0,3.0,1,1
26538,2023,272.0,249.0,3.0,2,1
2064,2023,212.0,227.0,1.0,1,1
20441,2023,316.0,269.0,5.0,3,1
10199,2023,226.0,236.0,2.0,1,1
7706,2023,277.0,270.0,4.0,2,1
9867,2023,215.0,215.0,2.0,1,1
8871,2023,379.0,314.0,5.0,3,1
24686,2023,222.0,219.0,1.0,2,1
3461,2023,215.0,209.0,1.0,1,1
10385,2023,237.0,253.0,2.0,2,1
4102,2023,280.0,264.0,2.0,1,1
25373,2023,270.0,238.0,5.0,3,1
26037,2023,252.0,224.0,1.0,1,1
25496,2023,273.0,235.0,2.0,2,1
2442,2023,226.0,228.0,1.0,2,1
9844,2023,239.0,250.0,1.0,2,1
1586,2023,250.0,245.0,3.0,2,1
25396,2023,230.0,245.0,2.0,2,1
10076,2023,216.0,223.0,1.0,4,1
335,2023,238.0,251.0,2.0,2,1
8748,2023,329.0,299.0,5.0,3,1
6163,2023,209.0,223.0,1.0,1,1
2250,2023,248.0,256.0,2.0,1,1
22462,2023,212.0,220.0,1.0,2,1
26083,2023,270.0,253.0,2.0,2,1
12970,2023,327.0,298.0,4.0,2,1
2937,2023,219.0,213.0,1.0,1,1
4958,2023,228.0,241.0,2.0,1,1
358,2023,281.0,280.0,5.0,3,1
12260,2023,299.0,260.0,4.0,2,1
5104,2023,238.0,249.0,2.0,2,1
1749,2023,238.0,225.0,2.0,2,1
25310,2023,285.0,260.0,5.0,3,1
24314,2023,366.0,302.0,5.0,3,1
24231,2023,252.0,252.0,2.0,2,1
13156,2023,227.0,241.0,2.0,2,1
9907,2023,324.0,298.0,4.0,2,1
1500,2023,208.0,213.0,1.0,2,1
16843,2023,265.0,247.0,2.0,2,1
25001,2023,336.0,294.0,5.0,3,1
4689,2023,303.0,265.0,5.0,3,1
8888,2023,342.0,290.0,5.0,3,1
2047,2023,242.0,249.0,2.0,2,1
40252,2023,255.0,248.0,3.0,2,1
1214,2023,270.0,270.0,3.0,2,1
25250,2023,258.0,271.0,2.0,2,1
14922,2023,212.0,214.0,3.0,2,1
24623,2023,282.0,275.0,2.0,2,1
8639,2023,269.0,235.0,4.0,2,1
31201,2023,258.0,246.0,5.0,3,1
2233,2023,225.0,209.0,2.0,2,1
10594,2023,227.0,227.0,3.0,2,1
14885,2023,256.0,281.0,3.0,2,1
10408,2023,211.0,208.0,1.0,1,2
9074,2023,259.0,267.0,3.0,1,1
8825,2023,278.0,261.0,4.0,1,1
10746,2023,233.0,236.0,2.0,1,1
1941,2023,251.0,235.0,3.0,2,1
9472,2023,238.0,232.0,2.0,2,1
9767,2023,300.0,281.0,4.0,2,1
6269,2023,234.0,239.0,1.0,1,1
2482,2023,316.0,293.0,5.0,3,1
2041,2023,233.0,255.0,2.0,2,1
1795,2023,269.0,267.0,4.0,2,1
22602,2023,277.0,261.0,3.0,2,1
7700,2023,346.0,297.0,5.0,3,1
22356,2023,244.0,236.0,3.0,2,1
17779,2023,310.0,256.0,3.0,2,1
11287,2023,221.0,228.0,1.0,1,1
14782,2023,281.0,262.0,2.0,2,1
16697,2023,232.0,240.0,1.0,2,1
1895,2023,202.0,195.0,1.0,1,1
567,2023,319.0,275.0,3.0,2,1
6223,2023,272.0,260.0,2.0,1,1
1354,2023,219.0,237.0,2.0,1,1
10600,2023,255.0,247.0,3.0,2,1
16551,2023,222.0,236.0,1.0,1,2
1672,2023,219.0,235.0,1.0,1,1
20478,2023,230.0,233.0,2.0,2,1
7743,2023,239.0,243.0,2.0,2,1
2170,2023,278.0,275.0,4.0,3,1
22210,2023,306.0,274.0,4.0,2,1
13388,2023,291.0,268.0,4.0,2,1
7388,2023,301.0,246.0,3.0,2,1
22542,2023,251.0,264.0,3.0,2,1
40352,2023,210.0,216.0,1.0,1,1
14527,2023,251.0,246.0,2.0,2,1
1792,2023,273.0,275.0,5.0,3,1
9781,2023,235.0,227.0,1.0,2,1
129,2023,241.0,240.0,3.0,2,1
4706,2023,210.0,214.0,1.0,1,1
9117,2023,265.0,250.0,2.0,1,1
15781,2023,239.0,241.0,1.0,1,1
16448,2023,279.0,267.0,2.0,2,1
31078,2023,278.0,275.0,3.0,1,1
7102,2023,216.0,247.0,1.0,2,1
6770,2023,281.0,293.0,3.0,1,1
106,2023,233.0,226.0,2.0,2,1
8762,2023,284.0,295.0,4.0,3,1
770,2023,334.0,310.0,5.0,3,1
15758,2023,258.0,250.0,2.0,2,1
10491,2023,283.0,263.0,3.0,2,1
12655,2023,241.0,226.0,2.0,2,1
11155,2023,198.0,215.0,1.0,1,1
13319,2023,340.0,294.0,5.0,3,1
4663,2023,273.0,260.0,3.0,2,1
4165,2023,232.0,240.0,1.0,1,1
16757,2023,233.0,248.0,2.0,2,1
9140,2023,229.0,233.0,2.0,2,1
2150,2023,300.0,287.0,4.0,2,1
25954,2023,223.0,227.0,2.0,2,1
1437,2023,248.0,258.0,2.0,2,1
16634,2023,274.0,263.0,1.0,2,1
10640,2023,206.0,222.0,2.0,1,1
1294,2023,312.0,278.0,3.0,2,1
1958,2023,211.0,218.0,1.0,1,1
22024,2023,212.0,206.0,1.0,2,2
9283,2023,235.0,241.0,3.0,1,1
9950,2023,280.0,263.0,2.0,2,1
10783,2023,227.0,211.0,2.0,1,1
3209,2023,278.0,273.0,1.0,1,2
1858,2023,251.0,246.0,2.0,2,1
25121,2023,260.0,243.0,2.0,2,1
4563,2023,221.0,212.0,2.0,4,1
9973,2023,302.0,293.0,4.0,2,1
26080,2023,310.0,274.0,5.0,3,1
1194,2023,227.0,241.0,3.0,1,1
25725,2023,317.0,285.0,4.0,2,1
24978,2023,266.0,231.0,1.0,2,1
11994,2023,215.0,208.0,2.0,2,1
12741,2023,221.0,229.0,2.0,2,1
10073,2023,257.0,213.0,2.0,2,1
255,2023,239.0,255.0,3.0,2,1
22144,2023,332.0,281.0,5.0,3,1
8911,2023,315.0,292.0,5.0,3,1
6896,2023,247.0,261.0,3.0,2,1
12884,2023,371.0,304.0,5.0,3,1
9054,2023,313.0,298.0,5.0,3,1
3730,2023,267.0,267.0,2.0,2,1
14699,2023,283.0,272.0,3.0,2,1
1629,2023,308.0,264.0,5.0,3,1
5957,2023,234.0,246.0,2.0,1,1
3538,2023,225.0,237.0,1.0,1,1
9930,2023,241.0,244.0,3.0,2,1
647,2023,234.0,222.0,2.0,2,1
4975,2023,245.0,240.0,2.0,2,1
20209,2023,277.0,259.0,4.0,2,1
2356,2023,238.0,258.0,3.0,2,1
3252,2023,212.0,216.0,1.0,1,1
24892,2023,224.0,235.0,1.0,2,1
9246,2023,296.0,259.0,5.0,3,1
590,2023,291.0,282.0,4.0,3,1
13574,2023,274.0,276.0,4.0,3,1
7331,2023,266.0,257.0,2.0,1,1
4669,2023,308.0,262.0,4.0,2,1
8997,2023,247.0,258.0,3.0,2,1
17902,2023,281.0,268.0,2.0,2,1
2997,2023,244.0,236.0,2.0,2,1
3003,2023,200.0,212.0,2.0,2,1
9638,2023,217.0,230.0,2.0,2,1
982,2023,224.0,228.0,2.0,1,1
18251,2023,297.0,269.0,4.0,2,1
5267,2023,193.0,202.0,1.0,2,2
15589,2023,287.0,243.0,2.0,2,1
5808,2023,300.0,270.0,5.0,3,1
24935,2023,225.0,227.0,1.0,2,1
7872,2023,215.0,237.0,1.0,4,1
8954,2023,286.0,289.0,4.0,2,1
26017,2023,260.0,255.0,3.0,2,1
25084,2023,261.0,247.0,3.0,2,1
22330,2023,279.0,273.0,3.0,2,1
25625,2023,275.0,272.0,4.0,2,1
690,2023,257.0,244.0,2.0,2,1
9887,2023,201.0,203.0,2.0,1,1
6641,2023,228.0,198.0,1.0,2,1
24403,2023,203.0,204.0,1.0,1,1
12332,2023,247.0,228.0,2.0,1,1
11336,2023,273.0,259.0,2.0,2,1
20158,2023,250.0,262.0,3.0,2,1
22505,2023,275.0,256.0,3.0,2,1
20513,2023,318.0,289.0,5.0,3,1
570,2023,304.0,277.0,3.0,2,1
3865,2023,267.0,267.0,3.0,2,2
20181,2023,318.0,279.0,4.0,2,1
16886,2023,227.0,230.0,2.0,2,1
10457,2023,217.0,233.0,1.0,1,1
3796,2023,284.0,260.0,2.0,2,1
31373,2023,327.0,288.0,5.0,3,1
8442,2023,223.0,229.0,3.0,1,1
13188,2023,264.0,249.0,4.0,2,1
24426,2023,229.0,225.0,2.0,2,1
4483,2023,255.0,245.0,2.0,1,1
9106,2023,225.0,229.0,1.0,1,1
6922,2023,253.0,233.0,1.0,2,1
10248,2023,266.0,267.0,2.0,2,1
9584,2023,235.0,240.0,1.0,2,1
430,2023,195.0,257.0,2.0,2,1
24898,2023,266.0,264.0,3.0,2,1
2422,2023,219.0,219.0,1.0,1,1
1781,2023,296.0,271.0,5.0,3,1
9484,2023,275.0,268.0,4.0,2,1
17765,2023,276.0,264.0,3.0,2,1
3656,2023,241.0,240.0,1.0,1,1
4984,2023,235.0,251.0,1.0,1,1
25591,2023,219.0,218.0,1.0,1,1
1635,2023,236.0,230.0,4.0,2,1
22196,2023,262.0,241.0,2.0,2,2
16955,2023,321.0,278.0,3.0,2,1
384,2023,231.0,241.0,2.0,4,1
7709,2023,263.0,268.0,3.0,2,1
802,2023,227.0,208.0,1.0,1,1
18114,2023,260.0,238.0,3.0,2,1
12309,2023,237.0,255.0,3.0,2,1
6899,2023,220.0,243.0,2.0,1,2
161,2023,222.0,211.0,1.0,1,2
284,2023,204.0,212.0,2.0,1,1
17719,2023,362.0,286.0,3.0,2,1
16932,2023,196.0,183.0,2.0,2,1
1489,2023,213.0,213.0,1.0,1,1
1263,2023,241.0,254.0,2.0,1,1
25737,2023,250.0,256.0,2.0,2,1
1844,2023,289.0,278.0,5.0,3,1
6753,2023,241.0,238.0,2.0,1,1
25654,2023,372.0,291.0,5.0,3,1
10749,2023,233.0,231.0,2.0,1,1
3172,2023,219.0,229.0,1.0,1,2
25050,2023,240.0,250.0,2.0,2,1
22050,2023,216.0,223.0,1.0,1,1
18220,2023,268.0,270.0,2.0,2,1
40155,2023,275.0,271.0,2.0,2,1
26378,2023,280.0,269.0,4.0,2,1
26046,2023,300.0,283.0,5.0,3,1
14284,2023,259.0,258.0,2.0,2,1
8542,2023,239.0,227.0,3.0,1,1
25359,2023,235.0,254.0,3.0,2,1
9375,2023,229.0,230.0,2.0,2,1
3719,2023,235.0,225.0,2.0,2,1
15621,2023,273.0,271.0,3.0,2,1
9020,2023,264.0,263.0,3.0,2,1
10503,2023,317.0,285.0,3.0,2,1
11831,2023,209.0,222.0,2.0,1,1
40301,2023,200.0,214.0,1.0,1,1
31064,2023,229.0,245.0,1.0,2,1
10254,2023,203.0,215.0,2.0,1,1
24317,2023,271.0,261.0,4.0,2,1
25153,2023,251.0,233.0,4.0,2,1
2090,2023,247.0,248.0,2.0,2,1
14825,2023,235.0,243.0,2.0,2,1
2339,2023,201.0,222.0,1.0,1,2
9810,2023,244.0,250.0,2.0,2,1
7941,2023,215.0,239.0,1.0,4,1
11144,2023,228.0,229.0,2.0,2,1
15767,2023,225.0,245.0,2.0,2,1
20095,2023,235.0,256.0,2.0,2,2
1449,2023,214.0,219.0,1.0,2,1
1549,2023,224.0,207.0,2.0,4,1
4798,2023,322.0,269.0,5.0,3,1
8880,2023,326.0,277.0,5.0,3,1
25107,2023,357.0,308.0,5.0,3,1
17782,2023,203.0,215.0,1.0,1,1
3713,2023,274.0,258.0,4.0,2,1
1403,2023,276.0,272.0,4.0,3,1
11977,2023,347.0,268.0,2.0,2,1
12518,2023,255.0,247.0,3.0,2,1
2485,2023,220.0,202.0,1.0,2,1
16600,2023,274.0,269.0,3.0,2,1
24652,2023,221.0,223.0,2.0,2,2
8502,2023,249.0,225.0,2.0,2,1
344,2023,255.0,258.0,3.0,2,1
25316,2023,249.0,232.0,2.0,2,1
25814,2023,244.0,232.0,2.0,2,1
16494,2023,242.0,261.0,2.0,2,1
1363,2023,240.0,244.0,2.0,1,1
25671,2023,225.0,221.0,1.0,2,1
9853,2023,218.0,226.0,1.0,2,1
24675,2023,280.0,270.0,3.0,2,1
1887,2023,227.0,236.0,2.0,1,1
14453,2023,250.0,248.0,3.0,2,1
14788,2023,226.0,206.0,2.0,2,1
10543,2023,233.0,246.0,2.0,1,1
22113,2023,219.0,227.0,1.0,1,1
7128,2023,229.0,250.0,2.0,1,1
18034,2023,254.0,239.0,3.0,2,1
2551,2023,244.0,240.0,1.0,1,1
26381,2023,251.0,264.0,3.0,2,1
25508,2023,289.0,274.0,4.0,2,1
13434,2023,292.0,282.0,5.0,3,1
17848,2023,235.0,243.0,1.0,2,1
24795,2023,216.0,196.0,5.0,3,1
4778,2023,258.0,247.0,3.0,2,1
17725,2023,258.0,261.0,3.0,2,1
3733,2023,271.0,227.0,1.0,2,1
2737,2023,193.0,225.0,1.0,1,1
16829,2023,333.0,293.0,5.0,3,1
15,2023,243.0,261.0,3.0,4,1
8671,2023,273.0,254.0,3.0,2,1
19906,2023,223.0,221.0,1.0,1,1
9312,2023,273.0,257.0,4.0,2,1
8814,2023,228.0,233.0,3.0,2,1
11107,2023,261.0,271.0,4.0,3,1
656,2023,227.0,226.0,2.0,4,1
6650,2023,261.0,256.0,1.0,2,1
1881,2023,218.0,246.0,2.0,1,1
14622,2023,293.0,285.0,3.0,2,1
799,2023,213.0,210.0,1.0,1,1
3802,2023,216.0,227.0,1.0,1,1
26524,2023,265.0,247.0,5.0,3,1
31267,2023,257.0,262.0,4.0,3,1
26006,2023,254.0,270.0,2.0,2,1
8645,2023,257.0,258.0,3.0,2,1
530,2023,215.0,228.0,2.0,1,1
10686,2023,212.0,230.0,1.0,1,2
25342,2023,263.0,251.0,4.0,2,1
31293,2023,308.0,282.0,3.0,1,1
10666,2023,231.0,223.0,1.0,1,1
25571,2023,222.0,214.0,3.0,2,1
1761,2023,242.0,252.0,3.0,2,1
7085,2023,196.0,206.0,1.0,1,2
6836,2023,254.0,273.0,4.0,2,1
10915,2023,299.0,283.0,3.0,2,1
9504,2023,254.0,245.0,3.0,2,1
17662,2023,249.0,237.0,1.0,1,1
2259,2023,273.0,241.0,3.0,2,1
3006,2023,247.0,226.0,2.0,2,1
4572,2023,233.0,244.0,2.0,4,1
4025,2023,253.0,243.0,1.0,1,1
9896,2023,241.0,260.0,3.0,1,1
8900,2023,288.0,263.0,5.0,3,1
20175,2023,199.0,238.0,1.0,2,1
5568,2023,212.0,220.0,1.0,1,1
25714,2023,237.0,245.0,3.0,2,1
2863,2023,225.0,228.0,2.0,2,1
1632,2023,234.0,245.0,3.0,2,1
22027,2023,216.0,219.0,2.0,1,2
9292,2023,229.0,212.0,2.0,1,1
4715,2023,237.0,228.0,3.0,1,1
24944,2023,315.0,298.0,5.0,3,1
9647,2023,292.0,265.0,2.0,2,1
15684,2023,286.0,299.0,4.0,2,1
14659,2023,244.0,252.0,3.0,2,1
1675,2023,212.0,218.0,2.0,1,1
20410,2023,220.0,226.0,3.0,2,1
6252,2023,249.0,250.0,1.0,2,1
14416,2023,268.0,242.0,3.0,2,1
40278,2023,312.0,280.0,5.0,3,1
9982,2023,221.0,235.0,1.0,2,1
7775,2023,214.0,232.0,1.0,1,2
40284,2023,254.0,232.0,4.0,2,1
18097,2023,294.0,294.0,5.0,2,1
5113,2023,224.0,220.0,1.0,1,2
5654,2023,247.0,239.0,3.0,2,1
25130,2023,263.0,271.0,5.0,3,1
16431,2023,368.0,308.0,5.0,3,1
3298,2023,287.0,289.0,3.0,2,1
1967,2023,289.0,276.0,2.0,1,1
52,2023,269.0,257.0,2.0,2,1
7626,2023,216.0,212.0,2.0,1,1
24446,2023,213.0,207.0,1.0,2,1
9690,2023,207.0,213.0,2.0,1,1
22674,2023,242.0,233.0,1.0,1,1
10772,2023,236.0,236.0,3.0,2,1
2657,2023,234.0,246.0,2.0,1,1
3739,2023,193.0,192.0,1.0,2,1
3012,2023,303.0,283.0,5.0,3,1
9249,2023,371.0,302.0,5.0,3,1
12830,2023,246.0,242.0,3.0,2,1
9581,2023,234.0,233.0,2.0,2,1
20324,2023,225.0,202.0,3.0,2,1
4672,2023,278.0,256.0,2.0,2,1
8917,2023,330.0,287.0,5.0,3,1
24878,2023,253.0,252.0,2.0,2,1
72,2023,163.0,182.0,3.0,4,2
12853,2023,248.0,247.0,4.0,2,1
22007,2023,251.0,253.0,3.0,2,1
13185,2023,221.0,232.0,1.0,4,1
8894,2023,353.0,313.0,5.0,3,1
1801,2023,294.0,281.0,4.0,2,1
9796,2023,254.0,245.0,2.0,2,1
10792,2023,219.0,216.0,1.0,1,1
1469,2023,202.0,208.0,1.0,1,1
40029,2023,222.0,224.0,2.0,1,1
2110,2023,282.0,276.0,3.0,1,1
16434,2023,217.0,214.0,1.0,2,1
25070,2023,261.0,248.0,3.0,2,1
10337,2023,233.0,256.0,3.0,2,1
8422,2023,257.0,273.0,3.0,2,1
4509,2023,227.0,247.0,1.0,1,2
12312,2023,228.0,243.0,1.0,2,1
5814,2023,253.0,236.0,4.0,2,1
5150,2023,269.0,272.0,3.0,2,1
2943,2023,196.0,216.0,1.0,1,1
15601,2023,248.0,256.0,3.0,2,1
14373,2023,247.0,244.0,2.0,2,1
1638,2023,292.0,295.0,5.0,3,1
12876,2023,288.0,289.0,5.0,3,1
25611,2023,276.0,287.0,5.0,3,1
25442,2023,303.0,274.0,3.0,2,1
14868,2023,203.0,211.0,2.0,2,1
25711,2023,223.0,234.0,1.0,1,1
9063,2023,273.0,236.0,2.0,2,1
24801,2023,247.0,229.0,5.0,3,1
20424,2023,224.0,216.0,2.0,2,1
3530,2023,305.0,272.0,2.0,2,1
2448,2023,219.0,233.0,1.0,4,1
10500,2023,240.0,240.0,2.0,2,1
10251,2023,210.0,249.0,2.0,1,1
9172,2023,248.0,260.0,3.0,2,1
40298,2023,257.0,250.0,3.0,2,1
9919,2023,253.0,268.0,3.0,2,1
5923,2023,192.0,194.0,1.0,2,2
1738,2023,275.0,250.0,3.0,2,1
12515,2023,227.0,260.0,3.0,2,1
10892,2023,264.0,243.0,3.0,2,1
78,2023,220.0,214.0,2.0,4,2
9564,2023,277.0,266.0,4.0,2,1
12183,2023,309.0,261.0,4.0,2,1
13394,2023,250.0,239.0,2.0,2,1
31499,2023,285.0,281.0,5.0,3,1
1300,2023,233.0,230.0,2.0,2,1
8625,2023,241.0,224.0,2.0,2,1
218,2023,221.0,233.0,2.0,1,1
968,2023,199.0,200.0,1.0,1,1
13202,2023,312.0,262.0,3.0,4,1
19952,2023,300.0,271.0,3.0,2,1
1987,2023,209.0,219.0,2.0,2,1
364,2023,287.0,267.0,5.0,3,1
32,2023,233.0,231.0,1.0,4,2
573,2023,280.0,272.0,3.0,2,1
22262,2023,298.0,254.0,2.0,2,1
4655,2023,285.0,270.0,4.0,2,1
12266,2023,242.0,279.0,5.0,3,1
17885,2023,251.0,233.0,2.0,1,1
10606,2023,248.0,250.0,2.0,2,1
1260,2023,252.0,236.0,2.0,2,1
12667,2023,280.0,270.0,4.0,2,1
8339,2023,256.0,231.0,2.0,1,2
25402,2023,292.0,255.0,5.0,2,1
16497,2023,331.0,297.0,4.0,3,1
24423,2023,262.0,274.0,3.0,2,1
613,2023,258.0,269.0,2.0,4,1
25751,2023,268.0,242.0,4.0,2,1
26292,2023,212.0,213.0,2.0,1,1
12767,2023,223.0,222.0,2.0,2,1
8044,2023,197.0,203.0,1.0,1,1
8631,2023,239.0,244.0,2.0,2,1
9959,2023,226.0,232.0,2.0,2,1
