rbd,agno,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd
17897,2025,221.0,219.0,2.0,1,1
14565,2025,257.0,241.0,3.0,2,1
1581,2025,269.0,243.0,4.0,2,1
3290,2025,283.0,257.0,3.0,2,1
26012,2025,249.0,207.0,2.0,2,1
20161,2025,231.0,221.0,2.0,2,1
1183,2025,274.0,247.0,4.0,1,1
3347,2025,261.0,229.0,2.0,2,1
6785,2025,240.0,229.0,1.0,4,1
17605,2025,282.0,256.0,4.0,2,1
14316,2025,258.0,252.0,4.0,2,1
2457,2025,241.0,234.0,2.0,4,1
2955,2025,258.0,224.0,3.0,1,1
22623,2025,259.0,232.0,2.0,2,1
13134,2025,225.0,201.0,3.0,4,1
13626,2025,237.0,238.0,3.0,2,1
6052,2025,244.0,246.0,2.0,1,1
3639,2025,228.0,213.0,3.0,1,1
3888,2025,225.0,218.0,1.0,1,2
1724,2025,226.0,211.0,2.0,4,1
2557,2025,211.0,212.0,2.0,1,2
2806,2025,225.0,243.0,2.0,1,2
25969,2025,275.0,248.0,3.0,2,1
542,2025,239.0,215.0,2.0,4,1
5411,2025,208.0,195.0,1.0,1,2
14608,2025,232.0,219.0,3.0,2,1
15690,2025,313.0,281.0,4.0,2,1
2165,2025,252.0,241.0,3.0,2,1
3247,2025,279.0,238.0,3.0,1,1
6925,2025,254.0,228.0,2.0,2,2
26158,2025,248.0,231.0,2.0,2,1
8846,2025,289.0,251.0,5.0,3,1
5597,2025,252.0,229.0,3.0,1,1
10838,2025,234.0,226.0,2.0,1,2
14751,2025,251.0,256.0,4.0,2,1
1684,2025,231.0,207.0,2.0,4,1
25162,2025,232.0,195.0,1.0,2,1
12736,2025,255.0,252.0,3.0,2,2
9865,2025,213.0,202.0,1.0,4,1
9533,2025,230.0,209.0,1.0,2,1
3914,2025,228.0,228.0,1.0,1,2
10861,2025,249.0,251.0,2.0,1,2
1707,2025,208.0,199.0,2.0,4,1
8800,2025,282.0,266.0,3.0,2,1
7140,2025,217.0,207.0,2.0,1,2
3891,2025,266.0,216.0,1.0,1,2
25448,2025,257.0,230.0,3.0,2,1
40436,2025,258.0,224.0,3.0,2,1
15793,2025,251.0,246.0,3.0,2,1
2895,2025,281.0,256.0,2.0,2,2
3390,2025,223.0,213.0,1.0,1,1
26135,2025,264.0,227.0,3.0,2,1
4200,2025,263.0,262.0,2.0,1,2
4409,2025,251.0,214.0,2.0,1,1
31090,2025,270.0,257.0,3.0,2,1
3745,2025,256.0,222.0,2.0,4,1
10151,2025,240.0,239.0,2.0,2,1
15770,2025,226.0,221.0,2.0,1,1
3204,2025,346.0,295.0,5.0,3,1
8345,2025,242.0,196.0,2.0,4,1
11594,2025,270.0,276.0,3.0,2,1
22414,2025,278.0,227.0,2.0,1,1
187,2025,241.0,214.0,2.0,1,2
9673,2025,279.0,232.0,2.0,2,1
13586,2025,243.0,225.0,2.0,2,1
24406,2025,235.0,258.0,4.0,2,1
1853,2025,222.0,224.0,1.0,4,1
1515,2025,259.0,240.0,3.0,4,1
3436,2025,228.0,218.0,2.0,1,1
7658,2025,249.0,216.0,1.0,1,2
10320,2025,236.0,231.0,3.0,2,1
26304,2025,298.0,275.0,4.0,2,1
8992,2025,314.0,284.0,5.0,3,1
1166,2025,250.0,237.0,3.0,2,2
25640,2025,305.0,271.0,5.0,3,1
11548,2025,239.0,224.0,2.0,4,2
20376,2025,235.0,217.0,1.0,1,1
974,2025,257.0,245.0,1.0,1,2
16958,2025,235.0,230.0,3.0,1,1
6138,2025,226.0,208.0,1.0,2,2
4392,2025,206.0,213.0,2.0,1,1
210,2025,253.0,238.0,3.0,4,1
6161,2025,308.0,274.0,5.0,3,1
1538,2025,235.0,209.0,2.0,4,1
18,2025,233.0,213.0,2.0,4,1
4263,2025,270.0,248.0,4.0,2,1
15753,2025,221.0,209.0,1.0,1,1
3267,2025,241.0,225.0,1.0,1,2
2935,2025,234.0,220.0,3.0,1,1
16749,2025,259.0,243.0,3.0,2,1
24907,2025,293.0,273.0,5.0,3,1
22560,2025,295.0,260.0,2.0,2,1
7203,2025,236.0,222.0,2.0,4,1
25202,2025,310.0,279.0,5.0,3,1
13300,2025,319.0,287.0,5.0,3,1
25703,2025,318.0,279.0,4.0,2,1
15624,2025,260.0,241.0,3.0,2,1
15707,2025,261.0,238.0,5.0,3,1
10901,2025,279.0,238.0,3.0,2,1
10692,2025,284.0,260.0,3.0,2,2
9610,2025,246.0,226.0,1.0,4,1
9278,2025,296.0,280.0,5.0,3,1
3659,2025,226.0,216.0,3.0,1,1
9905,2025,311.0,270.0,4.0,2,1
14233,2025,281.0,261.0,3.0,2,1
2331,2025,225.0,198.0,1.0,1,2
31153,2025,232.0,232.0,3.0,1,1
519,2025,249.0,253.0,2.0,4,1
5683,2025,241.0,219.0,1.0,2,1
11677,2025,271.0,237.0,2.0,1,1
3762,2025,289.0,239.0,1.0,4,2
26244,2025,243.0,238.0,2.0,2,1
1598,2025,249.0,214.0,2.0,2,1
2185,2025,258.0,231.0,4.0,3,1
11339,2025,290.0,265.0,2.0,2,1
13154,2025,241.0,219.0,2.0,4,1
9324,2025,283.0,274.0,3.0,2,1
16941,2025,224.0,223.0,1.0,2,2
4996,2025,238.0,233.0,1.0,4,1
4455,2025,229.0,230.0,2.0,1,1
2832,2025,341.0,303.0,2.0,1,2
12962,2025,257.0,221.0,1.0,1,1
10798,2025,233.0,217.0,2.0,1,2
2139,2025,230.0,192.0,2.0,1,2
16895,2025,249.0,229.0,4.0,2,1
7157,2025,272.0,252.0,3.0,1,2
10257,2025,237.0,205.0,2.0,1,1
5016,2025,249.0,220.0,2.0,2,1
2099,2025,287.0,251.0,3.0,2,1
1601,2025,220.0,213.0,2.0,2,1
8740,2025,281.0,280.0,4.0,2,1
7031,2025,230.0,257.0,2.0,4,1
9736,2025,209.0,195.0,1.0,4,1
582,2025,296.0,267.0,5.0,3,1
2076,2025,258.0,244.0,1.0,1,1
1578,2025,248.0,226.0,2.0,4,1
20121,2025,240.0,222.0,2.0,1,1
11465,2025,207.0,210.0,2.0,2,1
14860,2025,279.0,237.0,4.0,2,1
7200,2025,223.0,192.0,3.0,4,1
6204,2025,265.0,237.0,2.0,2,2
25766,2025,261.0,250.0,4.0,2,1
1100,2025,237.0,230.0,3.0,1,2
602,2025,233.0,238.0,2.0,4,2
5345,2025,202.0,179.0,1.0,1,1
3264,2025,254.0,239.0,2.0,1,2
625,2025,233.0,186.0,2.0,4,1
1123,2025,241.0,219.0,2.0,1,1
3330,2025,239.0,236.0,1.0,1,2
2789,2025,341.0,305.0,5.0,3,1
8548,2025,227.0,214.0,2.0,1,1
8717,2025,240.0,255.0,4.0,2,1
5471,2025,215.0,211.0,1.0,1,1
3138,2025,233.0,207.0,1.0,1,1
7243,2025,228.0,226.0,1.0,1,2
9948,2025,245.0,220.0,3.0,2,1
1292,2025,291.0,262.0,3.0,2,1
10489,2025,269.0,230.0,3.0,2,1
8176,2025,265.0,214.0,1.0,4,2
7180,2025,310.0,283.0,5.0,3,1
12504,2025,220.0,218.0,2.0,2,1
433,2025,239.0,238.0,3.0,2,1
20164,2025,231.0,228.0,2.0,2,1
7572,2025,270.0,237.0,3.0,2,1
8697,2025,269.0,241.0,4.0,2,1
539,2025,228.0,220.0,2.0,4,1
4867,2025,221.0,221.0,3.0,2,2
4973,2025,256.0,242.0,3.0,2,1
3977,2025,227.0,204.0,2.0,1,1
25225,2025,224.0,198.0,2.0,2,1
9991,2025,251.0,248.0,3.0,1,1
8909,2025,331.0,295.0,5.0,3,1
10426,2025,247.0,240.0,1.0,1,2
12590,2025,244.0,217.0,3.0,2,1
2268,2025,209.0,182.0,2.0,1,2
8113,2025,220.0,154.0,1.0,4,2
10277,2025,246.0,225.0,1.0,1,1
8611,2025,273.0,258.0,4.0,2,1
10818,2025,223.0,202.0,2.0,1,2
14605,2025,258.0,231.0,3.0,2,1
1621,2025,277.0,254.0,3.0,2,1
2660,2025,256.0,249.0,3.0,1,1
2119,2025,212.0,205.0,2.0,1,1
2162,2025,243.0,234.0,3.0,2,1
1229,2025,292.0,229.0,5.0,3,1
14213,2025,233.0,195.0,2.0,4,1
2311,2025,242.0,204.0,1.0,1,1
3393,2025,234.0,220.0,1.0,1,1
26115,2025,257.0,232.0,4.0,2,1
18149,2025,249.0,216.0,3.0,2,1
16526,2025,282.0,266.0,3.0,2,1
8680,2025,276.0,255.0,4.0,2,1
22743,2025,237.0,228.0,2.0,2,1
26324,2025,236.0,245.0,3.0,2,1
5763,2025,241.0,216.0,1.0,2,2
1518,2025,218.0,197.0,2.0,4,1
14917,2025,259.0,225.0,4.0,2,1
2182,2025,269.0,243.0,3.0,2,1
10672,2025,240.0,216.0,3.0,1,2
13566,2025,240.0,233.0,3.0,2,1
20064,2025,230.0,215.0,2.0,2,1
1541,2025,238.0,224.0,1.0,4,1
3533,2025,256.0,244.0,3.0,2,1
7801,2025,254.0,239.0,2.0,1,2
7137,2025,240.0,204.0,2.0,1,2
144,2025,232.0,232.0,3.0,2,1
17788,2025,285.0,228.0,4.0,2,1
12046,2025,297.0,270.0,3.0,2,1
16460,2025,235.0,222.0,1.0,1,1
12192,2025,228.0,229.0,1.0,2,1
7114,2025,236.0,241.0,2.0,2,2
22766,2025,273.0,272.0,4.0,2,1
167,2025,232.0,210.0,1.0,1,2
5122,2025,229.0,211.0,2.0,2,1
11405,2025,246.0,231.0,2.0,1,1
10864,2025,230.0,204.0,2.0,1,2
24240,2025,274.0,245.0,4.0,4,1
22248,2025,258.0,224.0,3.0,2,1
13420,2025,244.0,226.0,2.0,2,1
26155,2025,335.0,294.0,5.0,3,1
4266,2025,256.0,235.0,3.0,2,1
15750,2025,249.0,246.0,2.0,2,1
3602,2025,214.0,186.0,1.0,4,2
3015,2025,341.0,297.0,5.0,3,1
16978,2025,324.0,290.0,5.0,3,1
24927,2025,323.0,271.0,5.0,3,1
12779,2025,263.0,250.0,4.0,2,1
4953,2025,234.0,216.0,1.0,4,1
14771,2025,269.0,247.0,5.0,3,1
15650,2025,273.0,248.0,4.0,2,1
2992,2025,277.0,250.0,4.0,2,1
25783,2025,263.0,214.0,2.0,2,1
4389,2025,194.0,239.0,1.0,2,2
5053,2025,239.0,228.0,1.0,1,2
14376,2025,251.0,242.0,3.0,2,1
14299,2025,250.0,238.0,4.0,2,1
15627,2025,263.0,248.0,3.0,2,2
2228,2025,236.0,235.0,2.0,1,2
2892,2025,297.0,254.0,1.0,1,2
3061,2025,223.0,193.0,2.0,1,2
13612,2025,258.0,245.0,2.0,2,1
3038,2025,216.0,223.0,1.0,1,2
6765,2025,223.0,224.0,2.0,4,1
516,2025,219.0,210.0,3.0,4,1
24409,2025,321.0,283.0,5.0,3,1
11674,2025,209.0,198.0,1.0,2,2
4512,2025,261.0,236.0,1.0,1,2
40310,2025,254.0,245.0,4.0,2,1
10595,2025,254.0,245.0,3.0,2,1
7406,2025,312.0,268.0,5.0,3,1
7701,2025,278.0,248.0,4.0,2,1
20390,2025,271.0,232.0,3.0,2,1
20187,2025,210.0,161.0,1.0,2,2
1203,2025,219.0,203.0,2.0,1,1
10300,2025,232.0,227.0,3.0,1,1
313,2025,249.0,223.0,3.0,1,1
562,2025,237.0,227.0,3.0,4,2
5640,2025,246.0,232.0,2.0,1,2
1395,2025,261.0,244.0,3.0,2,1
1890,2025,237.0,221.0,3.0,1,1
1641,2025,296.0,275.0,5.0,3,1
7655,2025,297.0,240.0,1.0,1,2
708,2025,225.0,219.0,2.0,1,1
1249,2025,231.0,240.0,2.0,1,1
2036,2025,229.0,235.0,2.0,1,2
2577,2025,283.0,248.0,2.0,1,2
7260,2025,232.0,206.0,1.0,1,2
9175,2025,261.0,232.0,2.0,2,1
8926,2025,250.0,236.0,4.0,1,1
1349,2025,242.0,234.0,3.0,2,1
8488,2025,236.0,237.0,3.0,1,1
8388,2025,221.0,212.0,3.0,4,1
8634,2025,295.0,254.0,4.0,2,1
9716,2025,227.0,210.0,1.0,4,1
9467,2025,236.0,208.0,2.0,2,1
9221,2025,284.0,264.0,5.0,3,1
6224,2025,220.0,216.0,2.0,1,1
20290,2025,263.0,236.0,3.0,2,1
20041,2025,231.0,228.0,2.0,2,2
18126,2025,233.0,196.0,2.0,2,1
31110,2025,299.0,263.0,4.0,2,1
7452,2025,265.0,206.0,2.0,1,2
10403,2025,232.0,219.0,1.0,1,1
20436,2025,263.0,254.0,4.0,2,1
8780,2025,271.0,251.0,4.0,2,1
31010,2025,253.0,222.0,3.0,4,1
370,2025,238.0,232.0,1.0,1,1
9759,2025,247.0,237.0,4.0,2,1
26075,2025,230.0,202.0,2.0,2,1
5348,2025,238.0,202.0,1.0,1,2
1269,2025,253.0,247.0,3.0,1,1
14502,2025,311.0,280.0,5.0,3,1
7744,2025,290.0,262.0,4.0,2,1
22351,2025,275.0,253.0,5.0,2,1
9570,2025,301.0,266.0,5.0,2,1
8906,2025,326.0,284.0,5.0,3,1
6699,2025,217.0,236.0,2.0,2,2
1246,2025,230.0,198.0,2.0,1,1
22374,2025,192.0,192.0,1.0,2,1
31030,2025,221.0,205.0,2.0,2,1
9547,2025,247.0,228.0,3.0,2,1
11133,2025,242.0,234.0,3.0,2,1
11797,2025,241.0,248.0,2.0,2,1
25199,2025,269.0,240.0,4.0,2,1
413,2025,225.0,218.0,1.0,4,1
1077,2025,260.0,236.0,3.0,1,1
536,2025,217.0,198.0,3.0,4,1
14479,2025,255.0,228.0,2.0,1,1
16729,2025,227.0,202.0,2.0,1,1
3118,2025,258.0,220.0,1.0,1,2
6181,2025,251.0,240.0,2.0,1,2
1438,2025,224.0,230.0,3.0,2,1
14671,2025,243.0,218.0,3.0,2,1
11256,2025,282.0,268.0,4.0,2,1
3353,2025,243.0,230.0,1.0,1,2
10592,2025,214.0,216.0,2.0,4,1
25265,2025,273.0,258.0,4.0,2,1
4658,2025,265.0,247.0,2.0,2,1
4615,2025,218.0,200.0,1.0,4,1
1787,2025,285.0,280.0,5.0,3,1
10615,2025,339.0,312.0,5.0,3,1
12630,2025,226.0,202.0,2.0,2,1
13463,2025,211.0,190.0,2.0,4,1
5225,2025,219.0,191.0,1.0,1,1
4807,2025,248.0,246.0,3.0,1,1
3974,2025,226.0,212.0,2.0,1,2
3310,2025,257.0,253.0,3.0,2,1
25365,2025,227.0,226.0,1.0,2,1
22686,2025,222.0,208.0,2.0,1,1
2079,2025,256.0,236.0,3.0,1,1
12587,2025,253.0,228.0,4.0,2,1
8757,2025,287.0,254.0,5.0,3,1
12836,2025,230.0,218.0,2.0,2,1
9006,2025,238.0,215.0,2.0,1,1
4927,2025,252.0,233.0,2.0,4,2
2520,2025,274.0,261.0,2.0,4,2
3433,2025,323.0,288.0,4.0,2,1
8365,2025,269.0,232.0,4.0,2,1
30005,2025,293.0,248.0,3.0,2,1
7240,2025,232.0,216.0,2.0,1,2
5697,2025,220.0,225.0,1.0,2,1
10074,2025,221.0,214.0,2.0,4,1
1369,2025,239.0,214.0,2.0,1,1
9882,2025,238.0,232.0,1.0,4,1
13632,2025,263.0,238.0,3.0,2,1
10715,2025,263.0,236.0,3.0,2,1
14210,2025,231.0,214.0,2.0,2,1
1226,2025,245.0,235.0,5.0,3,1
2308,2025,291.0,263.0,4.0,2,1
26367,2025,251.0,226.0,4.0,2,1
8614,2025,261.0,257.0,3.0,2,1
585,2025,305.0,284.0,5.0,3,1
24930,2025,249.0,226.0,2.0,2,1
4286,2025,323.0,282.0,5.0,3,1
1667,2025,207.0,214.0,2.0,4,1
22325,2025,256.0,222.0,2.0,2,2
7924,2025,234.0,207.0,1.0,4,2
7675,2025,316.0,278.0,1.0,1,2
9590,2025,269.0,275.0,1.0,4,1
24489,2025,214.0,205.0,2.0,2,1
9341,2025,262.0,255.0,3.0,2,1
20167,2025,275.0,246.0,4.0,2,1
5760,2025,225.0,224.0,1.0,2,2
10088,2025,250.0,220.0,2.0,4,1
293,2025,218.0,206.0,2.0,1,1
9490,2025,262.0,257.0,3.0,2,1
31130,2025,308.0,261.0,4.0,2,1
5119,2025,252.0,228.0,1.0,1,2
31087,2025,252.0,246.0,3.0,2,1
7967,2025,186.0,195.0,1.0,4,2
40184,2025,238.0,240.0,3.0,2,1
9298,2025,243.0,231.0,3.0,1,1
11462,2025,335.0,306.0,1.0,1,2
12295,2025,294.0,270.0,5.0,3,1
10280,2025,231.0,220.0,2.0,4,1
8657,2025,239.0,203.0,3.0,2,1
41117,2025,299.0,275.0,5.0,3,1
5952,2025,259.0,254.0,1.0,2,2
17854,2025,277.0,251.0,3.0,2,1
10821,2025,235.0,236.0,2.0,1,2
31379,2025,296.0,269.0,4.0,2,1
8514,2025,242.0,233.0,3.0,1,1
356,2025,270.0,252.0,4.0,2,1
9510,2025,232.0,219.0,1.0,2,1
13423,2025,232.0,218.0,1.0,1,2
1020,2025,248.0,240.0,2.0,1,2
25826,2025,272.0,261.0,4.0,2,1
5265,2025,240.0,226.0,3.0,2,1
6593,2025,256.0,245.0,1.0,4,2
1352,2025,235.0,219.0,2.0,1,1
2348,2025,221.0,205.0,2.0,1,2
10506,2025,249.0,226.0,2.0,2,1
22554,2025,267.0,242.0,2.0,4,1
5574,2025,217.0,210.0,2.0,2,1
4578,2025,233.0,227.0,2.0,4,1
10529,2025,221.0,203.0,1.0,1,2
8468,2025,245.0,265.0,3.0,4,2
4555,2025,240.0,186.0,3.0,4,1
31445,2025,311.0,274.0,5.0,3,1
3058,2025,261.0,234.0,2.0,1,2
8159,2025,274.0,231.0,3.0,4,2
8491,2025,242.0,212.0,3.0,1,1
13446,2025,264.0,246.0,3.0,2,1
5073,2025,248.0,222.0,1.0,1,2
25471,2025,234.0,216.0,3.0,2,1
2749,2025,239.0,218.0,2.0,1,1
3081,2025,248.0,220.0,1.0,1,2
25803,2025,211.0,195.0,1.0,2,1
24329,2025,259.0,227.0,3.0,2,1
851,2025,248.0,238.0,2.0,1,2
20084,2025,223.0,209.0,1.0,2,2
5766,2025,255.0,255.0,2.0,2,2
12258,2025,272.0,262.0,5.0,3,1
2517,2025,270.0,234.0,2.0,2,2
287,2025,241.0,239.0,3.0,1,1
12945,2025,246.0,224.0,2.0,1,1
6115,2025,241.0,236.0,2.0,2,1
17814,2025,238.0,228.0,2.0,1,1
2494,2025,239.0,230.0,1.0,4,2
9656,2025,285.0,255.0,3.0,2,1
10220,2025,294.0,256.0,3.0,2,1
310,2025,263.0,249.0,2.0,1,1
479,2025,284.0,261.0,4.0,2,1
897,2025,228.0,203.0,1.0,1,1
5720,2025,247.0,208.0,2.0,2,2
1807,2025,226.0,221.0,2.0,2,1
8840,2025,287.0,277.0,3.0,1,2
8923,2025,291.0,274.0,5.0,3,1
4595,2025,254.0,239.0,3.0,4,1
10844,2025,219.0,205.0,2.0,1,1
14674,2025,250.0,223.0,4.0,2,1
2686,2025,227.0,227.0,2.0,1,2
20330,2025,256.0,244.0,4.0,2,1
8236,2025,241.0,227.0,1.0,4,1
8531,2025,232.0,208.0,3.0,1,1
373,2025,234.0,244.0,3.0,1,1
9527,2025,224.0,229.0,3.0,2,1
5033,2025,202.0,197.0,1.0,1,1
18017,2025,233.0,199.0,1.0,4,1
10738,2025,240.0,205.0,2.0,1,1
25843,2025,292.0,266.0,5.0,2,1
2580,2025,284.0,260.0,3.0,2,1
26035,2025,295.0,248.0,3.0,2,1
9719,2025,218.0,200.0,2.0,4,1
8969,2025,299.0,278.0,5.0,3,1
4641,2025,251.0,230.0,3.0,2,1
14379,2025,299.0,266.0,5.0,3,1
2972,2025,243.0,224.0,2.0,1,1
10546,2025,227.0,250.0,3.0,4,1
25348,2025,330.0,276.0,5.0,3,1
31299,2025,258.0,243.0,3.0,4,1
13360,2025,265.0,244.0,4.0,2,1
1999,2025,229.0,205.0,2.0,1,1
3622,2025,244.0,231.0,2.0,4,2
25557,2025,252.0,230.0,3.0,2,1
22408,2025,313.0,273.0,1.0,2,2
10260,2025,235.0,212.0,3.0,4,1
11926,2025,266.0,255.0,2.0,2,1
6762,2025,230.0,230.0,2.0,4,1
270,2025,242.0,218.0,3.0,4,2
10005,2025,253.0,246.0,3.0,1,1
9424,2025,242.0,222.0,2.0,4,1
5434,2025,268.0,227.0,4.0,2,1
3768,2025,243.0,218.0,2.0,4,2
1847,2025,239.0,230.0,3.0,2,1
24761,2025,266.0,218.0,5.0,3,1
7449,2025,220.0,212.0,2.0,1,2
9318,2025,278.0,214.0,3.0,2,1
4160,2025,231.0,215.0,2.0,2,1
4449,2025,250.0,226.0,2.0,1,2
31253,2025,260.0,224.0,2.0,2,1
1498,2025,243.0,227.0,3.0,1,2
14482,2025,258.0,238.0,2.0,2,1
2285,2025,214.0,216.0,2.0,1,2
2826,2025,240.0,225.0,1.0,1,2
10652,2025,234.0,227.0,2.0,1,2
12713,2025,282.0,249.0,2.0,2,1
7303,2025,216.0,200.0,1.0,1,2
224,2025,255.0,227.0,2.0,4,1
18123,2025,249.0,261.0,2.0,2,1
31107,2025,239.0,251.0,2.0,2,1
17877,2025,281.0,251.0,4.0,2,1
25697,2025,251.0,239.0,3.0,2,1
1893,2025,216.0,208.0,2.0,1,1
5288,2025,203.0,190.0,1.0,1,1
5829,2025,256.0,235.0,3.0,1,1
4747,2025,278.0,265.0,3.0,1,1
10157,2025,251.0,230.0,2.0,2,1
9616,2025,228.0,226.0,2.0,4,1
10091,2025,250.0,228.0,2.0,4,1
9593,2025,231.0,221.0,2.0,4,1
937,2025,206.0,181.0,1.0,1,2
6178,2025,234.0,230.0,1.0,1,2
18249,2025,236.0,224.0,4.0,2,1
17751,2025,268.0,240.0,2.0,1,1
4352,2025,212.0,190.0,1.0,1,1
1435,2025,237.0,223.0,1.0,1,2
10589,2025,251.0,236.0,1.0,4,1
16732,2025,247.0,191.0,3.0,2,1
9072,2025,241.0,229.0,3.0,4,1
416,2025,233.0,218.0,2.0,4,1
5869,2025,208.0,208.0,1.0,2,2
17728,2025,265.0,246.0,4.0,2,1
8382,2025,239.0,221.0,1.0,4,2
227,2025,237.0,229.0,2.0,4,1
4140,2025,312.0,261.0,3.0,1,1
204,2025,221.0,204.0,2.0,4,1
10114,2025,225.0,189.0,2.0,4,1
24721,2025,323.0,282.0,4.0,1,1
25717,2025,311.0,263.0,4.0,2,1
4163,2025,257.0,244.0,3.0,1,1
1458,2025,217.0,207.0,1.0,1,2
2454,2025,257.0,246.0,4.0,2,1
15524,2025,326.0,292.0,5.0,3,1
16520,2025,238.0,235.0,2.0,2,1
3450,2025,286.0,275.0,1.0,1,2
22663,2025,283.0,280.0,4.0,2,1
7343,2025,304.0,260.0,3.0,1,1
22165,2025,256.0,247.0,1.0,2,2
12086,2025,321.0,289.0,5.0,3,1
17920,2025,251.0,216.0,2.0,2,1
24412,2025,238.0,207.0,1.0,4,1
1266,2025,219.0,210.0,1.0,1,1
15501,2025,245.0,221.0,3.0,2,1
3430,2025,286.0,250.0,3.0,2,1
11843,2025,265.0,249.0,3.0,2,1
25929,2025,223.0,210.0,2.0,2,1
459,2025,258.0,218.0,2.0,4,1
13486,2025,239.0,207.0,3.0,2,1
4830,2025,246.0,238.0,3.0,1,1
2125,2025,228.0,234.0,2.0,1,1
11130,2025,239.0,224.0,3.0,2,1
725,2025,220.0,206.0,2.0,1,2
6135,2025,249.0,219.0,2.0,2,2
17794,2025,278.0,244.0,4.0,2,1
3971,2025,291.0,274.0,1.0,1,2
25368,2025,293.0,247.0,2.0,2,1
1392,2025,276.0,256.0,3.0,2,1
7907,2025,256.0,229.0,3.0,2,1
5202,2025,225.0,235.0,2.0,1,2
682,2025,223.0,195.0,3.0,4,1
12255,2025,256.0,241.0,3.0,4,1
16583,2025,253.0,230.0,2.0,2,1
7535,2025,246.0,216.0,1.0,1,2
20519,2025,262.0,253.0,4.0,3,1
10240,2025,222.0,219.0,2.0,4,1
14568,2025,246.0,214.0,3.0,2,1
40038,2025,248.0,224.0,2.0,2,1
3207,2025,289.0,270.0,2.0,1,1
22620,2025,195.0,217.0,1.0,2,2
31276,2025,299.0,268.0,5.0,3,1
6304,2025,239.0,223.0,2.0,1,1
1976,2025,252.0,266.0,3.0,1,2
3387,2025,219.0,199.0,1.0,1,1
10632,2025,243.0,215.0,2.0,2,1
9636,2025,252.0,225.0,2.0,2,1
31190,2025,243.0,219.0,3.0,2,1
7237,2025,260.0,243.0,3.0,1,1
10028,2025,246.0,243.0,3.0,2,1
20307,2025,311.0,268.0,5.0,3,1
5614,2025,230.0,210.0,2.0,1,1
3991,2025,250.0,197.0,1.0,1,2
1286,2025,241.0,217.0,2.0,1,2
2995,2025,286.0,260.0,3.0,2,1
2909,2025,305.0,243.0,2.0,1,1
10569,2025,234.0,215.0,1.0,4,1
8013,2025,240.0,215.0,2.0,4,2
6347,2025,217.0,207.0,1.0,2,2
4183,2025,251.0,266.0,2.0,1,1
3685,2025,232.0,204.0,2.0,1,2
8511,2025,254.0,218.0,4.0,2,1
2019,2025,228.0,189.0,2.0,1,1
1521,2025,206.0,199.0,3.0,4,1
10675,2025,249.0,228.0,1.0,1,2
25431,2025,239.0,249.0,2.0,2,1
10283,2025,243.0,222.0,2.0,4,1
31425,2025,241.0,228.0,2.0,2,1
7970,2025,245.0,230.0,2.0,2,1
4724,2025,236.0,229.0,3.0,1,1
17708,2025,275.0,254.0,4.0,2,1
10134,2025,267.0,245.0,1.0,4,2
1478,2025,243.0,222.0,3.0,2,1
15544,2025,291.0,264.0,3.0,2,1
2560,2025,238.0,208.0,1.0,1,2
25282,2025,295.0,267.0,3.0,2,1
11608,2025,219.0,195.0,2.0,2,1
7821,2025,243.0,217.0,2.0,1,2
8903,2025,323.0,275.0,5.0,3,1
4575,2025,227.0,221.0,3.0,4,1
5116,2025,267.0,250.0,1.0,1,2
4034,2025,256.0,263.0,2.0,1,2
1329,2025,228.0,218.0,2.0,1,1
14313,2025,265.0,249.0,3.0,2,1
2952,2025,208.0,172.0,1.0,1,1
16477,2025,306.0,268.0,3.0,2,1
8348,2025,245.0,221.0,3.0,4,1
40316,2025,235.0,233.0,4.0,2,1
22672,2025,269.0,236.0,3.0,2,1
7020,2025,242.0,222.0,2.0,4,2
4103,2025,255.0,223.0,1.0,1,1
9937,2025,266.0,252.0,4.0,2,1
11265,2025,245.0,222.0,2.0,2,1
15510,2025,333.0,289.0,5.0,3,1
7707,2025,278.0,246.0,4.0,2,1
9250,2025,321.0,271.0,5.0,3,1
9035,2025,259.0,243.0,5.0,3,1
1424,2025,237.0,212.0,2.0,1,1
11242,2025,252.0,253.0,3.0,2,1
10578,2025,209.0,183.0,1.0,4,1
8394,2025,241.0,216.0,3.0,4,2
8563,2025,248.0,226.0,3.0,1,1
9722,2025,226.0,218.0,4.0,4,1
4813,2025,231.0,195.0,1.0,1,1
9891,2025,255.0,238.0,3.0,4,1
25543,2025,199.0,180.0,2.0,2,1
10555,2025,319.0,245.0,2.0,4,1
24879,2025,263.0,251.0,1.0,2,1
8417,2025,237.0,217.0,3.0,4,1
10409,2025,234.0,234.0,2.0,1,1
24733,2025,261.0,241.0,2.0,2,1
8540,2025,231.0,212.0,2.0,1,1
25520,2025,295.0,240.0,4.0,2,1
4790,2025,277.0,250.0,3.0,2,1
24856,2025,257.0,260.0,2.0,1,1
14823,2025,237.0,187.0,3.0,2,1
3462,2025,233.0,205.0,1.0,1,1
26084,2025,208.0,189.0,1.0,2,1
4272,2025,251.0,231.0,2.0,2,1
3608,2025,269.0,248.0,4.0,2,1
2944,2025,253.0,245.0,3.0,1,1
8494,2025,223.0,201.0,2.0,1,1
6502,2025,238.0,202.0,2.0,4,1
6164,2025,229.0,234.0,1.0,1,1
5623,2025,268.0,218.0,1.0,1,2
4172,2025,277.0,278.0,2.0,1,1
