rbd,agno,curso,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd,ind_am,ind_cc,ind_hv,ind_pf
22029,2023,4b,251.0,267.0,5.0,3,1,,83.0,,
2559,2023,4b,252.0,257.0,3.0,1,2,,91.0,,
3045,2023,4b,220.0,221.0,2.0,1,2,,96.0,,
4723,2023,4b,268.0,268.0,2.0,1,1,,91.0,,
7130,2023,4b,247.0,275.0,2.0,1,1,,84.0,,
9294,2023,4b,280.0,264.0,2.0,1,1,,76.0,,
1030,2023,4b,186.0,270.0,3.0,1,2,,76.0,,
17850,2023,4b,242.0,266.0,3.0,2,1,,78.0,,
19965,2023,4b,252.0,265.0,2.0,2,1,,91.0,,
489,2023,4b,259.0,277.0,3.0,4,1,,80.0,,
9145,2023,4b,250.0,283.0,4.0,2,1,,76.0,,
5015,2023,4b,247.0,264.0,2.0,2,1,,87.0,,
5264,2023,4b,250.0,269.0,3.0,2,1,,79.0,,
6589,2023,4b,261.0,274.0,3.0,4,1,,87.0,,
7671,2023,4b,265.0,286.0,2.0,1,2,,86.0,,
8261,2023,4b,196.0,241.0,3.0,1,2,,,,
16476,2023,4b,274.0,332.0,4.0,2,1,,83.0,,
18099,2023,4b,228.0,236.0,2.0,1,1,,81.0,,
20263,2023,4b,239.0,249.0,2.0,2,2,,83.0,,
30001,2023,4b,247.0,265.0,4.0,2,1,,84.0,,
40329,2023,4b,217.0,244.0,3.0,2,1,,79.0,,
4574,2023,4b,268.0,302.0,3.0,4,1,,82.0,,
7279,2023,4b,246.0,254.0,3.0,2,2,,95.0,,
7820,2023,4b,281.0,301.0,2.0,1,2,,93.0,,
8361,2023,4b,196.0,232.0,1.0,1,2,,97.0,,
8902,2023,4b,299.0,295.0,5.0,3,1,,82.0,,
9443,2023,4b,283.0,306.0,2.0,4,1,,89.0,,
12878,2023,4b,213.0,222.0,3.0,2,1,,71.0,,
1471,2023,4b,245.0,257.0,2.0,1,1,,76.0,,
14870,2023,4b,271.0,294.0,3.0,2,1,,79.0,,
17787,2023,4b,270.0,276.0,2.0,1,1,,87.0,,
7044,2023,4b,241.0,238.0,2.0,2,1,,78.0,,
26254,2023,4b,254.0,288.0,3.0,2,1,,81.0,,
3108,2023,4b,262.0,267.0,3.0,2,1,,80.0,,
5407,2023,4b,221.0,247.0,2.0,1,1,,87.0,,
7946,2023,4b,218.0,246.0,2.0,2,2,,86.0,,
8942,2023,4b,235.0,248.0,2.0,2,1,,77.0,,
10840,2023,4b,226.0,253.0,2.0,1,1,,86.0,,
12832,2023,4b,287.0,295.0,5.0,3,1,,85.0,,
1517,2023,4b,268.0,264.0,3.0,4,1,,84.0,,
17833,2023,4b,268.0,282.0,4.0,2,1,,82.0,,
2513,2023,4b,248.0,278.0,2.0,4,2,,86.0,,
40054,2023,4b,237.0,254.0,2.0,2,1,,79.0,,
5430,2023,4b,241.0,256.0,1.0,1,2,,82.0,,
8919,2023,4b,304.0,309.0,5.0,3,1,,85.0,,
22224,2023,4b,246.0,264.0,4.0,2,1,,66.0,,
24216,2023,4b,259.0,270.0,3.0,1,2,,79.0,,
2490,2023,4b,272.0,289.0,2.0,4,2,,89.0,,
498,2023,4b,201.0,235.0,1.0,4,2,,96.0,,
8441,2023,4b,248.0,266.0,2.0,1,1,,87.0,,
9437,2023,4b,236.0,238.0,3.0,4,1,,83.0,,
1047,2023,4b,230.0,241.0,1.0,2,2,,71.0,,
14375,2023,4b,246.0,244.0,2.0,2,1,,81.0,,
1634,2023,4b,304.0,309.0,5.0,3,1,,86.0,,
2968,2023,4b,223.0,237.0,2.0,1,1,,87.0,,
3555,2023,4b,240.0,225.0,2.0,1,2,,69.0,,
40171,2023,4b,244.0,280.0,3.0,2,1,,82.0,,
4960,2023,4b,256.0,270.0,2.0,1,1,,91.0,,
5885,2023,4b,253.0,263.0,1.0,1,2,,87.0,,
976,2023,4b,245.0,282.0,2.0,1,2,,94.0,,
24803,2023,4b,226.0,253.0,2.0,2,1,,86.0,,
2991,2023,4b,292.0,288.0,3.0,2,1,,89.0,,
3532,2023,4b,262.0,270.0,3.0,2,1,,77.0,,
5524,2023,4b,240.0,228.0,1.0,1,2,,99.0,,
8518,2023,4b,224.0,251.0,3.0,1,1,,77.0,,
11498,2023,4b,225.0,234.0,2.0,2,1,,76.0,,
1588,2023,4b,232.0,243.0,3.0,2,1,,,,
24897,2023,4b,288.0,320.0,5.0,3,1,,84.0,,
3014,2023,4b,292.0,304.0,5.0,3,1,,80.0,,
9506,2023,4b,231.0,253.0,2.0,2,1,,78.0,,
10439,2023,4b,286.0,283.0,4.0,1,2,,97.0,,
13513,2023,4b,270.0,266.0,3.0,2,1,,85.0,,
24874,2023,4b,308.0,300.0,5.0,3,2,,84.0,,
40194,2023,4b,271.0,277.0,3.0,2,1,,79.0,,
5029,2023,4b,257.0,283.0,3.0,1,1,,76.0,,
6480,2023,4b,222.0,226.0,1.0,2,2,,92.0,,
1548,2023,4b,210.0,245.0,1.0,4,1,,,,
16453,2023,4b,311.0,313.0,5.0,3,1,,86.0,,
2129,2023,4b,298.0,306.0,3.0,1,1,,90.0,,
22358,2023,4b,259.0,262.0,2.0,2,1,,86.0,,
22702,2023,4b,224.0,253.0,2.0,2,1,,77.0,,
40014,2023,4b,279.0,324.0,4.0,2,1,,82.0,,
4050,2023,4b,259.0,266.0,3.0,1,1,,88.0,,
5046,2023,4b,229.0,233.0,1.0,2,1,,73.0,,
6457,2023,4b,239.0,242.0,1.0,4,1,,85.0,,
114,2023,4b,257.0,277.0,2.0,1,1,,91.0,,
13442,2023,4b,249.0,272.0,3.0,2,1,,76.0,,
1454,2023,4b,235.0,270.0,2.0,1,1,,92.0,,
2081,2023,4b,263.0,277.0,3.0,1,2,,,,
24717,2023,4b,272.0,275.0,3.0,2,1,,79.0,,
3077,2023,4b,226.0,209.0,1.0,1,2,,88.0,,
4952,2023,4b,267.0,309.0,2.0,1,1,,95.0,,
7061,2023,4b,258.0,277.0,2.0,1,2,,95.0,,
7405,2023,4b,253.0,256.0,3.0,2,1,,80.0,,
10001,2023,4b,265.0,295.0,2.0,1,1,,84.0,,
1016,2023,4b,234.0,275.0,3.0,1,2,,87.0,,
20,2023,4b,245.0,250.0,3.0,4,1,,85.0,,
2427,2023,4b,236.0,232.0,1.0,1,2,,86.0,,
5344,2023,4b,261.0,269.0,3.0,1,1,,77.0,,
12314,2023,4b,250.0,303.0,2.0,1,1,,87.0,,
13396,2023,4b,216.0,241.0,2.0,2,1,,79.0,,
2035,2023,4b,266.0,268.0,2.0,1,2,,89.0,,
24671,2023,4b,291.0,290.0,5.0,3,1,,81.0,,
7359,2023,4b,240.0,306.0,3.0,1,2,,77.0,,
953,2023,4b,232.0,258.0,1.0,1,2,,88.0,,
13450,2023,4b,294.0,299.0,5.0,3,1,,76.0,,
561,2023,4b,243.0,262.0,2.0,1,2,,82.0,,
9122,2023,4b,266.0,282.0,4.0,4,1,,85.0,,
10848,2023,4b,251.0,285.0,3.0,1,2,,86.0,,
13356,2023,4b,270.0,280.0,4.0,2,1,,79.0,,
20186,2023,4b,272.0,284.0,2.0,2,1,,92.0,,
2536,2023,4b,264.0,335.0,1.0,1,2,,99.0,,
25799,2023,4b,231.0,250.0,2.0,2,1,,89.0,,
26137,2023,4b,263.0,265.0,4.0,2,1,,68.0,,
28,2023,4b,269.0,285.0,4.0,4,1,,89.0,,
31006,2023,4b,234.0,291.0,2.0,2,2,,72.0,,
10502,2023,4b,245.0,246.0,2.0,2,2,,73.0,,
2089,2023,4b,222.0,241.0,3.0,2,2,,82.0,,
8581,2023,4b,256.0,269.0,4.0,1,1,,73.0,,
1156,2023,4b,238.0,326.0,2.0,1,2,,94.0,,
1697,2023,4b,215.0,230.0,2.0,1,1,,70.0,,
22255,2023,4b,249.0,253.0,3.0,2,1,,88.0,,
4943,2023,4b,245.0,271.0,2.0,1,2,,87.0,,
615,2023,4b,220.0,228.0,2.0,4,1,,93.0,,
6566,2023,4b,204.0,231.0,1.0,2,2,,84.0,,
74,2023,4b,212.0,238.0,1.0,4,2,,,,
10542,2023,4b,222.0,242.0,2.0,1,1,,83.0,,
14289,2023,4b,222.0,251.0,3.0,2,1,,88.0,,
1886,2023,4b,231.0,259.0,3.0,1,1,,78.0,,
40257,2023,4b,236.0,250.0,3.0,2,1,,77.0,,
42178,2023,4b,263.0,265.0,5.0,3,2,,65.0,,
10565,2023,4b,241.0,249.0,2.0,1,1,,83.0,,
14266,2023,4b,222.0,233.0,2.0,2,1,,81.0,,
1909,2023,4b,256.0,288.0,4.0,2,1,,75.0,,
25055,2023,4b,295.0,310.0,5.0,3,1,,84.0,,
4614,2023,4b,260.0,270.0,2.0,4,2,,85.0,,
10259,2023,4b,233.0,239.0,3.0,1,1,,70.0,,
12251,2023,4b,241.0,252.0,1.0,1,1,,87.0,,
2599,2023,4b,232.0,262.0,2.0,1,1,,87.0,,
4591,2023,4b,229.0,226.0,2.0,4,1,,76.0,,
9758,2023,4b,274.0,272.0,4.0,2,1,,78.0,,
10777,2023,4b,298.0,321.0,5.0,3,1,,89.0,,
2121,2023,4b,276.0,280.0,3.0,1,1,,83.0,,
22138,2023,4b,289.0,353.0,3.0,1,2,,89.0,,
24843,2023,4b,246.0,250.0,2.0,2,1,,83.0,,
2576,2023,4b,224.0,228.0,1.0,1,2,,72.0,,
3117,2023,4b,249.0,275.0,1.0,1,2,,86.0,,
7531,2023,4b,225.0,253.0,1.0,1,1,,88.0,,
1462,2023,4b,244.0,221.0,2.0,1,2,,88.0,,
22444,2023,4b,283.0,309.0,2.0,2,1,,95.0,,
22616,2023,4b,228.0,244.0,2.0,2,1,,80.0,,
3140,2023,4b,217.0,214.0,2.0,1,2,,84.0,,
5132,2023,4b,271.0,283.0,2.0,1,2,,93.0,,
5375,2023,4b,238.0,270.0,1.0,1,1,,89.0,,
7296,2023,4b,238.0,276.0,1.0,2,2,,92.0,,
9875,2023,4b,242.0,249.0,2.0,1,1,,79.0,,
1368,2023,4b,235.0,260.0,2.0,1,1,,79.0,,
22467,2023,4b,243.0,273.0,5.0,3,1,,90.0,,
25172,2023,4b,291.0,303.0,5.0,3,1,,76.0,,
655,2023,4b,256.0,278.0,3.0,2,1,,87.0,,
7147,2023,4b,242.0,281.0,1.0,1,2,,90.0,,
9311,2023,4b,218.0,262.0,3.0,2,1,,87.0,,
9852,2023,4b,269.0,277.0,3.0,2,1,,79.0,,
41794,2023,4b,233.0,251.0,3.0,2,1,,81.0,,
6088,2023,4b,251.0,275.0,2.0,1,1,,88.0,,
7170,2023,4b,234.0,230.0,1.0,1,2,,87.0,,
9162,2023,4b,256.0,272.0,3.0,2,1,,78.0,,
9334,2023,4b,265.0,268.0,3.0,2,1,,85.0,,
5398,2023,4b,269.0,290.0,2.0,1,1,,85.0,,
8103,2023,4b,222.0,254.0,2.0,1,2,,82.0,,
9185,2023,4b,261.0,262.0,4.0,2,1,,75.0,,
1133,2023,4b,225.0,279.0,1.0,1,2,,73.0,,
13121,2023,4b,260.0,289.0,2.0,4,1,,91.0,,
9789,2023,4b,237.0,239.0,2.0,2,1,,84.0,,
11106,2023,4b,281.0,311.0,4.0,2,1,,86.0,,
25713,2023,4b,282.0,284.0,5.0,2,1,,79.0,,
7774,2023,4b,255.0,257.0,2.0,1,2,,84.0,,
8401,2023,4b,272.0,281.0,3.0,1,2,,80.0,,
10087,2023,4b,227.0,254.0,2.0,4,1,,81.0,,
1431,2023,4b,234.0,245.0,2.0,1,1,,83.0,,
26403,2023,4b,264.0,269.0,4.0,2,1,,83.0,,
3681,2023,4b,235.0,235.0,2.0,1,2,,85.0,,
40383,2023,4b,238.0,245.0,1.0,1,1,,88.0,,
4677,2023,4b,283.0,278.0,4.0,2,1,,77.0,,
5759,2023,4b,250.0,235.0,1.0,2,2,,98.0,,
9091,2023,4b,260.0,287.0,4.0,1,1,,76.0,,
11404,2023,4b,303.0,363.0,2.0,1,2,,94.0,,
12941,2023,4b,243.0,259.0,2.0,1,1,,79.0,,
15646,2023,4b,251.0,268.0,2.0,2,1,,77.0,,
15732,2023,4b,268.0,263.0,2.0,2,1,,88.0,,
16728,2023,4b,287.0,287.0,4.0,2,1,,76.0,,
20601,2023,4b,263.0,292.0,5.0,3,1,,78.0,,
24302,2023,4b,252.0,264.0,2.0,1,1,,77.0,,
3744,2023,4b,244.0,261.0,1.0,1,1,,76.0,,
4285,2023,4b,288.0,298.0,5.0,3,1,,78.0,,
8613,2023,4b,247.0,264.0,4.0,2,1,,76.0,,
9695,2023,4b,209.0,218.0,2.0,1,1,,78.0,,
10628,2023,4b,272.0,292.0,2.0,2,1,,79.0,,
10871,2023,4b,209.0,213.0,3.0,1,2,,89.0,,
26019,2023,4b,223.0,248.0,1.0,2,1,,78.0,,
4379,2023,4b,226.0,223.0,1.0,1,2,,94.0,,
6300,2023,4b,275.0,291.0,3.0,2,1,,88.0,,
8464,2023,4b,295.0,292.0,5.0,3,1,,77.0,,
10479,2023,4b,294.0,299.0,3.0,2,1,,85.0,,
2364,2023,4b,250.0,254.0,1.0,1,2,,76.0,,
6692,2023,4b,224.0,257.0,1.0,2,2,,81.0,,
20068,2023,4b,268.0,289.0,4.0,2,1,,75.0,,
25478,2023,4b,296.0,314.0,5.0,3,1,,79.0,,
2756,2023,4b,253.0,274.0,1.0,1,2,,84.0,,
3838,2023,4b,260.0,290.0,1.0,1,2,,83.0,,
2066,2023,4b,227.0,243.0,2.0,1,1,,80.0,,
10459,2023,4b,223.0,247.0,2.0,1,1,,78.0,,
13376,2023,4b,300.0,313.0,3.0,2,1,,86.0,,
1969,2023,4b,226.0,246.0,2.0,1,1,,85.0,,
24783,2023,4b,285.0,285.0,5.0,3,1,,84.0,,
26111,2023,4b,296.0,284.0,3.0,2,1,,82.0,,
3297,2023,4b,243.0,259.0,2.0,2,1,,92.0,,
6214,2023,4b,215.0,289.0,1.0,2,2,,88.0,,
641,2023,4b,272.0,296.0,2.0,4,2,,96.0,,
9131,2023,4b,259.0,264.0,4.0,1,1,,78.0,,
10436,2023,4b,213.0,234.0,2.0,1,2,,89.0,,
4909,2023,4b,260.0,290.0,2.0,4,2,,68.0,,
618,2023,4b,236.0,243.0,2.0,4,1,,78.0,,
6237,2023,4b,241.0,246.0,2.0,1,2,,88.0,,
8893,2023,4b,316.0,315.0,5.0,3,1,,82.0,,
10505,2023,4b,231.0,253.0,3.0,2,1,,68.0,,
14750,2023,4b,269.0,291.0,4.0,2,1,,79.0,,
1923,2023,4b,226.0,249.0,3.0,2,1,,83.0,,
2184,2023,4b,282.0,278.0,1.0,2,2,,88.0,,
26157,2023,4b,205.0,231.0,1.0,1,1,,,,
4840,2023,4b,254.0,276.0,3.0,1,1,,83.0,,
6168,2023,4b,247.0,201.0,1.0,1,2,,,,
10482,2023,4b,226.0,215.0,2.0,2,1,,68.0,,
13138,2023,4b,245.0,281.0,3.0,2,1,,80.0,,
14773,2023,4b,260.0,257.0,3.0,2,1,,74.0,,
14896,2023,4b,256.0,278.0,3.0,2,1,,91.0,,
1777,2023,4b,298.0,298.0,5.0,3,1,,80.0,,
1900,2023,4b,258.0,301.0,3.0,1,2,,65.0,,
26134,2023,4b,169.0,185.0,5.0,3,1,,72.0,,
10290,2023,4b,222.0,233.0,2.0,1,1,,79.0,,
40343,2023,4b,258.0,269.0,4.0,2,1,,,,
5055,2023,4b,270.0,270.0,3.0,1,2,,92.0,,
7634,2023,4b,252.0,262.0,2.0,1,1,,86.0,,
9039,2023,4b,258.0,292.0,5.0,3,1,,74.0,,
10313,2023,4b,239.0,245.0,2.0,2,1,,82.0,,
17813,2023,4b,272.0,281.0,3.0,1,1,,88.0,,
3704,2023,4b,232.0,244.0,2.0,1,2,,82.0,,
40320,2023,4b,288.0,305.0,4.0,2,1,,82.0,,
41617,2023,4b,297.0,297.0,5.0,1,1,,78.0,,
526,2023,4b,254.0,266.0,4.0,1,1,,72.0,,
10413,2023,4b,233.0,246.0,2.0,2,1,,83.0,,
20154,2023,4b,266.0,271.0,3.0,2,1,,85.0,,
20400,2023,4b,276.0,301.0,5.0,3,1,,84.0,,
257,2023,4b,283.0,289.0,5.0,3,1,,82.0,,
7588,2023,4b,169.0,218.0,2.0,1,2,,85.0,,
9085,2023,4b,258.0,261.0,3.0,4,1,,81.0,,
10267,2023,4b,218.0,242.0,2.0,1,1,,85.0,,
20300,2023,4b,237.0,275.0,4.0,2,1,,84.0,,
6283,2023,4b,251.0,295.0,1.0,1,2,,,,
10797,2023,4b,269.0,286.0,2.0,1,2,,91.0,,
1892,2023,4b,222.0,233.0,2.0,1,1,,80.0,,
20200,2023,4b,264.0,297.0,2.0,1,1,,91.0,,
4548,2023,4b,251.0,261.0,4.0,4,1,,91.0,,
5876,2023,4b,236.0,252.0,1.0,2,2,,99.0,,
718,2023,4b,260.0,237.0,1.0,1,1,,80.0,,
10405,2023,4b,283.0,282.0,1.0,1,1,,86.0,,
10559,2023,4b,223.0,246.0,2.0,1,1,,82.0,,
2284,2023,4b,269.0,290.0,3.0,1,1,,84.0,,
4786,2023,4b,281.0,267.0,2.0,2,1,,93.0,,
6575,2023,4b,222.0,279.0,1.0,2,2,,93.0,,
956,2023,4b,207.0,235.0,1.0,1,2,,96.0,,
12079,2023,4b,232.0,228.0,1.0,1,1,,81.0,,
24230,2023,4b,274.0,288.0,4.0,2,1,,81.0,,
24906,2023,4b,267.0,270.0,4.0,3,1,,79.0,,
25988,2023,4b,221.0,232.0,2.0,2,1,,75.0,,
3266,2023,4b,225.0,241.0,1.0,1,2,,78.0,,
4594,2023,4b,264.0,266.0,3.0,1,1,,78.0,,
672,2023,4b,242.0,255.0,3.0,1,1,,89.0,,
7250,2023,4b,251.0,239.0,2.0,1,2,,79.0,,
10359,2023,4b,241.0,259.0,2.0,2,1,,80.0,,
11687,2023,4b,263.0,263.0,2.0,1,1,,86.0,,
20392,2023,4b,228.0,234.0,4.0,2,1,,61.0,,
2330,2023,4b,238.0,261.0,2.0,1,1,,77.0,,
326,2023,4b,257.0,260.0,2.0,1,1,,80.0,,
42032,2023,4b,256.0,273.0,5.0,3,2,,86.0,,
4986,2023,4b,200.0,230.0,1.0,1,1,,86.0,,
7396,2023,4b,257.0,255.0,3.0,2,1,,79.0,,
9277,2023,4b,301.0,307.0,5.0,3,1,,86.0,,
13545,2023,4b,214.0,233.0,2.0,2,1,,,,
2138,2023,4b,212.0,236.0,1.0,1,2,,89.0,,
3128,2023,4b,261.0,257.0,2.0,1,1,,77.0,,
3466,2023,4b,243.0,238.0,2.0,1,2,,84.0,,
10651,2023,4b,245.0,265.0,2.0,1,2,,82.0,,
11979,2023,4b,206.0,223.0,2.0,2,1,,74.0,,
15809,2023,4b,258.0,286.0,3.0,2,1,,87.0,,
1700,2023,4b,283.0,288.0,3.0,1,1,,93.0,,
2038,2023,4b,274.0,259.0,1.0,1,2,,98.0,,
25842,2023,4b,266.0,273.0,5.0,3,1,,76.0,,
3028,2023,4b,225.0,273.0,1.0,1,2,,83.0,,
3366,2023,4b,222.0,247.0,1.0,1,2,,97.0,,
4356,2023,4b,214.0,246.0,2.0,1,2,,86.0,,
4694,2023,4b,288.0,305.0,5.0,3,1,,80.0,,
864,2023,4b,262.0,277.0,2.0,1,2,,92.0,,
12171,2023,4b,259.0,286.0,3.0,1,1,,85.0,,
2092,2023,4b,259.0,276.0,2.0,1,2,,91.0,,
22158,2023,4b,233.0,262.0,2.0,2,2,,89.0,,
25650,2023,4b,299.0,314.0,5.0,3,1,,83.0,,
3174,2023,4b,301.0,300.0,1.0,1,2,,86.0,,
4502,2023,4b,244.0,230.0,2.0,1,2,,93.0,,
12025,2023,4b,308.0,318.0,5.0,3,1,,83.0,,
2238,2023,4b,274.0,270.0,3.0,1,2,,86.0,,
24714,2023,4b,238.0,246.0,2.0,2,1,,75.0,,
24960,2023,4b,239.0,262.0,2.0,2,1,,78.0,,
4402,2023,4b,214.0,245.0,3.0,1,2,,,,
4648,2023,4b,262.0,290.0,3.0,2,1,,82.0,,
5730,2023,4b,249.0,265.0,1.0,2,2,,92.0,,
664,2023,4b,306.0,310.0,3.0,2,1,,93.0,,
910,2023,4b,206.0,202.0,2.0,1,2,,76.0,,
226,2023,4b,259.0,271.0,3.0,1,1,,82.0,,
5799,2023,4b,207.0,248.0,1.0,2,2,,,,
8455,2023,4b,261.0,298.0,4.0,2,1,,77.0,,
15594,2023,4b,253.0,276.0,3.0,2,1,,93.0,,
1577,2023,4b,267.0,287.0,3.0,4,1,,88.0,,
20100,2023,4b,276.0,289.0,3.0,2,1,,93.0,,
22756,2023,4b,298.0,312.0,3.0,2,1,,88.0,,
2622,2023,4b,235.0,265.0,1.0,1,2,,85.0,,
3735,2023,4b,295.0,303.0,3.0,2,1,,92.0,,
5776,2023,4b,237.0,234.0,1.0,2,2,,91.0,,
8241,2023,4b,242.0,284.0,1.0,1,2,,93.0,,
8739,2023,4b,271.0,276.0,4.0,2,1,,83.0,,
10090,2023,4b,253.0,271.0,2.0,4,1,,84.0,,
14504,2023,4b,255.0,277.0,3.0,2,1,,87.0,,
22496,2023,4b,249.0,276.0,2.0,2,1,,87.0,,
25481,2023,4b,265.0,284.0,4.0,2,1,,70.0,,
5086,2023,4b,212.0,206.0,1.0,1,1,,81.0,,
6583,2023,4b,278.0,287.0,1.0,2,2,,85.0,,
6844,2023,4b,311.0,315.0,5.0,3,1,,84.0,,
9500,2023,4b,268.0,288.0,4.0,2,1,,73.0,,
10113,2023,4b,264.0,264.0,2.0,4,1,,78.0,,
1248,2023,4b,255.0,274.0,2.0,1,1,,76.0,,
15855,2023,4b,241.0,261.0,3.0,2,1,,81.0,,
16470,2023,4b,299.0,305.0,5.0,3,1,,79.0,,
203,2023,4b,244.0,243.0,1.0,1,1,,88.0,,
2453,2023,4b,248.0,273.0,2.0,2,1,,77.0,,
25175,2023,4b,276.0,293.0,5.0,3,1,,85.0,,
2859,2023,4b,248.0,257.0,2.0,1,2,,82.0,,
3904,2023,4b,261.0,292.0,1.0,1,2,,94.0,,
5109,2023,4b,241.0,269.0,2.0,1,2,,74.0,,
10705,2023,4b,323.0,331.0,3.0,1,1,,91.0,,
11203,2023,4b,260.0,264.0,4.0,2,1,,86.0,,
12632,2023,4b,226.0,237.0,2.0,1,1,,77.0,,
134,2023,4b,219.0,216.0,3.0,2,1,,75.0,,
1385,2023,4b,249.0,262.0,2.0,1,1,,84.0,,
25367,2023,4b,274.0,285.0,3.0,2,1,,75.0,,
3804,2023,4b,222.0,281.0,1.0,1,2,,83.0,,
5470,2023,4b,279.0,296.0,2.0,1,1,,86.0,,
6460,2023,4b,236.0,275.0,2.0,2,1,,86.0,,
8049,2023,4b,267.0,280.0,1.0,1,2,,78.0,,
8126,2023,4b,290.0,286.0,3.0,1,2,,99.0,,
8547,2023,4b,250.0,259.0,3.0,1,1,,86.0,,
12846,2023,4b,301.0,306.0,5.0,3,1,,79.0,,
20008,2023,4b,231.0,245.0,3.0,2,1,,80.0,,
25344,2023,4b,217.0,236.0,1.0,2,1,,82.0,,
5493,2023,4b,210.0,241.0,1.0,2,2,,73.0,,
5868,2023,4b,238.0,272.0,1.0,2,2,,82.0,,
11,2023,4b,243.0,257.0,2.0,4,1,,93.0,,
19908,2023,4b,325.0,310.0,5.0,3,1,,81.0,,
7834,2023,4b,275.0,286.0,2.0,1,1,,92.0,,
9998,2023,4b,268.0,281.0,3.0,1,1,,85.0,,
10021,2023,4b,231.0,253.0,3.0,2,1,,77.0,,
111,2023,4b,256.0,254.0,2.0,1,1,,83.0,,
11472,2023,4b,224.0,240.0,1.0,1,1,,79.0,,
6652,2023,4b,207.0,274.0,1.0,2,2,,85.0,,
7242,2023,4b,244.0,257.0,2.0,1,2,,90.0,,
9308,2023,4b,228.0,238.0,2.0,2,1,,76.0,,
10121,2023,4b,267.0,267.0,3.0,4,1,,90.0,,
14212,2023,4b,229.0,248.0,2.0,2,1,,89.0,,
2461,2023,4b,212.0,222.0,1.0,4,1,,77.0,,
303,2023,4b,255.0,274.0,2.0,1,1,,80.0,,
6552,2023,4b,219.0,219.0,1.0,2,2,,80.0,,
9208,2023,4b,237.0,264.0,3.0,2,1,,75.0,,
9884,2023,4b,245.0,251.0,2.0,1,1,,81.0,,
10774,2023,4b,219.0,239.0,1.0,2,1,,84.0,,
2069,2023,4b,251.0,283.0,4.0,1,2,,,,
24883,2023,4b,225.0,235.0,1.0,1,1,,76.0,,
2745,2023,4b,265.0,262.0,2.0,1,1,,79.0,,
5899,2023,4b,209.0,242.0,2.0,1,2,,80.0,,
9600,2023,4b,281.0,283.0,2.0,1,1,,83.0,,
9729,2023,4b,231.0,252.0,2.0,1,1,,81.0,,
103,2023,4b,229.0,249.0,3.0,1,1,,76.0,,
1677,2023,4b,250.0,275.0,3.0,1,1,,79.0,,
2759,2023,4b,215.0,221.0,2.0,1,2,,83.0,,
5009,2023,4b,258.0,277.0,3.0,2,1,,,,
7665,2023,4b,238.0,247.0,1.0,1,2,,83.0,,
9008,2023,4b,262.0,296.0,4.0,1,1,,73.0,,
12646,2023,4b,257.0,278.0,5.0,3,1,,75.0,,
1285,2023,4b,286.0,303.0,3.0,1,2,,90.0,,
1371,2023,4b,279.0,286.0,3.0,1,1,,89.0,,
31040,2023,4b,274.0,292.0,5.0,3,1,,74.0,,
3941,2023,4b,243.0,233.0,2.0,1,1,,76.0,,
4027,2023,4b,227.0,258.0,1.0,1,2,,97.0,,
4617,2023,4b,251.0,262.0,2.0,1,1,,86.0,,
7273,2023,4b,237.0,281.0,1.0,1,2,,85.0,,
8355,2023,4b,235.0,262.0,1.0,1,2,,75.0,,
22527,2023,4b,255.0,297.0,3.0,2,1,,81.0,,
2553,2023,4b,253.0,259.0,2.0,1,1,,82.0,,
25865,2023,4b,243.0,266.0,3.0,2,1,,76.0,,
3051,2023,4b,265.0,305.0,1.0,1,2,,98.0,,
4717,2023,4b,228.0,227.0,1.0,1,1,,66.0,,
9537,2023,4b,214.0,245.0,2.0,2,1,,89.0,,
16676,2023,4b,245.0,259.0,1.0,1,1,,78.0,,
4817,2023,4b,218.0,203.0,2.0,1,2,,,,
495,2023,4b,338.0,306.0,1.0,4,2,,78.0,,
5315,2023,4b,256.0,270.0,3.0,2,1,,80.0,,
987,2023,4b,234.0,261.0,4.0,2,1,,77.0,,
10674,2023,4b,258.0,259.0,3.0,1,2,,98.0,,
12838,2023,4b,237.0,254.0,4.0,2,1,,82.0,,
13330,2023,4b,251.0,260.0,3.0,2,1,,79.0,,
14412,2023,4b,236.0,276.0,2.0,2,1,,87.0,,
22327,2023,4b,226.0,245.0,2.0,2,1,,77.0,,
24491,2023,4b,288.0,296.0,5.0,3,2,,76.0,,
25573,2023,4b,230.0,246.0,1.0,2,1,,74.0,,
3835,2023,4b,264.0,247.0,1.0,1,1,,82.0,,
5999,2023,4b,264.0,269.0,2.0,2,2,,71.0,,
9592,2023,4b,238.0,249.0,3.0,1,1,,85.0,,
1279,2023,4b,228.0,240.0,2.0,1,1,,87.0,,
14804,2023,4b,248.0,241.0,2.0,2,1,,83.0,,
18050,2023,4b,255.0,283.0,4.0,2,1,,85.0,,
22427,2023,4b,235.0,256.0,1.0,2,2,,76.0,,
2361,2023,4b,234.0,251.0,2.0,1,1,,77.0,,
2951,2023,4b,264.0,287.0,3.0,1,1,,83.0,,
3443,2023,4b,231.0,224.0,1.0,1,2,,80.0,,
1139,2023,4b,225.0,250.0,3.0,1,2,,88.0,,
12617,2023,4b,225.0,235.0,2.0,1,2,,79.0,,
15534,2023,4b,266.0,301.0,5.0,3,1,,86.0,,
2467,2023,4b,244.0,266.0,1.0,4,2,,91.0,,
25613,2023,4b,250.0,267.0,2.0,2,1,,78.0,,
