rbd,agno,curso,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd,ind_am,ind_cc,ind_hv,ind_pf
6393,2024,6b,227.0,279.0,1.0,2,2,,86.0,,
9639,2024,6b,256.0,250.0,2.0,2,1,,88.0,,
10721,2024,6b,227.0,242.0,3.0,2,1,,80.0,,
16970,2024,6b,260.0,270.0,3.0,2,1,,88.0,,
3296,2024,6b,284.0,268.0,3.0,2,1,,85.0,,
3837,2024,6b,229.0,239.0,2.0,4,2,,85.0,,
6542,2024,6b,238.0,260.0,2.0,2,1,,90.0,,
7083,2024,6b,222.0,240.0,1.0,1,2,,85.0,,
8165,2024,6b,246.0,265.0,2.0,1,2,,95.0,,
8706,2024,6b,222.0,233.0,3.0,2,1,,78.0,,
15739,2024,6b,241.0,243.0,2.0,2,1,,84.0,,
17903,2024,6b,265.0,275.0,4.0,2,1,,84.0,,
20067,2024,6b,226.0,253.0,1.0,2,2,,86.0,,
356,2024,6b,276.0,275.0,4.0,2,1,,87.0,,
1352,2024,6b,228.0,217.0,2.0,1,1,,84.0,,
2348,2024,6b,202.0,210.0,2.0,1,2,,84.0,,
3273,2024,6b,240.0,246.0,2.0,1,2,,95.0,,
4269,2024,6b,240.0,243.0,2.0,2,1,,82.0,,
5265,2024,6b,232.0,246.0,3.0,2,1,,73.0,,
6190,2024,6b,233.0,242.0,2.0,2,1,,88.0,,
10103,2024,6b,240.0,261.0,2.0,4,1,,80.0,,
12095,2024,6b,233.0,251.0,3.0,2,1,,82.0,,
22506,2024,6b,288.0,273.0,5.0,3,1,,81.0,,
24498,2024,6b,321.0,296.0,3.0,2,1,,79.0,,
1258,2024,6b,211.0,219.0,1.0,1,1,,93.0,,
3250,2024,6b,215.0,220.0,2.0,1,1,,81.0,,
8205,2024,6b,237.0,260.0,3.0,1,2,,95.0,,
9201,2024,6b,237.0,263.0,2.0,2,1,,74.0,,
10080,2024,6b,267.0,275.0,2.0,4,1,,87.0,,
10197,2024,6b,224.0,243.0,2.0,1,1,,85.0,,
22554,2024,6b,231.0,255.0,2.0,1,1,,84.0,,
239,2024,6b,225.0,240.0,2.0,1,1,,84.0,,
1235,2024,6b,216.0,234.0,2.0,1,2,,77.0,,
2231,2024,6b,224.0,232.0,1.0,1,2,,90.0,,
31445,2024,6b,254.0,232.0,5.0,3,1,,73.0,,
757,2024,6b,262.0,247.0,2.0,1,2,,88.0,,
1212,2024,6b,203.0,229.0,3.0,1,2,,92.0,,
2749,2024,6b,230.0,249.0,1.0,1,1,,82.0,,
8159,2024,6b,289.0,271.0,1.0,1,2,,89.0,,
12118,2024,6b,224.0,236.0,1.0,2,1,,83.0,,
18069,2024,6b,268.0,259.0,4.0,2,1,,87.0,,
25471,2024,6b,230.0,243.0,3.0,2,1,,86.0,,
780,2024,6b,221.0,295.0,1.0,1,2,,92.0,,
851,2024,6b,214.0,232.0,1.0,1,2,,76.0,,
5766,2024,6b,240.0,256.0,1.0,2,2,,89.0,,
7758,2024,6b,277.0,297.0,3.0,1,2,,91.0,,
12258,2024,6b,248.0,221.0,5.0,3,1,,,,
16509,2024,6b,270.0,257.0,4.0,2,2,,,,
24999,2024,6b,201.0,192.0,1.0,1,1,,82.0,,
2795,2024,6b,230.0,251.0,2.0,1,1,,85.0,,
7664,2024,6b,193.0,223.0,1.0,1,2,,73.0,,
9656,2024,6b,260.0,256.0,3.0,2,1,,78.0,,
14494,2024,6b,246.0,245.0,3.0,2,1,,85.0,,
20445,2024,6b,274.0,278.0,5.0,3,1,,87.0,,
24976,2024,6b,288.0,293.0,5.0,3,1,,84.0,,
40296,2024,6b,191.0,216.0,2.0,2,2,,85.0,,
310,2024,6b,252.0,260.0,3.0,1,1,,73.0,,
897,2024,6b,216.0,229.0,2.0,1,1,,74.0,,
1807,2024,6b,205.0,217.0,2.0,2,1,,70.0,,
3728,2024,6b,246.0,267.0,4.0,2,1,,82.0,,
4810,2024,6b,216.0,243.0,2.0,1,1,,80.0,,
5720,2024,6b,238.0,257.0,1.0,2,2,,76.0,,
10220,2024,6b,271.0,292.0,3.0,2,1,,83.0,,
25540,2024,6b,263.0,262.0,2.0,2,1,,77.0,,
4292,2024,6b,277.0,270.0,2.0,1,2,,88.0,,
9702,2024,6b,202.0,219.0,1.0,1,1,,74.0,,
2686,2024,6b,211.0,214.0,2.0,1,2,,90.0,,
8769,2024,6b,289.0,282.0,5.0,3,1,,85.0,,
8840,2024,6b,247.0,275.0,3.0,1,2,,93.0,,
14674,2024,6b,220.0,223.0,3.0,2,1,,78.0,,
8236,2024,6b,238.0,234.0,3.0,1,1,,88.0,,
10738,2024,6b,221.0,226.0,2.0,1,1,,77.0,,
15576,2024,6b,313.0,297.0,5.0,3,1,,89.0,,
25062,2024,6b,243.0,203.0,1.0,2,1,,76.0,,
3313,2024,6b,236.0,241.0,1.0,1,1,,81.0,,
6230,2024,6b,205.0,243.0,2.0,1,1,,84.0,,
7641,2024,6b,226.0,240.0,2.0,1,1,,84.0,,
9719,2024,6b,227.0,237.0,1.0,1,1,,83.0,,
10558,2024,6b,210.0,226.0,2.0,1,1,,85.0,,
22546,2024,6b,240.0,244.0,3.0,2,1,,84.0,,
26035,2024,6b,294.0,280.0,3.0,2,1,,81.0,,
671,2024,6b,204.0,237.0,1.0,1,1,,84.0,,
2294,2024,6b,218.0,243.0,1.0,1,2,,86.0,,
7704,2024,6b,235.0,244.0,3.0,2,1,,84.0,,
12032,2024,6b,275.0,267.0,4.0,2,2,,81.0,,
12573,2024,6b,237.0,206.0,4.0,2,1,,,,
12659,2024,6b,237.0,258.0,3.0,2,1,,83.0,,
25557,2024,6b,219.0,236.0,3.0,2,1,,92.0,,
270,2024,6b,214.0,225.0,3.0,1,2,,78.0,,
1847,2024,6b,240.0,252.0,2.0,2,1,,80.0,,
3768,2024,6b,241.0,260.0,2.0,4,2,,,,
4355,2024,6b,222.0,230.0,1.0,1,2,,92.0,,
6762,2024,6b,240.0,259.0,3.0,1,1,,83.0,,
10260,2024,6b,229.0,240.0,2.0,1,1,,85.0,,
2285,2024,6b,231.0,242.0,2.0,1,2,,84.0,,
2826,2024,6b,264.0,286.0,2.0,1,2,,79.0,,
4160,2024,6b,246.0,247.0,2.0,2,1,,83.0,,
4449,2024,6b,245.0,278.0,2.0,1,2,,91.0,,
6127,2024,6b,214.0,215.0,1.0,2,2,,100.0,,
9318,2024,6b,277.0,260.0,3.0,2,1,,81.0,,
10652,2024,6b,223.0,231.0,2.0,1,2,,79.0,,
224,2024,6b,224.0,247.0,2.0,1,1,,80.0,,
1893,2024,6b,214.0,226.0,2.0,1,1,,80.0,,
7303,2024,6b,208.0,222.0,2.0,1,2,,78.0,,
10306,2024,6b,216.0,259.0,2.0,1,1,,86.0,,
12713,2024,6b,272.0,278.0,2.0,2,1,,82.0,,
13552,2024,6b,224.0,233.0,3.0,2,1,,87.0,,
18123,2024,6b,234.0,245.0,2.0,2,1,,84.0,,
25454,2024,6b,245.0,266.0,4.0,2,1,,88.0,,
25697,2024,6b,225.0,256.0,2.0,2,1,,84.0,,
31107,2024,6b,230.0,258.0,2.0,2,1,,77.0,,
419,2024,6b,210.0,224.0,2.0,4,1,,86.0,,
4747,2024,6b,218.0,226.0,4.0,1,1,,85.0,,
5288,2024,6b,194.0,201.0,1.0,1,1,,78.0,,
5829,2024,6b,246.0,261.0,4.0,1,1,,80.0,,
9616,2024,6b,214.0,215.0,1.0,1,1,,85.0,,
10157,2024,6b,219.0,238.0,2.0,2,1,,80.0,,
937,2024,6b,237.0,253.0,1.0,1,2,,94.0,,
2858,2024,6b,237.0,265.0,3.0,1,2,,95.0,,
9593,2024,6b,191.0,210.0,1.0,1,1,,85.0,,
10589,2024,6b,249.0,239.0,2.0,1,1,,85.0,,
18249,2024,6b,255.0,252.0,4.0,2,1,,89.0,,
24913,2024,6b,259.0,263.0,3.0,2,1,,78.0,,
40399,2024,6b,225.0,238.0,2.0,2,1,,80.0,,
3877,2024,6b,255.0,249.0,1.0,4,2,,95.0,,
4873,2024,6b,213.0,229.0,1.0,4,2,,88.0,,
5869,2024,6b,219.0,237.0,1.0,2,2,,90.0,,
1149,2024,6b,208.0,192.0,2.0,1,2,,85.0,,
5563,2024,6b,216.0,271.0,1.0,1,2,,83.0,,
9805,2024,6b,225.0,240.0,3.0,2,1,,86.0,,
16469,2024,6b,275.0,271.0,2.0,1,1,,85.0,,
1839,2024,6b,291.0,269.0,5.0,3,1,,83.0,,
3548,2024,6b,236.0,247.0,1.0,1,1,,94.0,,
5085,2024,6b,236.0,255.0,3.0,1,1,,82.0,,
7790,2024,6b,218.0,224.0,2.0,1,2,,95.0,,
10495,2024,6b,201.0,211.0,2.0,2,1,,83.0,,
16446,2024,6b,202.0,205.0,2.0,2,1,,77.0,,
40422,2024,6b,241.0,243.0,2.0,2,1,,83.0,,
1266,2024,6b,298.0,305.0,2.0,1,1,,100.0,,
3430,2024,6b,262.0,262.0,3.0,2,1,,86.0,,
7100,2024,6b,228.0,231.0,1.0,1,2,,85.0,,
7343,2024,6b,310.0,266.0,3.0,1,1,,81.0,,
9922,2024,6b,252.0,261.0,4.0,2,1,,75.0,,
11843,2024,6b,252.0,255.0,4.0,2,1,,76.0,,
12086,2024,6b,331.0,311.0,5.0,3,1,,80.0,,
17920,2024,6b,253.0,265.0,2.0,2,1,,90.0,,
22420,2024,6b,242.0,269.0,1.0,1,1,,84.0,,
22663,2024,6b,264.0,258.0,3.0,2,1,,,,
24412,2024,6b,226.0,241.0,2.0,4,1,,88.0,,
459,2024,6b,213.0,222.0,2.0,4,1,,78.0,,
631,2024,6b,225.0,239.0,1.0,4,1,,87.0,,
3336,2024,6b,269.0,262.0,2.0,1,2,,85.0,,
9828,2024,6b,263.0,260.0,3.0,2,1,,81.0,,
15779,2024,6b,201.0,217.0,2.0,2,1,,79.0,,
482,2024,6b,224.0,272.0,2.0,4,2,,93.0,,
725,2024,6b,210.0,217.0,2.0,1,2,,80.0,,
3971,2024,6b,246.0,257.0,1.0,1,2,,97.0,,
6135,2024,6b,233.0,221.0,2.0,2,2,,83.0,,
11130,2024,6b,257.0,270.0,4.0,2,1,,80.0,,
17794,2024,6b,260.0,255.0,4.0,2,1,,78.0,,
19958,2024,6b,245.0,276.0,1.0,2,2,,,,
25368,2024,6b,253.0,254.0,2.0,2,1,,78.0,,
26450,2024,6b,215.0,235.0,2.0,2,1,,79.0,,
5202,2024,6b,211.0,225.0,1.0,1,2,,82.0,,
7907,2024,6b,235.0,247.0,3.0,2,1,,80.0,,
11153,2024,6b,206.0,251.0,2.0,1,2,,96.0,,
694,2024,6b,226.0,243.0,2.0,1,2,,89.0,,
4026,2024,6b,229.0,251.0,2.0,1,2,,88.0,,
8354,2024,6b,245.0,211.0,1.0,4,2,,,,
12682,2024,6b,258.0,249.0,4.0,2,1,,77.0,,
18006,2024,6b,230.0,229.0,2.0,1,1,,85.0,,
22334,2024,6b,251.0,249.0,2.0,2,1,,86.0,,
25666,2024,6b,259.0,254.0,5.0,3,1,,61.0,,
90,2024,6b,202.0,208.0,4.0,4,2,,83.0,,
14697,2024,6b,229.0,245.0,3.0,1,1,,73.0,,
40038,2024,6b,215.0,217.0,2.0,2,1,,82.0,,
1321,2024,6b,213.0,229.0,2.0,1,2,,85.0,,
5649,2024,6b,225.0,260.0,1.0,1,2,,93.0,,
6731,2024,6b,210.0,224.0,1.0,1,2,,88.0,,
25039,2024,6b,254.0,269.0,3.0,2,1,,88.0,,
4630,2024,6b,235.0,247.0,3.0,2,1,,79.0,,
7335,2024,6b,232.0,244.0,2.0,1,1,,84.0,,
10581,2024,6b,227.0,232.0,2.0,1,1,,83.0,,
24647,2024,6b,263.0,267.0,5.0,3,1,,84.0,,
1776,2024,6b,322.0,292.0,5.0,3,1,,79.0,,
2019,2024,6b,217.0,220.0,2.0,1,1,,84.0,,
4183,2024,6b,229.0,245.0,1.0,1,1,,89.0,,
6347,2024,6b,240.0,215.0,1.0,2,2,,78.0,,
8511,2024,6b,247.0,278.0,4.0,2,1,,80.0,,
10432,2024,6b,199.0,198.0,1.0,1,1,,76.0,,
10675,2024,6b,209.0,225.0,2.0,1,2,,75.0,,
14760,2024,6b,253.0,234.0,2.0,2,1,,85.0,,
25580,2024,6b,239.0,257.0,3.0,2,1,,79.0,,
5955,2024,6b,235.0,235.0,3.0,2,1,,74.0,,
6496,2024,6b,223.0,242.0,2.0,2,2,,99.0,,
10283,2024,6b,235.0,234.0,2.0,1,1,,82.0,,
25431,2024,6b,257.0,259.0,2.0,2,1,,80.0,,
1478,2024,6b,217.0,221.0,3.0,2,1,,79.0,,
2560,2024,6b,224.0,265.0,1.0,1,2,,83.0,,
4724,2024,6b,225.0,244.0,2.0,1,1,,77.0,,
7970,2024,6b,249.0,271.0,2.0,2,1,,90.0,,
10134,2024,6b,233.0,242.0,2.0,4,2,,84.0,,
15544,2024,6b,273.0,279.0,3.0,2,1,,95.0,,
17708,2024,6b,255.0,256.0,4.0,2,1,,80.0,,
25282,2024,6b,261.0,261.0,3.0,2,1,,79.0,,
1329,2024,6b,242.0,268.0,2.0,1,1,,90.0,,
1870,2024,6b,229.0,233.0,3.0,1,2,,83.0,,
2952,2024,6b,210.0,233.0,1.0,1,1,,80.0,,
4034,2024,6b,257.0,278.0,2.0,1,2,,93.0,,
4575,2024,6b,229.0,263.0,3.0,4,1,,86.0,,
16477,2024,6b,311.0,277.0,3.0,2,1,,88.0,,
5116,2024,6b,179.0,174.0,1.0,1,2,,100.0,,
6198,2024,6b,252.0,300.0,2.0,2,2,,,,
8903,2024,6b,330.0,293.0,5.0,3,1,,85.0,,
14313,2024,6b,255.0,270.0,3.0,2,1,,86.0,,
2514,2024,6b,241.0,212.0,2.0,2,2,,95.0,,
4103,2024,6b,252.0,250.0,2.0,1,1,,85.0,,
5431,2024,6b,251.0,254.0,1.0,1,2,,72.0,,
6759,2024,6b,247.0,243.0,2.0,1,1,,79.0,,
7020,2024,6b,241.0,245.0,2.0,1,2,,83.0,,
8348,2024,6b,240.0,241.0,2.0,4,1,,87.0,,
9676,2024,6b,281.0,269.0,2.0,2,1,,90.0,,
9937,2024,6b,257.0,276.0,4.0,2,1,,71.0,,
11265,2024,6b,232.0,232.0,2.0,2,1,,78.0,,
15510,2024,6b,328.0,302.0,5.0,3,1,,87.0,,
22672,2024,6b,236.0,230.0,3.0,2,1,,70.0,,
25328,2024,6b,243.0,262.0,4.0,2,1,,82.0,,
1424,2024,6b,220.0,232.0,2.0,1,1,,85.0,,
2537,2024,6b,264.0,274.0,2.0,1,2,,87.0,,
5408,2024,6b,216.0,221.0,1.0,1,2,,94.0,,
8371,2024,6b,225.0,183.0,2.0,4,2,,,,
9699,2024,6b,220.0,214.0,2.0,1,1,,82.0,,
11242,2024,6b,251.0,267.0,3.0,2,1,,78.0,,
12570,2024,6b,244.0,247.0,2.0,2,1,,83.0,,
1140,2024,6b,242.0,273.0,3.0,1,2,,95.0,,
8133,2024,6b,203.0,218.0,1.0,1,2,,93.0,,
8563,2024,6b,211.0,221.0,4.0,1,1,,81.0,,
9722,2024,6b,244.0,252.0,4.0,1,1,,81.0,,
9891,2024,6b,247.0,264.0,3.0,1,1,,76.0,,
12547,2024,6b,228.0,240.0,3.0,2,1,,79.0,,
16792,2024,6b,258.0,253.0,3.0,2,1,,98.0,,
25543,2024,6b,193.0,201.0,2.0,2,1,,74.0,,
8417,2024,6b,220.0,230.0,2.0,4,1,,76.0,,
8540,2024,6b,253.0,266.0,2.0,1,1,,89.0,,
16815,2024,6b,263.0,265.0,5.0,3,1,,84.0,,
22434,2024,6b,253.0,249.0,3.0,2,1,,75.0,,
25520,2024,6b,301.0,288.0,4.0,2,1,,81.0,,
1017,2024,6b,246.0,267.0,2.0,1,2,,78.0,,
2944,2024,6b,230.0,252.0,3.0,1,1,,87.0,,
4272,2024,6b,256.0,253.0,2.0,2,1,,88.0,,
9507,2024,6b,241.0,257.0,2.0,2,1,,85.0,,
9845,2024,6b,263.0,263.0,2.0,2,1,,85.0,,
4172,2024,6b,257.0,274.0,3.0,1,1,,89.0,,
4295,2024,6b,197.0,249.0,2.0,1,2,,86.0,,
5623,2024,6b,244.0,248.0,1.0,1,2,,92.0,,
7166,2024,6b,253.0,256.0,3.0,1,1,,87.0,,
8494,2024,6b,209.0,229.0,3.0,1,1,,84.0,,
22265,2024,6b,230.0,194.0,2.0,2,1,,74.0,,
5646,2024,6b,266.0,267.0,1.0,1,2,,90.0,,
8225,2024,6b,250.0,295.0,2.0,1,2,,100.0,,
9553,2024,6b,250.0,246.0,4.0,2,1,,73.0,,
9799,2024,6b,229.0,238.0,3.0,2,1,,75.0,,
10881,2024,6b,234.0,225.0,2.0,2,1,,75.0,,
5546,2024,6b,194.0,199.0,1.0,1,2,,87.0,,
5669,2024,6b,257.0,278.0,4.0,2,1,,84.0,,
8202,2024,6b,206.0,280.0,1.0,1,2,,84.0,,
8325,2024,6b,233.0,249.0,2.0,1,2,,74.0,,
8448,2024,6b,240.0,247.0,3.0,4,1,,84.0,,
9653,2024,6b,248.0,253.0,2.0,2,1,,86.0,,
10858,2024,6b,258.0,252.0,2.0,1,2,,94.0,,
42162,2024,6b,264.0,266.0,5.0,3,1,,75.0,,
11342,2024,6b,207.0,227.0,1.0,1,1,,73.0,,
2437,2024,6b,210.0,199.0,3.0,1,2,,98.0,,
10014,2024,6b,235.0,248.0,3.0,2,1,,86.0,,
22749,2024,6b,215.0,219.0,1.0,2,2,,95.0,,
871,2024,6b,288.0,283.0,2.0,1,2,,94.0,,
1547,2024,6b,213.0,216.0,2.0,4,1,,83.0,,
2875,2024,6b,246.0,260.0,1.0,1,2,,88.0,,
6705,2024,6b,242.0,249.0,1.0,2,2,,83.0,,
15564,2024,6b,289.0,270.0,5.0,3,1,,81.0,,
1309,2024,6b,244.0,265.0,1.0,1,2,,92.0,,
2391,2024,6b,238.0,250.0,2.0,1,2,,96.0,,
3067,2024,6b,227.0,228.0,1.0,1,2,,90.0,,
7051,2024,6b,231.0,209.0,1.0,1,2,,90.0,,
7312,2024,6b,209.0,243.0,1.0,2,2,,96.0,,
17874,2024,6b,251.0,258.0,2.0,1,1,,81.0,,
5331,2024,6b,210.0,190.0,1.0,1,2,,91.0,,
6905,2024,6b,249.0,215.0,2.0,1,2,,90.0,,
13606,2024,6b,220.0,245.0,2.0,2,1,,80.0,,
15610,2024,6b,263.0,262.0,3.0,2,1,,87.0,,
25643,2024,6b,267.0,252.0,5.0,3,1,,90.0,,
31016,2024,6b,207.0,235.0,2.0,2,1,,87.0,,
31262,2024,6b,224.0,242.0,3.0,2,1,,78.0,,
27,2024,6b,257.0,273.0,3.0,4,1,,95.0,,
1355,2024,6b,214.0,231.0,2.0,1,2,,86.0,,
1693,2024,6b,223.0,228.0,2.0,1,1,,,,
3857,2024,6b,274.0,256.0,1.0,4,2,,99.0,,
9768,2024,6b,249.0,269.0,4.0,2,1,,81.0,,
12762,2024,6b,252.0,263.0,4.0,2,2,,78.0,,
127,2024,6b,255.0,261.0,4.0,2,1,,82.0,,
1455,2024,6b,235.0,263.0,2.0,1,2,,83.0,,
2629,2024,6b,186.0,210.0,2.0,1,2,,95.0,,
3619,2024,6b,268.0,282.0,2.0,1,1,,85.0,,
3957,2024,6b,234.0,224.0,1.0,1,2,,89.0,,
10160,2024,6b,251.0,246.0,2.0,2,1,,84.0,,
319,2024,6b,217.0,229.0,2.0,1,1,,70.0,,
2975,2024,6b,253.0,260.0,2.0,1,2,,89.0,,
12716,2024,6b,214.0,221.0,2.0,2,1,,80.0,,
2829,2024,6b,229.0,262.0,3.0,1,2,,100.0,,
25059,2024,6b,235.0,242.0,3.0,2,1,,81.0,,
273,2024,6b,298.0,313.0,4.0,1,2,,92.0,,
5846,2024,6b,266.0,253.0,1.0,1,2,,96.0,,
6107,2024,6b,214.0,229.0,1.0,1,2,,88.0,,
6344,2024,6b,242.0,236.0,1.0,2,2,,85.0,,
6605,2024,6b,262.0,266.0,2.0,4,2,,100.0,,
11680,2024,6b,289.0,296.0,5.0,2,1,,80.0,,
5039,2024,6b,234.0,247.0,1.0,1,2,,83.0,,
7412,2024,6b,256.0,264.0,3.0,2,2,,89.0,,
14359,2024,6b,256.0,250.0,4.0,2,1,,85.0,,
22019,2024,6b,223.0,231.0,3.0,2,1,,83.0,,
2145,2024,6b,210.0,226.0,2.0,1,2,,83.0,,
7718,2024,6b,276.0,290.0,5.0,3,1,,75.0,,
17797,2024,6b,261.0,279.0,3.0,2,1,,91.0,,
22211,2024,6b,295.0,285.0,5.0,2,1,,89.0,,
2122,2024,6b,227.0,229.0,3.0,1,1,,83.0,,
9069,2024,6b,207.0,228.0,2.0,2,1,,74.0,,
10827,2024,6b,249.0,277.0,1.0,1,1,,88.0,,
24438,2024,6b,240.0,240.0,3.0,2,1,,70.0,,
3359,2024,6b,212.0,226.0,2.0,1,2,,76.0,,
5938,2024,6b,203.0,196.0,1.0,2,2,,94.0,,
10758,2024,6b,230.0,236.0,2.0,1,1,,78.0,,
14428,2024,6b,271.0,264.0,5.0,3,1,,90.0,,
2008,2024,6b,225.0,226.0,2.0,2,1,,83.0,,
4664,2024,6b,237.0,245.0,3.0,2,1,,75.0,,
9945,2024,6b,214.0,213.0,2.0,2,1,,87.0,,
10443,2024,6b,214.0,209.0,2.0,1,2,,85.0,,
10658,2024,6b,232.0,234.0,3.0,2,1,,77.0,,
13314,2024,6b,246.0,248.0,2.0,2,1,,73.0,,
16492,2024,6b,217.0,229.0,2.0,2,2,,80.0,,
4564,2024,6b,239.0,254.0,3.0,4,1,,79.0,,
4733,2024,6b,234.0,229.0,2.0,1,1,,78.0,,
6728,2024,6b,235.0,254.0,1.0,1,2,,87.0,,
7810,2024,6b,209.0,194.0,1.0,1,2,,96.0,,
10635,2024,6b,261.0,261.0,5.0,3,1,,82.0,,
14720,2024,6b,223.0,227.0,2.0,1,1,,72.0,,
31193,2024,6b,241.0,258.0,2.0,2,1,,93.0,,
579,2024,6b,247.0,267.0,4.0,2,1,,84.0,,
6038,2024,6b,232.0,222.0,2.0,2,1,,82.0,,
9284,2024,6b,230.0,243.0,3.0,1,1,,83.0,,
10735,2024,6b,221.0,206.0,1.0,1,1,,72.0,,
22096,2024,6b,273.0,255.0,1.0,2,2,,82.0,,
350,2024,6b,248.0,249.0,4.0,2,1,,75.0,,
1524,2024,6b,214.0,223.0,2.0,4,1,,79.0,,
2022,2024,6b,221.0,231.0,2.0,1,1,,78.0,,
4180,2024,6b,223.0,224.0,1.0,1,1,,76.0,,
10429,2024,6b,200.0,229.0,1.0,1,2,,76.0,,
20508,2024,6b,221.0,220.0,1.0,1,1,,78.0,,
24338,2024,6b,254.0,269.0,4.0,2,1,,82.0,,
24836,2024,6b,295.0,291.0,5.0,3,1,,80.0,,
2414,2024,6b,217.0,236.0,1.0,1,2,,79.0,,
3090,2024,6b,199.0,220.0,2.0,1,2,,72.0,,
5746,2024,6b,214.0,242.0,1.0,2,1,,81.0,,
6207,2024,6b,220.0,242.0,1.0,2,2,,82.0,,
6244,2024,6b,212.0,241.0,1.0,1,2,,100.0,,
8863,2024,6b,282.0,256.0,5.0,3,1,,84.0,,
12693,2024,6b,240.0,252.0,2.0,2,1,,82.0,,
24730,2024,6b,242.0,243.0,3.0,2,1,,84.0,,
648,2024,6b,233.0,247.0,4.0,2,1,,79.0,,
3304,2024,6b,256.0,264.0,3.0,2,1,,86.0,,
3980,2024,6b,220.0,215.0,2.0,1,2,,85.0,,
6399,2024,6b,228.0,225.0,2.0,4,1,,80.0,,
10727,2024,6b,226.0,235.0,2.0,1,1,,82.0,,
12301,2024,6b,261.0,272.0,4.0,2,1,,78.0,,
13383,2024,6b,244.0,249.0,3.0,2,1,,82.0,,
15633,2024,6b,251.0,249.0,3.0,2,1,,76.0,,
16715,2024,6b,232.0,230.0,3.0,1,1,,74.0,,
634,2024,6b,200.0,224.0,1.0,4,2,,74.0,,
1716,2024,6b,225.0,236.0,1.0,1,1,,82.0,,
3290,2024,6b,262.0,256.0,3.0,2,1,,82.0,,
8663,2024,6b,277.0,284.0,4.0,2,1,,73.0,,
11909,2024,6b,203.0,200.0,3.0,2,1,,76.0,,
14565,2024,6b,229.0,244.0,3.0,2,1,,85.0,,
17897,2024,6b,225.0,218.0,2.0,1,1,,88.0,,
20024,2024,6b,211.0,226.0,1.0,2,2,,84.0,,
25926,2024,6b,231.0,246.0,2.0,2,1,,77.0,,
26012,2024,6b,233.0,233.0,2.0,2,1,,79.0,,
442,2024,6b,227.0,244.0,2.0,4,1,,76.0,,
940,2024,6b,178.0,230.0,1.0,1,2,,100.0,,
13177,2024,6b,201.0,216.0,2.0,4,1,,76.0,,
20161,2024,6b,227.0,224.0,1.0,2,1,,81.0,,
342,2024,6b,258.0,262.0,4.0,2,1,,75.0,,
1332,2024,6b,229.0,201.0,2.0,1,2,,90.0,,
5162,2024,6b,190.0,229.0,1.0,1,2,,100.0,,
10621,2024,6b,252.0,253.0,2.0,2,1,,81.0,,
17605,2024,6b,265.0,268.0,4.0,2,1,,84.0,,
20316,2024,6b,233.0,245.0,3.0,2,1,,76.0,,
22480,2024,6b,217.0,221.0,1.0,1,1,,73.0,,
1724,2024,6b,216.0,196.0,2.0,1,1,,78.0,,
2314,2024,6b,254.0,251.0,2.0,1,2,,90.0,,
2806,2024,6b,240.0,235.0,2.0,1,2,,87.0,,
3888,2024,6b,205.0,219.0,1.0,1,2,,84.0,,
6052,2024,6b,237.0,247.0,2.0,1,1,,78.0,,
12885,2024,6b,262.0,263.0,4.0,2,1,,77.0,,
22380,2024,6b,213.0,225.0,1.0,1,1,,72.0,,
50,2024,6b,240.0,264.0,2.0,2,1,,77.0,,
542,2024,6b,212.0,208.0,1.0,1,1,,82.0,,
1132,2024,6b,227.0,244.0,2.0,1,2,,86.0,,
10329,2024,6b,219.0,233.0,3.0,2,1,,78.0,,
14657,2024,6b,277.0,303.0,5.0,3,1,,93.0,,
688,2024,6b,209.0,216.0,2.0,1,2,,95.0,,
1684,2024,6b,210.0,216.0,3.0,1,1,,76.0,,
7850,2024,6b,221.0,243.0,1.0,1,2,,83.0,,
8846,2024,6b,274.0,274.0,5.0,3,1,,79.0,,
10767,2024,6b,229.0,228.0,2.0,2,1,,83.0,,
14751,2024,6b,247.0,254.0,4.0,2,1,,78.0,,
26158,2024,6b,226.0,231.0,2.0,2,1,,73.0,,
711,2024,6b,240.0,245.0,2.0,1,1,,77.0,,
1707,2024,6b,221.0,228.0,2.0,1,1,,77.0,,
7541,2024,6b,219.0,227.0,2.0,1,1,,83.0,,
8869,2024,6b,285.0,292.0,5.0,3,1,,87.0,,
10744,2024,6b,218.0,257.0,3.0,2,1,,85.0,,
1899,2024,6b,232.0,256.0,2.0,1,1,,82.0,,
3390,2024,6b,220.0,242.0,1.0,1,1,,80.0,,
8800,2024,6b,253.0,262.0,3.0,2,1,,82.0,,
11809,2024,6b,237.0,245.0,2.0,2,1,,92.0,,
15793,2024,6b,252.0,256.0,3.0,2,1,,85.0,,
17883,2024,6b,248.0,244.0,3.0,2,1,,84.0,,
1876,2024,6b,218.0,242.0,4.0,1,2,,100.0,,
3204,2024,6b,325.0,309.0,5.0,3,1,,87.0,,
3413,2024,6b,213.0,249.0,1.0,1,2,,87.0,,
4409,2024,6b,241.0,239.0,3.0,1,1,,87.0,,
10151,2024,6b,236.0,237.0,2.0,2,1,,81.0,,
10790,2024,6b,205.0,212.0,2.0,1,1,,80.0,,
15770,2024,6b,206.0,209.0,2.0,1,1,,78.0,,
17737,2024,6b,220.0,228.0,1.0,2,1,,77.0,,
26135,2024,6b,261.0,259.0,4.0,2,1,,76.0,,
40459,2024,6b,248.0,264.0,2.0,2,1,,84.0,,
