rbd,agno,prom_mate2m_rbd,prom_lect2m_rbd,cod_grupo,cod_rural_rbd,cod_depe2,ind_am,ind_cc,ind_hv,ind_pf
12266,2018,275.0,260.0,5.0,1,3,82.98280958045119,81.71959354284458,80.18659436891133,79.6127402152661
12295,2018,328.0,288.0,4.0,1,3,76.56062042401204,82.19522530019366,75.64983787316699,81.83601295624986
12301,2018,289.0,266.0,4.0,1,2,70.6531140008041,74.26027583296407,69.66922671165504,73.88446622344496
12305,2018,274.0,268.0,3.0,1,2,75.1630609861334,78.6151633503018,74.57811324303057,83.65739587091046
12309,2018,267.0,258.0,3.0,1,2,75.6200618788819,75.31414699115707,72.68541322161451,75.91641497781184
12312,2018,216.0,224.0,1.0,1,2,66.97096928290361,68.66821326559281,64.77745128763414,66.49940468922038
12332,2018,204.0,216.0,2.0,1,1,74.56742369103651,70.75800779307882,63.94637121539764,74.31927800006372
12336,2018,245.0,237.0,1.0,1,1,76.86972830989785,77.015270945825,77.17121257910064,77.62592853221238
12368,2018,235.0,245.0,1.0,1,2,75.45558993192024,76.89769417687451,75.25934834849382,78.12356577761524
12502,2018,317.0,278.0,5.0,1,3,79.57230088071096,86.53148995273921,81.96404898567233,85.91357127282899
12504,2018,228.0,242.0,2.0,1,2,69.8048976522768,69.7497517093122,65.5218236952292,71.48696012223563
12509,2018,268.0,257.0,3.0,1,2,74.77802304926041,75.43443787017618,66.76247535764858,78.58400498474803
12515,2018,229.0,232.0,3.0,1,2,68.87365059395334,68.68807871796503,66.13463037446077,71.7113390221342
12518,2018,281.0,254.0,3.0,1,2,76.53682662272696,72.11526467839104,66.27464087330362,75.98005917452477
12534,2018,250.0,225.0,1.0,2,2,76.3878982621514,77.1440003036205,74.37705148142805,78.95221466706835
12547,2018,281.0,261.0,2.0,1,2,75.13627378000272,74.5188986462671,70.60457326578945,77.84426676126976
12551,2018,228.0,228.0,2.0,1,1,73.91018220734883,72.57051671426281,73.94504328682018,76.76526180218845
12566,2018,218.0,223.0,1.0,2,2,77.35062341032705,76.42927418799522,68.98129365526927,79.6203908002512
12573,2018,253.0,247.0,4.0,1,2,72.3348574598142,74.09428936566417,66.89243178542844,72.03286549064278
12587,2018,307.0,267.0,3.0,1,2,72.60719150758942,75.09801300995268,70.46688802077146,77.30161350178203
12590,2018,262.0,270.0,3.0,1,2,71.67123881571426,72.1321968304513,67.53049590828093,72.70085222257775
12591,2018,278.0,281.0,3.0,1,2,79.32585519630257,69.94783804489076,64.83100968823308,67.17052560138214
12594,2018,264.0,251.0,3.0,1,2,76.83231716869902,73.80341033637636,71.84980814757193,76.12858861865244
12602,2018,241.0,235.0,1.0,1,2,76.86318819421142,76.8900364122604,71.91065057386301,80.02594763567345
12603,2018,283.0,269.0,2.0,1,2,81.58498127370174,87.33021742220821,80.87265860883895,86.62039724848113
12604,2018,248.0,257.0,3.0,1,2,74.63526334986071,77.19163328781725,64.97028824171714,77.61033812841933
12605,2018,257.0,267.0,2.0,1,2,74.76990284583378,74.77292932720911,64.50518127346525,72.26632648336397
12610,2018,213.0,219.0,1.0,1,1,73.15020852671455,73.48356422697563,62.61392366557057,77.14141452729046
12630,2018,231.0,234.0,1.0,1,2,77.0180585732827,77.80186584999394,71.16195926228094,79.2407074899844
12631,2018,280.0,262.0,3.0,1,2,78.19388073974409,79.1975557565585,71.89902999222376,81.55154758793987
12632,2018,202.0,210.0,1.0,1,1,77.19894397463487,72.14562211769056,65.02684498269456,77.95960341808632
12636,2018,213.0,225.0,5.0,1,3,85.8230285634859,81.69963587193081,82.03029387478749,87.67077204875142
12649,2018,259.0,259.0,2.0,1,2,76.82501294100643,76.30465986509928,70.75879385012182,79.63175645104621
12650,2018,261.0,249.0,2.0,1,2,73.44084690935611,67.2785104146137,68.8144429907122,73.91588068638401
12652,2018,253.0,241.0,2.0,1,2,77.12387167737742,72.83013103332222,71.3790969096122,78.75647722504603
12655,2018,217.0,241.0,2.0,1,2,73.46200687136427,74.47510276210471,71.01151367607345,77.55095816602467
12657,2018,303.0,261.0,5.0,1,3,76.86159157955285,80.07946549236684,77.40783759551395,83.71271488405299
12658,2018,224.0,222.0,1.0,2,2,72.05331919803942,69.92087050212993,60.60121335900537,66.53736657788896
12667,2018,319.0,277.0,4.0,1,2,73.68255770801261,79.41202943871899,78.92651897409816,83.84505261765312
12669,2018,355.0,283.0,5.0,1,3,75.40763223635199,73.80676456646046,72.87833702100934,76.87055005065773
12672,2018,291.0,247.0,4.0,1,2,68.76451799662257,69.84676135987523,72.2343996525651,72.63947011272917
12683,2018,226.0,250.0,2.0,1,1,79.38561457989024,74.23800710498107,77.34762836816861,78.86183882620212
12686,2018,237.0,231.0,2.0,1,2,70.7132741511958,68.99347296903237,66.82461958589262,71.61542282136392
12712,2018,277.0,251.0,2.0,1,2,77.4384198800712,74.28463804177919,69.1890914383654,75.61569163832417
12713,2018,296.0,265.0,2.0,1,2,79.36882009344309,81.11987265197193,76.3643928452595,85.49235559067817
12716,2018,237.0,224.0,2.0,1,2,74.96116094453622,76.45018788348602,72.25713529520117,79.31420337596693
12719,2018,256.0,242.0,1.0,1,2,76.20086692470721,70.97144761258586,72.14924720770078,79.1204158106481
12720,2018,212.0,210.0,3.0,1,2,65.62045014158265,69.48580651024822,62.73650403335591,65.14611183545705
12735,2018,245.0,248.0,3.0,1,2,75.26710853295633,76.64941274602896,70.99570102965056,77.26717728387523
12741,2018,249.0,237.0,3.0,1,2,72.97574556145622,76.30747870784627,63.00533091155328,78.37494592156291
12747,2018,217.0,248.0,1.0,1,2,72.38564641573242,73.61627066244732,64.93214977043165,76.65074091577627
12749,2018,220.0,237.0,1.0,1,2,77.6218029424574,73.9119292876518,69.62466695314205,81.00098639785855
12759,2018,230.0,221.0,1.0,2,1,73.0344381813024,81.94010256717056,74.9738274365931,81.11996565717585
12762,2018,237.0,257.0,4.0,2,2,72.39169213180209,76.24047778555014,72.55626972805666,79.06729618622568
12775,2018,260.0,249.0,3.0,1,2,74.79585750231539,76.09629973085855,68.54123688128149,73.42797173952032
12781,2018,318.0,277.0,4.0,1,3,77.48902838518453,79.13778359419356,77.19575995791878,80.89171477841839
12800,2018,279.0,258.0,4.0,1,2,77.64081605638297,82.61396140669129,71.33064012811707,81.13394190876906
12802,2018,319.0,275.0,3.0,1,2,82.36985662806016,88.92916183230042,70.4949029533647,89.5966602335836
12823,2018,249.0,236.0,2.0,1,2,76.67696184402078,77.13800013290808,67.32825529682711,73.05528082367525
12829,2018,343.0,284.0,5.0,1,3,83.07984794416656,77.18598238338325,74.95741229522976,79.1929493692919
12830,2018,242.0,236.0,3.0,1,2,72.91294235015204,74.69184659561434,69.54736665180778,76.3100391765514
12832,2018,384.0,311.0,5.0,1,3,79.64968021986827,80.07734941798881,74.16041420476216,80.0315712916316
12836,2018,231.0,231.0,2.0,1,2,75.74507100593893,77.61765352349573,70.74310191369234,76.4930952538765
12837,2018,239.0,270.0,2.0,1,2,74.02855975818242,74.29608991353132,66.92349262342543,79.24484549020643
12838,2018,230.0,251.0,4.0,1,2,73.86223443881613,74.63219897426747,72.13491707532071,77.82530100562772
12842,2018,272.0,245.0,2.0,2,1,73.64769471586882,70.29379610612767,68.20496343232628,70.94340489157518
12851,2018,328.0,277.0,4.0,1,2,76.84395020327881,79.25395654849294,70.9859326612651,84.01881317634587
12853,2018,284.0,256.0,4.0,1,2,75.14439068519835,77.54619797643856,75.55428709390759,84.06890970947552
12855,2018,270.0,244.0,3.0,1,2,78.1894643795674,78.24932984875242,62.76017215720149,76.49971714050204
12864,2018,337.0,299.0,5.0,1,3,78.30857949412821,78.74521437840814,82.0589428389048,82.04693212141609
12867,2018,262.0,261.0,4.0,1,3,80.15540041103077,76.76681420724165,67.7737825436002,75.2269681279855
12868,2018,311.0,278.0,3.0,1,2,89.53629623675891,89.6206238607271,76.44175884599287,90.2106335569009
12876,2018,261.0,268.0,4.0,1,3,83.78240876957979,86.89766771746837,80.39152982926983,82.71361948292794
12884,2018,327.0,289.0,5.0,1,3,76.73670116896167,79.80855345269802,80.6905818434142,79.23110427147131
12885,2018,314.0,269.0,4.0,1,2,71.65572177204078,69.04081048555395,67.37678211757743,73.41568032450542
12891,2018,260.0,252.0,3.0,1,2,76.95644631763135,77.52004241534583,70.18873546661503,77.26432845691619
12935,2018,240.0,226.0,3.0,1,2,70.42483078004983,72.77257125040254,63.92820081358821,72.7829361479199
12943,2018,289.0,255.0,3.0,1,2,74.00861081056236,78.41974796865084,70.07586745226014,79.71978671714943
12958,2018,329.0,273.0,4.0,1,2,77.29197804134844,81.2738064547553,70.52253894731892,78.25116606232068
12961,2018,206.0,211.0,2.0,1,1,72.85690847560541,77.74021548796343,67.01570302394948,80.30422957261754
12963,2018,317.0,289.0,4.0,1,2,79.05734439378772,75.70803223572746,74.76715099354045,74.98720792569557
12966,2018,334.0,278.0,5.0,1,3,77.66137342378009,81.43781506259971,72.34637709057213,85.35693507784102
12970,2018,278.0,252.0,4.0,1,2,72.88574377491527,70.33840551446036,73.3748308735299,72.38398916241141
12974,2018,268.0,275.0,4.0,1,3,75.48745859846655,83.46661555968704,66.93000293892574,74.16586468393335
12977,2018,286.0,281.0,4.0,1,2,81.32671589247806,80.98011280931334,78.67254455459862,81.23328188040783
12980,2018,326.0,272.0,3.0,1,1,77.45515725784361,77.5723424445547,72.86791313004987,81.83895828131963
13103,2018,269.0,246.0,3.0,1,2,70.1145339638096,83.05753999577476,73.34974772967936,81.41062507773754
13112,2018,293.0,255.0,4.0,1,2,72.39924871874601,76.12846933743005,70.81933003773126,79.63360421900089
13117,2018,362.0,307.0,5.0,1,3,78.13472616751099,80.55700881955481,82.04820945323523,80.74899476517503
13125,2018,349.0,297.0,5.0,1,3,72.23271044128575,77.24460033518096,71.6583616302532,74.31783726967062
13145,2018,221.0,225.0,2.0,1,1,70.67754817328415,70.16191325399251,63.54300887097543,74.11253895598952
13146,2018,233.0,219.0,2.0,1,2,77.01037881681603,80.80489806339531,74.74674591507642,81.82159320914043
13149,2018,327.0,278.0,4.0,1,3,76.66797950495842,81.50767795856608,65.5889158012145,80.44486544612825
13156,2018,218.0,216.0,2.0,1,2,71.37956896753195,73.7387804025568,71.56110295869948,73.40510699763796
13168,2018,206.0,200.0,1.0,1,1,73.1694359828828,73.02994378500541,58.85704866248618,77.79032555424143
13178,2018,240.0,252.0,2.0,1,2,82.45463775331821,75.47476237320721,73.78478446610085,83.123919655676
13185,2018,209.0,218.0,1.0,1,4,72.50082922702236,71.67354617919348,68.68567578188303,73.08562762276033
13188,2018,279.0,262.0,4.0,1,2,73.26789487986119,77.64510624194652,58.51722373345459,76.83557512123544
13190,2018,333.0,288.0,5.0,1,3,86.05683352821964,86.39971296681065,76.89345732925577,88.20075219714086
13202,2018,321.0,283.0,3.0,1,4,80.74659053546306,87.73708040776877,81.0840353236161,86.23076356970235
13205,2018,293.0,268.0,4.0,1,2,75.56131413177822,79.10913191243695,79.65987775222919,81.53814419642859
13220,2018,236.0,238.0,2.0,1,2,72.25900782465887,71.56006998345526,58.90535824406634,71.67281834838073
13300,2018,341.0,281.0,5.0,1,3,79.29341731895298,74.82721854399091,80.93849160857879,79.95303065031428
13305,2018,287.0,271.0,4.0,1,2,71.70746742270214,80.73704173911715,68.7549386706525,80.79560370857355
13313,2018,320.0,270.0,4.0,1,2,72.91670546200135,66.61044487258988,69.18494527773304,72.36618885642596
13314,2018,279.0,276.0,2.0,1,2,78.55099169854957,82.44448757535095,72.48390728279512,81.74177419010367
13319,2018,351.0,293.0,5.0,1,3,77.02458475626932,82.16042520559455,82.55331486132627,86.31214261803788
13324,2018,274.0,277.0,3.0,1,2,70.94907515342167,72.98498115393498,73.19709636211496,69.46918107759852
13330,2018,222.0,230.0,3.0,1,2,79.9225595968291,79.28671447859233,72.21866307605397,85.58822746797823
13332,2018,284.0,258.0,4.0,1,3,71.75843250237745,74.30915969752024,71.79718883276789,75.1338323235556
13333,2018,207.0,205.0,1.0,2,2,76.6667191526779,80.45860231859925,74.79640015167271,86.52551977142593
13341,2018,219.0,233.0,2.0,1,2,79.3682822930735,72.94536931663741,74.23550969398441,83.09802365095187
13344,2018,254.0,259.0,2.0,1,2,73.95533256229035,79.16614903642868,74.41808594957891,81.35738997727185
13352,2018,247.0,237.0,1.0,1,1,72.69816828773331,72.28838202878262,70.63366540721061,75.47845321841102
13356,2018,293.0,265.0,4.0,1,2,79.86588023441684,80.81422558584599,73.50139810589887,78.28228634232894
13360,2018,303.0,269.0,4.0,1,2,73.60775845808267,79.89318300980341,71.7359202967869,77.23516184670223
13361,2018,286.0,276.0,3.0,1,2,71.77683044048565,74.97520740329693,69.16752353414127,73.30373438204592
13370,2018,321.0,271.0,4.0,1,3,77.04737047222105,81.32967447301954,71.64093919757609,80.07302476536152
13372,2018,303.0,280.0,4.0,1,2,78.41991798363115,80.5744812906506,76.02756770263196,80.1449742096442
13373,2018,307.0,251.0,3.0,1,2,77.33432622480585,76.97598727731632,74.44691895655498,78.41473007910005
13383,2018,236.0,261.0,1.0,1,2,76.48862482075805,76.81996299130134,66.83819757405846,77.51145426617042
13384,2018,274.0,258.0,2.0,1,2,74.12371338872725,76.07375052618856,73.30213776565814,77.49881199585894
13387,2018,249.0,249.0,2.0,1,1,77.32275466555825,81.8747123711199,70.74809280864807,80.39325067695016
13388,2018,315.0,281.0,4.0,1,2,69.7188927302556,71.10750856665588,70.18307648094644,69.47731630048489
13394,2018,203.0,222.0,1.0,1,2,80.53762604648865,81.96742330188367,78.85167550668962,86.64818335352302
13416,2018,243.0,251.0,4.0,1,2,71.04803349359146,72.32807930614736,71.91208056003184,79.32837825544641
13417,2018,289.0,259.0,2.0,1,2,81.80343392546362,89.42002980070258,74.50886369585001,83.86459673298863
13420,2018,231.0,246.0,1.0,1,2,76.60236444381006,82.29905738780512,75.89285032734335,85.28006809161319
13426,2018,261.0,248.0,3.0,1,2,75.7615628326724,72.38687392069535,65.8794698689795,75.00437756933331
13427,2018,253.0,255.0,2.0,2,2,75.62156968341907,78.95724674881916,77.44726714169671,78.03257713185637
13434,2018,315.0,278.0,5.0,1,3,74.23710515480091,75.93170947659463,73.54664839601772,74.49923535013406
13437,2018,263.0,227.0,4.0,1,3,81.39939692652624,93.55851542245676,74.35662936692079,83.5663944531901
13439,2018,294.0,280.0,3.0,1,2,75.57281104331341,80.28816527232766,78.21293385179638,81.79329759146421
13442,2018,269.0,258.0,3.0,1,2,72.93279453090243,70.46507516547086,68.68029654805628,71.49930739028612
13445,2018,224.0,222.0,3.0,1,2,71.65004034417957,75.97633207147337,65.30990506022184,80.40663388444189
13446,2018,282.0,241.0,3.0,1,2,73.18333137624029,72.09487962943957,73.48107583197462,76.26754790122774
13450,2018,344.0,284.0,4.0,1,3,74.58981973440704,76.01343151331004,72.31782629722507,75.42728262097003
13461,2018,252.0,238.0,1.0,1,4,78.66078274897181,79.13035857794483,76.93859580731221,82.02799056495566
13462,2018,226.0,229.0,1.0,1,1,72.23028287070018,70.93273838149454,65.371842709566,72.03190448912122
13475,2018,218.0,206.0,1.0,1,2,71.12746820177702,70.74030439890068,65.4766371729758,71.6442098139368
13486,2018,274.0,259.0,2.0,1,2,75.37427001833754,75.03081279678089,69.06995451742098,75.89370407565696
13489,2018,282.0,269.0,3.0,1,2,71.05947218605183,70.4458362920965,69.49111047809858,71.12711250260129
13491,2018,257.0,249.0,3.0,1,2,74.42319901310766,68.90070414057975,64.87694599088954,73.90561949641713
13503,2018,253.0,248.0,3.0,1,2,74.16995651840014,77.50692640352726,71.10621909670735,74.21892576890048
13504,2018,252.0,248.0,2.0,1,2,76.37577086847675,73.36192118476569,72.37529858196356,75.8927219660183
13513,2018,236.0,235.0,2.0,1,2,73.14612976767937,77.34986558271173,71.12120234705549,81.47798133053571
13527,2018,281.0,256.0,5.0,1,3,76.90446037571435,84.5963556745397,73.90497607356647,79.27443775969036
13535,2018,285.0,246.0,3.0,1,2,75.44249717678028,75.38858291162808,70.04125905804644,73.7832066580699
13542,2018,350.0,292.0,2.0,1,2,76.74563359810581,89.31721287306245,82.59257725055484,82.91234019009269
13545,2018,193.0,225.0,1.0,1,2,77.22135007018883,73.32974871104376,78.12803398273809,77.71017693363027
13551,2018,210.0,239.0,1.0,1,2,77.33069752457828,75.89249814323937,70.85672888864448,76.89225970553187
13553,2018,216.0,213.0,2.0,1,2,68.45455163561559,75.29948781961726,60.07517274665761,70.30627315385993
13558,2018,290.0,247.0,2.0,1,4,77.67208242114108,80.48721864732565,71.23551149553778,81.60655339170553
13561,2018,241.0,250.0,2.0,1,4,73.67554010081972,75.49546295049144,70.42643485273503,76.45449711097885
13565,2018,260.0,260.0,3.0,1,2,77.02570292418946,80.0762617348717,74.49973688272175,83.51600801139631
13573,2018,264.0,260.0,3.0,1,2,73.56978005161776,78.58233371333405,71.98855118319759,80.53625306976971
13574,2018,257.0,261.0,4.0,1,3,74.65899651702354,80.85568572456671,67.38022817711625,83.18097505015851
13576,2018,211.0,232.0,1.0,1,1,74.54674755895272,75.46378302992476,67.87768708043542,80.27274772046378
13582,2018,221.0,222.0,2.0,1,2,74.70485234466595,76.937099004025,68.2282613618264,77.48988068119519
13586,2018,278.0,264.0,2.0,1,2,81.17165765220427,82.26299867612012,71.03951055481792,86.81254045309869
13590,2018,212.0,233.0,1.0,1,1,79.67077526166172,83.02935572729206,77.54247106534007,84.19922534343956
13604,2018,267.0,258.0,3.0,1,2,77.9618591073742,81.03139812372436,74.61785306472049,80.7819512676799
13606,2018,248.0,236.0,2.0,1,2,74.35284525812983,72.5150716552888,67.90563539472784,76.24753697631296
13610,2018,230.0,247.0,2.0,2,2,83.6107982907944,91.89391884959302,75.98028283541255,87.72458409846693
13621,2018,324.0,251.0,2.0,1,2,77.92969067903053,78.9389506547797,77.95288908777368,81.309536125266
13626,2018,224.0,232.0,2.0,1,2,74.19728864986222,65.06581122611802,62.50166422948601,69.8143650833085
13627,2018,246.0,224.0,2.0,1,2,81.32523887396432,80.9859291215085,81.86737125592597,84.43299288730411
13633,2018,277.0,251.0,3.0,1,2,74.13614618235023,73.63363240180482,64.5177644786295,74.79357099060886
14202,2018,250.0,258.0,1.0,1,1,88.30920153509358,94.33999282532474,90.88017064002584,95.58336547960003
14206,2018,198.0,224.0,1.0,1,1,72.2004574618881,70.67764552182915,67.56749840539077,76.34621159948968
14210,2018,243.0,235.0,2.0,1,2,77.98146489449711,77.21571386184125,67.99768908155998,77.99717087963775
14211,2018,265.0,256.0,3.0,1,2,72.0520630788517,73.9697145488326,70.24149748937647,77.64820048393703
14215,2018,205.0,198.0,1.0,1,2,74.30948939350124,74.20904019892431,63.505816229389,80.21640268829768
14217,2018,327.0,279.0,5.0,1,3,76.10395801174022,78.35882136604071,79.0780892214107,83.78367040889155
14232,2018,224.0,226.0,2.0,1,2,76.01719254144355,78.95188849924237,72.79711635414789,82.24017618906284
14233,2018,271.0,250.0,3.0,1,2,80.47624706301734,78.5938461479485,73.31249422854714,79.77636398297531
14237,2018,251.0,236.0,2.0,1,2,70.21120435235008,75.15658201789235,66.52058756516884,72.32204204483698
14249,2018,339.0,299.0,5.0,1,3,80.17758086608886,87.08480765208884,81.67629916431743,82.94475828040511
14260,2018,274.0,253.0,4.0,1,3,68.33052510536048,77.60104362502412,71.05308058340383,78.73840952658709
14265,2018,281.0,266.0,3.0,1,2,80.07436465726678,84.3772991155281,73.66521611209947,77.79718920809248
14270,2018,259.0,271.0,3.0,1,2,70.4694748924305,73.0775389351136,73.06719934140176,72.96939489664777
14280,2018,335.0,287.0,5.0,1,2,77.13995376857895,80.93126003274325,80.99304766280682,86.83698012417824
14284,2018,272.0,260.0,2.0,1,2,75.59874662634876,81.76975535957041,73.56775026390062,78.58283815295916
14288,2018,273.0,273.0,3.0,1,2,70.87236303386763,71.77092608745997,66.53945213857098,72.29172861674326
14299,2018,240.0,251.0,3.0,1,2,74.26838079611647,82.28043671355216,73.67623967355249,79.79167889715947
14313,2018,289.0,262.0,3.0,1,2,77.61257975021404,78.91662821711688,71.55354043131499,78.4338390203873
14314,2018,301.0,233.0,3.0,1,2,71.00211217790928,82.51214388286435,76.82510759607229,76.954680549501
14315,2018,267.0,249.0,3.0,1,2,72.86823775011426,76.03593829650407,67.84748006986972,79.20655712513475
14316,2018,254.0,259.0,4.0,1,2,71.86695892740741,74.67727872937735,70.89457598692589,75.01940951977522
14324,2018,223.0,233.0,5.0,1,3,69.71674399122733,75.01314304778307,73.600726239548,71.42324398220248
14332,2018,325.0,285.0,4.0,1,2,66.1942454325402,76.04136049400057,72.88562335054822,72.76798425213123
14334,2018,335.0,277.0,5.0,1,3,71.74440526283679,71.88641043963962,67.61082122325804,72.14419612388802
14348,2018,292.0,280.0,3.0,1,2,73.0900976999794,76.3102283441763,68.57235202881239,73.07433146602304
14359,2018,299.0,263.0,4.0,1,2,72.92429139112085,76.61810304436402,76.40961985227695,78.82086776404199
14363,2018,290.0,237.0,4.0,1,2,74.18772421340003,75.8405142615872,72.98405309175357,74.92059503313556
14365,2018,238.0,228.0,3.0,1,2,67.71161191497352,76.81486488789122,68.7837982257768,74.4973142152613
14373,2018,223.0,237.0,2.0,1,2,70.31987030880447,67.99786578357741,62.99436731305542,67.441053154124
14375,2018,230.0,227.0,3.0,1,2,71.35460070322823,72.8724313010506,66.55767336674401,75.54439581147857
14379,2018,335.0,300.0,5.0,1,3,73.86212421870287,74.90810175570132,69.98745985558436,67.96950037185297
14380,2018,305.0,269.0,4.0,1,3,73.04564351507547,77.89014693740663,76.31709402417088,88.59020815888756
14381,2018,342.0,297.0,4.0,1,2,77.16970063337048,77.2422051046677,72.74544505984002,76.72423267082713
14387,2018,231.0,242.0,2.0,1,2,80.93244888375241,74.97065065055993,68.09102462741144,80.63574320984895
14397,2018,216.0,217.0,1.0,1,2,75.6516615953128,77.02770468669256,65.48958273697619,73.61313305621015
14400,2018,221.0,227.0,2.0,1,1,72.54852583497258,68.52637132561338,69.98566276216043,75.90744966725343
14413,2018,259.0,238.0,3.0,1,2,71.60524448900853,73.60117161437907,63.77359432881224,73.90230495481138
14416,2018,299.0,273.0,3.0,1,2,72.97352504829617,76.75410129161124,67.44937001025758,76.74433118656806
14418,2018,202.0,224.0,2.0,1,2,77.2431811250263,75.0535591907161,74.38216156434422,88.87819269013964
14420,2018,267.0,266.0,3.0,1,2,69.75258239603694,73.18389774588047,73.05564816571126,74.32064639624427
14428,2018,192.0,178.0,4.0,1,3,58.20622474662189,51.06494728617802,44.40059832898356,43.7301154902858
14466,2018,346.0,273.0,5.0,1,3,79.72714705643719,82.02223928426837,82.16977080378436,83.51056997631723
14470,2018,219.0,228.0,2.0,1,1,75.90761376227152,70.95509435009524,62.8310828344072,74.36571403736482
14476,2018,310.0,261.0,5.0,1,3,72.93051711176663,70.68113072838,73.69370560788568,74.12193262433341
14487,2018,248.0,250.0,2.0,1,2,75.38234781080367,73.95426865008687,74.07577042796711,75.44705106115293
14490,2018,269.0,255.0,2.0,1,2,78.55221098154294,76.28158811422354,74.27880085148755,79.88789294682786
14494,2018,306.0,273.0,3.0,1,2,74.00957133161914,84.10444354023488,68.59160341257382,81.74517201741563
14498,2018,343.0,289.0,5.0,1,3,82.58605883201258,83.2615598322475,76.44249963086519,81.65916233469987
14502,2018,319.0,264.0,5.0,1,3,75.94013333974709,78.67400765771599,77.64828553915135,79.33938097658948
14504,2018,245.0,235.0,2.0,1,2,69.6748137697294,74.48235055447329,69.17393573819724,73.37238257397739
14506,2018,314.0,271.0,4.0,1,2,75.32524695531536,76.9639357776991,73.17884374787772,80.57064071208659
14508,2018,332.0,266.0,5.0,1,3,67.87439965593195,70.4231580347398,52.61741963384112,61.6321506487107
14510,2018,313.0,275.0,4.0,1,2,70.69327982680252,71.19934050514095,63.69540951583711,73.06106219120787
14511,2018,266.0,269.0,2.0,1,2,77.12503891697118,74.92378889725337,67.07879165880095,69.82429358929296
14514,2018,275.0,265.0,3.0,1,2,74.11627878760659,77.78991113350344,73.22902537835787,79.0477082271189
14523,2018,314.0,275.0,3.0,1,2,76.03032559573366,75.02010520623608,72.32519784486956,78.08531157141249
14526,2018,305.0,269.0,3.0,1,2,78.14680295156838,77.03841503007499,70.68867308097641,78.56467664863207
14527,2018,245.0,235.0,3.0,1,2,70.1391407764751,70.99080286553462,68.79048539858218,72.21486637356115
14534,2018,236.0,230.0,3.0,1,2,76.64245924335148,74.4253077462251,66.79212587444387,79.56915258221537
14538,2018,308.0,278.0,4.0,1,2,77.36983725197143,77.27264029877824,72.90337192689866,82.18344911583601
14541,2018,319.0,260.0,3.0,1,2,79.11453099958031,80.8619218495851,75.6193313595174,87.45177924685372
14552,2018,245.0,259.0,3.0,1,2,76.79475100761223,75.83786594667491,70.12287632393871,79.39531362121623
14565,2018,266.0,258.0,3.0,1,2,78.5944306534152,78.45397840125523,72.52774044730307,80.51633064293812
14568,2018,259.0,266.0,3.0,1,2,73.9425530462206,74.90433351531297,67.13168097026579,75.82150792319564
14580,2018,271.0,253.0,3.0,1,2,67.96582502018256,72.00195277008352,65.6599411428445,72.6250465741744
14594,2018,301.0,272.0,4.0,1,2,73.29490132004891,74.70920598408546,72.64906168213444,75.44216783440035
14599,2018,270.0,236.0,4.0,1,2,75.37484046082004,71.34616092092989,64.11225369078142,75.28844218835297
14605,2018,320.0,274.0,2.0,1,2,77.14159755372667,84.47719094791883,82.55306335801957,84.67406271441922
14606,2018,255.0,240.0,2.0,1,2,76.68352702652679,74.81008403630031,61.89096916379442,75.84603337457962
14608,2018,262.0,249.0,2.0,1,2,74.58414544102936,72.53318716344972,67.37549408987167,72.42090249276198
14614,2018,308.0,288.0,4.0,1,2,74.22886933193332,78.05036091197223,71.310607095173,78.94018169434757
14622,2018,274.0,264.0,3.0,1,2,82.38314353432435,84.55984128119678,81.29839202799769,83.67764517474843
14626,2018,199.0,219.0,2.0,1,2,68.05111541557501,66.74639671812437,57.07843056637218,67.72068642120244
14629,2018,277.0,251.0,3.0,1,2,73.02288613136419,71.70191167562747,66.46931147315816,73.68183110362624
14641,2018,283.0,272.0,2.0,1,2,72.69560839854528,74.33733415858359,59.93872160916313,68.6133721176732
14642,2018,243.0,248.0,3.0,1,2,78.59824729080684,86.43336819911259,78.6392925570003,85.63204669957494
14643,2018,227.0,226.0,2.0,1,2,66.66164494671149,68.19437251851596,63.55132231415127,67.82684434384278
14657,2018,233.0,195.0,5.0,1,3,70.37286580254437,81.01294045159,60.93374585673197,72.33630572730767
14659,2018,214.0,219.0,3.0,1,2,72.78115663572814,73.55374392800348,62.27303495608263,78.5946957506895
14670,2018,288.0,258.0,4.0,1,2,72.94858115600388,70.09015553953537,67.49160891867982,72.5989476166946
14671,2018,281.0,247.0,2.0,1,2,73.58657476664864,71.28893956348074,70.90541020537809,74.20565198067236
14673,2018,295.0,250.0,3.0,1,2,75.12563351856252,70.36820337555943,67.18593797886591,70.95045281341709
14674,2018,275.0,250.0,3.0,1,2,77.19499458181764,78.2601365936242,76.26540554781306,79.10111170128546
14675,2018,232.0,237.0,2.0,1,2,73.98966472956182,74.34988846546018,72.78933869304191,69.3865799806515
14677,2018,245.0,253.0,2.0,1,2,67.19791840896312,70.44963177313399,60.91436811525094,68.74262487014613
14687,2018,275.0,244.0,3.0,1,2,76.3615462187072,71.91971706923077,70.43091315904492,78.19540796272138
14697,2018,285.0,285.0,2.0,1,1,73.17140862242537,75.52744354619767,74.48229657656113,74.60358484231261
14699,2018,277.0,273.0,3.0,1,2,74.73440933258891,82.54193106569964,77.62432782967866,82.43235364301349
14703,2018,289.0,257.0,3.0,1,2,76.35537661864393,78.35496985120058,77.2267583172861,76.729249902398
14707,2018,267.0,259.0,4.0,1,3,78.87979626027813,77.07489633084171,72.60288909869624,79.03213920112137
