rbd,agno,prom_mate2m_rbd,prom_lect2m_rbd,cod_grupo,cod_rural_rbd,cod_depe2,ind_am,ind_cc,ind_hv,ind_pf
10058,2017,230.0,227.0,Medio,Urbano,Particular subvencionado,77.17006748678148,71.23067566318134,63.186315621501926,75.17710897292996
10069,2017,309.0,274.0,Medio,Urbano,Particular subvencionado,75.45378926518394,75.81570238411217,74.82126214528913,75.87879394929823
10073,2017,274.0,227.0,Medio bajo,Urbano,Particular subvencionado,75.23158278954703,77.87307970510793,69.94544997072518,81.81848350722757
10075,2017,191.0,205.0,Bajo,Urbano,Municipal,70.4085708321045,70.46811712822687,61.72574226068765,71.79588884402675
10076,2017,193.0,230.0,Medio bajo,Urbano,Municipal,71.25959851898939,68.2740386281314,67.83071084102163,71.7249890707755
10077,2017,201.0,209.0,Bajo,Urbano,Municipal,75.8608086707997,70.12584913417251,65.85221610121047,76.36990754161458
10091,2017,201.0,203.0,Bajo,Urbano,Municipal,73.48219293669165,68.79988242671915,64.14929733076902,73.08684347822165
10106,2017,233.0,221.0,Medio bajo,Urbano,Municipal,70.88797542271296,69.73842585147136,71.78091502348393,75.08608989457177
10126,2017,177.0,182.0,Bajo,Urbano,Municipal,74.38393841392895,66.10563849907747,55.17769331316636,69.39074253583057
10130,2017,244.0,267.0,Bajo,Rural,Municipal,72.83901021522955,79.14564079697384,74.17665958183494,82.44643631304143
10140,2017,299.0,264.0,Medio,Urbano,Particular subvencionado,77.36033997952278,73.20784632565582,66.74811958466866,73.01292337807422
10158,2017,279.0,262.0,Medio bajo,Urbano,Particular subvencionado,80.58180330591202,78.2892002327831,74.54334050056606,81.58285990147004
10162,2017,277.0,263.0,Medio bajo,Urbano,Particular subvencionado,82.59750552785438,77.75644137779226,75.87972571744523,84.5201785386459
10164,2017,269.0,271.0,Medio bajo,Urbano,Particular subvencionado,76.69339913615926,80.46348287490136,79.2610103409947,85.5431950027781
10187,2017,315.0,284.0,Medio,Urbano,Particular subvencionado,72.94115903192156,80.37085323750449,72.25060123270599,78.42915727915354
10193,2017,314.0,304.0,Medio bajo,Urbano,Particular subvencionado,83.40215504206412,87.43606420855838,80.55790466062155,87.36171068449153
10196,2017,262.0,248.0,Medio bajo,Urbano,Particular subvencionado,72.6281189823288,78.17973728211814,70.28391367079276,80.48194726458969
10199,2017,231.0,246.0,Medio bajo,Urbano,Municipal,72.20768600306607,68.04580864622427,62.06443782777654,77.74532828070586
10220,2017,307.0,268.0,Medio,Urbano,Particular subvencionado,76.78851461371386,73.54019618860325,68.98901913532494,76.16798862879568
10223,2017,245.0,251.0,Medio bajo,Urbano,Particular subvencionado,76.8073338241955,73.2891752510431,69.20228703093238,76.86028935021858
10224,2017,317.0,304.0,Medio,Urbano,Particular subvencionado,72.47406714471228,77.50971219346638,64.6505474104915,78.73723048686307
10232,2017,289.0,272.0,Medio,Urbano,Particular subvencionado,78.4722769355781,78.41482252602927,72.68105453110633,81.48057533715493
10240,2017,222.0,235.0,Medio bajo,Urbano,Municipal,74.71254130817098,66.72133024226065,66.15847960690219,73.77607015314177
10246,2017,293.0,267.0,Medio,Urbano,Particular subvencionado,72.8964178601714,74.19534925158617,73.28984495408938,77.02943947621144
10248,2017,223.0,244.0,Medio bajo,Urbano,Particular subvencionado,73.62499654832689,72.78961977995657,61.86056764984569,73.72600791991007
10250,2017,206.0,224.0,Bajo,Urbano,Municipal,78.82934897672806,66.11290752543555,66.677596592149,74.86565587317946
10251,2017,198.0,209.0,Bajo,Urbano,Municipal,73.4889834889984,69.49640891633405,73.99667257807714,74.48528291714373
10252,2017,194.0,200.0,Medio bajo,Urbano,Municipal,71.74614372345243,69.60417286376044,62.9419325569589,74.83183718319097
10253,2017,253.0,214.0,Medio bajo,Urbano,Municipal,68.72547899979536,69.40828062873062,63.70556418037977,68.44545970222867
10254,2017,194.0,208.0,Bajo,Urbano,Municipal,76.58089042751678,71.99867480019986,64.85349651855957,74.34226151172452
10255,2017,198.0,201.0,Medio bajo,Urbano,Municipal,74.56782308547801,69.49593323474268,62.53965341618687,74.62496579328354
10259,2017,221.0,224.0,Medio bajo,Urbano,Municipal,78.53405100702226,72.84567702149319,68.98035439488942,78.89200474710752
10269,2017,236.0,229.0,Medio bajo,Urbano,Municipal,77.60154159214606,76.45325851009343,72.29866959903781,86.96911171012869
10313,2017,288.0,277.0,Medio bajo,Urbano,Particular subvencionado,77.28084708234277,77.23248312992733,67.76571523114151,79.74181099441392
10315,2017,243.0,241.0,Medio,Urbano,Particular subvencionado,75.06170261572764,77.57801581244405,74.18969257568436,86.90487207447946
10320,2017,240.0,247.0,Medio bajo,Urbano,Particular subvencionado,72.15278924980963,72.0267938316871,68.08458207663362,75.76392743224731
10329,2017,235.0,245.0,Medio bajo,Urbano,Particular subvencionado,74.26981239206792,71.02799346615933,67.91516913408397,70.5806830205052
10337,2017,260.0,255.0,Medio,Urbano,Particular subvencionado,72.7935772468611,77.72347515797075,75.01325313382596,76.60633827125746
10344,2017,281.0,276.0,Medio,Urbano,Particular subvencionado,74.4935984394956,77.17297062540307,70.22097716210692,74.19222694418814
10350,2017,287.0,270.0,Medio,Urbano,Particular subvencionado,72.93630178784984,76.38370463680766,70.99451635456867,75.17195807859191
10352,2017,297.0,307.0,Medio bajo,Urbano,Particular subvencionado,78.43375576622851,84.87116578955232,75.38847083503173,86.68899244077052
10377,2017,242.0,241.0,Medio,Urbano,Particular subvencionado,69.74072385476074,72.7084323311942,63.70024912681977,66.60769127273744
10385,2017,245.0,228.0,Medio bajo,Urbano,Particular subvencionado,74.59868574593663,72.52071015544615,74.22609674359751,79.50179590964129
10396,2017,283.0,254.0,Medio bajo,Urbano,Particular subvencionado,79.80204324176344,77.77922868933223,75.26685450871582,81.83261802523553
10397,2017,217.0,228.0,Medio bajo,Urbano,Particular subvencionado,76.49424048956456,68.685461320167,68.35220432240492,74.92056562315999
10399,2017,219.0,215.0,Bajo,Urbano,Municipal,74.57439662407154,73.40827101476428,67.74909318234246,77.36948139298677
10405,2017,203.0,224.0,Bajo,Urbano,Municipal,78.58412142472852,78.43005592798049,71.25318847388886,83.5293839393942
10408,2017,216.0,207.0,Bajo,Rural,Municipal,69.7696312375123,67.95555573485296,60.62636567684396,68.38568544345509
10419,2017,203.0,213.0,Bajo,Urbano,Municipal,75.46529400251733,73.97984918744763,65.71947001814037,77.72586361798429
10432,2017,220.0,235.0,Bajo,Urbano,Municipal,74.43222294397793,63.24806333695795,62.94836768871218,65.42208631824569
10433,2017,217.0,225.0,Medio bajo,Rural,Municipal,74.79529656389192,73.79460351682276,69.93744948143099,74.13345746047436
10450,2017,247.0,236.0,Medio bajo,Urbano,Municipal,69.2543413971177,70.6072176202084,67.51565910033477,72.94357490779201
10452,2017,235.0,222.0,Medio bajo,Urbano,Municipal,72.02536037710496,70.2190385436849,64.02650363922885,72.66638969580067
10453,2017,218.0,220.0,Bajo,Urbano,Municipal,72.84799984836556,65.26857940404575,57.49389139174242,69.33153212668624
10455,2017,252.0,264.0,Bajo,Urbano,Municipal,75.80914810037777,66.5468295588232,70.6184748743398,75.07844137211447
10456,2017,210.0,233.0,Bajo,Urbano,Municipal,73.13938268437295,72.80525429749093,65.77836262516227,77.11847748155614
10457,2017,215.0,226.0,Medio bajo,Urbano,Municipal,74.57318743060635,69.05924651638391,63.479418637406255,73.5163941485517
10470,2017,223.0,235.0,Medio bajo,Urbano,Municipal,77.16123405364827,71.91069964829661,64.51839757570184,76.81588086258512
10479,2017,301.0,281.0,Medio,Urbano,Particular subvencionado,76.84843853908556,79.97511710061829,69.77335300669877,81.76084595182272
10482,2017,226.0,216.0,Medio bajo,Urbano,Particular subvencionado,73.50871230771654,68.90476973162399,59.640551436109256,68.67188960599815
10484,2017,287.0,286.0,Medio,Urbano,Particular subvencionado,72.48902446921673,70.74412131833661,68.28774357078267,68.16808364998295
10487,2017,287.0,257.0,Medio,Urbano,Particular subvencionado,69.34785014386337,76.62876666706724,76.92479166249454,77.27623606049791
10489,2017,282.0,280.0,Medio,Urbano,Particular subvencionado,73.14578607404783,70.25398043717036,67.10232439336593,73.42989318153215
10492,2017,272.0,274.0,Medio,Urbano,Particular subvencionado,75.33756967506979,80.08051776452761,68.20977101832057,76.63863623520645
10493,2017,248.0,239.0,Medio,Urbano,Particular subvencionado,70.06759044043194,71.49219882656321,64.52952692886032,71.11703539329628
10496,2017,269.0,248.0,Medio bajo,Rural,Particular subvencionado,74.27018026998674,74.10313062287226,66.75289014156107,78.77964938363186
10500,2017,270.0,260.0,Medio bajo,Urbano,Particular subvencionado,79.48759465025003,75.3368416182596,74.40557506424526,80.44046533426072
10501,2017,233.0,245.0,Medio bajo,Urbano,Particular subvencionado,70.00119045105816,69.7186802507877,65.41846427528786,68.41677684958817
10503,2017,303.0,280.0,Medio,Urbano,Particular subvencionado,75.47886707523203,79.44924034996292,71.8619042953294,78.65600806583511
10505,2017,272.0,259.0,Medio,Urbano,Particular subvencionado,74.00249077180285,77.04171443271028,68.77820742889382,75.25707263176197
10506,2017,300.0,272.0,Medio bajo,Urbano,Particular subvencionado,72.0846267958159,71.18077919794648,67.34410056176385,72.28109622595659
10507,2017,258.0,248.0,Medio bajo,Rural,Particular subvencionado,77.65072784142232,74.02921723694507,70.41141151574206,78.7394627613259
10512,2017,311.0,265.0,Alto,Urbano,Particular pagado,69.74716829701069,71.57153378327453,66.46669547385835,68.0518017329282
10513,2017,252.0,229.0,Medio,Urbano,Particular subvencionado,75.67302275257778,76.98530973781024,59.81906634150638,70.71132803740298
10515,2017,241.0,260.0,Medio bajo,Urbano,Particular subvencionado,74.94561396515023,70.61447863604546,61.30232202726937,69.41612190682744
10516,2017,213.0,235.0,Bajo,Rural,Municipal,71.42033059888426,70.63533004941628,67.5637790968357,77.65026217028942
10520,2017,236.0,231.0,Medio bajo,Rural,Municipal,78.46077184812421,72.53819379357903,72.69773121351321,80.7598296139943
10526,2017,218.0,236.0,Medio bajo,Urbano,Municipal,73.60654195468823,72.25008058426931,68.40751286228834,73.05740712872152
10540,2017,255.0,253.0,Medio,Urbano,Particular subvencionado,73.07404591701838,74.04237834606691,70.91081062320075,81.2083961655024
10541,2017,232.0,238.0,Bajo,Urbano,Particular subvencionado,73.32604539112222,73.57798867896611,59.602701909310284,74.92520903903682
10543,2017,219.0,222.0,Bajo,Urbano,Municipal,73.70213660147816,69.77774876119751,66.30012657135252,73.38034752289317
10544,2017,198.0,208.0,Medio bajo,Urbano,Municipal,69.66502069021992,68.25747585128664,66.90775930380056,68.70561649646329
10545,2017,198.0,202.0,Bajo,Urbano,Municipal,72.02702606284747,69.08239382504505,68.69708149896779,74.25590622955666
10551,2017,230.0,214.0,Medio bajo,Urbano,Municipal,70.93014279337561,65.7316385196831,72.5865772321162,72.42997441318019
10573,2017,191.0,210.0,Bajo,Urbano,Municipal,67.96885718282691,67.76375839691568,64.85142052450004,67.53725935589704
10588,2017,209.0,235.0,Medio bajo,Rural,Municipal,77.72845610433505,74.3210169030009,75.94617212625853,82.48107319179196
10592,2017,200.0,192.0,Medio bajo,Rural,Municipal,64.00000002010373,60.31204427779055,58.42986897318821,60.67890066759787
10594,2017,263.0,245.0,Medio,Urbano,Particular subvencionado,72.52969614465903,73.20911878096828,61.45870177234471,67.64260767756515
10600,2017,284.0,274.0,Medio,Urbano,Particular subvencionado,74.24129688846482,76.42145417234099,72.70046444619516,76.69474227344288
10604,2017,240.0,248.0,Medio bajo,Urbano,Particular subvencionado,73.8203716742883,73.76858963815044,71.21741682231257,76.79785499605218
10606,2017,263.0,281.0,Medio,Urbano,Particular subvencionado,75.30448614521406,77.64949525732287,73.54658211880772,78.12148672660159
10607,2017,241.0,227.0,Bajo,Urbano,Particular subvencionado,69.35209507048181,66.53320917390273,66.35994539220717,71.46086305083311
10608,2017,314.0,273.0,Medio,Urbano,Particular subvencionado,75.33372360263468,79.06156080570086,65.87382307865839,77.90274617249155
10610,2017,296.0,267.0,Medio,Urbano,Particular subvencionado,74.23772613649447,77.49741977206824,62.467677076698266,80.5251087585577
10611,2017,334.0,286.0,Medio alto,Urbano,Particular subvencionado,75.31974159489374,81.85373324048322,72.0823872216251,76.28469264565545
10615,2017,350.0,300.0,Medio alto,Urbano,Particular pagado,76.69638167446644,81.06488366125372,68.09303247659469,74.03791568565568
10618,2017,285.0,269.0,Medio,Urbano,Particular subvencionado,74.19823379557589,75.41333690453264,69.42979533734426,77.57248970320137
10626,2017,257.0,256.0,Medio bajo,Urbano,Particular subvencionado,77.51276795551959,74.26770216415485,70.13453187983194,77.19989604638354
10628,2017,230.0,239.0,Medio bajo,Urbano,Particular subvencionado,71.02599723785296,75.09369122096018,71.00409071018453,73.35988800104761
10635,2017,311.0,275.0,Alto,Urbano,Particular pagado,76.73013683927017,80.96137478861587,80.37020764798156,82.93068055612
10638,2017,214.0,227.0,Medio bajo,Urbano,Municipal,72.0218287817821,68.74456102578925,65.86848304891285,71.22941671010712
10641,2017,195.0,210.0,Bajo,Urbano,Municipal,71.08424970604194,63.85396332554704,66.71513969049325,67.82773210143712
10642,2017,209.0,200.0,Bajo,Rural,Municipal,75.00401601596953,71.18945015072872,69.39145328974251,79.72387123151535
10645,2017,209.0,228.0,Medio bajo,Urbano,Municipal,73.15368951357566,66.86887839577237,64.74038022818884,69.06414163516925
10658,2017,267.0,244.0,Medio,Urbano,Particular subvencionado,76.78248559497683,80.81963710329151,77.07231418930417,81.59167646595517
10662,2017,320.0,310.0,Medio,Urbano,Particular subvencionado,75.93688512984308,79.84301918092734,74.35211199212486,76.3217255801509
10663,2017,212.0,217.0,Bajo,Urbano,Municipal,77.22544586112902,73.44130476136435,72.76693276013317,80.30722678313079
10666,2017,214.0,236.0,Bajo,Urbano,Municipal,74.17843104472168,68.99437626419491,66.87970002163367,74.38034495478924
10667,2017,228.0,237.0,Bajo,Rural,Municipal,68.99298599510892,71.57552877001817,71.88966321761052,74.4662807577944
10669,2017,226.0,232.0,Bajo,Rural,Municipal,73.11952722662518,71.0635725636294,68.57580274193663,76.16819254024213
10683,2017,199.0,179.0,Bajo,Urbano,Particular subvencionado,73.65823008807799,73.59175904653729,62.239006304990546,73.99408448668316
10685,2017,342.0,288.0,Medio,Urbano,Particular subvencionado,76.35215826712913,77.59444519184042,63.545395641166934,74.70885247295334
10686,2017,212.0,221.0,Bajo,Rural,Municipal,72.87587679250939,73.93367700530774,72.71291094298795,76.47511278370612
10696,2017,244.0,250.0,Medio bajo,Urbano,Municipal,71.78549302429592,73.5826789756523,67.98594524338843,75.76810968460634
10697,2017,222.0,219.0,Bajo,Urbano,Municipal,71.29471246699039,70.5362195461232,70.24843218141484,75.30487390221369
10710,2017,292.0,286.0,Medio,Urbano,Particular subvencionado,80.84490757447873,82.51338560901851,74.30583962757115,84.83747279383947
10711,2017,250.0,232.0,Medio bajo,Urbano,Particular subvencionado,70.98538064670832,75.95468016985947,63.31323424389334,75.4638685602918
10713,2017,296.0,282.0,Medio,Urbano,Particular subvencionado,74.6734622284129,76.66888483363819,74.95200519564511,78.40329421194281
10715,2017,259.0,246.0,Medio,Urbano,Particular subvencionado,75.786046749241,73.9860509021612,69.89324717164067,70.29926180577041
10717,2017,198.0,221.0,Bajo,Urbano,Particular subvencionado,71.95088054011265,68.59256869672176,62.67678249576478,72.54184749311882
10719,2017,280.0,230.0,Alto,Urbano,Particular pagado,66.90136534740093,67.93602446884982,65.75781080995765,68.0056086880858
10721,2017,255.0,243.0,Medio bajo,Urbano,Particular subvencionado,73.87093169965786,75.7693544951434,62.500857098183666,75.1805183068647
10723,2017,332.0,294.0,Medio alto,Urbano,Particular subvencionado,76.80220740958795,86.3320752438396,76.38075497102407,87.9147158787153
10724,2017,337.0,314.0,Alto,Urbano,Particular pagado,75.45382109378238,81.2707017088661,76.00726554914823,81.39011749157734
10725,2017,214.0,211.0,Bajo,Urbano,Municipal,73.2285142861022,71.52153672802112,66.78040114633367,75.51642394652337
10726,2017,308.0,277.0,Medio bajo,Urbano,Municipal,75.71601999109468,73.63079570830718,72.3871946431889,80.40758231550431
10727,2017,195.0,214.0,Bajo,Urbano,Municipal,73.22405077707755,65.03319872895277,68.9260790705913,73.31196094669653
10734,2017,275.0,256.0,Medio bajo,Urbano,Particular subvencionado,75.8641927668551,79.44057630730948,74.01898416756997,80.67062743382859
10735,2017,187.0,217.0,Bajo,Urbano,Municipal,68.50338004974368,66.98849580642916,67.04007831446603,69.4990729601413
10744,2017,237.0,282.0,Medio bajo,Urbano,Particular subvencionado,76.23219175336823,80.45188460332706,68.58232045245786,81.96862509974463
10746,2017,211.0,222.0,Bajo,Urbano,Municipal,76.17090092200118,76.83273232970531,70.41898339538808,80.26836743168407
10749,2017,226.0,247.0,Bajo,Urbano,Municipal,74.58575090862203,75.72972838552857,70.62641413574077,79.89947436180405
10751,2017,211.0,205.0,Bajo,Urbano,Municipal,71.58803315123393,64.21087517160801,67.07792150461178,70.1809812171648
10757,2017,239.0,245.0,Medio bajo,Urbano,Particular subvencionado,76.13272472955734,75.50770365714577,67.16759722043128,75.75089170364582
10772,2017,279.0,276.0,Medio alto,Urbano,Particular subvencionado,74.70712755298004,78.85266653183233,74.51417781669961,81.34812439697238
10773,2017,247.0,229.0,Medio bajo,Urbano,Particular subvencionado,70.57508305294165,69.74302492521097,65.7517525626681,70.37165321033947
10777,2017,315.0,298.0,Alto,Urbano,Particular pagado,78.76236317749381,83.35884066608672,76.06464788848294,73.34575761000397
10780,2017,230.0,224.0,Medio bajo,Urbano,Municipal,75.38719319636995,73.43126823050117,67.80691805101321,77.54712533501089
10781,2017,225.0,228.0,Bajo,Urbano,Municipal,73.9211553164882,68.28850134276813,67.21000720734467,74.81884662621076
10783,2017,215.0,221.0,Medio bajo,Urbano,Municipal,72.11396491362495,67.99282879132407,67.70101844082254,74.3643432906568
10792,2017,237.0,228.0,Medio bajo,Rural,Municipal,73.68230949250194,76.50841828700327,72.45694776022212,75.2935939514638
10828,2017,302.0,281.0,Medio,Urbano,Particular subvencionado,71.96332320033551,75.87896838257434,70.77052591860317,73.94268735721116
10829,2017,259.0,283.0,Bajo,Urbano,Particular subvencionado,76.8380878055671,74.70543270346472,76.274320165239,81.09132317557685
10830,2017,215.0,238.0,Bajo,Urbano,Particular subvencionado,77.37522503174227,80.22360646803584,76.31937875902308,84.06900362632193
10831,2017,303.0,282.0,Medio,Urbano,Particular subvencionado,75.09778961640097,78.1365678222564,76.4566244062094,82.38285430997618
10832,2017,273.0,227.0,Medio bajo,Urbano,Particular subvencionado,74.95510708085712,74.8169196938106,69.39004792325785,75.53897690083537
10833,2017,242.0,223.0,Medio bajo,Rural,Particular subvencionado,75.03719451215369,78.36865187856979,66.67937549051297,81.59892359102226
10834,2017,320.0,276.0,Alto,Urbano,Particular pagado,78.36095544151044,77.1119440887566,77.8318399279806,75.2844845385315
10845,2017,212.0,218.0,Bajo,Urbano,Municipal,74.39478104069518,70.94168115138908,69.03194938871583,73.34600078113392
10851,2017,296.0,264.0,Medio,Urbano,Particular subvencionado,69.65178559129204,72.89057137592611,63.06692775113712,70.5114397704515
10854,2017,212.0,234.0,Bajo,Rural,Municipal,69.2961306345218,66.91059601761143,66.50172537106987,71.08248255112582
10873,2017,229.0,240.0,Medio bajo,Urbano,Municipal,70.16734442596955,69.13751860731915,66.51002905222863,73.24551312273954
10892,2017,321.0,281.0,Medio,Urbano,Particular subvencionado,78.29142129371635,78.15828742177021,73.08841904400532,80.71841499439061
10900,2017,325.0,277.0,Alto,Urbano,Particular pagado,81.53160969636888,79.1510389515779,73.76528783707208,85.53730096067274
10901,2017,239.0,245.0,Medio,Urbano,Particular subvencionado,73.55554861418639,70.79605521176147,74.3461247076703,75.93139773158677
10906,2017,286.0,274.0,Medio alto,Urbano,Particular subvencionado,65.43022245127001,76.32950250971079,63.280557375751044,65.08842170639036
10911,2017,228.0,231.0,Medio bajo,Urbano,Municipal,78.24880604704298,79.10789247754995,70.49919913479664,82.38049377314167
10915,2017,297.0,267.0,Medio,Urbano,Particular subvencionado,74.66530116222441,74.66209985435756,71.97678189317593,78.0179890489375
10917,2017,291.0,270.0,Medio bajo,Urbano,Municipal,81.23806316591504,82.53221900322431,79.96818279610295,85.84779888035493
10962,2017,306.0,278.0,Medio alto,Urbano,Particular subvencionado,72.09815091875969,75.28878866603961,69.43786518811918,74.6665545789419
10967,2017,318.0,269.0,Medio bajo,Urbano,Municipal,80.14573990253277,74.85128957880688,73.47950329709568,79.83575181730204
10968,2017,211.0,227.0,Medio bajo,Urbano,Municipal,71.6922059617712,73.14332143251129,61.12035556544973,71.75675368682333
10970,2017,224.0,241.0,Medio bajo,Urbano,Municipal,73.05985165394249,70.9627015812616,68.85022372667629,74.00231017541834
11034,2017,182.0,193.0,Bajo,Urbano,Municipal,72.08747263435494,64.2934081531249,61.99657876546246,68.63668267555302
11035,2017,352.0,334.0,Alto,Urbano,Particular pagado,73.09003953701264,69.6556277770602,67.24579140427056,73.46103450277867
11038,2017,219.0,246.0,Bajo,Urbano,Municipal,73.14467352842756,70.0513872858892,65.39986300928061,70.88679419781515
11103,2017,306.0,279.0,Medio alto,Urbano,Particular subvencionado,75.77157959259226,78.3065063736499,76.69155913479347,79.84145816643411
11105,2017,272.0,273.0,Medio,Urbano,Particular subvencionado,83.89053040281439,85.04106764527789,74.17569562994585,85.60490243896976
11106,2017,336.0,304.0,Medio,Urbano,Particular subvencionado,81.10629422339123,83.8957437804668,81.07613855993849,85.79650019040322
11107,2017,275.0,261.0,Medio bajo,Urbano,Particular subvencionado,77.13750864192912,79.86224435429537,71.19133226804404,72.39674685441183
11110,2017,233.0,232.0,Bajo,Rural,Municipal,81.8983246905641,81.74034955992546,84.25930224350768,84.06961791165328
11111,2017,190.0,216.0,Bajo,Urbano,Municipal,71.20603652032261,69.56967870795923,68.64260183551208,71.86817776078028
11130,2017,264.0,280.0,Medio,Urbano,Particular subvencionado,76.13691457038463,82.39866082026924,72.4758259224263,84.77896990361391
11133,2017,206.0,211.0,Medio bajo,Urbano,Particular subvencionado,66.47627001937828,74.05187983447793,62.76895777084947,67.70467011178049
11139,2017,216.0,215.0,Bajo,Urbano,Municipal,73.34179507869891,75.12731500726723,70.84216351069229,78.30612247244022
11144,2017,254.0,251.0,Medio bajo,Urbano,Particular subvencionado,77.36964198665939,80.46425774344988,77.40441904748943,81.16347948842517
11145,2017,288.0,282.0,Medio,Urbano,Particular subvencionado,79.31464948822509,83.26957407185209,84.59614022558512,88.01507795317806
11157,2017,277.0,232.0,Medio alto,Urbano,Particular subvencionado,72.55165951111199,75.19105681429984,69.76327000429185,76.66422586043365
11176,2017,345.0,290.0,Alto,Urbano,Particular pagado,79.19994082913462,83.96325411583368,80.81663237823905,87.74318407811195
11177,2017,246.0,252.0,Medio bajo,Urbano,Particular subvencionado,70.6641234128819,75.36966752224002,70.96525407559928,75.67198507345222
11199,2017,243.0,226.0,Bajo,Urbano,Municipal,69.17812925240231,70.51733657414533,66.17160997345084,72.44773024959969
11209,2017,274.0,258.0,Medio bajo,Urbano,Particular subvencionado,76.43077143576485,75.40236526020792,69.12601622218268,78.98767007209035
11214,2017,272.0,274.0,Medio,Urbano,Particular subvencionado,76.12435411554341,79.28312820375768,73.19292227985284,79.98668704193248
11217,2017,241.0,233.0,Medio bajo,Urbano,Particular subvencionado,71.9974175392351,68.29748529316005,56.320310591689264,71.47699917915385
11237,2017,328.0,271.0,Alto,Urbano,Particular pagado,77.96023469979428,71.81588598756802,80.21834934153726,86.15186422339929
11240,2017,331.0,298.0,Medio,Urbano,Particular subvencionado,83.47700132923899,86.71080954686903,80.44198576461336,85.81956709677503
11241,2017,205.0,214.0,Medio bajo,Urbano,Particular subvencionado,68.80643898539444,64.36057599692975,56.10570006102834,59.42224616826783
11248,2017,216.0,234.0,Medio bajo,Rural,Municipal,77.98344963965897,77.13011149329111,79.80917368577589,85.03268112430906
11256,2017,312.0,272.0,Medio alto,Urbano,Particular subvencionado,72.18320525835675,78.49285281912157,65.40967741710092,77.61164553643769
11265,2017,226.0,213.0,Medio bajo,Urbano,Particular subvencionado,71.37814679811103,69.26484798745298,63.79868586939327,71.6958343621024
11287,2017,216.0,223.0,Bajo,Urbano,Municipal,72.31258697427513,74.56257811929126,71.14747471533323,79.11529320386441
11291,2017,326.0,262.0,Alto,Urbano,Particular pagado,72.1998585156499,74.64705472969577,72.38716301427186,75.48072803442048
11336,2017,279.0,286.0,Medio bajo,Urbano,Particular subvencionado,78.8156433504756,83.14230008363421,78.88469765780337,85.97725179963888
11348,2017,259.0,274.0,Medio,Urbano,Particular subvencionado,71.21614591107915,79.03528832149104,73.32785004867867,79.01494194491973
11397,2017,254.0,245.0,Medio,Urbano,Particular subvencionado,75.43725751054114,76.29164321496644,72.25318652387371,78.55561620282595
11400,2017,220.0,227.0,Bajo,Urbano,Municipal,74.98236643749418,75.85747180137803,76.93621100772302,78.56258606313686
11415,2017,252.0,241.0,Alto,Urbano,Particular pagado,67.42776719557251,67.68552490933178,56.134772599914854,58.453355165317085
11430,2017,318.0,278.0,Medio,Urbano,Particular subvencionado,77.54872244990038,78.8547204015193,75.43509673709963,81.60634039783143
11498,2017,212.0,236.0,Bajo,Urbano,Particular subvencionado,73.934532611839,76.4582516651985,66.10329229030636,70.59389388029557
11527,2017,206.0,228.0,Bajo,Rural,Particular subvencionado,74.55123441236421,73.06966212071447,75.54042829945335,79.25774262086672
11591,2017,255.0,267.0,Bajo,Rural,Municipal,76.55382415135195,75.9297369147141,73.3653890651934,77.44692941662029
11608,2017,220.0,218.0,Medio bajo,Urbano,Particular subvencionado,72.16413460698215,71.67284715623245,66.61256670502199,74.35670311026712
11678,2017,254.0,267.0,Medio,Urbano,Particular subvencionado,70.38646676414042,72.67324636644904,71.59322198412568,70.52835808924175
11680,2017,318.0,275.0,Alto,Urbano,Particular subvencionado,73.11954541270251,76.80005158134793,72.86777207041717,77.70037094063684
11681,2017,325.0,274.0,Alto,Urbano,Particular pagado,74.8730716242018,80.61047274850888,75.00356436506007,81.44755552936657
11706,2017,247.0,245.0,Bajo,Urbano,Particular subvencionado,72.90902856689105,70.8426689911371,69.42344239518548,72.47404746257946
11709,2017,325.0,257.0,Bajo,Urbano,Particular subvencionado,77.19788172938516,71.53134312455714,70.99857937112826,76.41912018238666
11716,2017,216.0,211.0,Bajo,Urbano,Particular subvencionado,81.04981642282031,77.16974850686576,70.88107109695906,80.8451637689874
11766,2017,267.0,224.0,Alto,Urbano,Particular pagado,73.41783811314328,76.62216947691081,60.41105145433667,88.16580441463601
11776,2017,326.0,291.0,Alto,Urbano,Particular pagado,72.64906357090226,75.2429303662988,73.28350983733831,74.53159410164994
11805,2017,231.0,260.0,Medio bajo,Urbano,Particular subvencionado,75.42951888006388,76.4142944186236,67.08629207184104,76.34193710228696
11812,2017,240.0,234.0,Medio,Urbano,Particular subvencionado,72.44459106723647,71.5302300465545,65.83085068081373,71.97191916824441
11818,2017,221.0,228.0,Bajo,Urbano,Particular subvencionado,73.2627178004483,65.56489424551383,62.721124145667375,74.02476364315531
11831,2017,211.0,212.0,Medio bajo,Urbano,Municipal,71.17809191525447,72.0015130559982,62.472747602278105,75.34209084974113
11843,2017,291.0,251.0,Medio,Urbano,Particular subvencionado,72.12429960076898,70.61704728288696,62.665090169014974,69.00445127313121
11851,2017,260.0,246.0,Medio,Urbano,Particular subvencionado,71.89243907227235,74.1452757921826,73.82513612538251,76.42688174816439
11867,2017,210.0,230.0,Medio bajo,Urbano,Particular subvencionado,75.79885369589368,70.45520096345483,62.21928315725651,71.47470810908885
11871,2017,320.0,288.0,Alto,Urbano,Particular pagado,70.73311056514545,72.23392112871113,69.49416640009926,73.65082594490607
