agno|fecha_bbdd|codigo_bbdd|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica
2016|20171024|final20171024v1|4b|2851|7|ESCUELA BUENA FE|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal|Medio alto|Rural|1|1|||||||No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2854|1|ESCUELA SAN JORGE DE ROMERAL|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|6|6|236|232|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2856|8|ESCUELA EL RADAL|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal||Rural|||||||||||||||||||||||Cursos con 100% ausentes y sin cuestionarios
2016|20171024|final20171024v1|4b|2858|4|ESCUELA LA PALMILLA|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|1|1|||||||No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2859|2|ESCUELA BAJO LOS ROMEROS|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|26|26|280|294|-13|7|33|57|No significativa|No significativa|Positiva y significativa|Positiva y significativa|||||15.4|38.5|46.200001|7.6999998|38.5|53.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2860|6|ESCUELA EL CERRILLO|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|4|4|239|201|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2861|4|ESCUELA ALBERTO GIRARDI FONTANA|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|3|3|208|199|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2862|2|ESCUELA PARTICULAR NTRA.SRA.DEL TRANSITO|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Particular subvencionado|Particular subvencionado|Medio|Urbano|85|86|256|242|-19|-26|-12|-22|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||35.299999|31.799999|32.900002|50|43|7|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2863|0|COLEGIO ADVENTISTA DE MOLINA|7|REGION DEL MAULE|3|CURICÓ|7304|MOLINA|CURICÓ|Particular subvencionado|Particular subvencionado|Medio|Urbano|43|44|292|278|15|19|24|14|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||9.3000002|34.900002|55.799999|18.200001|50|31.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2866|5|ESCUELA VILLA PRAT|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Urbano|38|38|283|261|10|-20|29|13|No significativa|Negativa y significativa|Positiva y significativa|Positiva y significativa|||||18.4|36.799999|44.700001|39.5|42.099998|18.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2867|3|ESC.DE EDUC.GRAL. BASICA MONSENOR ENRIQUE COR|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Urbano|55|53|243|243|-28|-19|-11|-5|Negativa y significativa|Negativa y significativa|Negativa y significativa|No significativa|||||43.599998|30.9|25.5|52.799999|37.700001|9.3999996|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2868|1|ESCUELA SANTA ROSA|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|16|16|229|230|-21|6|-25|-18|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|||||56.299999|31.299999|12.5|68.800003|18.799999|12.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2870|3|ESCUELA LA ISLA|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|25|24|255|267|-16|-13|1|19|Negativa y significativa|No significativa|No significativa|Positiva y significativa|||||48|24|28|37.5|29.200001|33.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2871|1|ESCUELA LO VALDIVIA|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|26|26|258|260|34|42|4|12|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|||||46.200001|19.200001|34.599998|38.5|42.299999|19.200001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2873|8|ESCUELA JOSE CANEPA VACCAREZZA|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|17|17|249|237|-16|-15|-5|-11|No significativa|No significativa|No significativa|Negativa y significativa|||||52.900002|17.6|29.4|52.900002|41.200001|5.9000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2875|4|ESCUELA SANTA EMILIA|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|9|9|238|259|4|38|-9|22|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2876|2|ESCUELA EUGENIO TAGLE VALDES|7|REGION DEL MAULE|3|CURICÓ|7307|SAGRADA FAMILIA|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|11|11|233|253|-38|-8|-14|16|Negativa y significativa|No significativa|Negativa y significativa|Positiva y significativa|||||54.5|27.299999|18.200001|54.5|18.200001|27.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2883|5|ESCUELA LA HUERTA DE MATAQUITO|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Urbano|14|13|279|262|29|24|25|14|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||14.3|35.700001|50|15.4|69.199997|15.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2884|3|ESCUELA CARLOS CORREA NUNEZ|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|8|9|253|271|-33|-30|-1|23|Negativa y significativa|Negativa y significativa|No significativa|Positiva y significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2885|1|ESCUELA ORILLA DE NAVARRO|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|5|5|302|334|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2888|6|ESCUELA EDUARDO NUNEZ FUENZALIDA|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|2|2|209|298|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2890|8|ESCUELA JOSE SANTOS ALIAGA ROJAS|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|1|1|||||||No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2892|4|ESCUELA DE BARBA RUBIA|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|2|2|266|214|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2893|2|ESCUELA CAONE|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|5|5|250|222|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2894|0|ESCUELA AMELIA VIAL DE CONCHA|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|17|17|289|299|-4|10|35|51|No significativa|No significativa|Positiva y significativa|Positiva y significativa|||||5.9000001|35.299999|58.799999|5.9000001|41.200001|52.900002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2895|9|ESCUELA PARTICULAR LOS COIPOS|7|REGION DEL MAULE|3|CURICÓ|7302|HUALAÑÉ|CURICÓ|Particular subvencionado|Particular subvencionado|Bajo|Rural|5|5|299|249|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2896|7|LICEO AUGUSTO SANTELICES VALENZUELA|7|REGION DEL MAULE|3|CURICÓ|7303|LICANTÉN|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Urbano|28|29|291|287|18|-7|37|39|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|||||10.7|32.099998|57.099998|13.8|44.799999|41.400002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2901|7|ESCUELA LOS COPIHUES|7|REGION DEL MAULE|3|CURICÓ|7303|LICANTÉN|CURICÓ|Municipal DAEM|Municipal|Medio|Rural|5|5|263|260|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2903|3|COLEGIO DR. MANUEL AVILES INOSTROZA|7|REGION DEL MAULE|3|CURICÓ|7303|LICANTÉN|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|13|13|289|306|40|55|35|58|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||15.4|23.1|61.5|15.4|15.4|69.199997|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2908|4|ESCUELA ALEJANDRO ROJAS SIERRA|7|REGION DEL MAULE|3|CURICÓ|7303|LICANTÉN|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|1|1|||||||No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2909|2|LICEO NUEVO HORIZONTE|7|REGION DEL MAULE|3|CURICÓ|7309|VICHUQUÉN|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Urbano|7|7|249|258|8|23|-5|10|No significativa|Positiva y significativa|No significativa|No significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2910|6|ESCUELA ENTRE AGUAS DE LLICO|7|REGION DEL MAULE|3|CURICÓ|7309|VICHUQUÉN|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|17|17|263|264|22|26|9|16|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|||||35.299999|35.299999|29.4|41.200001|29.4|29.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2911|4|ESCUELA LAGO VICHUQUEN|7|REGION DEL MAULE|3|CURICÓ|7309|VICHUQUÉN|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|8|8|271|269|30|-6|24|32|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2914|9|ESCUELA EMA CORNEJO DE CARDOEN|7|REGION DEL MAULE|3|CURICÓ|7309|VICHUQUÉN|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|2|2|259|257|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2916|5|ESCUELA QUIRICO SANTELICES SANTELICES|7|REGION DEL MAULE|3|CURICÓ|7309|VICHUQUÉN|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|1|1|||||||No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2917|3|ESCUELA RAUCO|7|REGION DEL MAULE|3|CURICÓ|7305|RAUCO|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Urbano|51|52|265|221|-5|-32|11|-27|No significativa|Negativa y significativa|Positiva y significativa|Negativa y significativa|||||19.6|47.099998|33.299999|73.099998|23.1|3.8|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2918|1|ESCUELA LOS ALMENDROS|7|REGION DEL MAULE|3|CURICÓ|7305|RAUCO|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|7|6|278|297|20|46|24|49|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2920|3|ESCUELA LUIS LEYTON RUBIO|7|REGION DEL MAULE|3|CURICÓ|7305|RAUCO|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|23|23|264|270|-5|10|17|33|No significativa|No significativa|Positiva y significativa|Positiva y significativa|||||26.1|43.5|30.4|39.099998|30.4|30.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2921|1|ESCUELA LA ALBORADA|7|REGION DEL MAULE|3|CURICÓ|7305|RAUCO|CURICÓ|Municipal DAEM|Municipal|Bajo|Rural|5|5|243|209|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2927|0|ESCUELA EL PLUMERO|7|REGION DEL MAULE|3|CURICÓ|7305|RAUCO|CURICÓ|Municipal DAEM|Municipal|Medio bajo|Rural|22|22|259|265|14|32|5|17|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||36.400002|22.700001|40.900002|40.900002|27.299999|31.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2930|0|LICEO DE CULTURA Y DIFUSION ARTISTICA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|44|42|265|252|14|27|-3|-12|No significativa|Positiva y significativa|No significativa|Negativa y significativa|||||27.299999|40.900002|31.799999|40.5|47.599998|11.9|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2940|8|LICEO CARLOS CONDELL|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|10|10|215|231|-24|-8|-39|-17|No significativa|No significativa|Negativa y significativa|Negativa y significativa|||||60|40|0|50|40|10|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2941|6|ESCUELA SARGENTO 2DO DANIEL REBOLLEDO|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|22|23|209|197|-23|-32|-38|-40|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||81.800003|9.1000004|9.1000004|82.599998|17.4|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2942|4|ESCUELA JUAN LUIS SANFUENTES|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|106|105|265|283|3|10|11|35|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||27.4|36.799999|35.799999|19|43.799999|37.099998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2944|0|ESCUELA JOSE M. BALMACEDA Y FERNANDEZ|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|81|81|267|258|-12|-1|-1|-6|Negativa y significativa|No significativa|No significativa|Negativa y significativa|||||28.4|29.6|42|33.299999|48.099998|18.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2945|9|ESCUELA PROSPERIDAD|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|27|32|248|249|36|64|1|12|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|||||51.900002|14.8|33.299999|50|25|25|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2946|7|ESCUELA CARLOS SPANO|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|30|34|262|261|15|19|-6|-3|Positiva y significativa|Positiva y significativa|No significativa|No significativa|||||33.299999|36.700001|30|38.200001|38.200001|23.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2947|5|ESCUELA LAS ARAUCARIAS|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|2|2|214|201|||||No significativa|No significativa|No significativa|No significativa|||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2948|3|ESCUELA CARLOS SALINAS LAGOS|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|94|95|247|250|-10|-12|-21|-14|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||45.700001|26.6|27.700001|45.299999|35.799999|18.9|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2949|1|ESCUELA BASICA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|105|106|279|260|-12|-30|11|-4|Negativa y significativa|Negativa y significativa|Positiva y significativa|No significativa|||||22.9|32.400002|44.799999|32.099998|47.200001|20.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2950|5|ESCUELA EL EDEN|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|23|22|260|263|-9|4|6|15|No significativa|No significativa|No significativa|Positiva y significativa|||||34.799999|30.4|34.799999|36.400002|36.400002|27.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2951|3|ESCUELA LA FLORIDA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|13|15|237|241|4|17|-31|-23|No significativa|No significativa|Negativa y significativa|Negativa y significativa|||||38.5|38.5|23.1|53.299999|46.700001|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2952|1|ESCUELA VILLA LA PAZ|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|12|13|204|209|-10|-3|-43|-28|No significativa|No significativa|Negativa y significativa|Negativa y significativa|||||83.300003|16.700001|0|84.599998|15.4|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2955|6|ESCUELA BRILLA EL SOL|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|13|12|228|219|8|3|-19|-18|No significativa|No significativa|Negativa y significativa|Negativa y significativa|||||76.900002|7.6999998|15.4|83.300003|16.700001|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2956|4|ESCUELA AURORA DE CHILE|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Urbano|51|52|290|306|0|28|22|42|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||17.6|31.4|51|9.6000004|32.700001|57.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2957|2|ESCUELA UNO SAN AGUSTIN|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|32|33|259|250|35|20|5|2|Positiva y significativa|Positiva y significativa|No significativa|No significativa|||||37.5|28.1|34.400002|48.5|39.400002|12.1|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2958|0|ESCUELA JOSE ABELARDO NUNEZ|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|44|45|234|243|9|13|-20|-5|No significativa|Positiva y significativa|Negativa y significativa|No significativa|||||56.799999|29.5|13.6|51.099998|37.799999|11.1|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2959|9|LORENZO VAROLI GHERARDI|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|20|20|232|228|4|8|-15|-9|No significativa|No significativa|Negativa y significativa|No significativa|||||65|20|15|70|25|5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2964|5|ESCUELA LAS AMERICAS|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|66|66|264|263|2|-8|10|15|No significativa|No significativa|Positiva y significativa|Positiva y significativa|||||36.400002|28.799999|34.799999|36.400002|43.900002|19.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2965|3|ESCUELA COOPERATIVA LIRCAY MANUEL YAÑEZ OLAVE|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|32|33|233|246|-13|-6|-21|-2|No significativa|No significativa|Negativa y significativa|No significativa|||||59.400002|28.1|12.5|51.5|33.299999|15.2|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2966|1|ESCUELA COSTANERA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|11|9|274|284|43|59|20|36|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||18.200001|45.5|36.400002||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2968|8|ESCUELA ANTUPEHUEN|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Urbano|13|14|233|224|-13|13|-21|-24|No significativa|No significativa|Negativa y significativa|Negativa y significativa|||||61.5|30.799999|7.6999998|71.400002|28.6|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2972|6|ESCUELA ESPERANZA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Urbano|30|29|237|223|-21|-24|-10|-14|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||50|30|20|72.400002|20.700001|6.9000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2975|0|ESCUELA HUILQUILEMU|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Rural|16|15|260|269|-1|23|6|21|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||37.5|18.799999|43.799999|26.700001|40|33.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2977|7|ESCUELA VINA PURISIMA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Rural|13|12|246|230|19|31|-1|-7|No significativa|Positiva y significativa|No significativa|No significativa|||||46.200001|30.799999|23.1|66.699997|33.299999|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2978|5|ESCUELA SAN MIGUEL|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Rural|17|16|250|247|20|39|-4|-1|Positiva y significativa|Positiva y significativa|No significativa|No significativa|||||29.4|47.099998|23.5|43.799999|56.299999|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2979|3|ESCUELA EL SAUCE|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Rural|25|26|223|221|-28|-36|-24|-16|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||68|24|8|69.199997|26.9|3.8|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2980|7|ESCUELA SANTA MARTA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Rural|6|6|253|221|15|-44|6|-16|No significativa|Negativa y significativa|No significativa|Negativa y significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2981|5|ESCUELA PANGUILEMO|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Rural|13|12|292|270|63|17|38|22|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|||||7.6999998|30.799999|61.5|33.299999|33.299999|33.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2983|1|ESCUELA BASICA PUERTAS NEGRAS|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio|Rural|6|6|216|212|-20|-28|-52|-52|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2986|6|ESCUELA EL ORIENTE|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Bajo|Rural|8|7|224|231|-20|-9|-23|-6|No significativa|No significativa|Negativa y significativa|No significativa|||||||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|4b|2989|0|ESCUELA CENTINELA|7|REGION DEL MAULE|1|TALCA|7101|TALCA|TALCA|Municipal DAEM|Municipal|Medio bajo|Rural|8|9|280|248|29|-39|26|0|Positiva y significativa|Negativa y significativa|Positiva y significativa|No significativa|||||||||||Rbd y curso rinde Simce
