agno|fecha_bbdd|codigo_bbdd|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect6b_rbd|nalu_mate6b_rbd|nalu_soc6b_rbd|prom_lect6b_rbd|prom_mate6b_rbd|prom_soc6b_rbd|dif_lect6b_rbd|dif_mate6b_rbd|dif_soc6b_rbd|difgru_lect6b_rbd|difgru_mate6b_rbd|difgru_soc6b_rbd|sigdif_lect6b_rbd|sigdif_mate6b_rbd|sigdif_soc6b_rbd|siggru_lect6b_rbd|siggru_mate6b_rbd|siggru_soc6b_rbd|marca_lect6b_rbd|marca_mate6b_rbd|marca_soc6b_rbd|marcadif_lect6b_rbd|marcadif_mate6b_rbd|marcadif_soc6b_rbd|palu_eda_ins_lect6b_rbd|palu_eda_ele_lect6b_rbd|palu_eda_ade_lect6b_rbd|palu_eda_ins_mate6b_rbd|palu_eda_ele_mate6b_rbd|palu_eda_ade_mate6b_rbd|noaplica
2016|20171024|final20171024v1|6b|5|1|JOVINA NARANJO FERNANDEZ|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio|Urbano|27|28|27|266|259|268|-14|-25|-15|16|6|19|No significativa|Negativa y significativa|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||14.8|40.700001|44.400002|21.4|46.400002|32.099998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|8|6|COLEGIO INTEGRADO EDUARDO FREI MONTALVA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|20|22|20|248|233|244|37|23|40|13|-1|11|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||40|30|30|40.900002|45.5|13.6|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9|4|ESCUELA REPUBLICA DE ISRAEL|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio|Urbano|145|144|145|262|247|250|12|7|1|12|-6|1|Positiva y significativa|No significativa|No significativa|Positiva y significativa|Negativa y significativa|No significativa|||||||28.299999|35.200001|36.599998|31.299999|51.400002|17.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|10|8|ESCUELA REPUBLICA DE FRANCIA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio|Urbano|4|5|4|202|204|201|||||||No significativa|No significativa|No significativa|No significativa|No significativa|No significativa||||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|11|6|ESC. GRAL. PEDRO LAGOS MARCHANT|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|24|22|24|237|214|212||-11||2|-20|-21|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa||||Con marca medición anterior: No reporte||Con marca medición anterior: No reporte|54.200001|29.200001|16.700001|54.5|40.900002|4.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|12|4|ESCUELA GRAL JOSE MIGUEL CARRERA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|29|29|29|258|245|243|-3|-2|-9|23|11|10|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||31|31|37.900002|31|48.299999|20.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|13|2|ESCUELA MANUEL RODRIGUEZ ERDOYZA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|22|24|22|233|218|235|0|-31|36|-2|-16|2|No significativa|Negativa y significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|||||||59.099998|13.6|27.299999|62.5|33.299999|4.1999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|14|0|ESCUELA ROMULO J. PENA MATURANA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|16|16|16|230|234|205|13|5|-15|-5|0|-28|No significativa|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|||||||50|37.5|12.5|37.5|62.5|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|15|9|LICEO ARTISTICO DR. JUAN NOE CREVANI|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|18|17|18|234|209|233|21|5|14|-1|-25|0|Positiva y significativa|No significativa|No significativa|No significativa|Negativa y significativa|No significativa|||||||55.599998|27.799999|16.700001|64.699997|35.299999|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|16|7|ESCUELA REGIMIENTO RANCAGUA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio|Urbano|35|34|35|224|210|212|17|12|7|-26|-43|-37|Positiva y significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||51.400002|40|8.6000004|76.5|23.5|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|17|5|ESCUELA SUBTTE. LUIS CRUZ MARTINEZ|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|22|21|23|241|253|246|-18|-5|5|6|19|13|Negativa y significativa|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|||||||50|13.6|36.400002|33.299999|38.099998|28.6|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|18|3|ESC. COMTE. JUAN JOSE SAN MARTIN|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|39|39|39|223|219|226|7|8|8|-12|-15|-7|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||56.400002|33.299999|10.3|51.299999|46.200001|2.5999999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|19|1|ESC. HUMBERTO VALENZUELA GARCIA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|28|27|27|245|226|228|15|-4|-71|10|-8|-5|Positiva y significativa|No significativa|Negativa y significativa|Positiva y significativa|No significativa|No significativa|||||||39.299999|35.700001|25|55.599998|37|7.4000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|20|5|ESCUELA TUCAPEL|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|44|44|44|235|236|228|5|-5|-13|0|2|-5|No significativa|No significativa|No significativa|No significativa|No significativa|No significativa|||||||50|38.599998|11.4|40.900002|43.200001|15.9|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|22|1|ESCUELA GABRIELA MISTRAL|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|96|100|95|226|220|225|-2|-8|-8|-9|-14|-8|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||54.200001|29.200001|16.700001|58|35|7|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|25|6|COLEGIO CENTENARIO DE ARICA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|40|41|40|223|213|211|-20|-29|-29|-12|-21|-22|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||Ajenas al Establecimiento: Resultados no representativos|||Con marca en esta medición: No representativa|55|32.5|12.5|63.400002|34.099998|2.4000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|26|4|ESCUELA REPUBLICA DE ARGENTINA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|19|19|19|258|234|250|-16|-15|-7|23|0|17|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||26.299999|42.099998|31.6|52.599998|36.799999|10.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|27|2|ESCUELA ESMERALDA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|11|12|11|207|237|201|-13|34|-21|-28|3|-32|No significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|Negativa y significativa|||||||72.699997|18.200001|9.1000004|50|33.299999|16.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|28|0|ESCUELA RICARDO SILVA ARRIAGADA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio|Urbano|19|19|19|235|248|249|-29|-34|-4|-15|-5|0|Negativa y significativa|Negativa y significativa|No significativa|Negativa y significativa|No significativa|No significativa|||||||52.599998|21.1|26.299999|42.099998|26.299999|31.6|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|29|9|ESCUELA AMERICA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Urbano|36|37|36|239|223|234|27|12|17|4|-11|1|Positiva y significativa|No significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|||||||47.200001|27.799999|25|54.099998|40.5|5.4000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|31|0|ESCUELA DARIO SALAS DIAZ|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Bajo|Rural|43|38|43|240|243|225|-7|11|-16|8|16|-2|No significativa|No significativa|Negativa y significativa|Positiva y significativa|Positiva y significativa|No significativa|||||||41.900002|39.5|18.6|34.200001|50|15.8|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|32|9|LICEO AGRICOLA JOSE ABELARDO NUNEZ M.|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Bajo|Rural|45|44|45|218|216|223|-10|-3|-6|-14|-11|-4|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||64.400002|22.200001|13.3|59.099998|40.900002|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|33|7|ESCUELA CARLOS CONDELL DE LA HAZA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio bajo|Rural|12|9|12|256|250|260|3|0|17|21|16|27|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||8.3000002|66.699997|25||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|35|3|ESCUELA GRAL. MANUEL BAQUEDANO|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Bajo|Rural|6|6|0|260|231||||||||No significativa|No significativa||Positiva y significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|36|1|ESCUELA IGNACIO CARRERA PINTO|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Bajo|Urbano|23|23|23|218|242|234|18|41|26|-14|15|7|Positiva y significativa|Positiva y significativa|Positiva y significativa|Negativa y significativa|Positiva y significativa|No significativa|||||||65.199997|26.1|8.6999998|56.5|26.1|17.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|38|8|ESCUELA ESPAÑA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Bajo|Rural|37|36|37|248|254|238|19|22|11|16|27|11|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||37.799999|35.099998|27|30.6|44.400002|25|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|39|6|ESCUELA PAMPA ALGODONAL|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Bajo|Rural|8|8|0|214|190||||||||No significativa|No significativa||Negativa y significativa|Negativa y significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|41|8|ESCUELA VALLE DE CHACA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio|Rural|3|3|0|274|273||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|42|6|ESCUELA MOLINOS LLUTA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Municipal DAEM|Municipal|Medio alto|Rural|1|1|0||||||||||No significativa|No significativa||No significativa|No significativa||Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|45|0|COLEGIO ITALIANO SANTA ANA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Medio|Urbano|71|72|70|277|243|273|14|1|24|27|-10|24|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Negativa y significativa|Positiva y significativa|||||||14.1|32.400002|53.5|29.200001|62.5|8.3000002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|50|7|COLEGIO ADVENTISTA DE ARICA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Medio|Urbano|41|40|41|269|304|236|4|0|-15|19|51|-13|No significativa|No significativa|Negativa y significativa|Positiva y significativa|Positiva y significativa|Negativa y significativa|||||||29.299999|26.799999|43.900002|2.5|40|57.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|51|5|ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Bajo|Urbano|2|2|0|264|229||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|52|3|LICEO DOMINGO SANTA MARIA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Medio|Urbano|177|181|176|237|257|244|-14|-8|-1|-13|4|-5|Negativa y significativa|No significativa|No significativa|Negativa y significativa|No significativa|Negativa y significativa|||||||46.900002|30.5|22.6|27.1|45.299999|27.6|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|56|6|COLEGIO SAN MARCOS DE ARICA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|68|66|69|266|281|260|-14|-14|-20|1|8|-6|Negativa y significativa|Negativa y significativa|Negativa y significativa|No significativa|Positiva y significativa|Negativa y significativa|||||||26.5|29.4|44.099998|6.0999999|51.5|42.400002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|59|0|COLEGIO SAN JORGE|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular pagado|Particular pagado|Alto|Urbano|41|41|41|291|282|289|22|1|9|8|-17|1|Positiva y significativa|No significativa|No significativa|Positiva y significativa|Negativa y significativa|No significativa|||||||14.6|17.1|68.300003|9.8000002|46.299999|43.900002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|60|4|COLEGIO ALEMAN DE ARICA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|50|50|50|262|268|253|18|5|4|-3|-5|-13|Positiva y significativa|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|||||||24|40|36|12|54|34|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|67|1|ABRAHAM LINCOLN SCHOOL|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|46|45|46|249|265|243|-47|-22|-38|-16|-8|-23|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||41.299999|30.4|28.299999|11.1|60|28.9|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|69|8|JUNIOR COLLEGE|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15101|ARICA|ARICA|Particular pagado|Particular pagado|Alto|Urbano|43|45|43|286|309|289|-22|0|-15|3|10|1|Negativa y significativa|No significativa|Negativa y significativa|No significativa|Positiva y significativa|No significativa|||||||7|37.200001|55.799999|2.2|26.700001|71.099998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|70|1|ESCUELA VALLE DE ESQUINA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15102|CAMARONES|ARICA|Municipal DAEM|Municipal|Bajo|Rural|1|1|0||||||||||No significativa|No significativa||No significativa|No significativa||Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|72|8|LICEO  VALLE DE CODPA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15102|CAMARONES|ARICA|Municipal DAEM|Municipal|Medio bajo|Rural|4|4|0|193|183||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|73|6|ESCUELA VALLE DE COBIJA|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15102|CAMARONES|ARICA|Municipal DAEM|Municipal||Rural|||||||||||||||||||||||||||||||Cursos con 100% ausentes y sin cuestionarios
2016|20171024|final20171024v1|6b|74|4|ESCUELA VALLE DE CAMARONES|15|REGION DE ARICA Y PARINACOTA|1|ARICA|15102|CAMARONES|ARICA|Municipal DAEM|Municipal|Bajo|Rural|3|3|0|214|203||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|78|7|LICEO GRANADEROS|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15201|PUTRE|PARINACOTA|Municipal DAEM|Municipal|Bajo|Rural|12|12|12|225|239|225|-9|19|1|-7|12|-2|No significativa|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|||||||50|33.299999|16.700001|50|41.700001|8.3000002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|79|5|ESCUELA EL MARQUEZ|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15201|PUTRE|PARINACOTA|Municipal DAEM|Municipal|Medio bajo|Rural|1|1|0||||||||||No significativa|No significativa||No significativa|No significativa||Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|81|7|ESCUELA PAYACHATAS|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15201|PUTRE|PARINACOTA|Municipal DAEM|Municipal|Medio bajo|Rural|2|2|2|234|225|237|||||||No significativa|No significativa|No significativa|No significativa|No significativa|No significativa||||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|82|5|ESCUELA SAN FRANCISCO DE ASIS|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15201|PUTRE|PARINACOTA|Municipal DAEM|Municipal|Medio|Rural|0|1|1|||||||||||No significativa|No significativa||No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|83|3|ESCUELA COTA COTANI|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15201|PUTRE|PARINACOTA|Municipal DAEM|Municipal|Medio bajo|Rural|1|1|1||||||||||No significativa|No significativa|No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|90|6|ESCUELA INTERNADO VISVIRI|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15202|GENERAL LAGOS|PARINACOTA|Municipal DAEM|Municipal|Medio|Rural|4|4|4|173|197|213|||||||No significativa|No significativa|No significativa|No significativa|No significativa|No significativa||||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|93|0|ESCUELA CHUJLLUTA|15|REGION DE ARICA Y PARINACOTA|2|PARINACOTA|15202|GENERAL LAGOS|PARINACOTA|Municipal DAEM|Municipal|Medio bajo|Rural|1|1|1||||||||||No significativa|No significativa|No significativa|No significativa|No significativa|No significativa|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|103|1|ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio|Urbano|46|45|46|226|218|220|-8|4|-6|-24|-35|-29|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||52.200001|43.5|4.3000002|48.900002|48.900002|2.2|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|110|4|LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio|Urbano|60|59|60|242|244|228|2|10|-7|-8|-9|-21|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||41.700001|35|23.299999|40.700001|37.299999|22|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|111|2|ESCUELA GABRIELA MISTRAL|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio|Urbano|59|61|59|233|214|228|-14|-12|-10|-17|-39|-21|Negativa y significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||50.799999|35.599998|13.6|60.700001|36.099998|3.3|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|112|0|ESCUELA EDUARDO LLANOS|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio bajo|Urbano|39|45|39|230|214|237|7|-1|11|-5|-20|4|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|No significativa|||||||48.700001|38.5|12.8|57.799999|40|2.2|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|113|9|ESCUELA ALMIRANTE PATRICIO LYNCH|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio bajo|Urbano|64|63|63|231|214|232|27|3|24|-4|-20|-1|Positiva y significativa|No significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|||||||60.900002|23.4|15.6|65.099998|25.4|9.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|114|7|ESCUELA PLACIDO VILLARROEL|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio bajo|Urbano|49|57|49|225|221|222|7|1|5|-10|-13|-11|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||49|34.700001|16.299999|50.900002|43.900002|5.3000002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|116|3|COLEGIO REPUBLICA DE CROACIA|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio bajo|Urbano|53|52|53|260|227|240|42|15|15|25|-7|7|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|Negativa y significativa|Positiva y significativa|||||||24.5|39.599998|35.799999|48.099998|44.200001|7.6999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|117|1|ESCUELA PAULA JARAQUEMADA ALQUIZAR|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio|Urbano|52|52|52|228|225|220|-8|-7|-6|-22|-28|-29|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||53.799999|36.5|9.6000004|50|40.400002|9.6000004|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|119|8|ESCUELA CENTENARIO|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio|Urbano|29|29|29|224|218|228|19|24|8|-26|-35|-21|Positiva y significativa|Positiva y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||55.200001|34.5|10.3|62.099998|34.5|3.4000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|122|8|ESCUELA THILDA PORTILLO OLIVARES|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio bajo|Urbano|24|23|24|215|219|207|-26|3|-23|-20|-15|-26|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||62.5|33.299999|4.1999998|69.599998|30.4|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|123|6|COLEGIO ESPANA|1|REGION DE TARAPACA|1|IQUIQUE|1101|IQUIQUE|IQUIQUE|Corporación Municipal|Municipal|Medio bajo|Urbano|23|23|23|213|205|220|10|-2|6|-22|-29|-13|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||69.599998|17.4|13|82.599998|17.4|0|Rbd y curso rinde Simce
