agno|fecha_bbdd|codigo_bbdd|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect6b_rbd|nalu_mate6b_rbd|nalu_soc6b_rbd|prom_lect6b_rbd|prom_mate6b_rbd|prom_soc6b_rbd|dif_lect6b_rbd|dif_mate6b_rbd|dif_soc6b_rbd|difgru_lect6b_rbd|difgru_mate6b_rbd|difgru_soc6b_rbd|sigdif_lect6b_rbd|sigdif_mate6b_rbd|sigdif_soc6b_rbd|siggru_lect6b_rbd|siggru_mate6b_rbd|siggru_soc6b_rbd|marca_lect6b_rbd|marca_mate6b_rbd|marca_soc6b_rbd|marcadif_lect6b_rbd|marcadif_mate6b_rbd|marcadif_soc6b_rbd|palu_eda_ins_lect6b_rbd|palu_eda_ele_lect6b_rbd|palu_eda_ade_lect6b_rbd|palu_eda_ins_mate6b_rbd|palu_eda_ele_mate6b_rbd|palu_eda_ade_mate6b_rbd|noaplica
2016|20171024|final20171024v1|6b|2319|1|LICEO REPUBLICA DE ITALIA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6114|QUINTA DE TILCOCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Urbano|32|31|32|239|240|227|27|28|11|4|6|-6|Positiva y significativa|Positiva y significativa|No significativa|No significativa|No significativa|No significativa|||||||46.900002|37.5|15.6|41.900002|51.599998|6.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2320|5|VIOLETA FUENTES CARVAJAL|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6114|QUINTA DE TILCOCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|13|13|13|258|259|260|12|24|-2|26|32|33|No significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||23.1|38.5|38.5|30.799999|38.5|30.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2321|3|ESCUELA AMPARO RAYO HORTA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6114|QUINTA DE TILCOCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|17|16|17|240|230|245|-9|-38|2|8|3|18|No significativa|Negativa y significativa|No significativa|No significativa|No significativa|Positiva y significativa|||||||47.099998|23.5|29.4|56.299999|31.299999|12.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2322|1|ESCUELA RURAL LA VINILLA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|4|4|0|228|216||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2324|8|ESCUELA JAIME FELDMAN MILLER|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6114|QUINTA DE TILCOCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|16|16|16|256|248|246|21|12|2|21|14|13|Positiva y significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||37.5|37.5|25|31.299999|56.299999|12.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2325|6|COLEGIO RAÚL RAMÍREZ MAYOL|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6114|QUINTA DE TILCOCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|26|26|26|235|238|225|41|12|7|3|11|-2|Positiva y significativa|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|||||||53.799999|38.5|7.6999998|38.5|50|11.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2326|4|COLEGIO SAGRADO CORAZON DE JESUS|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6114|QUINTA DE TILCOCO|CACHAPOAL|Particular subvencionado|Particular subvencionado|Medio|Urbano|45|44|45|247|241|248|-1|-13|-11|-3|-12|-1|No significativa|Negativa y significativa|No significativa|No significativa|Negativa y significativa|No significativa|||||||31.1|40|28.9|31.799999|56.799999|11.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2330|2|ESC.CARMEN GALLEGOS DE ROBLE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Urbano|97|98|97|228|227|238|-9|-14|-10|-7|-7|5|No significativa|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Positiva y significativa|||||||58.799999|26.799999|14.4|49|41.799999|9.1999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2331|0|CENTRO EDUC. REQUEGUA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Bajo|Rural|1|1|0||||||||||No significativa|No significativa||No significativa|No significativa||Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2333|7|ESC.GUIDO ASSIS GONZALEZ|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|9|10|9|223|215|220|15|-4|-8|-12|-19|-13|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|No significativa||||||||||50|50|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2334|5|ESCUELA MUNICIPAL RASTROJOS|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|25|25|25|239|248|234|8|9|9|4|14|1|No significativa|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|||||||48|24|28|32|52|16|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2335|3|ESC. ENRIQUE YANEZ GONZALEZ|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Bajo|Rural|4|4|0|208|216||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2336|1|ESCUELA EL LIBERTADOR|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Bajo|Rural|13|13|13|239|235|236|13|27|6|7|8|9|No significativa|Positiva y significativa|No significativa|No significativa|No significativa|No significativa|||||||38.5|53.799999|7.6999998|38.5|46.200001|15.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2338|8|ESC.JUAN BARROS ROLDAN|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|11|11|11|248|240|252|8|12|13|13|6|19|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||36.400002|45.5|18.200001|45.5|36.400002|18.200001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2339|6|ESCUELA MUNICIPAL ZUNIGA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|29|28|29|217|226|233|-19|-9|-4|-18|-8|0|Negativa y significativa|No significativa|No significativa|Negativa y significativa|No significativa|No significativa|||||||65.5|27.6|6.9000001|53.599998|39.299999|7.0999999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2343|4|ESCUELA MUNICIPAL TOQUIHUA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio|Rural|12|12|12|279|294|268|||||||No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa||||Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|16.700001|41.700001|41.700001|0|33.299999|66.699997|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2347|7|ESC.PARROCO M.BUSTAMANTE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Bajo|Rural|13|12|13|230|229|216|8|-6|-3|-2|2|-11|No significativa|No significativa|No significativa|No significativa|No significativa|No significativa|||||||61.5|30.799999|7.6999998|41.700001|50|8.3000002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2348|5|ESCUELA MUNICIPAL VINA TAGUA TAGUA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|16|16|16|256|250|259|14|9|5|21|16|26|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||31.299999|25|43.799999|31.299999|50|18.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2349|3|ESCUELA MUNICIPAL LA LAGUNA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Corporación Municipal|Municipal|Medio bajo|Rural|2|2|0|300|225||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2355|8|COLEGIO EL SALVADOR|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|84|85|84|275|281|283|7|11|1|10|8|17|No significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||25|25|50|8.1999998|34.099998|57.599998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2356|6|COLEGIO SANTA INES|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6117|SAN VICENTE|CACHAPOAL|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|66|67|66|278|284|279|4|-5|4|13|11|13|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||15.2|27.299999|57.599998|7.5|41.799999|50.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2359|0|ESCUELA LARMAHUE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|10|10|10|235|236|242|-5|11|13|3|9|15|No significativa|No significativa|No significativa|No significativa|No significativa|No significativa|||||||50|30|20|40|50|10|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2360|4|CENTRO EDUCATIVO SIGLO XXI|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|16|16|16|222|219|234|-14|3|-22|-13|-15|1|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||56.299999|25|18.799999|62.5|25|12.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2361|2|ESCUELA ENRIQUE SERRANO DE VIALE RIGO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Urbano|41|42|42|227|219|224|-9|10|-13|-8|-15|-9|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||51.200001|36.599998|12.2|61.900002|33.299999|4.8000002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2362|0|ESCUELA AMELIA LYNCH DE LYON|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|27|27|27|263|250|267|-28|-31|-59|28|16|34|Negativa y significativa|Negativa y significativa|Negativa y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||25.9|37|37|37|40.700001|22.200001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2363|9|ESCUELA MUNICIPAL DE SAN ROBERTO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|8|8|0|214|216||-32|7||-18|-11||Negativa y significativa|No significativa||Negativa y significativa|No significativa||||Alumnos insuficientes|||Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2364|7|ESCUELA REINO DE DINAMARCA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|19|19|19|227|251|259|-29|-27|-20|-5|24|32|Negativa y significativa|Negativa y significativa|Negativa y significativa|No significativa|Positiva y significativa|Positiva y significativa|||||||57.900002|21.1|21.1|26.299999|57.900002|15.8|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2365|5|ESCUELA BASICA PATAGUAS CERRO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|23|23|23|251|241|250|-1|-6|1|16|7|17|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||43.5|26.1|30.4|47.799999|30.4|21.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2366|3|ESCUELA FERNANDO HUERTA PENA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|5|5|0|226|225||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2367|1|ESCUELA BASICA JOSE BERNALES CASTILLO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|12|12|12|259|267|258|2|17|-16|24|33|25|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||16.700001|58.299999|25|8.3000002|66.699997|25|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2373|6|ESCUELA BASICA SAN JOSE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|5|5|0|241|226||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2374|4|ESCUELA MUNICIPAL DE CALEUCHE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6113|PICHIDEGUA|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|7|7|0|246|250||||||||No significativa|No significativa||Positiva y significativa|Positiva y significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2379|5|ESCUELA BASICA ANTONIO DE ZUNIGA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6112|PEUMO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Urbano|25|26|25|240|231|225|4|0|-15|8|4|-2|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|No significativa|||||||44|36|20|38.5|50|11.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2380|9|ESCUELA MUNICIPAL ALCALDE G. BURMESTER|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6112|PEUMO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|18|18|18|211|213|212|1|5|-18|-24|-21|-21|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||72.199997|22.200001|5.5999999|55.599998|38.900002|5.5999999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2381|7|ESCUELA JUAN VALDES ORTUZAR|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6112|PEUMO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|17|17|17|214|201|195|-7|-32|-45|-21|-33|-38|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||88.199997|5.9000001|5.9000001|82.400002|11.8|5.9000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2384|1|ESCUELA BASICA ROSARIO DE CODAO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6112|PEUMO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|12|12|12|217|212|226|-11|-2|6|-15|-15|-1|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||66.699997|25|8.3000002|66.699997|33.299999|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2386|8|ESCUELA PART. LUIS GARCIA DE LA HUERTA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6112|PEUMO|CACHAPOAL|Particular subvencionado|Particular subvencionado|Medio bajo|Rural|41|42|41|272|272|255|20|7|-7|37|38|22|Positiva y significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||14.6|53.700001|31.700001|11.9|47.599998|40.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2387|6|ESCUELA MUNICIPAL OSVALDO RUIZ GARCIA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Urbano|15|15|15|224|229|236|-7|-2|8|-11|-5|3|No significativa|No significativa|No significativa|Negativa y significativa|No significativa|No significativa|||||||66.699997|26.700001|6.6999998|40|60|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2388|4|ESCUELA MUNIC.SBTE LUIS CRUZ MARTINEZ|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|15|15|14|259|265|248|28|34|19|24|31|15|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||20|53.299999|26.700001|20|40|40|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2389|2|COLEGIO NUESTRA SEÑORA DE LORETO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|26|26|26|253|290|291|-7|3|32|18|56|58|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||34.599998|34.599998|30.799999|0|53.799999|46.200001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2390|6|COLEGIO QUILLAYQUEN RINCONADA DE PARRAL|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|18|17|18|238|243|251|2|-7|2|3|9|18|No significativa|No significativa|No significativa|No significativa|No significativa|Positiva y significativa|||||||44.400002|38.900002|16.700001|41.200001|47.099998|11.8|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2391|4|ESC. SUBTENIENTE JULIO MONTT SALAMANCA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|7|7|0|260|230||36|9||28|3||Positiva y significativa|No significativa||Positiva y significativa|No significativa||||Alumnos insuficientes|||Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2392|2|ESC. LUCILA GODOY ALCAYAGA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|4|4|0|261|244||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2393|0|ESCUELA MUNICIPAL DE LO DE CUEVAS|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|5|5|0|192|197||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2394|9|ESCUELA MUNICIPAL JOSEFINA VIAL DE VIAL|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|6|6|0|203|210||||||||No significativa|No significativa||Negativa y significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2395|7|ESCUELA MUNICIPAL DE VINA LA CRUZ|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|15|15|15|233|225|223|-25|-26|-25|1|-2|-4|Negativa y significativa|Negativa y significativa|Negativa y significativa|No significativa|No significativa|No significativa|||||||66.699997|13.3|20|53.299999|46.700001|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2396|5|ESCUELA MUNICIPAL DE RINCONADA DE IDAHUE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|3|3|0|280|242||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2397|3|ESCUELA CAPITAN IGNACIO CARRERA PINTO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|24|24|24|251|269|259|0|-6|0|16|35|26|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||33.299999|41.700001|25|16.700001|45.799999|37.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2398|1|ESCUELA SUBTTE. ARTURO PEREZ CANTO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|12|12|12|257|261|261|41|48|45|22|27|28|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||50|8.3000002|41.700001|16.700001|41.700001|41.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2400|7|ESCUELA PARTICULAR AMADA SOFIA GARCIA|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6104|COLTAUCO|CACHAPOAL|Particular subvencionado|Particular subvencionado|Medio|Urbano|17|17|17|279|268|271|19|1|14|29|15|22|Positiva y significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||17.6|41.200001|41.200001|17.6|47.099998|35.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2407|4|ESCUELA MUNICIPAL CHILLEHUE|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6103|COINCO|CACHAPOAL|Municipal DAEM|Municipal|Bajo|Rural|16|15|16|219|214|229|26|-2|27|-13|-13|2|Positiva y significativa|No significativa|Positiva y significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||81.300003|6.3000002|12.5|73.300003|20|6.6999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2409|0|ESCUELA MUNICIPAL COPEQUEN|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6103|COINCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|25|24|25|260|258|254|9|16|4|25|24|21|No significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||28|36|36|33.299999|37.5|29.200001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2410|4|ESCUELA MUNICIPAL EL RULO|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6103|COINCO|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Rural|4|4|0|229|263||||||||No significativa|No significativa||No significativa|No significativa||||Alumnos insuficientes|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|Alumnos insuficientes para comparación|||||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|2412|0|ESCUELA LAURA MATUS MELENDEZ|6|REGION DEL LIBERTADOR GRAL. BERNARDO O'HIGGINS|1|CACHAPOAL|6105|DOÑIHUE|CACHAPOAL|Municipal DAEM|Municipal|Medio bajo|Urbano|48|49|48|236|236|222|11|-2|-5|1|2|-11|No significativa|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|||||||47.900002|35.400002|16.700001|40.799999|46.900002|12.2|Rbd y curso rinde Simce
