agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_deprov_rbd|nom_deprov_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect6b_rbd|nalu_mate6b_rbd|nalu_nat6b_rbd|prom_lect6b_rbd|prom_mate6b_rbd|prom_nat6b_rbd|dif_lect6b_rbd|dif_mate6b_rbd|dif_nat6b_rbd|difgru_lect6b_rbd|difgru_mate6b_rbd|difgru_nat6b_rbd|sigdif_lect6b_rbd|sigdif_mate6b_rbd|sigdif_nat6b_rbd|siggru_lect6b_rbd|siggru_mate6b_rbd|siggru_nat6b_rbd|marca_lect6b_rbd|marca_mate6b_rbd|marca_nat6b_rbd|marcadif_lect6b_rbd|marcadif_mate6b_rbd|marcadif_nat6b_rbd|palu_eda_ins_lect6b_rbd|palu_eda_ele_lect6b_rbd|palu_eda_ade_lect6b_rbd|palu_eda_ins_mate6b_rbd|palu_eda_ele_mate6b_rbd|palu_eda_ade_mate6b_rbd|noaplica|fecha_bbdd|codigo_bbdd
2018|6b|2170|9|COLEGIO PARTICULAR JAVIERA CARRERA|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|4|3|4|1|62|62|62|273|291|290|-1|15|28|8|20|17|0|1|1|1|1|1|||||||19.4|29|51.6|8.1|33.9|58.1|0|20190628|final20190628v1
2018|6b|2171|7|COLEGIO PARTICULAR ANDRES BELLO|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|4|1|30|32|31|259|271|261|4|-6|-21|-6|0|-12|0|0|-1|0|0|-1|||||||23.3|50|26.7|9.4|62.5|28.1|0|20190628|final20190628v1
2018|6b|2174|1|COLEGIO SANTO TOMAS|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|3|1|73|74|73|260|251|263|24|20|21|8|-2|9|1|1|1|1|0|1|||||||27.4|39.7|32.9|24.3|56.8|18.9|0|20190628|final20190628v1
2018|6b|2178|4|ESCUELA PARTICULAR SAINT PAUL COLLEGE|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|3|1|47|48|47|249|246|246|29|30|-3|-3|-7|-8|1|1|0|0|-1|-1|||||||34|42.6|23.4|31.3|47.9|20.8|0|20190628|final20190628v1
2018|6b|2179|2|COLEGIO PARTICULAR LOS CONQUISTADORES|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|3|1|81|80|81|257|267|265|29|34|4|5|14|11|1|1|0|1|1|1|||||||25.9|39.5|34.6|23.8|43.8|32.5|0|20190628|final20190628v1
2018|6b|2182|2|COLEGIO PARTICULAR SUBVENCIONADO MANZAN|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|3|1|24|23|24|258|267|274|9|6|-6|6|14|20|0|0|0|0|1|1|||||||25|45.8|29.2|17.4|60.9|21.7|0|20190628|final20190628v1
2018|6b|2183|0|COLEGIO PARTICULAR INSTITUTO SAN ANDRES|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|3|1|37|40|37|254|243|253|4|12|-6|2|-10|-1|0|0|0|0|-1|0|||||||32.4|45.9|21.6|32.5|52.5|15|0|20190628|final20190628v1
2018|6b|2184|9|ESCUELA PARTICULAR BUEN PASTOR|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|3|2|2|2|7|6|0|182|190||0|0||-56|-46||0|0||-1|-1||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2185|7|COLEGIO ALONSO DE ERCILLA|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|4|3|5|1|3|3|0|209|222||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2194|6|INSTITUTO INGLES RANCAGUA|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|4|3|5|1|84|86|84|297|323|327|0|-7|17|15|27|31|0|0|1|1|1|1|||||||4.8|21.4|73.8|0|9.3|90.7|0|20190628|final20190628v1
2018|6b|2198|9|COLEGIO LA MERCED|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|4|3|5|1|3|3|0|198|218||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2200|4|INSTITUTO O´HIGGINS|6|Región del Libertador Bernar|61|CACHA|6101|Ranca|61|CACHA|4|3|5|1|148|147|148|299|315|314|-6|-1|4|17|19|18|0|0|0|1|1|1|||||||8.8|19.6|71.6|3.4|18.4|78.2|0|20190628|final20190628v1
2018|6b|2206|3|ESCUELA SIXTO MENDEZ PARADA|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|2|1|2|1|23|21|23|219|208|203|-16|-19|-20|-19|-28|-34|-1|-1|-1|-1|-1|-1|||||||56.5|34.8|8.7|76.2|23.8|0|0|20190628|final20190628v1
2018|6b|2207|1|ESCUELA HERNAN OLGUIN MAYBE|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|2|1|2|1|51|50|51|197|215|198|-33|2|-27|-41|-21|-39|-1|0|-1|-1|-1|-1|||||||84.3|9.8|5.9|62|38|0|0|20190628|final20190628v1
2018|6b|2209|8|COLEGIO ANTONIO TRDAN ARKO|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|2|1|1|1|24|23|24|198|201|195|3|-6|-20|-33|-25|-31|0|0|0|-1|-1|-1|||||||75|16.7|8.3|78.3|21.7|0|0|20190628|final20190628v1
2018|6b|2210|1|ESCUELA MUNICIPAL VILLA LA COMPANIA|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|2|1|2|2|30|30|30|216|220|220|-10|-9|-34|-22|-16|-17|0|0|-1|-1|-1|-1|||||||60|40|0|60|36.7|3.3|0|20190628|final20190628v1
2018|6b|2212|8|ESCUELA MUNICIPAL DE TUNICHE|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|2|1|1|2|11|12|11|195|198|201|-13|13|-8|-36|-28|-25|0|0|0|-1|-1|-1|||||||81.8|18.2|0|83.3|16.7|0|0|20190628|final20190628v1
2018|6b|2217|9|COLEGIO PARTICULAR NUESTRA SENORA|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|3|2|3|1|43|43|43|254|250|257|-13|-10|-1|2|-3|3|-1|0|0|0|0|0|||||||25.6|41.9|32.6|32.6|51.2|16.3|0|20190628|final20190628v1
2018|6b|2218|7|COLEGIO PARTICULAR GRANEROS|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|3|2|3|1|60|62|61|250|243|256|-2|-1|6|-2|-10|2|0|0|0|0|-1|0|||||||38.3|28.3|33.3|29|59.7|11.3|0|20190628|final20190628v1
2018|6b|2220|9|COLEGIO PARTICULAR SAN MARTIN|6|Región del Libertador Bernar|61|CACHA|6106|Grane|61|CACHA|3|2|1|1|6|7|0|267|234||25|-5||36|8||1|0||1|0||||1|||1|||||||0|20190628|final20190628v1
2018|6b|2223|3|COLEGIO ANDRES BELLO|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|2|1|2|1|44|44|43|198|215|208|-21|-23|-15|-40|-21|-29|-1|-1|0|-1|-1|-1|||||||79.5|11.4|9.1|59.1|40.9|0|0|20190628|final20190628v1
2018|6b|2224|1|LICEO ELVIRA SANCHEZ DE GARCES|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|2|1|2|1|23|23|23|183|202|196|-35|-8|-41|-55|-34|-41|-1|0|-1|-1|-1|-1|||||||91.3|4.3|4.3|65.2|30.4|4.3|0|20190628|final20190628v1
2018|6b|2226|8|ESC. HIJOS DEL SOL|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|2|1|1|2|21|20|21|270|252|258|27|1|40|39|26|32|1|0|1|1|1|1|||||||19|42.9|38.1|25|55|20|0|20190628|final20190628v1
2018|6b|2227|6|ESC. SAN FRANCISCO DE ASIS|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|2|1|2|2|14|15|14|200|236|218|-41|-10|-8|-38|0|-19|-1|0|0|-1|0|-1|||||||85.7|7.1|7.1|33.3|60|6.7|0|20190628|final20190628v1
2018|6b|2228|4|ESCUELA EL RINCON|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|2|1|2|2|29|30|29|247|231|238|17|9|9|9|-5|1|1|0|0|1|0|0|||||||44.8|20.7|34.5|40|56.7|3.3|0|20190628|final20190628v1
2018|6b|2231|4|COLEGIO DEL CAMINO REAL MARIO MIRANDA P|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|2|1|2|2|7|7|0|204|213||13|17||-34|-23||0|0||-1|-1||||1|||1|||||||0|20190628|final20190628v1
2018|6b|2233|0|COLEGIO TECNOLOGICO PULMAHUE|6|Región del Libertador Bernar|61|CACHA|6110|Mosta|61|CACHA|3|2|2|1|14|14|14|223|211|213|0|0|0|-15|-25|-24|0|0|0|-1|-1|-1||||3|3|1|64.3|21.4|14.3|64.3|35.7|0|0|20190628|final20190628v1
2018|6b|2234|9|COLEGIO JESUS ANDINO|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|2|1|2|1|65|65|65|238|230|237|-7|1|-1|0|-6|0|0|0|0|0|-1|0|||||||52.3|30.8|16.9|53.8|38.5|7.7|0|20190628|final20190628v1
2018|6b|2235|7|COLEGIO MARIANO LATORRE|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|2|1|2|2|16|16|16|261|244|268|42|29|0|23|8|31|1|1|0|1|0|1||||||1|25|31.3|43.8|31.3|62.5|6.3|0|20190628|final20190628v1
2018|6b|2236|5|ESCUELA EUGENIO GARCIA FERNANDEZ|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|2|1|2|2|5|5|0|264|241||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2237|3|COLEGIO MUNICIPAL DE CALLEJONES|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|2|1|2|2|5|5|0|215|197||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2238|1|COLEGIO SANTA TERESA DE TUNCA|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|2|1|1|2|5|5|0|274|265||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2240|3|COLEGIO MUNICIPAL CRISTO DEL PARQUE|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|2|1|2|2|14|14|14|236|230|229|5|15|-5|-2|-6|-8|0|0|0|0|0|0|||||||50|28.6|21.4|28.6|64.3|7.1|0|20190628|final20190628v1
2018|6b|2244|6|INSTITUTO LAUTARO DE CODEGUA|6|Región del Libertador Bernar|61|CACHA|6102|Codeg|61|CACHA|3|2|2|1|13|11|13|201|187|198|-12|-6|-21|-37|-49|-39|0|0|0|-1|-1|-1|||||||76.9|23.1|0|90.9|9.1|0|0|20190628|final20190628v1
2018|6b|2247|0|COLEGIO GABRIELA MISTRAL|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|2|1|2|1|43|45|43|229|217|227|-2|-4|-14|-9|-19|-10|0|0|0|-1|-1|-1|||||||60.5|18.6|20.9|64.4|28.9|6.7|0|20190628|final20190628v1
2018|6b|2249|7|COLEGIO LOS LLANOS|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|2|1|2|1|49|46|48|229|221|221|-10|-3|-1|-9|-15|-16|0|0|0|-1|-1|-1|||||||53.1|36.7|10.2|56.5|41.3|2.2|0|20190628|final20190628v1
2018|6b|2250|0|COL. STA. TERESA DE LOS ANDES|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|2|1|3|1|29|29|29|222|232|231|-22|1|-1|-30|-21|-23|-1|0|0|-1|-1|-1|||||||55.2|34.5|10.3|44.8|51.7|3.4|0|20190628|final20190628v1
2018|6b|2251|9|COLEGIO BELLAVISTA|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|2|1|2|1|16|15|16|246|261|253|-5|22|9|8|25|16|0|1|0|0|1|1|||||||50|31.3|18.8|13.3|60|26.7|0|20190628|final20190628v1
2018|6b|2255|1|ESC. SAN JUAQUIN DE LOS MAYOS|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|2|1|2|2|3|3|0|233|218||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2257|8|ESCUELA CHACAYES|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|2|1|2|2|3|3|0|201|191||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2258|6|ESCUELA PARTICULAR SAN LORENZO|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|3|2|3|1|12|12|12|253|250|249|-8|-29|21|1|-3|-5|0|-1|0|0|0|0|||||||33.3|41.7|25|25|66.7|8.3|0|20190628|final20190628v1
2018|6b|2259|4|COLEGIO PARTICULAR ARTURO PRAT|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|3|2|3|1|71|71|71|247|242|257|5|8|24|-5|-11|3|0|0|1|-1|-1|0|||||||43.7|28.2|28.2|40.8|36.6|22.5|0|20190628|final20190628v1
2018|6b|2260|8|COLEGIO COYA|6|Región del Libertador Bernar|61|CACHA|6108|Macha|61|CACHA|4|3|5|1|48|47|48|299|308|301|-2|-7|-13|17|12|5|0|0|0|1|1|0|||||||6.3|27.1|66.7|4.3|25.5|70.2|0|20190628|final20190628v1
2018|6b|2262|4|COL.MARIA VILLALOBOS ARTEAGA|6|Región del Libertador Bernar|61|CACHA|6111|Oliva|61|CACHA|2|1|2|1|55|58|55|241|236|242|-6|-23|-34|3|0|5|0|-1|-1|0|0|0|||||||49.1|25.5|25.5|41.4|43.1|15.5|0|20190628|final20190628v1
2018|6b|2263|2|ESCUELA MUNICIPAL DE GULTRO|6|Región del Libertador Bernar|61|CACHA|6111|Oliva|61|CACHA|2|1|1|2|31|31|31|214|219|232|7|-35|1|-17|-7|6|0|-1|0|-1|0|0|||||||67.7|32.3|0|67.7|32.3|0|0|20190628|final20190628v1
2018|6b|2264|0|ESCUELA NUESTRA SRA. DE LA MERCED|6|Región del Libertador Bernar|61|CACHA|6111|Oliva|61|CACHA|2|1|2|2|21|22|21|264|255|251|20|-4|4|26|19|14|1|0|0|1|1|1|||||||28.6|33.3|38.1|18.2|63.6|18.2|0|20190628|final20190628v1
2018|6b|2265|9|ESCUELA BERTA SAAVEDRA SEGURA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|2|1|39|41|39|217|213|212|14|-3|-4|-21|-23|-25|1|0|0|-1|-1|-1|||||||61.5|28.2|10.3|58.5|41.5|0|0|20190628|final20190628v1
2018|6b|2266|7|ESCUELA BASICA CAMPO LINDO|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|1|2|24|24|24|226|227|212|-20|2|6|-5|1|-14|-1|0|0|0|0|-1|||||||62.5|29.2|8.3|50|50|0|0|20190628|final20190628v1
2018|6b|2267|5|ESC. REPUBLICA DE FRANCIA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|1|2|20|19|20|251|235|248|-3|5|19|20|9|22|0|0|0|1|0|1|||||||30|45|25|52.6|31.6|15.8|0|20190628|final20190628v1
2018|6b|2268|3|ESCUELA MUNICIPAL SANTA AMALIA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|2|2|5|5|0|227|221||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2269|1|ESCUELA MUNICIPAL EL RINCON|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|1|2|7|7|0|252|229||0|0||21|3||0|0||1|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2271|3|ESCUELA MUNICIPAL SUECIA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|2|2|6|4|0|210|237||0|0||-28|0||0|0||-1|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2274|8|COLEGIO LA PIMPINELA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|3|2|1|1|0||||0|0||0|0||0|0||0|0||1|1|1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2275|6|ESCUELA DAVID DEL CURTO|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|2|2|32|32|32|240|233|233|-17|2|13|2|-3|-4|-1|0|0|0|0|0|||||||46.9|28.1|25|46.9|43.8|9.4|0|20190628|final20190628v1
2018|6b|2278|0|LICEO SAN JOSE DE REQUINOA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|3|2|3|1|110|111|109|242|240|255|-18|-13|-5|-10|-13|1|-1|-1|0|-1|-1|0|||||||47.3|22.7|30|33.3|54.1|12.6|0|20190628|final20190628v1
2018|6b|2279|9|ESCUELA CANADA|6|Región del Libertador Bernar|61|CACHA|6116|Requí|61|CACHA|2|1|2|2|34|34|34|225|217|230|-34|-26|1|-13|-19|-7|-1|-1|0|-1|-1|0|||||||61.8|23.5|14.7|58.8|38.2|2.9|0|20190628|final20190628v1
2018|6b|2282|9|COLEGIO MUNICIPAL LO DE LOBO|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|2|17|16|17|252|262|255|12|-15|23|14|26|18|0|0|0|1|1|1|||||||47.1|11.8|41.2|18.8|37.5|43.8|0|20190628|final20190628v1
2018|6b|2284|5|ESCUELA LA PAZ|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|3|1|79|78|79|254|259|252|16|14|-7|2|6|-2|1|1|0|0|1|0|||||||30.4|40.5|29.1|23.1|43.6|33.3|0|20190628|final20190628v1
2018|6b|2285|3|COLEGIO MANUEL FRANCISCO CORREA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|2|26|26|26|216|222|223|-1|-10|1|-15|-4|-3|0|0|0|-1|0|0|||||||61.5|30.8|7.7|61.5|26.9|11.5|0|20190628|final20190628v1
2018|6b|2286|1|COLEGIO MUNICIPAL LUIS GALDAMES|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|1|98|95|97|247|250|257|18|18|17|9|14|20|1|1|1|1|1|1|||||||36.7|42.9|20.4|30.5|45.3|24.2|0|20190628|final20190628v1
2018|6b|2288|8|ESCUELA CARLOS CONDELL DE LA HAZA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|1|9|9|9|208|195|213|-13|-17|-16|-23|-31|-13|0|0|0|-1|-1|0|||||||||||||0|20190628|final20190628v1
2018|6b|2289|6|ESCUELA REPUBLICA DE ALEMANIA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|1|40|40|40|237|226|231|-2|-11|8|6|0|5|0|0|0|0|0|0|||||||52.5|27.5|20|57.5|27.5|15|0|20190628|final20190628v1
2018|6b|2292|6|ESCUELA VICENTE HUIDOBRO|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|1|14|14|14|219|245|244|-9|33|9|-12|19|18|0|1|0|-1|1|1|||||||64.3|14.3|21.4|50|14.3|35.7|0|20190628|final20190628v1
2018|6b|2293|4|COLEGIO MUNICIPAL LOS CHOAPINOS|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|2|15|16|15|257|250|274|-17|-16|0|19|14|37|0|0|0|1|1|1||||||1|26.7|46.7|26.7|25|62.5|12.5|0|20190628|final20190628v1
2018|6b|2294|2|COLEGIO MUNICIPAL LA ESMERALDA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|2|24|24|24|250|238|238|16|20|5|19|12|12|1|1|0|1|1|1|||||||33.3|41.7|25|37.5|54.2|8.3|0|20190628|final20190628v1
2018|6b|2296|9|COLEGIO MUNICIPAL LO CARTAGENA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|2|10|10|10|244|217|242|9|-23|16|13|-9|16|0|-1|0|1|0|0|||||||40|40|20|70|30|0|0|20190628|final20190628v1
2018|6b|2297|7|ESCUELA GUSTAVO BISQUERTT S.|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|2|8|8|8|233|225|210|-13|-23|-15|2|-1|-16|0|0|0|0|0|0|||||||||||||0|20190628|final20190628v1
2018|6b|2299|3|COLEGIO MUNICIPAL EL CERRILLO|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|2|8|7|0|236|246||0|0||-2|10||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2300|0|ESCUELA LA ISLA EMMA ESCOBAR DE LAGOS|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|1|18|18|17|225|203|217|10|5|17|-6|-23|-9|0|0|0|0|-1|0|||||||44.4|44.4|11.1|77.8|22.2|0|0|20190628|final20190628v1
2018|6b|2301|9|COLEGIO MUNICIPAL DE APALTA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|1|25|25|25|228|230|231|-10|0|-14|-10|-6|-6|0|0|0|-1|0|0|||||||48|40|12|48|52|0|0|20190628|final20190628v1
2018|6b|2302|7|ESCUELA BASICA VICTOR NICOLETTI TAMANIN|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|2|15|15|15|253|263|261|34|22|19|15|27|24|1|1|0|1|1|1|||||||33.3|53.3|13.3|26.7|40|33.3|0|20190628|final20190628v1
2018|6b|2304|3|COLEGIO MUNICIPAL VILLA DEL COBIL|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|2|2|4|4|0|232|234||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2307|8|ESCUELA MARTA AVARIA SALVATIERRA|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|2|1|1|2|8|8|0|222|229||0|0||-9|3||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2308|6|COLEGIO SAN ANTONIO DEL BALUARTE|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|3|2|4|1|71|71|71|267|289|292|0|1|8|2|18|19|0|0|0|0|1|1|||||||21.1|42.3|36.6|5.6|38|56.3|0|20190628|final20190628v1
2018|6b|2309|4|CENTRO EDUCACIONAL ASUNCION|6|Región del Libertador Bernar|61|CACHA|6115|Rengo|61|CACHA|3|2|3|1|69|68|69|222|225|222|-23|-26|-2|-30|-28|-32|-1|-1|0|-1|-1|-1|||||||55.1|33.3|11.6|50|44.1|5.9|0|20190628|final20190628v1
2018|6b|2310|8|ESC.ALCIDES REYES FRIAS|6|Región del Libertador Bernar|61|CACHA|6109|Mallo|61|CACHA|2|1|2|1|41|40|37|246|254|250|5|7|6|8|18|13|0|0|0|1|1|1|||||||36.6|36.6|26.8|30|37.5|32.5|0|20190628|final20190628v1
2018|6b|2311|6|ESCUELA PELEQUEN|6|Región del Libertador Bernar|61|CACHA|6109|Mallo|61|CACHA|2|1|1|1|22|23|23|230|222|240|-32|-37|21|-1|-4|14|-1|-1|0|0|0|1|||||||50|31.8|18.2|65.2|30.4|4.3|0|20190628|final20190628v1
2018|6b|2312|4|ESCUELA MUNICIPAL DE PANQUEHUE|6|Región del Libertador Bernar|61|CACHA|6109|Mallo|61|CACHA|2|1|1|2|14|13|14|281|295|258|-6|-4|24|50|69|32|0|0|0|1|1|1|||||||14.3|35.7|50|7.7|38.5|53.8|0|20190628|final20190628v1
2018|6b|2313|2|ESCUELA MUNICIPAL DE LIMAHUE|6|Región del Libertador Bernar|61|CACHA|6109|Mallo|61|CACHA|2|1|1|2|16|16|16|249|253|252|-11|-1|7|18|27|26|0|0|0|1|1|1|||||||37.5|18.8|43.8|50|12.5|37.5|0|20190628|final20190628v1
2018|6b|2314|0|ESCUELA MUNICIPAL DE CORCOLEN|6|Región del Libertador Bernar|61|CACHA|6109|Mallo|61|CACHA|2|1|1|2|12|12|9|248|262|233|0|0|-32|17|36|7|0|0|-1|1|1|0||||1|1||33.3|58.3|8.3|0|91.7|8.3|0|20190628|final20190628v1
2018|6b|2319|1|LICEO REPUBLICA DE ITALIA|6|Región del Libertador Bernar|61|CACHA|6114|Quint|61|CACHA|2|1|2|1|31|31|31|254|255|246|15|15|9|16|19|9|1|1|0|1|1|0|||||||32.3|35.5|32.3|22.6|58.1|19.4|0|20190628|final20190628v1
2018|6b|2320|5|VIOLETA FUENTES CARVAJAL|6|Región del Libertador Bernar|61|CACHA|6114|Quint|61|CACHA|2|1|1|2|13|12|13|214|240|243|-44|-19|-12|-17|14|17|-1|0|0|-1|1|1|||||||76.9|23.1|0|25|66.7|8.3|0|20190628|final20190628v1
2018|6b|2321|3|ESCUELA AMPARO RAYO HORTA|6|Región del Libertador Bernar|61|CACHA|6114|Quint|61|CACHA|2|1|1|2|18|18|18|211|210|222|-29|-20|-24|-20|-16|-4|-1|-1|-1|-1|-1|0|||||||61.1|22.2|16.7|66.7|33.3|0|0|20190628|final20190628v1
2018|6b|2322|1|ESCUELA RURAL LA VINILLA|6|Región del Libertador Bernar|61|CACHA|6117|San V|61|CACHA|1|1|2|2|2|2|0|228|264||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2324|8|ESCUELA JAIME FELDMAN MILLER|6|Región del Libertador Bernar|61|CACHA|6114|Quint|61|CACHA|2|1|2|2|20|20|20|247|238|259|-9|-10|-17|9|2|22|0|0|0|0|0|1|||||||40|35|25|40|25|35|0|20190628|final20190628v1
2018|6b|2325|6|COLEGIO RAÚL RAMÍREZ MAYOL|6|Región del Libertador Bernar|61|CACHA|6114|Quint|61|CACHA|2|1|1|2|13|13|13|239|226|212|4|-12|-26|8|0|-14|0|0|0|0|0|0|||||||46.2|30.8|23.1|46.2|53.8|0|0|20190628|final20190628v1
2018|6b|2326|4|COLEGIO SAGRADO CORAZON DE JESUS|6|Región del Libertador Bernar|61|CACHA|6114|Quint|61|CACHA|3|2|3|1|44|45|45|259|243|259|12|2|9|7|-10|5|0|0|0|1|-1|0|||||||27.3|36.4|36.4|31.1|57.8|11.1|0|20190628|final20190628v1
2018|6b|2330|2|ESC.CARMEN GALLEGOS DE ROBLE|6|Región del Libertador Bernar|61|CACHA|6117|San V|61|CACHA|1|1|2|1|87|86|87|228|220|220|0|-7|-13|-10|-16|-17|0|0|0|-1|-1|-1|||||||58.6|24.1|17.2|57|41.9|1.2|0|20190628|final20190628v1
2018|6b|2331|0|CENTRO EDUC. REQUEGUA|6|Región del Libertador Bernar|61|CACHA|6117|San V|61|CACHA|1|1|1|2|2|4|0|242|214||0|0||0|0||0|0||0|0||||1|1|1|1|||||||0|20190628|final20190628v1
2018|6b|2333|7|ESC.GUIDO ASSIS GONZALEZ|6|Región del Libertador Bernar|61|CACHA|6117|San V|61|CACHA|1|1|2|2|12|12|12|248|241|262|25|26|0|10|5|25|1|1|0|0|0|1|||||||50|25|25|41.7|41.7|16.7|0|20190628|final20190628v1
